[Strings]
nth  paddr      vaddr      len  size section    type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1360 0x00015b3f 0x00415b3f 4    5    .Themida_1 ascii   Gk{@
1361 0x00015b81 0x00415b81 4    5    .Themida_1 ascii   0D*,
1362 0x00015b9c 0x00415b9c 5    6    .Themida_1 ascii   U\fe)J
1363 0x00015ba2 0x00415ba2 5    6    .Themida_1 ascii   s\fdpH
1364 0x00015bb3 0x00415bb3 4    5    .Themida_1 ascii    <$S
1365 0x00015bb8 0x00415bb8 4    6    .Themida_1 utf8    Tp@@
1366 0x00015f10 0x00415f10 5    7    .Themida_1 utf8    ̐`j@h blocks=Combining Diacritical Marks,Basic Latin
1367 0x00016031 0x00416031 4    5    .Themida_1 ascii   +|$(
1368 0x00016063 0x00416063 12   13   .Themida_1 ascii   kernel32.dll
1369 0x0001608e 0x0041608e 16   17   .Themida_1 ascii   GetModuleHandleA
1370 0x000160a0 0x004160a0 12   13   .Themida_1 ascii   LoadLibraryA
1371 0x000160ae 0x004160ae 14   15   .Themida_1 ascii   GetProcAddress
1372 0x000160be 0x004160be 12   13   .Themida_1 ascii   VirtualAlloc
1373 0x000160cc 0x004160cc 14   15   .Themida_1 ascii   VirtualProtect
1374 0x000160dc 0x004160dc 11   12   .Themida_1 ascii   VirtualFree
1375 0x00016108 0x00416108 5    6    .Themida_1 ascii   j@ph`
1376 0x0001611d 0x0041611d 5    7    .Themida_1 utf8    =PV\aӃ blocks=Basic Latin,Cyrillic
1377 0x0001612d 0x0041612d 4    5    .Themida_1 ascii   'P\"
1378 0x00016205 0x00416205 4    5    .Themida_1 ascii   f\f\r=
1379 0x0001620d 0x0041620d 6    7    .Themida_1 ascii   )wyy0d
1380 0x0001622c 0x0041622c 6    7    .Themida_1 ascii   :DGO\fX
1381 0x0001624d 0x0041624d 6    7    .Themida_1 ascii   Fi\t\buU
1382 0x00016297 0x00416297 4    5    .Themida_1 ascii   `\tur
1383 0x000162b2 0x004162b2 4    5    .Themida_1 ascii   f,z(
1384 0x000162bb 0x004162bb 5    6    .Themida_1 ascii   o-2d/
1385 0x000162f2 0x004162f2 5    6    .Themida_1 ascii   %b) *
1386 0x00016302 0x00416302 6    7    .Themida_1 ascii   5]!f66
1387 0x0001630a 0x0041630a 4    5    .Themida_1 ascii   Ao9H
1388 0x00016313 0x00416313 4    5    .Themida_1 ascii   >\ct
1389 0x0001631e 0x0041631e 13   14   .Themida_1 ascii   DD:H\fdL"+$\r2T
1390 0x00016374 0x00416374 7    8    .Themida_1 ascii   $[1`NH.
1391 0x00016380 0x00416380 7    8    .Themida_1 ascii   \r0)\f#$Y
1392 0x00016397 0x00416397 4    5    .Themida_1 ascii   u,7N
1393 0x000163a6 0x004163a6 5    6    .Themida_1 ascii   3\tq\n$
1394 0x000163d4 0x004163d4 4    8    .Themida_1 utf8    ZⲍgԆ blocks=Basic Latin,Coptic,Cyrillic Supplement
1395 0x000163dc 0x004163dc 4    5    .Themida_1 ascii   r\v\r,
1396 0x00016408 0x00416408 7    8    .Themida_1 ascii   B.r\t"1w
1397 0x0001643d 0x0041643d 4    5    .Themida_1 ascii   \b~\fw
1398 0x000164aa 0x004164aa 5    6    .Themida_1 ascii   C+\a/X
1399 0x000164c9 0x004164c9 4    5    .Themida_1 ascii   D\a= 
1400 0x0001651b 0x0041651b 4    6    .Themida_1 utf8     OaƋ blocks=Basic Latin,Latin Extended-B
1401 0x00016579 0x00416579 5    6    .Themida_1 ascii   A]t\f+
1402 0x0001659e 0x0041659e 4    5    .Themida_1 ascii   =tw(
1403 0x000165f1 0x004165f1 5    6    .Themida_1 ascii   T;Kr{
1404 0x0001663e 0x0041663e 4    5    .Themida_1 ascii   A+B6
1405 0x0001664b 0x0041664b 4    6    .Themida_1 utf8    (*۪| blocks=Basic Latin,Arabic
1406 0x00016651 0x00416651 4    5    .Themida_1 ascii   H<v<
1407 0x00016658 0x00416658 5    6    .Themida_1 ascii   $\te/f
1408 0x0001666b 0x0041666b 4    5    .Themida_1 ascii   8'Uj
1409 0x00016695 0x00416695 11   12   .Themida_1 ascii   \&<+Y$5\f<f\b
1410 0x000166a3 0x004166a3 5    7    .Themida_1 utf8    ?\tX\f3
1411 0x000166ab 0x004166ab 8    9    .Themida_1 ascii   H\b\@QSS7
1412 0x000166c3 0x004166c3 4    5    .Themida_1 ascii   u?&^
1413 0x00016726 0x00416726 4    5    .Themida_1 ascii   ~B\fp
1414 0x00016751 0x00416751 5    6    .Themida_1 ascii   C8!<\b
1415 0x0001675d 0x0041675d 6    7    .Themida_1 ascii   },} h.
1416 0x00016773 0x00416773 4    5    .Themida_1 ascii   \fIj\a
1417 0x000167cd 0x004167cd 6    7    .Themida_1 ascii   a\nu"\rG
1418 0x000167e0 0x004167e0 4    5    .Themida_1 ascii   '>\vu
1419 0x00016840 0x00416840 4    5    .Themida_1 ascii   ()",
1420 0x0001685b 0x0041685b 4    5    .Themida_1 ascii   \ru@.
1421 0x0001686e 0x0041686e 4    5    .Themida_1 ascii   DlM\t
1422 0x000168a0 0x004168a0 4    5    .Themida_1 ascii   P{t$
1423 0x000168af 0x004168af 4    5    .Themida_1 ascii   \b\r$u
1424 0x000168d0 0x004168d0 4    5    .Themida_1 ascii   u6RH
1425 0x0001694f 0x0041694f 10   11   .Themida_1 ascii   ct*$\r\n^3\r\f
1426 0x00016991 0x00416991 4    5    .Themida_1 ascii   \b46\f
1427 0x000169e9 0x004169e9 5    6    .Themida_1 ascii   ZyE8X
1428 0x000169f3 0x004169f3 8    9    .Themida_1 ascii   6+W8h%@1
1429 0x00016a2c 0x00416a2c 4    6    .Themida_1 utf8    ¢s\ed blocks=Latin-1 Supplement,Basic Latin
1430 0x00016a49 0x00416a49 4    5    .Themida_1 ascii    DL\b
1431 0x00016a4e 0x00416a4e 4    5    .Themida_1 ascii   D$"?
1432 0x00016a67 0x00416a67 4    5    .Themida_1 ascii   B4 \v
1433 0x00016a6f 0x00416a6f 4    5    .Themida_1 ascii   8%]&
1434 0x00016a96 0x00416a96 4    5    .Themida_1 ascii   l{oR
1435 0x00016ae0 0x00416ae0 4    5    .Themida_1 ascii   jc'=
1436 0x00016b11 0x00416b11 4    5    .Themida_1 ascii   !DR7
1437 0x00016b4f 0x00416b4f 6    7    .Themida_1 ascii   \e!0VC0
1438 0x00016b6c 0x00416b6c 5    6    .Themida_1 ascii   !4VC4
1439 0x00016b83 0x00416b83 5    7    .Themida_1 utf8    \f*Xŧ8 blocks=Basic Latin,Latin Extended-A
1440 0x00016bb8 0x00416bb8 4    5    .Themida_1 ascii   S,zw
1441 0x00016beb 0x00416beb 5    8    .Themida_1 utf8    !觴WH\e blocks=Basic Latin,CJK Unified Ideographs
1442 0x00016bf8 0x00416bf8 5    6    .Themida_1 ascii   b$\ey3
1443 0x00016c06 0x00416c06 8    10   .Themida_1 utf8    ]\rB)\vΪTM blocks=Basic Latin,Greek and Coptic
1444 0x00016c15 0x00416c15 6    7    .Themida_1 ascii   VEbD\e2
1445 0x00016c1e 0x00416c1e 6    7    .Themida_1 ascii   +*b"\eC
1446 0x00016c30 0x00416c30 4    5    .Themida_1 ascii   BP~\v
1447 0x00016c7d 0x00416c7d 5    7    .Themida_1 utf8    Jg͐=( blocks=Basic Latin,Combining Diacritical Marks
1448 0x00016cad 0x00416cad 4    6    .Themida_1 utf8    `n3ۊ blocks=Basic Latin,Arabic
1449 0x00016ccb 0x00416ccb 8    9    .Themida_1 ascii   Gke{ (SU
1450 0x00016ce7 0x00416ce7 5    6    .Themida_1 ascii   v{R$S
1451 0x00016d04 0x00416d04 4    5    .Themida_1 ascii   {(SQ
1452 0x00016d2c 0x00416d2c 4    5    .Themida_1 ascii   BToC
1453 0x00016d53 0x00416d53 5    6    .Themida_1 ascii   K\nNb\t
1454 0x00016d7e 0x00416d7e 7    8    .Themida_1 ascii   _&_F&u^
1455 0x00016da1 0x00416da1 5    6    .Themida_1 ascii   v\ar*@
1456 0x00016def 0x00416def 4    5    .Themida_1 ascii   SA:X
1457 0x00016e39 0x00416e39 4    5    .Themida_1 ascii   Y x+
1458 0x00016e52 0x00416e52 6    8    .Themida_1 utf8    g٭FV$B blocks=Basic Latin,Arabic
1459 0x00016e62 0x00416e62 4    5    .Themida_1 ascii   "tc 
1460 0x00016ea9 0x00416ea9 7    9    .Themida_1 utf8    @QT܆cIK blocks=Basic Latin,Syriac
1461 0x00016ecb 0x00416ecb 4    5    .Themida_1 ascii   T7"\t
1462 0x00016f12 0x00416f12 6    7    .Themida_1 ascii   L\e4t\b~
1463 0x00016f4c 0x00416f4c 4    6    .Themida_1 utf8    {Oռ" blocks=Basic Latin,Armenian
1464 0x00016f53 0x00416f53 4    5    .Themida_1 ascii   SVP/
1465 0x00016fb0 0x00416fb0 4    5    .Themida_1 ascii   t9f0
1466 0x00016fde 0x00416fde 5    6    .Themida_1 ascii   )\rXs]
1467 0x00017003 0x00417003 4    5    .Themida_1 ascii   I\r\n%
1468 0x00017036 0x00417036 5    6    .Themida_1 ascii   \fAK.?
1469 0x00017074 0x00417074 6    7    .Themida_1 ascii   {B\fB(h
1470 0x0001707b 0x0041707b 6    8    .Themida_1 utf8    ]Tʶ\UU blocks=Basic Latin,Spacing Modifier Letters
1471 0x000170cf 0x004170cf 4    5    .Themida_1 ascii   6tVu
1472 0x000170e8 0x004170e8 4    5    .Themida_1 ascii   i["G
1473 0x0001715f 0x0041715f 5    7    .Themida_1 utf8    $t\r\v֠ blocks=Basic Latin,Hebrew
1474 0x000171ee 0x004171ee 4    5    .Themida_1 ascii   BdXd
1475 0x00017219 0x00417219 5    6    .Themida_1 ascii   tgzB"
1476 0x00017228 0x00417228 8    10   .Themida_1 utf8    ]'Y1(CYܜ blocks=Basic Latin,Syriac
1477 0x00017236 0x00417236 5    6    .Themida_1 ascii   DzPNQ
1478 0x00017267 0x00417267 4    5    .Themida_1 ascii   k\tap
1479 0x000172bb 0x004172bb 4    6    .Themida_1 utf8    FjGs
1480 0x0001734a 0x0041734a 4    5    .Themida_1 ascii   &\b1-
1481 0x00017386 0x00417386 4    5    .Themida_1 ascii   A$pR
1482 0x00017391 0x00417391 5    6    .Themida_1 ascii   _K+u,
1483 0x000173b9 0x004173b9 5    8    .Themida_1 utf8    u\n-ǅΎ blocks=Basic Latin,Latin Extended-B,Greek and Coptic
1484 0x00017405 0x00417405 5    6    .Themida_1 ascii   Rf/\r)
1485 0x00017462 0x00417462 8    9    .Themida_1 ascii   s[/g<f[m
1486 0x0001748d 0x0041748d 6    7    .Themida_1 ascii   W3"DoH
1487 0x000174ad 0x004174ad 4    5    .Themida_1 ascii   c]"`
1488 0x000174ba 0x004174ba 5    6    .Themida_1 ascii   :m2t'
1489 0x00017507 0x00417507 15   17   .Themida_1 utf8    d+We@#"VSA+M~\fҹ blocks=Basic Latin,Cyrillic
1490 0x0001754c 0x0041754c 4    5    .Themida_1 ascii   =+x{
1491 0x00017558 0x00417558 4    6    .Themida_1 utf8    gNE΄ blocks=Basic Latin,Greek and Coptic
1492 0x00017577 0x00417577 6    7    .Themida_1 ascii   $C`P:h
1493 0x0001758f 0x0041758f 4    5    .Themida_1 ascii   VvjT
1494 0x000175c5 0x004175c5 4    5    .Themida_1 ascii   kSBH
1495 0x000175cc 0x004175cc 4    5    .Themida_1 ascii   B$M>
1496 0x000175d7 0x004175d7 5    7    .Themida_1 utf8    3ǈkt6 blocks=Basic Latin,Latin Extended-B
1497 0x000175ed 0x004175ed 4    6    .Themida_1 utf8    Y+ȽB blocks=Basic Latin,Latin Extended-B
1498 0x00017604 0x00417604 4    5    .Themida_1 ascii   D\f;\a
1499 0x00017609 0x00417609 8    10   .Themida_1 utf8    8 i%ާ8Ih blocks=Basic Latin,Thaana
1500 0x00017618 0x00417618 4    6    .Themida_1 utf8    >z\b̜ blocks=Basic Latin,Combining Diacritical Marks
1501 0x0001761f 0x0041761f 4    6    .Themida_1 utf8    RŁBP blocks=Basic Latin,Latin Extended-A
1502 0x0001765a 0x0041765a 6    7    .Themida_1 ascii   N.&UB\r
1503 0x00017677 0x00417677 4    5    .Themida_1 ascii   i&2m
1504 0x00017699 0x00417699 4    5    .Themida_1 ascii   6s^\b
1505 0x000176a6 0x004176a6 4    5    .Themida_1 ascii   \$((
1506 0x000176ab 0x004176ab 4    5    .Themida_1 ascii   xL\t,
1507 0x000176f8 0x004176f8 4    5    .Themida_1 ascii   \fH1D
1508 0x00017708 0x00417708 4    5    .Themida_1 ascii   `?AK
1509 0x00017786 0x00417786 4    5    .Themida_1 ascii   <S$D
1510 0x000177ba 0x004177ba 4    5    .Themida_1 ascii   p2v(
1511 0x0001782d 0x0041782d 4    5    .Themida_1 ascii   _g\n@
1512 0x000178a3 0x004178a3 5    6    .Themida_1 ascii   Nu\t\eb
1513 0x000178b3 0x004178b3 4    5    .Themida_1 ascii   K!a\e
1514 0x000178b9 0x004178b9 5    6    .Themida_1 ascii   E|\e\tf
1515 0x000178c9 0x004178c9 4    5    .Themida_1 ascii   %4Ft
1516 0x000178e8 0x004178e8 4    5    .Themida_1 ascii   +e\f\b
1517 0x00017907 0x00417907 5    6    .Themida_1 ascii   C\b# Z
1518 0x00017932 0x00417932 6    8    .Themida_1 utf8    v|l\bŌ\f blocks=Basic Latin,Latin Extended-A
1519 0x00017942 0x00417942 4    5    .Themida_1 ascii   d 0q
1520 0x00017978 0x00417978 4    5    .Themida_1 ascii   OrR6
1521 0x000179aa 0x004179aa 5    6    .Themida_1 ascii   @ser3
1522 0x000179b0 0x004179b0 5    6    .Themida_1 ascii   2.dl<
1523 0x000179b6 0x004179b6 6    7    .Themida_1 ascii   E}>o\c
1524 0x000179c0 0x004179c0 5    6    .Themida_1 ascii   e dam
1525 0x000179d9 0x004179d9 11   12   .Themida_1 ascii   rbp!;Co3l n
1526 0x000179eb 0x004179eb 5    6    .Themida_1 ascii   %gs`y
1527 0x000179f1 0x004179f1 7    8    .Themida_1 ascii   dilc \k
1528 0x000179fd 0x004179fd 5    6    .Themida_1 ascii   Jy(qf
1529 0x00017a03 0x00417a03 5    6    .Themida_1 ascii   0Q08X
1530 0x00017a09 0x00417a09 4    5    .Themida_1 ascii   e3xp
1531 0x00017a1e 0x00417a1e 6    7    .Themida_1 ascii   >:TJ~C
1532 0x00017a30 0x00417a30 6    7    .Themida_1 ascii   XJ|(re
1533 0x00017a3c 0x00417a3c 6    7    .Themida_1 ascii   sPg(@I
1534 0x00017a7d 0x00417a7d 10   11   .Themida_1 ascii   h$`f:aown"
1535 0x00017a88 0x00417a88 5    6    .Themida_1 ascii   \n?\r\n[
1536 0x00017adc 0x00417adc 10   11   .Themida_1 ascii   li6 tmm$ $
1537 0x00017aea 0x00417aea 4    5    .Themida_1 ascii   V3WQ
1538 0x00017b0d 0x00417b0d 5    6    .Themida_1 ascii   ^|,Lp
1539 0x00017b16 0x00417b16 6    7    .Themida_1 ascii   \emMn)f
1540 0x00017b32 0x00417b32 4    6    .Themida_1 utf8    Vdΐ+ blocks=Basic Latin,Greek and Coptic
1541 0x00017b41 0x00417b41 4    6    .Themida_1 utf8    ujtֲ blocks=Basic Latin,Hebrew
1542 0x00017b75 0x00417b75 7    8    .Themida_1 ascii   OLCYDBG
1543 0x00017b86 0x00417b86 5    6    .Themida_1 ascii   "7$M9
1544 0x00017b91 0x00417b91 9    11   .Themida_1 utf8    18467-ӿ\a\ blocks=Basic Latin,Cyrillic
1545 0x00017b9c 0x00417b9c 6    7    .Themida_1 ascii   .0SICE
1546 0x00017ba3 0x00417ba3 10   11   .Themida_1 ascii   \t>WV*D\v+NT
1547 0x00017bb1 0x00417bb1 5    6    .Themida_1 ascii   GSY*\v
1548 0x00017bba 0x00417bba 4    5    .Themida_1 ascii   0FIL
1549 0x00017bbf 0x00417bbf 5    6    .Themida_1 ascii   N\f*M\n
1550 0x00017bc5 0x00417bc5 8    9    .Themida_1 ascii   TRW\bny/X
1551 0x00017bd0 0x00417bd0 7    10   .Themida_1 utf8    ebugǬŃ\t blocks=Basic Latin,Latin Extended-B,Latin Extended-A
1552 0x00017bdd 0x00417bdd 4    5    .Themida_1 ascii   -1'Y
1553 0x00017be4 0x00417be4 4    5    .Themida_1 ascii   H\aM#
1554 0x00017bf9 0x00417bf9 9    11   .Themida_1 utf8    O/:Sr\fndߣ blocks=Basic Latin,NKo
1555 0x00017c11 0x00417c11 4    5    .Themida_1 ascii   /Sof
1556 0x00017c9b 0x00417c9b 4    5    .Themida_1 ascii   w5\a\n
1557 0x00017cb4 0x00417cb4 4    5    .Themida_1 ascii   \t\v(v
1558 0x00017cc8 0x00417cc8 4    6    .Themida_1 utf8    ckߪW blocks=Basic Latin,NKo
1559 0x00017cce 0x00417cce 4    5    .Themida_1 ascii   \a%\t-
1560 0x00017ce7 0x00417ce7 5    6    .Themida_1 ascii   WARNI
1561 0x00017cf1 0x00417cf1 4    6    .Themida_1 utf8    zֹk? blocks=Basic Latin,Hebrew
1562 0x00017d08 0x00417d08 4    5    .Themida_1 ascii   "efr
1563 0x00017d1c 0x00417d1c 5    6    .Themida_1 ascii   @pLr?
1564 0x00017d36 0x00417d36 5    6    .Themida_1 ascii   4j4F$
1565 0x00017d3e 0x00417d3e 6    7    .Themida_1 ascii   @0ID\n@
1566 0x00017d4f 0x00417d4f 10   11   .Themida_1 ascii   T#b2\a%0!\fd
1567 0x00017d8a 0x00417d8a 4    5    .Themida_1 ascii   lwTD
1568 0x00017d8f 0x00417d8f 4    5    .Themida_1 ascii   MHe\
1569 0x00017d94 0x00417d94 4    5    .Themida_1 ascii   @&"`
1570 0x00017daa 0x00417daa 4    6    .Themida_1 utf8    NΕD7 blocks=Basic Latin,Greek and Coptic
1571 0x00017dea 0x00417dea 4    6    .Themida_1 utf8    DZQ\b
1572 0x00017e17 0x00417e17 4    5    .Themida_1 ascii   |3DJ
1573 0x00017e39 0x00417e39 4    5    .Themida_1 ascii   s\a]=
1574 0x00017e51 0x00417e51 6    8    .Themida_1 utf8    8ɾydg& blocks=Basic Latin,IPA Extensions
1575 0x00017ea9 0x00417ea9 4    5    .Themida_1 ascii   "@E<
1576 0x00017ec7 0x00417ec7 4    6    .Themida_1 utf8    Ɋ@?x blocks=Latin Extended-B,Basic Latin
1577 0x00017efa 0x00417efa 5    7    .Themida_1 utf8    ,zըD% blocks=Basic Latin,Armenian
1578 0x0001c0b4 0x0041c0b4 10   11   .Themida_1 ascii   user32.dll
1579 0x0001c0c1 0x0041c0c1 8    9    .Themida_1 ascii   SetTimer
1580 0x0001c0cc 0x0041c0cc 10   11   .Themida_1 ascii   GetDlgItem
1581 0x0001c0d9 0x0041c0d9 9    10   .Themida_1 ascii   EndDialog
1582 0x0001c0e5 0x0041c0e5 10   11   .Themida_1 ascii   ShowWindow
1583 0x0001c0f2 0x0041c0f2 15   16   .Themida_1 ascii   DialogBoxParamA
1584 0x0001c104 0x0041c104 12   13   .Themida_1 ascii   SendMessageA
1585 0x0001c111 0x0041c111 12   13   .Themida_1 ascii   kernel32.dll
1586 0x0001c120 0x0041c120 9    10   .Themida_1 ascii   CopyFileA
1587 0x0001c12c 0x0041c12c 11   12   .Themida_1 ascii   CreateFileA
1588 0x0001c13a 0x0041c13a 18   19   .Themida_1 ascii   CreateFileMappingA
1589 0x0001c14f 0x0041c14f 11   12   .Themida_1 ascii   CreateFileW
1590 0x0001c15d 0x0041c15d 11   12   .Themida_1 ascii   CloseHandle
1591 0x0001c16b 0x0041c16b 11   12   .Themida_1 ascii   DeleteFileA
1592 0x0001c179 0x0041c179 11   12   .Themida_1 ascii   ExitProcess
1593 0x0001c187 0x0041c187 9    10   .Themida_1 ascii   FindClose
1594 0x0001c193 0x0041c193 14   15   .Themida_1 ascii   FindFirstFileW
1595 0x0001c1a4 0x0041c1a4 13   14   .Themida_1 ascii   FindNextFileW
1596 0x0001c1b4 0x0041c1b4 12   13   .Themida_1 ascii   CreateThread
1597 0x0001c1c3 0x0041c1c3 23   24   .Themida_1 ascii   GetEnvironmentVariableA
1598 0x0001c1dd 0x0041c1dd 18   19   .Themida_1 ascii   GetFileAttributesW
1599 0x0001c1f2 0x0041c1f2 16   17   .Themida_1 ascii   GetLogicalDrives
1600 0x0001c205 0x0041c205 18   19   .Themida_1 ascii   GetModuleFileNameA
1601 0x0001c21a 0x0041c21a 16   17   .Themida_1 ascii   GetModuleHandleA
1602 0x0001c22d 0x0041c22d 12   13   .Themida_1 ascii   GetTickCount
1603 0x0001c23c 0x0041c23c 11   12   .Themida_1 ascii   GlobalAlloc
1604 0x0001c24a 0x0041c24a 10   11   .Themida_1 ascii   GlobalFree
1605 0x0001c257 0x0041c257 13   14   .Themida_1 ascii   MapViewOfFile
1606 0x0001c267 0x0041c267 9    10   .Themida_1 ascii   MoveFileW
1607 0x0001c273 0x0041c273 19   20   .Themida_1 ascii   MultiByteToWideChar
1608 0x0001c289 0x0041c289 13   14   .Themida_1 ascii   RtlMoveMemory
1609 0x0001c299 0x0041c299 12   13   .Themida_1 ascii   SetErrorMode
1610 0x0001c2a8 0x0041c2a8 18   19   .Themida_1 ascii   SetFileAttributesW
1611 0x0001c2bd 0x0041c2bd 17   18   .Themida_1 ascii   SetThreadPriority
1612 0x0001c2d1 0x0041c2d1 5    6    .Themida_1 ascii   Sleep
1613 0x0001c2d9 0x0041c2d9 15   16   .Themida_1 ascii   UnmapViewOfFile
1614 0x0001c2eb 0x0041c2eb 19   20   .Themida_1 ascii   GetCurrentProcessId
1615 0x0001c301 0x0041c301 9    10   .Themida_1 ascii   WriteFile
1616 0x0001c30d 0x0041c30d 8    9    .Themida_1 ascii   lstrcatA
1617 0x0001c318 0x0041c318 8    9    .Themida_1 ascii   lstrcatW
1618 0x0001c323 0x0041c323 8    9    .Themida_1 ascii   lstrcmpW
1619 0x0001c32e 0x0041c32e 9    10   .Themida_1 ascii   lstrcmpiA
1620 0x0001c33a 0x0041c33a 9    10   .Themida_1 ascii   lstrcmpiW
1621 0x0001c346 0x0041c346 8    9    .Themida_1 ascii   lstrcpyA
1622 0x0001c351 0x0041c351 8    9    .Themida_1 ascii   lstrcpyW
1623 0x0001c35c 0x0041c35c 8    9    .Themida_1 ascii   lstrlenA
1624 0x0001c367 0x0041c367 8    9    .Themida_1 ascii   lstrlenW
1625 0x0001c372 0x0041c372 12   13   .Themida_1 ascii   VirtualAlloc
1626 0x0001c37f 0x0041c37f 11   12   .Themida_1 ascii   shell32.dll
1627 0x0001c38d 0x0041c38d 13   14   .Themida_1 ascii   ShellExecuteA
1628 0x0001c39b 0x0041c39b 12   13   .Themida_1 ascii   advapi32.dll
1629 0x0001c3aa 0x0041c3aa 12   13   .Themida_1 ascii   GetUserNameA
1630 0x0001c3b9 0x0041c3b9 11   12   .Themida_1 ascii   RegCloseKey
1631 0x0001c3c7 0x0041c3c7 13   14   .Themida_1 ascii   RegOpenKeyExA
1632 0x0001c3d7 0x0041c3d7 14   15   .Themida_1 ascii   RegSetValueExA
1633 0x0001c3e8 0x0041c3e8 16   17   .Themida_1 ascii   RegQueryValueExA
1634 0x0001c3f9 0x0041c3f9 11   12   .Themida_1 ascii   shlwapi.dll
1635 0x0001c407 0x0041c407 19   20   .Themida_1 ascii   PathRemoveFileSpecA
1636 0x0001c41b 0x0041c41b 12   13   .Themida_1 ascii   comctl32.dll
1637 0x0001c42a 0x0041c42a 18   19   .Themida_1 ascii   InitCommonControls
1638 0x0001c43d 0x0041c43d 7    8    .Themida_1 ascii   mpr.dll
1639 0x0001c447 0x0041c447 13   14   .Themida_1 ascii   WNetCloseEnum
1640 0x0001c457 0x0041c457 13   14   .Themida_1 ascii   WNetOpenEnumA
1641 0x0001c467 0x0041c467 17   18   .Themida_1 ascii   WNetEnumResourceA
1642 0x0001c479 0x0041c479 11   12   .Themida_1 ascii   wsock32.dll
1643 0x0001c487 0x0041c487 10   11   .Themida_1 ascii   WSAStartup
1644 0x0001c494 0x0041c494 11   12   .Themida_1 ascii   closesocket
1645 0x0001c4a2 0x0041c4a2 7    8    .Themida_1 ascii   connect
1646 0x0001c4ac 0x0041c4ac 4    5    .Themida_1 ascii   recv
1647 0x0001c4b3 0x0041c4b3 4    5    .Themida_1 ascii   send
1648 0x0001c4ba 0x0041c4ba 6    7    .Themida_1 ascii   socket
1649 0x0001c4c3 0x0041c4c3 10   11   .Themida_1 ascii   WSACleanup

