[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
12362 0x0007a042 0x00554c42 6   7    .vmp1   ascii   \vIl>+Q
12363 0x0007a058 0x00554c58 5   8    .vmp1   utf8    㴋P"</ blocks=CJK Unified Ideographs Extension A,Basic Latin
12364 0x0007a081 0x00554c81 4   5    .vmp1   ascii   vMQ\a
12365 0x0007a093 0x00554c93 4   5    .vmp1   ascii   Se(\a
12366 0x0007a0ad 0x00554cad 4   6    .vmp1   utf8    \aըqF blocks=Basic Latin,Armenian
12367 0x0007a0eb 0x00554ceb 6   10   .vmp1   utf8    \bԈ⊤\vwT blocks=Basic Latin,Cyrillic Supplement,Mathematical Operators
12368 0x0007a108 0x00554d08 4   5    .vmp1   ascii   \ayTr
12369 0x0007a11a 0x00554d1a 5   10   .vmp1   utf8    Ҿ>ݓz鼏 blocks=Cyrillic,Basic Latin,Arabic Supplement,CJK Unified Ideographs
12370 0x0007a136 0x00554d36 4   5    .vmp1   ascii   G\r\f=
12371 0x0007a141 0x00554d41 4   5    .vmp1   ascii   65gV
12372 0x0007a161 0x00554d61 4   5    .vmp1   ascii   nF\a*
12373 0x0007a17c 0x00554d7c 4   7    .vmp1   utf8    [Hfǥ blocks=Basic Latin,Latin Extended-B
12374 0x0007a18a 0x00554d8a 5   6    .vmp1   ascii   1m,;P
12375 0x0007a1b9 0x00554db9 4   5    .vmp1   ascii   0k\ak
12376 0x0007a204 0x00554e04 5   6    .vmp1   ascii   {M}\a\b
12377 0x0007a23a 0x00554e3a 4   6    .vmp1   utf8    >Ӵc% blocks=Basic Latin,Cyrillic
12378 0x0007a257 0x00554e57 8   9    .vmp1   ascii   K\aw=S\t^s
12379 0x0007a27b 0x00554e7b 4   6    .vmp1   utf8    w#¬| blocks=Basic Latin,Latin-1 Supplement
12380 0x0007a281 0x00554e81 4   5    .vmp1   ascii   Hg\v{
12381 0x0007a29b 0x00554e9b 5   7    .vmp1   utf8    ]\n\adЧ blocks=Basic Latin,Cyrillic
12382 0x0007a336 0x00554f36 5   6    .vmp1   ascii   ]\t\aX#
12383 0x0007a349 0x00554f49 4   5    .vmp1   ascii   t(=\a
12384 0x0007a354 0x00554f54 5   7    .vmp1   utf8    u\aΕrL blocks=Basic Latin,Greek and Coptic
12385 0x0007a3c0 0x00554fc0 4   5    .vmp1   ascii   (\b9\a
12386 0x0007a3e6 0x00554fe6 4   5    .vmp1   ascii   [!\aI
12387 0x0007a3ef 0x00554fef 4   5    .vmp1   ascii   ,%\ao
12388 0x0007a42c 0x0055502c 4   5    .vmp1   ascii   o~\a7
12389 0x0007a49d 0x0055509d 5   6    .vmp1   ascii   -w7/Z
12390 0x0007a4c1 0x005550c1 6   7    .vmp1   ascii   )MSC=)
12391 0x0007a4d2 0x005550d2 4   5    .vmp1   ascii   DlR_
12392 0x0007a4e1 0x005550e1 5   7    .vmp1   utf8    x1֨7w blocks=Basic Latin,Hebrew
12393 0x0007a4fa 0x005550fa 10  11   .vmp1   ascii   B9"FY|w\aO"
12394 0x0007a540 0x00555140 4   5    .vmp1   ascii   c@\e\a
12395 0x0007a570 0x00555170 5   6    .vmp1   ascii   %o*\aZ
12396 0x0007a593 0x00555193 7   8    .vmp1   ascii   *\aNT\fxS
12397 0x0007a5b1 0x005551b1 4   5    .vmp1   ascii   ".[}
12398 0x0007a5bd 0x005551bd 4   5    .vmp1   ascii   b+\e\a
12399 0x0007a5ed 0x005551ed 4   5    .vmp1   ascii   vyS\v
12400 0x0007a605 0x00555205 6   7    .vmp1   ascii   59S\r\by
12401 0x0007a619 0x00555219 4   7    .vmp1   utf8    \aLF繓 blocks=Basic Latin,CJK Unified Ideographs
12402 0x0007a642 0x00555242 4   5    .vmp1   ascii   \aw"H
12403 0x0007a66f 0x0055526f 4   5    .vmp1   ascii   SU>\t
12404 0x0007a67a 0x0055527a 5   7    .vmp1   utf8    \aDeWι blocks=Basic Latin,Greek and Coptic
12405 0x0007a69d 0x0055529d 4   5    .vmp1   ascii   RlO3
12406 0x0007a6bc 0x005552bc 4   5    .vmp1   ascii   bLPY
12407 0x0007a6d2 0x005552d2 4   5    .vmp1   ascii   %mM2
12408 0x0007a6d9 0x005552d9 5   8    .vmp1   utf8    H쯛\rNB blocks=Basic Latin,Hangul Syllables
12409 0x0007a6ef 0x005552ef 4   5    .vmp1   ascii   c3)t
12410 0x0007a739 0x00555339 6   8    .vmp1   utf8    L\aͪ\f p blocks=Basic Latin,Combining Diacritical Marks
12411 0x0007a74d 0x0055534d 5   6    .vmp1   ascii   hxOc0
12412 0x0007a763 0x00555363 5   6    .vmp1   ascii   V2\aCp
12413 0x0007a76b 0x0055536b 5   6    .vmp1   ascii   PLO\a%
12414 0x0007a79e 0x0055539e 5   6    .vmp1   ascii   U\a)n\t
12415 0x0007a7e6 0x005553e6 5   6    .vmp1   ascii   NF\aG\f
12416 0x0007a7f2 0x005553f2 5   6    .vmp1   ascii   \\ak])
12417 0x0007a828 0x00555428 4   5    .vmp1   ascii   3?ze
12418 0x0007a831 0x00555431 4   5    .vmp1   ascii   JS\aI
12419 0x0007a83f 0x0055543f 4   5    .vmp1   ascii   ^Z\ay
12420 0x0007a84b 0x0055544b 5   7    .vmp1   utf8    o6AۣS blocks=Basic Latin,Arabic
12421 0x0007a85d 0x0055545d 4   5    .vmp1   ascii   :r\a_
12422 0x0007a8ae 0x005554ae 5   7    .vmp1   utf8    \b۷THc blocks=Basic Latin,Arabic
12423 0x0007a8d3 0x005554d3 7   10   .vmp1   utf8    ̰S/4onԑ blocks=Combining Diacritical Marks,Basic Latin,Cyrillic Supplement
12424 0x0007a8ec 0x005554ec 5   6    .vmp1   ascii   \a8=1W
12425 0x0007a927 0x00555527 4   5    .vmp1   ascii   \t\a;3
12426 0x0007a940 0x00555540 6   7    .vmp1   ascii   s\btmR\a
12427 0x0007a95a 0x0055555a 4   5    .vmp1   ascii   \v\em+
12428 0x0007a9f0 0x005555f0 4   5    .vmp1   ascii   tY\r^
12429 0x0007aa0d 0x0055560d 5   6    .vmp1   ascii   Nx!:x
12430 0x0007aa1a 0x0055561a 4   5    .vmp1   ascii   Y8ej
12431 0x0007aa21 0x00555621 4   8    .vmp1   utf8    2\b^\a
12432 0x0007aa2d 0x0055562d 4   6    .vmp1   utf8    \aλ0u blocks=Basic Latin,Greek and Coptic
12433 0x0007aa45 0x00555645 4   5    .vmp1   ascii   ]79<
12434 0x0007aa4b 0x0055564b 6   7    .vmp1   ascii   KrC*0L
12435 0x0007aa7c 0x0055567c 4   5    .vmp1   ascii   \\aOM
12436 0x0007aac2 0x005556c2 4   5    .vmp1   ascii   v2\a9
12437 0x0007aadd 0x005556dd 4   5    .vmp1   ascii   ;LvV
12438 0x0007aaf6 0x005556f6 4   5    .vmp1   ascii   t\ag,
12439 0x0007ab26 0x00555726 4   5    .vmp1   ascii   x\vAs
12440 0x0007ab3d 0x0055573d 4   5    .vmp1   ascii   /\v[h
12441 0x0007ab53 0x00555753 4   5    .vmp1   ascii   j9\aP
12442 0x0007ab66 0x00555766 4   5    .vmp1   ascii   b\a7z
12443 0x0007ab7f 0x0055577f 4   5    .vmp1   ascii   M7"3
12444 0x0007abc2 0x005557c2 4   6    .vmp1   utf8    \vۻ"\e blocks=Basic Latin,Arabic
12445 0x0007abed 0x005557ed 4   5    .vmp1   ascii   W\a)\r
12446 0x0007ac06 0x00555806 7   9    .vmp1   utf8    >7i`4͓s blocks=Basic Latin,Combining Diacritical Marks
12447 0x0007ac11 0x00555811 4   5    .vmp1   ascii   :V;N
12448 0x0007ac31 0x00555831 5   6    .vmp1   ascii   !>\aR^
12449 0x0007ac3c 0x0055583c 5   7    .vmp1   utf8    \vP6ҟ3 blocks=Basic Latin,Cyrillic
12450 0x0007ac44 0x00555844 5   6    .vmp1   ascii   n$@d{
12451 0x0007ac61 0x00555861 4   6    .vmp1   utf8    J{\aّ blocks=Basic Latin,Arabic
12452 0x0007ac9e 0x0055589e 5   6    .vmp1   ascii   S/'oT
12453 0x0007ad1a 0x0055591a 4   5    .vmp1   ascii   `;E*
12454 0x0007ad25 0x00555925 6   7    .vmp1   ascii   /,z\a?Z
12455 0x0007ad67 0x00555967 4   5    .vmp1   ascii   3|q6
12456 0x0007ad79 0x00555979 6   7    .vmp1   ascii   }^\a:ob
12457 0x0007ad93 0x00555993 5   6    .vmp1   ascii   \aq&rK
12458 0x0007adce 0x005559ce 5   6    .vmp1   ascii   \a0CnU
12459 0x0007addf 0x005559df 4   5    .vmp1   ascii   F\a,y
12460 0x0007ae05 0x00555a05 4   5    .vmp1   ascii   H\\a&
12461 0x0007ae4d 0x00555a4d 5   6    .vmp1   ascii   `\r{\a~
12462 0x0007ae7d 0x00555a7d 5   6    .vmp1   ascii   m:;pP
12463 0x0007ae9a 0x00555a9a 5   6    .vmp1   ascii   \a_:w,
12464 0x0007aeae 0x00555aae 4   6    .vmp1   utf8    Sڟ$} blocks=Basic Latin,Arabic
12465 0x0007aece 0x00555ace 4   5    .vmp1   ascii   g\aZR
12466 0x0007aed8 0x00555ad8 8   9    .vmp1   ascii   (L=\afBJj
12467 0x0007aee5 0x00555ae5 5   6    .vmp1   ascii   \ag}Sx
12468 0x0007aef2 0x00555af2 7   8    .vmp1   ascii   #|\a1Ht\n
12469 0x0007af34 0x00555b34 4   5    .vmp1   ascii   \ao:(
12470 0x0007af83 0x00555b83 4   5    .vmp1   ascii   \rHS3
12471 0x0007afa3 0x00555ba3 5   6    .vmp1   ascii   \bZM2\a
12472 0x0007afaa 0x00555baa 8   11   .vmp1   utf8    @ٍl?0#ͳH blocks=Basic Latin,Arabic,Greek and Coptic
12473 0x0007afbc 0x00555bbc 6   7    .vmp1   ascii   H1]3Le
12474 0x0007afd5 0x00555bd5 5   6    .vmp1   ascii   w\aekI
12475 0x0007afee 0x00555bee 5   6    .vmp1   ascii   |\a\v-\f
12476 0x0007b054 0x00555c54 5   7    .vmp1   utf8    \a֫_*o blocks=Basic Latin,Hebrew
12477 0x0007b06e 0x00555c6e 4   6    .vmp1   utf8    \a;nڍ blocks=Basic Latin,Arabic
12478 0x0007b095 0x00555c95 4   5    .vmp1   ascii   k\rzh
12479 0x0007b0a7 0x00555ca7 4   6    .vmp1   utf8    nyԢ\v blocks=Basic Latin,Cyrillic Supplement
12480 0x0007b0dc 0x00555cdc 4   5    .vmp1   ascii   5^%O
12481 0x0007b0e9 0x00555ce9 4   5    .vmp1   ascii   0t\a\f
12482 0x0007b109 0x00555d09 4   5    .vmp1   ascii   hC`3
12483 0x0007b128 0x00555d28 6   7    .vmp1   ascii   \rX,@7h
12484 0x0007b13e 0x00555d3e 4   7    .vmp1   utf8    'JG blocks=Basic Latin,Private Use Area
12485 0x0007b152 0x00555d52 5   7    .vmp1   utf8    \vN{ݫ\a blocks=Basic Latin,Arabic Supplement
12486 0x0007b1c0 0x00555dc0 5   6    .vmp1   ascii   G-^k4
12487 0x0007b1c6 0x00555dc6 5   6    .vmp1   ascii   _\a\:9
12488 0x0007b1d4 0x00555dd4 5   6    .vmp1   ascii   \ae]Je
12489 0x0007b214 0x00555e14 5   6    .vmp1   ascii   #fMH\v
12490 0x0007b21f 0x00555e1f 4   5    .vmp1   ascii   ,@q\
12491 0x0007b24a 0x00555e4a 5   6    .vmp1   ascii   e\a4nx
12492 0x0007b266 0x00555e66 4   5    .vmp1   ascii   \r\n\a 
12493 0x0007b27c 0x00555e7c 4   5    .vmp1   ascii   eTMG
12494 0x0007b281 0x00555e81 6   7    .vmp1   ascii   A\a\nfX>
12495 0x0007b2a3 0x00555ea3 5   6    .vmp1   ascii   'Ro`H
12496 0x0007b2bf 0x00555ebf 4   6    .vmp1   utf8    ]}N)
12497 0x0007b352 0x00555f52 4   5    .vmp1   ascii   %X#L
12498 0x0007b35d 0x00555f5d 4   5    .vmp1   ascii   ITKx
12499 0x0007b369 0x00555f69 4   5    .vmp1   ascii   3KW:
12500 0x0007b3aa 0x00555faa 4   5    .vmp1   ascii   \a=3w
12501 0x0007b3b0 0x00555fb0 7   8    .vmp1   ascii   \vMl\a|?,
12502 0x0007b3d1 0x00555fd1 5   7    .vmp1   utf8    ˉ=]\n& blocks=Spacing Modifier Letters,Basic Latin
12503 0x0007b3e2 0x00555fe2 7   8    .vmp1   ascii   \ajaL(A\n
12504 0x0007b3ea 0x00555fea 4   5    .vmp1   ascii   -Sy0
12505 0x0007b402 0x00556002 4   5    .vmp1   ascii   v7H\t
12506 0x0007b448 0x00556048 5   6    .vmp1   ascii   $\aQ\tW
12507 0x0007b48a 0x0055608a 6   7    .vmp1   ascii   \r3kpU3
12508 0x0007b4a7 0x005560a7 4   6    .vmp1   utf8    SY ٿ blocks=Basic Latin,Arabic
12509 0x0007b4be 0x005560be 4   5    .vmp1   ascii   OLm0
12510 0x0007b505 0x00556105 4   6    .vmp1   utf8    \ܸdM blocks=Basic Latin,Syriac
12511 0x0007b50e 0x0055610e 5   6    .vmp1   ascii   `,m\b|
12512 0x0007b539 0x00556139 5   6    .vmp1   ascii   k\a!.\e
12513 0x0007b568 0x00556168 4   5    .vmp1   ascii   BI>Z
12514 0x0007b56d 0x0055616d 5   6    .vmp1   ascii   G\vQC 
12515 0x0007b57e 0x0055617e 4   6    .vmp1   utf8    Nۭ6\a blocks=Basic Latin,Arabic
12516 0x0007b593 0x00556193 4   5    .vmp1   ascii   \b\a$N
12517 0x0007b5af 0x005561af 4   5    .vmp1   ascii   \vUg=
12518 0x0007b630 0x00556230 7   8    .vmp1   ascii   U7Rz\eT#
12519 0x0007b63c 0x0055623c 5   7    .vmp1   utf8    p)ǔ[\a blocks=Basic Latin,Latin Extended-B
12520 0x0007b6a2 0x005562a2 4   5    .vmp1   ascii   DN\aO
12521 0x0007b713 0x00556313 4   5    .vmp1   ascii   ?FAN
12522 0x0007b718 0x00556318 4   5    .vmp1   ascii   p<;-
12523 0x0007b76b 0x0055636b 4   5    .vmp1   ascii   w,\ad
12524 0x0007b7a2 0x005563a2 4   5    .vmp1   ascii   Fyp\a
12525 0x0007b7a7 0x005563a7 8   9    .vmp1   ascii   `O~Y]\fMS
12526 0x0007b7b8 0x005563b8 4   5    .vmp1   ascii   Qa\a~
12527 0x0007b7d0 0x005563d0 4   6    .vmp1   utf8    M$4٘ blocks=Basic Latin,Arabic
12528 0x0007b7d7 0x005563d7 4   5    .vmp1   ascii   ph\fI
12529 0x0007b81b 0x0055641b 4   5    .vmp1   ascii   &\a?l
12530 0x0007b837 0x00556437 4   5    .vmp1   ascii   \a6^>
12531 0x0007b84d 0x0055644d 4   5    .vmp1   ascii   U9{b
12532 0x0007b862 0x00556462 6   7    .vmp1   ascii   #/] u\b
12533 0x0007b887 0x00556487 16  17   .vmp1   ascii   6XV~\a[Nk\vFTp#\f1A
12534 0x0007b8a4 0x005564a4 5   6    .vmp1   ascii   fb\a\e\n
12535 0x0007b8b4 0x005564b4 5   8    .vmp1   utf8    IĈ͵rF blocks=Basic Latin,Latin Extended-A,Greek and Coptic
12536 0x0007b8c7 0x005564c7 4   5    .vmp1   ascii   X\a,-
12537 0x0007b8e4 0x005564e4 4   5    .vmp1   ascii   p'O\a
12538 0x0007b914 0x00556514 4   6    .vmp1   utf8    3֦x; blocks=Basic Latin,Hebrew
12539 0x0007b92f 0x0055652f 4   5    .vmp1   ascii   K6?3
12540 0x0007b93e 0x0055653e 4   5    .vmp1   ascii   g=i)
12541 0x0007b96b 0x0055656b 5   7    .vmp1   utf8    \aTۤw1 blocks=Basic Latin,Arabic
12542 0x0007b978 0x00556578 4   5    .vmp1   ascii   \b~K$
12543 0x0007b98a 0x0055658a 8   11   .vmp1   utf8    \a9çpI30\a blocks=Basic Latin,Latin-1 Supplement
12544 0x0007b9c2 0x005565c2 5   7    .vmp1   utf8    Ӟ*nf\a blocks=Cyrillic,Basic Latin
12545 0x0007b9dc 0x005565dc 4   5    .vmp1   ascii   8\f4,
12546 0x0007b9e1 0x005565e1 6   7    .vmp1   ascii   |\aK\t]y
12547 0x0007b9fb 0x005565fb 4   5    .vmp1   ascii   <Mi\a
12548 0x0007ba1b 0x0055661b 4   5    .vmp1   ascii   \ad*c
12549 0x0007ba24 0x00556624 4   5    .vmp1   ascii   \a3Y9
12550 0x0007ba31 0x00556631 4   5    .vmp1   ascii   <x.\a
12551 0x0007bad7 0x005566d7 4   5    .vmp1   ascii   #`-p
12552 0x0007bb5d 0x0055675d 5   8    .vmp1   utf8    <\a1жC blocks=Basic Latin,Cyrillic
12553 0x0007bbc0 0x005567c0 5   6    .vmp1   ascii   \aDG\nU
12554 0x0007bbc7 0x005567c7 5   6    .vmp1   ascii   O\\agb
12555 0x0007bbf1 0x005567f1 7   8    .vmp1   ascii   \f>5nLXo
12556 0x0007bbfc 0x005567fc 4   6    .vmp1   utf8    "M֚$ blocks=Basic Latin,Hebrew
12557 0x0007bc18 0x00556818 6   7    .vmp1   ascii   <(k!mM
12558 0x0007bc31 0x00556831 5   6    .vmp1   ascii   ZY8*'
12559 0x0007bc3b 0x0055683b 4   6    .vmp1   utf8    N#ޓ; blocks=Basic Latin,Thaana
12560 0x0007bc68 0x00556868 5   6    .vmp1   ascii   Kv)Nz
12561 0x0007bcb5 0x005568b5 4   5    .vmp1   ascii   Z=.$
12562 0x0007bd0c 0x0055690c 7   8    .vmp1   ascii   b-x\n\b\rf
12563 0x0007bd31 0x00556931 5   6    .vmp1   ascii   +vu=d
12564 0x0007bd3f 0x0055693f 4   5    .vmp1   ascii   m\a?=
12565 0x0007bd68 0x00556968 4   7    .vmp1   utf8    zۧWʝ blocks=Basic Latin,Arabic,IPA Extensions
12566 0x0007bd94 0x00556994 4   6    .vmp1   utf8    |)դF blocks=Basic Latin,Armenian
12567 0x0007bdb1 0x005569b1 4   5    .vmp1   ascii   R?:\v
12568 0x0007be02 0x00556a02 4   6    .vmp1   utf8    ׳Hw\a blocks=Hebrew,Basic Latin
12569 0x0007be17 0x00556a17 5   6    .vmp1   ascii   KJ]\n\a
12570 0x0007be25 0x00556a25 4   5    .vmp1   ascii   \b$\bv
12571 0x0007be38 0x00556a38 5   7    .vmp1   utf8    \a`Qė' blocks=Basic Latin,Latin Extended-A
12572 0x0007be4a 0x00556a4a 7   8    .vmp1   ascii   _r&MtC\r
12573 0x0007be65 0x00556a65 4   5    .vmp1   ascii   &6bq
12574 0x0007be85 0x00556a85 4   5    .vmp1   ascii   /\a^[
12575 0x0007bed3 0x00556ad3 5   6    .vmp1   ascii   ]}`GK
12576 0x0007bedc 0x00556adc 5   6    .vmp1   ascii   X\a7GD
12577 0x0007bf0b 0x00556b0b 4   5    .vmp1   ascii   \e|)\a
12578 0x0007bf23 0x00556b23 4   5    .vmp1   ascii   x\vS}
12579 0x0007bf4b 0x00556b4b 4   5    .vmp1   ascii   #!VY
12580 0x0007bf64 0x00556b64 5   7    .vmp1   utf8    \a96רe blocks=Basic Latin,Hebrew
12581 0x0007bf6b 0x00556b6b 4   5    .vmp1   ascii   bDY-
12582 0x0007bf71 0x00556b71 5   6    .vmp1   ascii   AZ`!j
12583 0x0007c00f 0x00556c0f 6   8    .vmp1   utf8    ["Ʊ\v9n blocks=Basic Latin,Latin Extended-B
12584 0x0007c03f 0x00556c3f 7   10   .vmp1   utf8    QH|\am3 blocks=Basic Latin,Private Use Area
12585 0x0007c095 0x00556c95 5   6    .vmp1   ascii   >7/ \b
12586 0x0007c10a 0x00556d0a 4   5    .vmp1   ascii   `m\m
12587 0x0007c12b 0x00556d2b 4   6    .vmp1   utf8    e7Wݢ blocks=Basic Latin,Arabic Supplement
12588 0x0007c133 0x00556d33 5   6    .vmp1   ascii   x\a5NQ
12589 0x0007c147 0x00556d47 4   5    .vmp1   ascii   \e\ap8
12590 0x0007c18f 0x00556d8f 6   7    .vmp1   ascii   ! :hr?
12591 0x0007c1c6 0x00556dc6 5   7    .vmp1   utf8    Rzֵ~2 blocks=Basic Latin,Hebrew
12592 0x0007c1f2 0x00556df2 4   5    .vmp1   ascii   Y0p-
12593 0x0007c209 0x00556e09 5   6    .vmp1   ascii   Y!_2#
12594 0x0007c256 0x00556e56 5   6    .vmp1   ascii   :'G-g
12595 0x0007c289 0x00556e89 5   7    .vmp1   utf8    @nݧi> blocks=Basic Latin,Arabic Supplement
12596 0x0007c2a8 0x00556ea8 4   5    .vmp1   ascii   q\a1e
12597 0x0007c2d0 0x00556ed0 6   7    .vmp1   ascii   fj(s'H
12598 0x0007c2ea 0x00556eea 4   5    .vmp1   ascii   zNmC
12599 0x0007c3a9 0x00556fa9 4   5    .vmp1   ascii   y\aeB
12600 0x0007c3c9 0x00556fc9 4   5    .vmp1   ascii   \rBgu
12601 0x0007c3ea 0x00556fea 6   8    .vmp1   utf8    Q<\a fۿ blocks=Basic Latin,Arabic
12602 0x0007c40d 0x0055700d 5   7    .vmp1   utf8    *ܼKsO blocks=Basic Latin,Syriac
12603 0x0007c42d 0x0055702d 4   7    .vmp1   utf8    ц`W\a blocks=Cyrillic,Basic Latin
12604 0x0007c435 0x00557035 4   5    .vmp1   ascii   ]Ur`
12605 0x0007c46f 0x0055706f 5   6    .vmp1   ascii   h\\r\a+
12606 0x0007c4c8 0x005570c8 6   8    .vmp1   utf8    \aQՇb:. blocks=Basic Latin,Armenian
12607 0x0007c4e5 0x005570e5 8   9    .vmp1   ascii   GHE)lN\e?
12608 0x0007c4f3 0x005570f3 5   6    .vmp1   ascii   }GC87
12609 0x0007c538 0x00557138 4   5    .vmp1   ascii   (FEr
12610 0x0007c59c 0x0055719c 8   10   .vmp1   utf8    E/;AP߭ES blocks=Basic Latin,NKo
12611 0x0007c5bd 0x005571bd 5   7    .vmp1   utf8    OSu,!
12612 0x0007c5d5 0x005571d5 4   5    .vmp1   ascii   ^+\v%
12613 0x0007c5fb 0x005571fb 4   5    .vmp1   ascii   gMl=
12614 0x0007c60b 0x0055720b 4   5    .vmp1   ascii   R\r'\r
12615 0x0007c62d 0x0055722d 4   5    .vmp1   ascii   ib\aR
12616 0x0007c647 0x00557247 5   7    .vmp1   utf8    ߚT\a|J blocks=NKo,Basic Latin
12617 0x0007c65a 0x0055725a 5   6    .vmp1   ascii   po;dE
12618 0x0007c660 0x00557260 4   5    .vmp1   ascii   ,TS.
12619 0x0007c672 0x00557272 5   6    .vmp1   ascii   p1}K\a
12620 0x0007c678 0x00557278 4   5    .vmp1   ascii   Vh[i
12621 0x0007c67d 0x0055727d 4   5    .vmp1   ascii   kP\a\e
12622 0x0007c6a9 0x005572a9 7   9    .vmp1   utf8    Muǆ_3)` blocks=Basic Latin,Latin Extended-B
12623 0x0007c6d3 0x005572d3 4   6    .vmp1   utf8    \a߬c[ blocks=Basic Latin,NKo
12624 0x0007c6db 0x005572db 4   5    .vmp1   ascii   U\aEA
12625 0x0007c6f0 0x005572f0 5   6    .vmp1   ascii   \a&wTF
12626 0x0007c720 0x00557320 6   7    .vmp1   ascii   [aj\a'z
12627 0x0007c788 0x00557388 4   5    .vmp1   ascii   3_Nh
12628 0x0007c799 0x00557399 4   5    .vmp1   ascii   +\tt3
12629 0x0007c7bc 0x005573bc 5   6    .vmp1   ascii   \a\n\vUH
12630 0x0007c7c2 0x005573c2 7   9    .vmp1   utf8    <.\\aNCխ blocks=Basic Latin,Armenian
12631 0x0007c7f6 0x005573f6 6   8    .vmp1   utf8    ͐)QS\v" blocks=Combining Diacritical Marks,Basic Latin
12632 0x0007c80d 0x0055740d 4   5    .vmp1   ascii   jWOt
12633 0x0007c827 0x00557427 7   8    .vmp1   ascii   $\aJI~Y4
12634 0x0007c82f 0x0055742f 4   5    .vmp1   ascii   3n\a[
12635 0x0007c86c 0x0055746c 8   10   .vmp1   utf8    S~Ų_<\aER blocks=Basic Latin,Latin Extended-A
12636 0x0007c879 0x00557479 8   9    .vmp1   ascii   HT\a=#kp&
12637 0x0007c8de 0x005574de 6   8    .vmp1   utf8    ٧R4z\a] blocks=Arabic,Basic Latin
12638 0x0007c8fb 0x005574fb 5   6    .vmp1   ascii   \rz{PK
12639 0x0007c905 0x00557505 4   5    .vmp1   ascii   \acHC
12640 0x0007c935 0x00557535 4   5    .vmp1   ascii   h\rWp
12641 0x0007c93e 0x0055753e 4   6    .vmp1   utf8    X]ːy blocks=Basic Latin,Spacing Modifier Letters
12642 0x0007c94f 0x0055754f 4   6    .vmp1   utf8    7A(ٛ blocks=Basic Latin,Arabic
12643 0x0007c966 0x00557566 5   6    .vmp1   ascii   S\b+=?
12644 0x0007c9af 0x005575af 4   6    .vmp1   utf8    ~dئ  blocks=Basic Latin,Arabic
12645 0x0007c9d6 0x005575d6 6   7    .vmp1   ascii   4\a7]9\f
12646 0x0007c9eb 0x005575eb 4   5    .vmp1   ascii   \aZk\f
12647 0x0007ca05 0x00557605 5   7    .vmp1   utf8    +ڪW\f\a blocks=Basic Latin,Arabic
12648 0x0007ca25 0x00557625 4   5    .vmp1   ascii   r;f\a
12649 0x0007ca80 0x00557680 4   5    .vmp1   ascii   a;m7
12650 0x0007ca8f 0x0055768f 4   5    .vmp1   ascii   efU(
12651 0x0007cac4 0x005576c4 4   6    .vmp1   utf8    :ڍv3 blocks=Basic Latin,Arabic
12652 0x0007cae5 0x005576e5 4   6    .vmp1   utf8    ƌyM! blocks=Latin Extended-B,Basic Latin
12653 0x0007caeb 0x005576eb 4   5    .vmp1   ascii   A]q\r
12654 0x0007cb18 0x00557718 4   5    .vmp1   ascii   G8[S
12655 0x0007cb56 0x00557756 4   5    .vmp1   ascii   "l01
12656 0x0007cb60 0x00557760 11  13   .vmp1   utf8    cFNe39kۣ\e/G blocks=Basic Latin,Arabic
12657 0x0007cb9c 0x0055779c 4   5    .vmp1   ascii   k \a#
12658 0x0007cbb2 0x005577b2 6   7    .vmp1   ascii   }\r3~K\a
12659 0x0007cbb9 0x005577b9 4   5    .vmp1   ascii   #xj\b
12660 0x0007cbc7 0x005577c7 6   8    .vmp1   utf8    \a&RϤ@z blocks=Basic Latin,Greek and Coptic
12661 0x0007cbde 0x005577de 4   6    .vmp1   utf8    ~;Ւ$ blocks=Basic Latin,Armenian
12662 0x0007cbea 0x005577ea 5   7    .vmp1   utf8    ΫsSh= blocks=Greek and Coptic,Basic Latin
12663 0x0007cc1d 0x0055781d 4   5    .vmp1   ascii   CJ2&
12664 0x0007cc33 0x00557833 5   7    .vmp1   utf8    \ams(  blocks=Basic Latin,Latin-1 Supplement
12665 0x0007cc47 0x00557847 5   6    .vmp1   ascii   fovAM
12666 0x0007cc58 0x00557858 5   6    .vmp1   ascii   \vD0Md
12667 0x0007ccc4 0x005578c4 4   5    .vmp1   ascii   \r0Ml
12668 0x0007ccd6 0x005578d6 6   9    .vmp1   utf8    -JM炵\as blocks=Basic Latin,CJK Unified Ideographs
12669 0x0007ccf2 0x005578f2 4   5    .vmp1   ascii   $./6
