[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000090 0x00000090 4   6            utf8    \n,Hƴ blocks=Basic Latin,Latin Extended-B
2    0x000000a0 0x000000a0 4   6            utf8    \n,KƦ blocks=Basic Latin,Latin Extended-B
3    0x000000e8 0x000000e8 4   5            ascii   Rich
4    0x000001f8 0x000001f8 5   6            ascii   .text
5    0x0000021f 0x0000021f 7   8            ascii   `.rdata
6    0x00000247 0x00000247 6   7            ascii   @.data
7    0x00000270 0x00000270 6   7            ascii   .gfids
8    0x00000297 0x00000297 6   7            ascii   @.rsrc
9    0x000002bf 0x000002bf 7   8            ascii   @.reloc
1600 0x00025680 0x00427480 9   20   .data   utf16le LMGRD.EXE
1601 0x00025748 0x00427548 25  52   .data   utf16le FNPLICENSINGSERVICE64.EXE
1602 0x00025810 0x00427610 9   20   .data   utf16le CENIT.EXE
1603 0x000258d8 0x004276d8 8   18   .data   utf16le GSSL.EXE
1604 0x000259a0 0x004277a0 9   20   .data   utf16le I4LMD.EXE
1605 0x00025a68 0x00427868 8   18   .data   utf16le ETAS.EXE
1606 0x00025b30 0x00427930 8   18   .data   utf16le I4LS.EXE
1607 0x00025bf8 0x004279f8 10  22   .data   utf16le MFEMMS.EXE
1608 0x00025cc0 0x00427ac0 11  24   .data   utf16le GTISOFT.EXE
1609 0x00025d88 0x00427b88 10  22   .data   utf16le NUMECA.EXE
1610 0x00025e50 0x00427c50 11  24   .data   utf16le TITOLLM.EXE
1611 0x00025f18 0x00427d18 11  24   .data   utf16le CETOLLM.EXE
1612 0x00025fe0 0x00427de0 11  24   .data   utf16le QCSTRAY.EXE
1613 0x000260a8 0x00427ea8 12  26   .data   utf16le IEXPLORE.EXE
1614 0x00026170 0x00427f70 18  38   .data   utf16le ANSYSLI_SERVER.EXE
1615 0x00026238 0x00428038 19  40   .data   utf16le ANSYSLI_MONITOR.EXE
1616 0x00026300 0x00428100 12  26   .data   utf16le ANSYSLMD.EXE
1617 0x000263c8 0x004281c8 12  26   .data   utf16le LMX-SERV.EXE
1618 0x00026490 0x00428290 7   16   .data   utf16le RLM.EXE
1619 0x00026558 0x00428358 8   18   .data   utf16le FKFS.EXE
1620 0x00026620 0x00428420 12  26   .data   utf16le DSLICSRV.EXE
1621 0x000266e8 0x004284e8 15  32   .data   utf16le ALMUTIL_GUI.EXE
1622 0x000267b0 0x004285b0 10  22   .data   utf16le HPCSDM.EXE
1623 0x00026878 0x00428678 18  38   .data   utf16le HPCNODEMANAGER.EXE
1624 0x00026940 0x00428740 18  38   .data   utf16le HPCDIAGNOSTICS.EXE
1625 0x00026a08 0x00428808 23  48   .data   utf16le HPCMONITORINGSERVER.EXE
1626 0x00026ad0 0x004288d0 25  52   .data   utf16le HPCFRONTENDWINSERVICE.EXE
1627 0x00026b98 0x00428998 23  48   .data   utf16le HPCMONITORINGCLIENT.EXE
1628 0x00026c60 0x00428a60 23  48   .data   utf16le HPCNAMINGWINSERVICE.EXE
1629 0x00026d28 0x00428b28 16  34   .data   utf16le HPCSCHEDULER.EXE
1630 0x00026df0 0x00428bf0 14  30   .data   utf16le HPCSESSION.EXE
1631 0x00026eb8 0x00428cb8 17  36   .data   utf16le HPCWEBSERVICE.EXE
1632 0x00026f80 0x00428d80 12  26   .data   utf16le MSMPISVC.EXE
1633 0x00027048 0x00428e48 17  36   .data   utf16le HPCSOADIAGMON.EXE
1634 0x00027110 0x00428f10 13  28   .data   utf16le HPCBROKER.EXE
1635 0x000271d8 0x00428fd8 11  24   .data   utf16le SQLCEIP.EXE
1636 0x000272a0 0x004290a0 16  34   .data   utf16le HPCREPORTING.EXE
1637 0x00027368 0x00429168 19  40   .data   utf16le HPCBROKERWORKER.EXE
1638 0x00027430 0x00429230 17  36   .data   utf16le HPCMANAGEMENT.EXE
1639 0x000274f8 0x004292f8 17  36   .data   utf16le HPCDEPLOYMENT.EXE
1640 0x000275c0 0x004293c0 11  24   .data   utf16le NMPROXY.EXE
1641 0x00027688 0x00429488 13  28   .data   utf16le CFX5SOLVE.EXE
1642 0x00027750 0x00429550 8   18   .data   utf16le PERL.EXE
1643 0x00027818 0x00429618 11  24   .data   utf16le MPIEXEC.EXE
1644 0x000278e0 0x004296e0 8   18   .data   utf16le SMPD.EXE
1645 0x000279a8 0x004297a8 14  30   .data   utf16le SOLVER-MPI.EXE
1646 0x00027a70 0x00429870 10  22   .data   utf16le FLUENT.EXE
1647 0x00027b38 0x00429938 10  22   .data   utf16le CX1950.EXE
1648 0x00027c00 0x00429a00 10  22   .data   utf16le FL1950.EXE
1649 0x00027cc8 0x00429ac8 10  22   .data   utf16le MPIRUN.EXE
1650 0x00027d90 0x00429b90 14  30   .data   utf16le FL_MPI1950.EXE
1651 0x00027e58 0x00429c58 12  26   .data   utf16le MPCMDRUN.EXE
1652 0x00027f20 0x00429d20 9   20   .data   utf16le SETUP.EXE
1653 0x00027fe8 0x00429de8 17  36   .data   utf16le HYDRA_SERVICE.EXE
1654 0x000280b0 0x00429eb0 19  40   .data   utf16le CLUSTER_INSTALL.EXE
1655 0x00028178 0x00429f78 11  24   .data   utf16le CLUSRUN.EXE
1656 0x00028240 0x0042a040 21  44   .data   utf16le HPCCLUSTERMANAGER.EXE
1657 0x00028308 0x0042a108 19  40   .data   utf16le SIPAHOSTSERVICE.EXE
1658 0x000283d0 0x0042a1d0 12  26   .data   utf16le PSNTSERV.EXE
1659 0x00028498 0x0042a298 16  34   .data   utf16le DVINESASDSVC.EXE
1660 0x00028560 0x0042a360 13  28   .data   utf16le LOGFILTER.EXE
1661 0x00028628 0x0042a428 24  50   .data   utf16le DATEV.SDD.DATASERVER.EXE
1662 0x000286f0 0x0042a4f0 12  26   .data   utf16le SIPAHOST.EXE
1663 0x000287b8 0x0042a5b8 10  22   .data   utf16le MNANTB.EXE
1664 0x00028880 0x0042a680 40  82   .data   utf16le DATEV.SDD.UI.EDITHOST.STARTUPSERVICE.EXE
1665 0x00028948 0x0042a748 18  38   .data   utf16le DVVDSTREPLSERV.EXE
1666 0x00028a10 0x0042a810 12  26   .data   utf16le STD32SQL.EXE
1667 0x00028ad8 0x0042a8d8 16  34   .data   utf16le DVINESASDMON.EXE
1668 0x00028ba0 0x0042a9a0 9   20   .data   utf16le EXCEL.EXE
1669 0x00028c68 0x0042aa68 43  88   .data   utf16le DATEV.INSTALLATION.SYNCHRONISATION.HOST.EXE
1670 0x00028d30 0x0042ab30 42  86   .data   utf16le DATEV.INSTALLATION.DEPLOYMENT.OBSERVER.EXE
1671 0x00028df8 0x0042abf8 15  32   .data   utf16le LIMASERVICE.EXE
1672 0x00028ec0 0x0042acc0 14  30   .data   utf16le FDLAUNCHER.EXE
1673 0x00028f88 0x0042ad88 10  22   .data   utf16le FDHOST.EXE
1674 0x00029050 0x0042ae50 10  22   .data   utf16le SSLCLT.EXE
1675 0x00029118 0x0042af18 10  22   .data   utf16le MNTBNA.EXE
1676 0x000291e0 0x0042afe0 6   14   .data   utf16le AS.EXE
1677 0x000292a8 0x0042b0a8 19  40   .data   utf16le DV_WOW64_SERVER.EXE
1678 0x00029370 0x0042b170 17  36   .data   utf16le DVINESJOURNAL.EXE
1679 0x00029438 0x0042b238 12  26   .data   utf16le VMACTHLP.EXE
1680 0x00029500 0x0042b300 13  28   .data   utf16le MIISERVER.EXE
1681 0x000295c8 0x0042b3c8 30  62   .data   utf16le AZUREADCONNECTAGENTUPDATER.EXE
1682 0x00029690 0x0042b490 44  90   .data   utf16le AZUREADCONNECTAUTHENTICATIONAGENTSERVICE.EXE
1683 0x00029758 0x0042b558 53  108  .data   utf16le MICROSOFT.IDENTITY.AADCONNECT.HEALTH.AADSYNC.HOST.EXE
1684 0x00029820 0x0042b620 55  112  .data   utf16le MICROSOFT.ONLINE.REPORTING.MONITORINGAGENT.LAUNCHER.EXE
1685 0x000298e8 0x0042b6e8 61  124  .data   utf16le MICROSOFT.IDENTITY.HEALTH.AADSYNC.MONITORINGAGENT.STARTUP.EXE
1686 0x000299b0 0x0042b7b0 14  30   .data   utf16le MIISCLIENT.EXE
1687 0x00029a78 0x0042b878 8   18   .data   utf16le SSMS.EXE
1688 0x00029b40 0x0042b940 11  24   .data   utf16le TOMCAT8.EXE
1689 0x00029c08 0x0042ba08 13  28   .data   utf16le MSDTSSRVR.EXE
1690 0x00029cd0 0x0042bad0 11  24   .data   utf16le MSMDSRV.EXE
1691 0x00029d98 0x0042bb98 28  58   .data   utf16le REPORTINGSERVICESSERVICE.EXE
1692 0x00029e60 0x0042bc60 14  30   .data   utf16le NSCLIENT++.EXE
1693 0x00029f28 0x0042bd28 12  26   .data   utf16le WSSADMIN.EXE
1694 0x00029ff0 0x0042bdf0 14  30   .data   utf16le WSSTRACING.EXE
1695 0x0002a0b8 0x0042beb8 12  26   .data   utf16le OWSTIMER.EXE
1696 0x0002a180 0x0042bf80 13  28   .data   utf16le CEEMTRSVC.EXE
1697 0x0002a248 0x0042c048 8   18   .data   utf16le CAVA.EXE
1698 0x0002a310 0x0042c110 10  22   .data   utf16le SRVANY.EXE
1699 0x0002a3d8 0x0042c1d8 11  24   .data   utf16le TOMCAT7.EXE
1700 0x0002a4a0 0x0042c2a0 9   20   .data   utf16le LMW32.EXE
1701 0x0002a568 0x0042c368 22  46   .data   utf16le VMWARE-CONVERTER-A.EXE
1702 0x0002a630 0x0042c430 16  34   .data   utf16le APPTOSERVICE.EXE
1703 0x0002a6f8 0x0042c4f8 9   20   .data   utf16le JAVAW.EXE
1704 0x0002a7c0 0x0042c5c0 18  38   .data   utf16le MESSAGESERVICE.EXE
1705 0x0002a888 0x0042c688 9   20   .data   utf16le VPSVC.EXE
1706 0x0002a950 0x0042c750 9   20   .data   utf16le PTC_D.EXE
1707 0x0002aa18 0x0042c818 10  22   .data   utf16le CENITD.EXE
1708 0x0002aae0 0x0042c8e0 11  24   .data   utf16le HDDRUCK.EXE
1709 0x0002aba8 0x0042c9a8 10  22   .data   utf16le ORGLAB.EXE
1710 0x0002ac70 0x0042ca70 10  22   .data   utf16le UGSLMD.EXE
1711 0x0002ad38 0x0042cb38 11  24   .data   utf16le LMTOOLS.EXE
1712 0x0002ae00 0x0042cc00 22  46   .data   utf16le TEAMVIEWER_SERVICE.EXE
1713 0x0002aec8 0x0042ccc8 13  28   .data   utf16le W64SQLMGR.EXE
1714 0x0002af90 0x0042cd90 12  26   .data   utf16le NTBTRV64.EXE
1715 0x0002b058 0x0042ce58 14  30   .data   utf16le NTDBSMGR64.EXE
1716 0x0002b120 0x0042cf20 14  30   .data   utf16le AIDADIENST.EXE
1717 0x0002b1e8 0x0042cfe8 11  24   .data   utf16le AIDA505.EXE
1718 0x0002b2b0 0x0042d0b0 14  30   .data   utf16le TEAMVIEWER.EXE
1719 0x0002b378 0x0042d178 10  22   .data   utf16le TV_W32.EXE
1720 0x0002b440 0x0042d240 10  22   .data   utf16le TV_X64.EXE
1721 0x0002b508 0x0042d308 16  34   .data   utf16le NOTIFYVIEWER.EXE
1722 0x0002b5d0 0x0042d3d0 10  22   .data   utf16le AIDA61.EXE
1723 0x0002b698 0x0042d498 10  22   .data   utf16le AIDA56.EXE
1724 0x0002b760 0x0042d560 10  22   .data   utf16le AIDA50.EXE
1725 0x0002b828 0x0042d628 15  32   .data   utf16le APICONNECTX.EXE
1726 0x0002b8f0 0x0042d6f0 20  42   .data   utf16le DWIMAGINGSERVICE.EXE
1727 0x0002b9b8 0x0042d7b8 16  34   .data   utf16le DWOCRSERVICE.EXE
1728 0x0002ba80 0x0042d880 19  40   .data   utf16le DWSAPHTTPSERVER.EXE
1729 0x0002bb48 0x0042d948 20  42   .data   utf16le DWWORKFLOWSERVER.EXE
1730 0x0002bc10 0x0042da10 10  22   .data   utf16le NSTRAY.EXE
1731 0x0002bcd8 0x0042dad8 27  56   .data   utf16le DOCUWARE.SERVICECONTROL.EXE
1732 0x0002bda0 0x0042dba0 11  24   .data   utf16le FIREFOX.EXE
1733 0x0002be68 0x0042dc68 13  28   .data   utf16le JOBSERVER.EXE
1734 0x0002bf30 0x0042dd30 15  32   .data   utf16le JOBDOCUWARE.EXE
1735 0x0002bff8 0x0042ddf8 26  54   .data   utf16le DWAUTHENTICATIONSERVER.EXE
1736 0x0002c0c0 0x0042dec0 19  40   .data   utf16le DWCONTENTSERVER.EXE
1737 0x0002c188 0x0042df88 16  34   .data   utf16le DWWEBSERVICE.EXE
1738 0x0002c250 0x0042e050 11  24   .data   utf16le PHP-CGI.EXE
1739 0x0002c318 0x0042e118 11  24   .data   utf16le JUSCHED.EXE
1740 0x0002c3e0 0x0042e1e0 15  32   .data   utf16le JOBACTIVITY.EXE
1741 0x0002c4a8 0x0042e2a8 11  24   .data   utf16le JUCHECK.EXE
1742 0x0002c570 0x0042e370 44  90   .data   utf16le VARONIS.SOLRZOOKEEPERWATCHDOG.WEBSERVICE.EXE
1743 0x0002c638 0x0042e438 15  32   .data   utf16le WSUSSERVICE.EXE
1744 0x0002c700 0x0042e500 30  62   .data   utf16le EXCHANGEPAMDIRECTARCHIVESV.EXE
1745 0x0002c7c8 0x0042e5c8 24  50   .data   utf16le EXCHANGEPAMMANAGERSV.EXE
1746 0x0002c890 0x0042e690 20  42   .data   utf16le WSATLANTASUPPORT.EXE
1747 0x0002c958 0x0042e758 15  32   .data   utf16le MAMEXCORESV.EXE
1748 0x0002ca20 0x0042e820 23  48   .data   utf16le MAMEXNOTIFICATIONSV.EXE
1749 0x0002cae8 0x0042e8e8 17  36   .data   utf16le PAMAUDITINGSV.EXE
1750 0x0002cbb0 0x0042e9b0 16  34   .data   utf16le PAMEXHANDLER.EXE
1751 0x0002cc78 0x0042ea78 20  42   .data   utf16le PAMEXSCHEDULERSV.EXE
1752 0x0002cd40 0x0042eb40 19  40   .data   utf16le PAMMAPISERVICES.EXE
1753 0x0002ce08 0x0042ec08 23  48   .data   utf16le PAMPOSTPROCESSINGSV.EXE
1754 0x0002ced0 0x0042ecd0 20  42   .data   utf16le PAMPSTIMPORTERSV.EXE
1755 0x0002cf98 0x0042ed98 13  28   .data   utf16le PAMSEARCH.EXE
1756 0x0002d060 0x0042ee60 13  28   .data   utf16le PAMHSMTSV.EXE
1757 0x0002d128 0x0042ef28 12  26   .data   utf16le PAMLOGSV.EXE
1758 0x0002d1f0 0x0042eff0 15  32   .data   utf16le CATSYSDEMON.EXE
1759 0x0002d2b8 0x0042f0b8 15  32   .data   utf16le SAPSTARTSRV.EXE
1760 0x0002d380 0x0042f180 8   18   .data   utf16le GWRD.EXE
1761 0x0002d448 0x0042f248 12  26   .data   utf16le CONVUTIL.EXE
1762 0x0002d510 0x0042f310 7   16   .data   utf16le JSL.EXE
1763 0x0002d5d8 0x0042f3d8 11  24   .data   utf16le NMESRVC.EXE
1764 0x0002d6a0 0x0042f4a0 10  22   .data   utf16le EXTJOB.EXE
1765 0x0002d768 0x0042f568 12  26   .data   utf16le OMTSRECO.EXE
1766 0x0002d830 0x0042f630 11  24   .data   utf16le TNSLSNR.EXE
1767 0x0002d8f8 0x0042f6f8 10  22   .data   utf16le ORACLE.EXE
1768 0x0002d9c0 0x0042f7c0 11  24   .data   utf16le ORAVSSW.EXE
1769 0x0002da88 0x0042f888 11  24   .data   utf16le EMAGENT.EXE
1770 0x0002db50 0x0042f950 47  96   .data   utf16le DELL.MANAGEMENTESSENTIALS.SERVICE.DASERVICE.EXE
1771 0x0002dc18 0x0042fa18 22  46   .data   utf16le DSM_OMSE_NETMON_64.EXE
1772 0x0002dce0 0x0042fae0 49  100  .data   utf16le DELL.MANAGEMENTESSENTIALS.SERVICE.HOSTSERVICE.EXE
1773 0x0002dda8 0x0042fba8 27  56   .data   utf16le DSM_OMSE_TASKMANAGER_64.EXE
1774 0x0002de70 0x0042fc70 22  46   .data   utf16le DSM_BMU_SOLPROXY32.EXE
1775 0x0002df38 0x0042fd38 27  56   .data   utf16le DISTRIBUTEDCACHESERVICE.EXE
1776 0x0002e000 0x0042fe00 13  28   .data   utf16le C2WTSHOST.EXE
1777 0x0002e0c8 0x0042fec8 40  82   .data   utf16le MICROSOFT.RESOURCEMANAGEMENT.SERVICE.EXE
1778 0x0002e190 0x0042ff90 19  40   .data   utf16le SPUCHOSTSERVICE.EXE
1779 0x0002e258 0x00430058 12  26   .data   utf16le MSSEARCH.EXE
1780 0x0002e320 0x00430120 10  22   .data   utf16le MSSDMN.EXE
1781 0x0002e3e8 0x004301e8 26  54   .data   utf16le SPUCWORKERPROCESSPROXY.EXE
1782 0x0002e4b0 0x004302b0 21  44   .data   utf16le SPUCWORKERPROCESS.EXE
1783 0x0002e578 0x00430378 22  46   .data   utf16le VRNSSPAGENTMONITOR.EXE
1784 0x0002e640 0x00430440 18  38   .data   utf16le SPMANAGEDAGENT.EXE
1785 0x0002e708 0x00430508 10  22   .data   utf16le KERNEL.EXE
1786 0x0002e7d0 0x004305d0 15  32   .data   utf16le SAPHOSTEXEC.EXE
1787 0x0002e898 0x00430698 8   18   .data   utf16le SERV.EXE
1788 0x0002e960 0x00430760 10  22   .data   utf16le DBMSRV.EXE
1789 0x0002ea28 0x00430828 12  26   .data   utf16le SAPOSCOL.EXE
1790 0x0002eaf0 0x004308f0 14  30   .data   utf16le MSG_SERVER.EXE
1791 0x0002ebb8 0x004309b8 15  32   .data   utf16le DISP + WORK.EXE
1792 0x0002ec80 0x00430a80 9   20   .data   utf16le IGSWD.EXE
1793 0x0002ed48 0x00430b48 10  22   .data   utf16le IGSMUX.EXE
1794 0x0002ee10 0x00430c10 9   20   .data   utf16le IGSPW.EXE
1795 0x0002eed8 0x00430cd8 9   20   .data   utf16le ICMAN.EXE
1796 0x0002efa0 0x00430da0 10  22   .data   utf16le SAPXPG.EXE
1797 0x0002f068 0x00430e68 10  22   .data   utf16le DBMRFC.EXE
1798 0x0002f130 0x00430f30 14  30   .data   utf16le DBANALYZER.EXE
1799 0x0002f1f8 0x00430ff8 8   18   .data   utf16le NSSM.EXE
1800 0x0002f2c0 0x004310c0 12  26   .data   utf16le LMSERVER.EXE
1801 0x0002f388 0x00431188 10  22   .data   utf16le PG_CTL.EXE
1802 0x0002f450 0x00431250 12  26   .data   utf16le POSTGRES.EXE
1803 0x0002f518 0x00431318 13  28   .data   utf16le EXCSERVER.EXE
1804 0x0002f5e0 0x004313e0 11  24   .data   utf16le EXCOFTP.EXE
1805 0x0002f6a8 0x004314a8 37  76   .data   utf16le MICROSOFT.OFFICE.WEB.AGENTMANAGER.EXE
1806 0x0002f770 0x00431570 19  40   .data   utf16le METRICSPROVIDER.EXE
1807 0x0002f838 0x00431638 23  48   .data   utf16le FARMSTATEREPLICATOR.EXE
1808 0x0002f900 0x00431700 24  50   .data   utf16le ULSCONTROLLERWRAPPER.EXE
1809 0x0002f9c8 0x004317c8 15  32   .data   utf16le SANDBOXHOST.EXE
1810 0x0002fa90 0x00431890 24  50   .data   utf16le ULSCONTROLLERSERVICE.EXE
1811 0x0002fb58 0x00431958 21  44   .data   utf16le DISKCACHEWATCHDOG.EXE
1812 0x0002fc20 0x00431a20 26  54   .data   utf16le HOSTINGSERVICEWATCHDOG.EXE
1813 0x0002fce8 0x00431ae8 16  34   .data   utf16le ONENOTEMERGE.EXE
1814 0x0002fdb0 0x00431bb0 23  48   .data   utf16le SPELLINGWCFPROVIDER.EXE
1815 0x0002fe78 0x00431c78 28  58   .data   utf16le FARMSTATEMANAGERWATCHDOG.EXE
1816 0x0002ff40 0x00431d40 19  40   .data   utf16le IMAGINGWATCHDOG.EXE
1817 0x00030008 0x00431e08 29  60   .data   utf16le PPTEDITINGBACKENDWATCHDOG.EXE
1818 0x000300d0 0x00431ed0 24  50   .data   utf16le AGENTMANAGERWATCHDOG.EXE
1819 0x00030198 0x00431f98 28  58   .data   utf16le PPTVIEWERBACKENDWATCHDOG.EXE
1820 0x00030260 0x00432060 29  60   .data   utf16le PPTVIEWERFRONTENDWATCHDOG.EXE
1821 0x00030328 0x00432128 43  88   .data   utf16le MICROSOFT.OFFICE.WEB.WEBONENOTEWATCHDOG.EXE
1822 0x000303f0 0x004321f0 25  52   .data   utf16le ULSCONTROLLERWATCHDOG.EXE
1823 0x000304b8 0x004322b8 25  52   .data   utf16le WORDVIEWERWFEWATCHDOG.EXE
1824 0x00030580 0x00432380 20  42   .data   utf16le PROOFINGWATCHDOG.EXE
1825 0x00030648 0x00432448 45  92   .data   utf16le MICROSOFT.OFFICE.EXCEL.SERVER.ECSWATCHDOG.EXE
1826 0x00030710 0x00432510 32  66   .data   utf16le WORDVIEWERAPPMANAGERWATCHDOG.EXE
1827 0x000307d8 0x004325d8 25  52   .data   utf16le BROADCASTWATCHDOG_APP.EXE
1828 0x000308a0 0x004326a0 25  52   .data   utf16le BROADCASTWATCHDOG_WFE.EXE
1829 0x00030968 0x00432768 45  92   .data   utf16le MICROSOFT.OFFICE.EXCEL.SERVER.WFEWATCHDOG.EXE
1830 0x00030a30 0x00432830 17  36   .data   utf16le APPSERVERHOST.EXE
1831 0x00030af8 0x004328f8 18  38   .data   utf16le IMAGINGSERVICE.EXE
1832 0x00030bc0 0x004329c0 13  28   .data   utf16le DB2DASRRM.EXE
1833 0x00030c88 0x00432a88 14  30   .data   utf16le DB2MGMTSVC.EXE
1834 0x00030d50 0x00432b50 10  22   .data   utf16le DOORSD.EXE
1835 0x00030e18 0x00432c18 9   20   .data   utf16le HTTPD.EXE
1836 0x00030ee0 0x00432ce0 14  30   .data   utf16le IBMSSHDSVC.EXE
1837 0x00030fa8 0x00432da8 8   18   .data   utf16le SSHD.EXE
1838 0x00031070 0x00432e70 12  26   .data   utf16le DB2SYSCS.EXE
1839 0x00031138 0x00432f38 11  24   .data   utf16le DB2RCMD.EXE
1840 0x00031200 0x00433000 12  26   .data   utf16le DB2FMP64.EXE
1841 0x000312c8 0x004330c8 11  24   .data   utf16le IBMRATL.EXE
1842 0x00031390 0x00433190 15  32   .data   utf16le XMONSERVICE.EXE
1843 0x00031458 0x00433258 12  26   .data   utf16le XCAPISVC.EXE
1844 0x00031520 0x00433320 16  34   .data   utf16le ATLASSERVICE.EXE
1845 0x000315e8 0x004333e8 16  34   .data   utf16le LSMAILSERVER.EXE
1846 0x000316b0 0x004334b0 18  38   .data   utf16le IVSMTPRECEIVER.EXE
1847 0x00031778 0x00433578 14  30   .data   utf16le IVMAIL2SMS.EXE
1848 0x00031840 0x00433640 15  32   .data   utf16le IVFAX2PRINT.EXE
1849 0x00031908 0x00433708 17  36   .data   utf16le IVPHONEACCESS.EXE
1850 0x000319d0 0x004337d0 10  22   .data   utf16le UPDATE.EXE
1851 0x00031a98 0x00433898 10  22   .data   utf16le ARMSVC.EXE
1852 0x00031b60 0x00433960 41  84   .data   utf16le NETATWORKMAILGATEWAYMANAGEMENTSERVICE.EXE
1853 0x00031c28 0x00433a28 41  84   .data   utf16le NETATWORKMAILGATEWAYPRIVILEGEDSERVICE.EXE
1854 0x00031cf0 0x00433af0 36  74   .data   utf16le NETATWORKMAILGATEWAYINTRANETROLE.EXE
1855 0x00031db8 0x00433bb8 46  94   .data   utf16le MICROSOFT.REPORTINGSERVICES.PORTAL.WEBHOST.EXE
1856 0x00031e80 0x00433c80 22  46   .data   utf16le XSCAREMOTINGSERVER.EXE
1857 0x00031f48 0x00433d48 10  22   .data   utf16le ERLSRV.EXE
1858 0x00032010 0x00433e10 7   16   .data   utf16le ERL.EXE
1859 0x000320d8 0x00433ed8 8   18   .data   utf16le EPMD.EXE
1860 0x000321a0 0x00433fa0 20  42   .data   utf16le VRNSFORWARDERSVC.EXE
1861 0x00032268 0x00434068 29  60   .data   utf16le VARONIS.FORWARDER.SERVICE.EXE
1862 0x00032330 0x00434130 25  52   .data   utf16le LOGGINGWINDOWSSERVICE.EXE
1863 0x000323f8 0x004341f8 16  34   .data   utf16le WIN32SYSINFO.EXE
1864 0x000324c0 0x004342c0 35  72   .data   utf16le VARONIS.INFRA.VSB.HEALTHSERVICE.EXE
1865 0x00032588 0x00434388 35  72   .data   utf16le VARONIS.INFRA.VSB.SUPERVISORSVC.EXE
1866 0x00032650 0x00434450 21  44   .data   utf16le PATTERNAGGREGATOR.EXE
1867 0x00032718 0x00434518 15  32   .data   utf16le RESOLVERSRV.EXE
1868 0x000327e0 0x004345e0 22  46   .data   utf16le VSBTOPOLOGYMANAGER.EXE
1869 0x000328a8 0x004346a8 16  34   .data   utf16le VSBKVSERVICE.EXE
1870 0x00032970 0x00434770 30  62   .data   utf16le VARONIS.IDUSERVER.WATCHDOG.EXE
1871 0x00032a38 0x00434838 16  34   .data   utf16le INET_GETHOST.EXE
1872 0x00032b00 0x00434900 17  36   .data   utf16le VRNSFILTERSVC.EXE
1873 0x00032bc8 0x004349c8 25  52   .data   utf16le OFFICE365AGENTMONITOR.EXE
1874 0x00032c90 0x00434a90 23  48   .data   utf16le VSBCONFIGURATIONSVC.EXE
1875 0x00032d58 0x00434b58 32  66   .data   utf16le VARONIS.DA.PUBLISHER.SERVICE.EXE
1876 0x00032e20 0x00434c20 21  44   .data   utf16le VARONIS.IDUSERVER.EXE
1877 0x00032ee8 0x00434ce8 18  38   .data   utf16le OFFICE365AGENT.EXE
1878 0x00032fb0 0x00434db0 20  42   .data   utf16le VARONIS.COREHOST.EXE
1879 0x00033078 0x00434e78 15  32   .data   utf16le CEP.SERVICE.EXE
1880 0x00033140 0x00434f40 14  30   .data   utf16le VRNSMONSVC.EXE
1881 0x00033208 0x00435008 16  34   .data   utf16le VRNSPROBESVC.EXE
1882 0x000332d0 0x004350d0 25  52   .data   utf16le VRNSREALTIMEALERTSSVC.EXE
1883 0x00033398 0x00435198 24  50   .data   utf16le VARONISALERTSSERVICE.EXE
1884 0x00033460 0x00435260 36  74   .data   utf16le VARONIS.AGENTS.COLLECTOR.STREAMS.EXE
1885 0x00033528 0x00435328 44  90   .data   utf16le VARONIS.AGENTS.COLLECTOR.LOGSTASHMANAGER.EXE
1886 0x000335f0 0x004353f0 9   20   .data   utf16le JRUBY.EXE
1887 0x000336b8 0x004354b8 18  38   .data   utf16le ARMADA.SERVICE.EXE
1888 0x00033780 0x00435580 12  26   .data   utf16le IMDSKSVC.EXE
1889 0x00033848 0x00435648 12  26   .data   utf16le MVSERVER.EXE
1890 0x00033910 0x00435710 21  44   .data   utf16le FILETRANSFERAGENT.EXE
1891 0x000339d8 0x004357d8 21  44   .data   utf16le LYNCBACKUPSERVICE.EXE
1892 0x00033aa0 0x004358a0 25  52   .data   utf16le MASTERREPLICATORAGENT.EXE
1893 0x00033b68 0x00435968 26  54   .data   utf16le REPLICAREPLICATORAGENT.EXE
1894 0x00033c30 0x00435a30 12  26   .data   utf16le ASMCUSVC.EXE
1895 0x00033cf8 0x00435af8 20  42   .data   utf16le OCSAPPSERVERHOST.EXE
1896 0x00033dc0 0x00435bc0 12  26   .data   utf16le AVMCUSVC.EXE
1897 0x00033e88 0x00435c88 12  26   .data   utf16le CLSAGENT.EXE
1898 0x00033f50 0x00435d50 14  30   .data   utf16le DATAMCUSVC.EXE
1899 0x00034018 0x00435e18 15  32   .data   utf16le HEALTHAGENT.EXE
1900 0x000340e0 0x00435ee0 12  26   .data   utf16le IMMCUSVC.EXE
1901 0x000341a8 0x00435fa8 22  46   .data   utf16le MEDIATIONSERVERSVC.EXE
1902 0x00034270 0x00436070 10  22   .data   utf16le RTCSRV.EXE
1903 0x00034338 0x00436138 11  24   .data   utf16le RTCHOST.EXE
1904 0x00034400 0x00436200 14  30   .data   utf16le FABRICHOST.EXE
1905 0x000344c8 0x004362c8 13  28   .data   utf16le FABRICDCA.EXE
