[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
379  0x0000c66b 0x0043726b 4   5    .text   ascii   B\f3E
380  0x0000c834 0x00437434 4   5    .text   ascii   hXZI
381  0x0000c8d8 0x004374d8 4   5    .text   ascii   h`lH
382  0x0000c8df 0x004374df 4   5    .text   ascii   hXlH
383  0x0000c925 0x00437525 4   5    .text   ascii   hXZI
384  0x0000c961 0x00437561 4   5    .text   ascii   hXZI
385  0x0000c981 0x00437581 4   5    .text   ascii   hXZI
386  0x0000caed 0x004376ed 4   6    .text   utf8    U9MZ
387  0x0000caf4 0x004376f4 4   6    .text   utf8    f9\nu
388  0x0000cb4b 0x0043774b 4   5    .text   ascii   =\f^I
389  0x0000cb6f 0x0043776f 4   5    .text   ascii   h<oH
390  0x0000cb8d 0x0043778d 5   6    .text   ascii   QVVVR
391  0x0000cb99 0x00437799 5   6    .text   ascii   u\t_[3
392  0x0000cbc6 0x004377c6 5   6    .text   ascii   Rh8oH
393  0x0000cbdd 0x004377dd 5   6    .text   ascii   R VVV
394  0x0000ccc8 0x004378c8 4   5    .text   ascii   tU+}
395  0x0000cccd 0x004378cd 4   5    .text   ascii   ;>rN
396  0x0000ced4 0x00437ad4 4   5    .text   ascii   hloH
397  0x0000cf03 0x00437b03 4   5    .text   ascii   hPoH
398  0x0000cf54 0x00437b54 4   5    .text   ascii   hPoH
399  0x0000d0af 0x00437caf 5   8    .text   utf8    EԉE܃} blocks=Basic Latin,Cyrillic Supplement,Syriac
400  0x0000d0c1 0x00437cc1 6   7    .text   ascii   jah0qH
401  0x0000d0eb 0x00437ceb 6   7    .text   ascii   jah0qH
402  0x0000d10c 0x00437d0c 4   6    .text   utf8    3҃}\f blocks=Basic Latin,Cyrillic
403  0x0000d125 0x00437d25 6   7    .text   ascii   jbh0qH
404  0x0000d14f 0x00437d4f 6   7    .text   ascii   jbh0qH
405  0x0000d19f 0x00437d9f 6   7    .text   ascii   Q\f;U\fu
406  0x0000d226 0x00437e26 4   5    .text   ascii   h`pH
407  0x0000d22f 0x00437e2f 4   5    .text   ascii   h0qH
408  0x0000d2d8 0x00437ed8 4   5    .text   ascii   h pH
409  0x0000d378 0x00437f78 4   5    .text   ascii   Y_^[
410  0x0000d52d 0x0043812d 4   5    .text   ascii   h0qH
411  0x0000d532 0x00438132 4   5    .text   ascii   h\fvH
412  0x0000d595 0x00438195 4   5    .text   ascii   h0qH
413  0x0000d59a 0x0043819a 4   5    .text   ascii   h\fvH
414  0x0000d7d4 0x004383d4 5   6    .text   ascii   PhPsH
415  0x0000d803 0x00438403 4   5    .text   ascii   h0qH
416  0x0000d808 0x00438408 4   5    .text   ascii   h\fvH
417  0x0000d840 0x00438440 4   5    .text   ascii   h0qH
418  0x0000d845 0x00438445 4   5    .text   ascii   h\fvH
419  0x0000d84f 0x0043844f 4   5    .text   ascii   hdrH
420  0x0000d876 0x00438476 4   5    .text   ascii   h8rH
421  0x0000da1f 0x0043861f 5   8    .text   utf8    EԉE܃} blocks=Basic Latin,Cyrillic Supplement,Syriac
422  0x0000da31 0x00438631 6   7    .text   ascii   jah0qH
423  0x0000da5b 0x0043865b 6   7    .text   ascii   jah0qH
424  0x0000da7c 0x0043867c 4   6    .text   utf8    3҃}\f blocks=Basic Latin,Cyrillic
425  0x0000da95 0x00438695 6   7    .text   ascii   jbh0qH
426  0x0000dabf 0x004386bf 6   7    .text   ascii   jbh0qH
427  0x0000db0f 0x0043870f 6   7    .text   ascii   Q\f;U\fu
428  0x0000db96 0x00438796 4   5    .text   ascii   h`pH
429  0x0000db9f 0x0043879f 4   5    .text   ascii   h0qH
430  0x0000dc48 0x00438848 4   5    .text   ascii   h pH
431  0x0000dce8 0x004388e8 4   5    .text   ascii   Y_^[
432  0x0000de9f 0x00438a9f 4   5    .text   ascii   h0qH
433  0x0000dea4 0x00438aa4 4   5    .text   ascii   hT{H
434  0x0000df07 0x00438b07 4   5    .text   ascii   h0qH
435  0x0000df0c 0x00438b0c 4   5    .text   ascii   hT{H
436  0x0000e149 0x00438d49 5   6    .text   ascii   RhPxH
437  0x0000e178 0x00438d78 4   5    .text   ascii   h0qH
438  0x0000e17d 0x00438d7d 4   5    .text   ascii   hT{H
439  0x0000e1b5 0x00438db5 4   5    .text   ascii   h0qH
440  0x0000e1ba 0x00438dba 4   5    .text   ascii   hT{H
441  0x0000e1c4 0x00438dc4 4   5    .text   ascii   h0wH
442  0x0000e458 0x00439058 4   5    .text   ascii   Y_^[
443  0x0000e52e 0x0043912e 4   5    .text   ascii   Y_^[
444  0x0000e5ce 0x004391ce 4   5    .text   ascii   Y_^[
445  0x0000e980 0x00439580 6   7    .text   ascii   U\f;Q\fr
446  0x0000e991 0x00439591 6   7    .text   ascii   J\b9M\fs
447  0x0000e9d7 0x004395d7 4   5    .text   ascii   h83I
448  0x0000ea3a 0x0043963a 4   5    .text   ascii   M\b+M
449  0x0000eada 0x004396da 4   5    .text   ascii   Y_^[
450  0x0000eb37 0x00439737 4   5    .text   ascii   hX3I
451  0x0000eb6e 0x0043976e 7   8    .text   ascii   Hp#\r4KI
452  0x0000ebe1 0x004397e1 4   5    .text   ascii   \r\bFI
453  0x0000ec1b 0x0043981b 4   5    .text   ascii   u\nj 
454  0x0000ec34 0x00439834 4   5    .text   ascii   Y_^[
455  0x0000ec87 0x00439887 4   5    .text   ascii   hx3I
456  0x0000ecc7 0x004398c7 4   6    .text   utf8    E܋Hh blocks=Basic Latin,Syriac
457  0x0000ece2 0x004398e2 4   5    .text   ascii   M\b;H
458  0x0000ed14 0x00439914 4   6    .text   utf8    U܋rh blocks=Basic Latin,Syriac
459  0x0000ed4a 0x0043994a 5   7    .text   utf8    E܋HhQ blocks=Basic Latin,Syriac
460  0x0000ed5b 0x0043995b 4   6    .text   utf8    U܁zh blocks=Basic Latin,Syriac
461  0x0000ed69 0x00439969 5   7    .text   utf8    E܋HhQ blocks=Basic Latin,Syriac
462  0x0000ed81 0x00439981 5   7    .text   utf8    M܋QhR blocks=Basic Latin,Syriac
463  0x0000ed8e 0x0043998e 4   6    .text   utf8    E܋Hp blocks=Basic Latin,Syriac
464  0x0000edc3 0x004399c3 4   5    .text   ascii   \r,^I
465  0x0000ee08 0x00439a08 4   5    .text   ascii   M ^I
466  0x0000ee82 0x00439a82 4   5    .text   ascii   =\bFI
467  0x0000eea1 0x00439aa1 4   5    .text   ascii   \r\bFI
468  0x0000ef09 0x00439b09 4   5    .text   ascii   Y_^[
469  0x0000f222 0x00439e22 4   6    .text   utf8    \vKM\f
470  0x0000f293 0x00439e93 4   6    .text   utf8    ӋM\fQ blocks=Cyrillic,Basic Latin
471  0x0000f81b 0x0043a41b 4   5    .text   ascii   B\fPj
472  0x0000f852 0x0043a452 4   5    .text   ascii   B\fPj
473  0x0000fd8a 0x0043a98a 4   5    .text   ascii   =PZI
474  0x0000fe8e 0x0043aa8e 4   5    .text   ascii   Y_^[
475  0x0000ff66 0x0043ab66 4   5    .text   ascii   E\bPj
476  0x000100a1 0x0043aca1 4   7    .text   utf8    E̋M̃ blocks=Basic Latin,Combining Diacritical Marks
477  0x0001019a 0x0043ad9a 4   5    .text   ascii   }\b\bt
478  0x000101a6 0x0043ada6 4   5    .text   ascii   }\b\vt
479  0x000101c7 0x0043adc7 5   6    .text   ascii   x\0IH
480  0x000101cd 0x0043adcd 4   5    .text   ascii   uIhZ
481  0x000101d4 0x0043add4 4   5    .text   ascii   h\b}H
482  0x000101dc 0x0043addc 4   5    .text   ascii   \r8@I
483  0x000101eb 0x0043adeb 4   6    .text   utf8    U؉B\ blocks=Basic Latin,Arabic
484  0x000101fa 0x0043adfa 4   5    .text   ascii   \r8@I
485  0x000101ff 0x0043adff 5   6    .text   ascii   Qh0IH
486  0x00010206 0x0043ae06 5   7    .text   utf8    U؋B\P blocks=Basic Latin,Arabic
487  0x00010219 0x0043ae19 5   7    .text   utf8    M؋Q\R blocks=Basic Latin,Arabic
488  0x0001024b 0x0043ae4b 5   6    .text   ascii   ;M\bu*
489  0x0001026f 0x0043ae6f 4   5    .text   ascii   P\9U
490  0x00010286 0x0043ae86 4   7    .text   utf8    MȋUȃ blocks=Basic Latin,Latin Extended-B
491  0x000102c2 0x0043aec2 5   8    .text   utf8    EĉEЃ} blocks=Basic Latin,Latin Extended-A,Cyrillic
492  0x000102d9 0x0043aed9 4   5    .text   ascii   hH|H
493  0x00010306 0x0043af06 4   5    .text   ascii   hH|H
494  0x0001030b 0x0043af0b 4   5    .text   ascii   h4|H
495  0x0001032f 0x0043af2f 4   5    .text   ascii   Y_^[
496  0x00010335 0x0043af35 4   7    .text   utf8    ]ÐǬC blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
497  0x00010477 0x0043b077 4   5    .text   ascii   h\b4I
498  0x000104c1 0x0043b0c1 4   6    .text   utf8    E܋\bQ blocks=Basic Latin,Syriac
499  0x00010551 0x0043b151 4   5    .text   ascii   Y_^[
500  0x000105a7 0x0043b1a7 4   5    .text   ascii   h(4I
501  0x000105e4 0x0043b1e4 4   7    .text   utf8    EċMă blocks=Basic Latin,Latin Extended-A
502  0x000106ab 0x0043b2ab 4   7    .text   utf8    EЋMЋ blocks=Basic Latin,Cyrillic
503  0x000106d1 0x0043b2d1 5   8    .text   utf8    M\tMȃ} blocks=Basic Latin,Latin Extended-B
504  0x000106e8 0x0043b2e8 4   5    .text   ascii   hH|H
505  0x00010715 0x0043b315 4   5    .text   ascii   hH|H
506  0x0001071a 0x0043b31a 4   5    .text   ascii   hD}H
507  0x00010775 0x0043b375 5   6    .text   ascii   }\b\bt\f
508  0x0001077b 0x0043b37b 4   5    .text   ascii   }\b\vt
509  0x0001079a 0x0043b39a 4   5    .text   ascii   }\b\bu
510  0x000107b3 0x0043b3b3 5   6    .text   ascii   }\b\bu<
511  0x000107b9 0x0043b3b9 4   5    .text   ascii   \r0@I
512  0x000107ca 0x0043b3ca 5   7    .text   utf8    Uԡ0@I blocks=Basic Latin,Cyrillic Supplement
513  0x0001081c 0x0043b41c 5   7    .text   utf8    Ã}\b\bu blocks=Latin-1 Supplement,Basic Latin
514  0x00010827 0x0043b427 5   6    .text   ascii   BdPj\b
515  0x0001083f 0x0043b43f 5   6    .text   ascii   }\b\bt\f
516  0x00010845 0x0043b445 4   5    .text   ascii   }\b\vt
517  0x00010854 0x0043b454 4   6    .text   utf8    E܉B` blocks=Basic Latin,Syriac
518  0x0001085a 0x0043b45a 5   6    .text   ascii   }\b\bu\t
519  0x00010863 0x0043b463 7   10   .text   utf8    ỦQd3\vM blocks=Basic Latin,Combining Diacritical Marks
520  0x00010874 0x0043b474 4   5    .text   ascii   Y_^[
521  0x00010982 0x0043b582 4   5    .text   ascii   ;U\bt
522  0x00010991 0x0043b591 4   5    .text   ascii   \r<@I
523  0x0001099a 0x0043b59a 4   5    .text   ascii   M\f9M
524  0x000109ad 0x0043b5ad 4   5    .text   ascii   U\f9U
525  0x000109ba 0x0043b5ba 5   6    .text   ascii   ;M\bu\a
526  0x00010a8a 0x0043b68a 4   6    .text   utf8    3Ƀ}\b blocks=Basic Latin,Latin Extended-B
527  0x00010a9c 0x0043b69c 4   5    .text   ascii   hl~H
528  0x00010ad9 0x0043b6d9 4   5    .text   ascii   hl~H
529  0x00010b37 0x0043b737 4   5    .text   ascii   hp}H
530  0x00010b74 0x0043b774 4   5    .text   ascii   hp}H
531  0x00010b8b 0x0043b78b 4   5    .text   ascii   hT}H
532  0x00010bc7 0x0043b7c7 4   5    .text   ascii   hp}H
533  0x00010c11 0x0043b811 4   5    .text   ascii   hp}H
534  0x00010c49 0x0043b849 5   6    .text   ascii   Ph\b`I
535  0x00010e66 0x0043ba66 4   5    .text   ascii   jjhP
536  0x00010f0a 0x0043bb0a 5   6    .text   ascii   Ph\f`I
537  0x00010f64 0x0043bb64 5   6    .text   ascii   \fE\f`I
538  0x00011407 0x0043c007 4   5    .text   ascii   hH4I
539  0x00011479 0x0043c079 4   5    .text   ascii   u\bj\b
540  0x0001149e 0x0043c09e 4   5    .text   ascii   Y_^[
541  0x00011562 0x0043c162 4   5    .text   ascii   jWh\b
542  0x00011692 0x0043c292 5   6    .text   ascii   }\b$w\t
543  0x0001194a 0x0043c54a 4   5    .text   ascii   E\bPj
544  0x0001199a 0x0043c59a 4   5    .text   ascii   E\bPj
545  0x000119ea 0x0043c5ea 4   5    .text   ascii   E\bPj
546  0x00011a3d 0x0043c63d 4   5    .text   ascii   E\bPj
547  0x00011a9d 0x0043c69d 4   5    .text   ascii   E\bPj
548  0x00011afd 0x0043c6fd 4   5    .text   ascii   E\bPj
549  0x00011b5d 0x0043c75d 4   5    .text   ascii   E\bPj
550  0x00011bba 0x0043c7ba 4   5    .text   ascii   E\bPj
551  0x00011c0a 0x0043c80a 4   5    .text   ascii   E\bPj
552  0x00011c5a 0x0043c85a 4   5    .text   ascii   E\bPj
553  0x00011f02 0x0043cb02 4   6    .text   utf8    \f3҃} blocks=Basic Latin,Cyrillic
554  0x00012091 0x0043cc91 4   5    .text   ascii   E\f+E
555  0x00012099 0x0043cc99 5   6    .text   ascii   ;E\fsP
556  0x0001209f 0x0043cc9f 4   5    .text   ascii   M\f+M
557  0x000120bf 0x0043ccbf 4   5    .text   ascii   M\f+M
558  0x000120c8 0x0043ccc8 7   10   .text   utf8    U\f+щU؋E blocks=Basic Latin,Cyrillic,Arabic
559  0x000120d9 0x0043ccd9 4   5    .text   ascii   M\f+M
560  0x000121eb 0x0043cdeb 7   8    .text   ascii   ^_u\b^_]
561  0x00012335 0x0043cf35 4   5    .text   ascii   E\b^_
562  0x00012341 0x0043cf41 4   5    .text   ascii   E\b^_
563  0x00012353 0x0043cf53 4   5    .text   ascii   E\b^_
564  0x0001236d 0x0043cf6d 4   5    .text   ascii   E\b^_
565  0x000124d1 0x0043d0d1 4   5    .text   ascii   E\b^_
566  0x000124df 0x0043d0df 4   5    .text   ascii   E\b^_
567  0x000124f5 0x0043d0f5 4   5    .text   ascii   E\b^_
568  0x0001250f 0x0043d10f 4   5    .text   ascii   E\b^_
569  0x0001267a 0x0043d27a 4   5    .text   ascii   Y_^[
570  0x000126db 0x0043d2db 4   5    .text   ascii   =(`I
571  0x00012769 0x0043d369 4   5    .text   ascii   =PZI
572  0x0001278e 0x0043d38e 4   5    .text   ascii   =HvI
573  0x000127c3 0x0043d3c3 4   5    .text   ascii   =HvI
574  0x000127ff 0x0043d3ff 4   5    .text   ascii   U\bRj
575  0x000128fe 0x0043d4fe 4   5    .text   ascii   =HvI
576  0x0001299d 0x0043d59d 4   5    .text   ascii   M\bQj
577  0x000129ea 0x0043d5ea 4   5    .text   ascii   E\bPj
578  0x000129f0 0x0043d5f0 4   5    .text   ascii   \rPZI
579  0x000129fd 0x0043d5fd 5   7    .text   utf8    E؋U\fR blocks=Basic Latin,Arabic
580  0x00012a04 0x0043d604 4   5    .text   ascii   E\bPj
581  0x00012a0a 0x0043d60a 4   5    .text   ascii   \rPZI
582  0x00012a29 0x0043d629 4   5    .text   ascii   U\f;U
583  0x00012a66 0x0043d666 4   5    .text   ascii   Y_^[
584  0x00012b10 0x0043d710 4   5    .text   ascii   =,`I
585  0x00012b16 0x0043d716 5   7    .text   utf8    u;h̃H blocks=Basic Latin,Combining Diacritical Marks
586  0x00012c39 0x0043d839 4   5    .text   ascii   =HvI
587  0x00012c81 0x0043d881 7   8    .text   ascii   M\f;\r,vI
588  0x00012cd3 0x0043d8d3 5   6    .text   ascii   ;E\fs\b
589  0x00012d07 0x0043d907 5   7    .text   utf8    E؋M\bQ blocks=Basic Latin,Arabic
590  0x00012d39 0x0043d939 4   5    .text   ascii   M\fQj
591  0x00012d63 0x0043d963 5   6    .text   ascii   ;U\fs\b
592  0x00012dd7 0x0043d9d7 4   5    .text   ascii   E\bPj
593  0x00012ddd 0x0043d9dd 4   5    .text   ascii   \rPZI
594  0x00012e13 0x0043da13 4   5    .text   ascii   =(`I
595  0x00012ec1 0x0043dac1 4   5    .text   ascii   U\bRj
596  0x00012ef9 0x0043daf9 4   5    .text   ascii   =(`I
597  0x00012f61 0x0043db61 4   5    .text   ascii   Y_^[
598  0x00013095 0x0043dc95 4   5    .text   ascii   =HvI
599  0x000130f7 0x0043dcf7 4   5    .text   ascii   E\bPj
600  0x000130fd 0x0043dcfd 4   5    .text   ascii   \rPZI
601  0x0001312d 0x0043dd2d 4   5    .text   ascii   U\bRj
602  0x00013169 0x0043dd69 4   5    .text   ascii   Y_^[
603  0x000131fa 0x0043ddfa 4   5    .text   ascii   =HvI
604  0x00013287 0x0043de87 4   5    .text   ascii   Y_^[
605  0x000132e6 0x0043dee6 4   5    .text   ascii   =PZI
606  0x0001330b 0x0043df0b 5   7    .text   utf8    ̃=PZI blocks=Combining Diacritical Marks,Basic Latin
607  0x0001331a 0x0043df1a 4   5    .text   ascii   =HvI
608  0x00013349 0x0043df49 4   5    .text   ascii   =PZI
609  0x0001336e 0x0043df6e 5   7    .text   utf8    ̃=PZI blocks=Combining Diacritical Marks,Basic Latin
610  0x00013380 0x0043df80 4   5    .text   ascii   =HvI
611  0x0001338d 0x0043df8d 5   7    .text   utf8    ;M\b\e҃ blocks=Basic Latin,Cyrillic
612  0x000133ef 0x0043dfef 4   5    .text   ascii   \r,vI
613  0x0001340f 0x0043e00f 4   5    .text   ascii   =HvI
614  0x0001344e 0x0043e04e 4   5    .text   ascii   u!hh
615  0x000135c6 0x0043e1c6 7   9    .text   utf8    w3҃=PZI blocks=Basic Latin,Cyrillic
616  0x00013700 0x0043e300 7   9    .text   utf8    y3҃=PZI blocks=Basic Latin,Cyrillic
617  0x000137de 0x0043e3de 4   5    .text   ascii   =(vI
618  0x000137ee 0x0043e3ee 4   5    .text   ascii   \r,vI
619  0x0001385a 0x0043e45a 4   5    .text   ascii   \r(vI
620  0x0001386e 0x0043e46e 5   6    .text   ascii   M\b+H\f
621  0x000138bc 0x0043e4bc 5   6    .text   ascii   M\f+H\f
622  0x000138d8 0x0043e4d8 7   8    .text   ascii   M\b#A\bu\e
623  0x0001392f 0x0043e52f 4   6    .text   utf8    MԋU\b blocks=Basic Latin,Cyrillic Supplement
624  0x00013935 0x0043e535 5   6    .text   ascii   E\f+B\f
625  0x0001395a 0x0043e55a 4   6    .text   utf8    M؋U\f blocks=Basic Latin,Arabic
626  0x0001396e 0x0043e56e 4   7    .text   utf8    MċUă blocks=Basic Latin,Latin Extended-A
627  0x00013a21 0x0043e621 4   6    .text   utf8    ҋE\b# blocks=Cyrillic,Basic Latin
628  0x00013a87 0x0043e687 5   7    .text   utf8    ҋE\b#P blocks=Cyrillic,Basic Latin
629  0x00013ab6 0x0043e6b6 5   8    .text   utf8    M̉MċU blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
630  0x00013b96 0x0043e796 4   6    .text   utf8    ҋE\b# blocks=Cyrillic,Basic Latin
631  0x00013bfc 0x0043e7fc 5   7    .text   utf8    ҋE\b#P blocks=Cyrillic,Basic Latin
632  0x00013c42 0x0043e842 4   7    .text   utf8    MȋU؍ blocks=Basic Latin,Latin Extended-B,Arabic
633  0x00013c49 0x0043e849 4   7    .text   utf8    ʉE܋M blocks=IPA Extensions,Basic Latin,Syriac
634  0x00013c5d 0x0043e85d 4   6    .text   utf8    U܉Q\b blocks=Basic Latin,Syriac
635  0x00013d17 0x0043e917 4   5    .text   ascii   E\b\vP
636  0x00013d55 0x0043e955 5   8    .text   utf8    MċUĉQ blocks=Basic Latin,Latin Extended-A
637  0x00013d77 0x0043e977 4   5    .text   ascii   =8`I
638  0x00013d84 0x0043e984 4   5    .text   ascii   \r8vI
639  0x00013db2 0x0043e9b2 4   5    .text   ascii   \r8vI
640  0x00013dc2 0x0043e9c2 4   5    .text   ascii   \r8`I
641  0x00013dd4 0x0043e9d4 4   5    .text   ascii   \r8vI
642  0x00013e00 0x0043ea00 4   5    .text   ascii   \r8`I
643  0x00013e11 0x0043ea11 4   5    .text   ascii   \r8`I
644  0x00013e25 0x0043ea25 4   5    .text   ascii   \r8`I
645  0x00013e4c 0x0043ea4c 4   5    .text   ascii   \r8`I
646  0x00013e64 0x0043ea64 4   5    .text   ascii   \r$vI
647  0x00013e6d 0x0043ea6d 4   5    .text   ascii   \r(vI
648  0x00013e88 0x0043ea88 4   5    .text   ascii   \r8`I
649  0x00013ed1 0x0043ead1 4   5    .text   ascii   \r8vI
650  0x000140af 0x0043ecaf 5   7    .text   utf8    UС0vI blocks=Basic Latin,Cyrillic
651  0x000141ce 0x0043edce 4   5    .text   ascii   \r0vI
652  0x000141da 0x0043edda 4   7    .text   utf8    E؋M؋ blocks=Basic Latin,Arabic
653  0x000142a1 0x0043eea1 5   8    .text   utf8    M̋U܋D blocks=Basic Latin,Combining Diacritical Marks,Syriac
654  0x000142b2 0x0043eeb2 6   9    .text   utf8    +UȉUԋE blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
655  0x000144f7 0x0043f0f7 5   8    .text   utf8    MԋUԉQ blocks=Basic Latin,Cyrillic Supplement
656  0x000146d4 0x0043f2d4 4   5    .text   ascii   \r4vI
657  0x00014709 0x0043f309 4   5    .text   ascii   \r(vI
658  0x00014736 0x0043f336 4   5    .text   ascii   \rPZI
659  0x000149f8 0x0043f5f8 6   8    .text   utf8    ЋM\b#A\b blocks=Cyrillic,Basic Latin
660  0x00014aab 0x0043f6ab 4   6    .text   utf8    U܋E\b blocks=Basic Latin,Syriac
661  0x00014ab1 0x0043f6b1 5   6    .text   ascii   M\f+H\f
662  0x00014ba1 0x0043f7a1 4   6    .text   utf8    ҋE\b# blocks=Cyrillic,Basic Latin
663  0x00014c07 0x0043f807 5   7    .text   utf8    ҋE\b#P blocks=Cyrillic,Basic Latin
664  0x00014d40 0x0043f940 4   5    .text   ascii   E\b\vP
665  0x00014d7e 0x0043f97e 5   8    .text   utf8    M؋U؉Q blocks=Basic Latin,Arabic
666  0x00014e80 0x0043fa80 4   6    .text   utf8    ҋE\b# blocks=Cyrillic,Basic Latin
667  0x00014ee6 0x0043fae6 5   7    .text   utf8    ҋE\b#P blocks=Cyrillic,Basic Latin
668  0x00014f15 0x0043fb15 5   8    .text   utf8    M؉MЋU blocks=Basic Latin,Arabic,Cyrillic
669  0x00015009 0x0043fc09 4   5    .text   ascii   E\b\vP
670  0x00015047 0x0043fc47 5   8    .text   utf8    MЋUЉQ blocks=Basic Latin,Cyrillic
671  0x000151d7 0x0043fdd7 4   5    .text   ascii   =8`I
672  0x000151ec 0x0043fdec 4   5    .text   ascii   \r8`I
673  0x00015211 0x0043fe11 4   5    .text   ascii   \r8vI
674  0x00015219 0x0043fe19 4   5    .text   ascii   \r8`I
675  0x0001527a 0x0043fe7a 4   5    .text   ascii   \r8`I
676  0x0001528f 0x0043fe8f 4   5    .text   ascii   =$vI
677  0x000152be 0x0043febe 4   5    .text   ascii   \r8`I
678  0x000152e2 0x0043fee2 4   5    .text   ascii   \r$vI
679  0x000152eb 0x0043feeb 4   5    .text   ascii   \r$vI
680  0x0001535c 0x0043ff5c 4   5    .text   ascii   =(vI
681  0x000153bb 0x0043ffbb 4   6    .text   utf8    UȋB\f blocks=Basic Latin,Latin Extended-B
682  0x000153d0 0x0043ffd0 4   6    .text   utf8    UȋB\b blocks=Basic Latin,Latin Extended-B
683  0x00015497 0x00440097 4   7    .text   utf8    E܋M܁ blocks=Basic Latin,Syriac
684  0x000154a3 0x004400a3 5   8    .text   utf8    MЋU܃z blocks=Basic Latin,Cyrillic,Syriac
685  0x000154c6 0x004400c6 4   7    .text   utf8    UċEĉ blocks=Basic Latin,Latin Extended-A
686  0x00015518 0x00440118 4   6    .text   utf8    ?~\nǅ blocks=Basic Latin,Latin Extended-B
687  0x00015582 0x00440182 5   8    .text   utf8    UĉU܋E blocks=Basic Latin,Latin Extended-A,Syriac
688  0x00015600 0x00440200 7   11   .text   utf8    M\tM܋U܋B blocks=Basic Latin,Syriac
689  0x00015662 0x00440262 4   7    .text   utf8    MԋUԁ blocks=Basic Latin,Cyrillic Supplement
690  0x000156bb 0x004402bb 4   6    .text   utf8    ?~\nǅ blocks=Basic Latin,Latin Extended-B
691  0x000156e4 0x004402e4 4   5    .text   ascii   B\b;E
692  0x00015738 0x00440338 4   6    .text   utf8    \vỦU blocks=Basic Latin,Combining Diacritical Marks
693  0x00015794 0x00440394 6   8    .text   utf8    M\vQ\b;U
694  0x00015b7d 0x0044077d 4   5    .text   ascii   H8KI
695  0x00015bb2 0x004407b2 5   8    .text   utf8    D\nPP胵 blocks=Basic Latin,CJK Unified Ideographs
696  0x00015de4 0x004409e4 4   5    .text   ascii   H8KI
697  0x00015e39 0x00440a39 4   5    .text   ascii   D\nTP
698  0x00015f5e 0x00440b5e 4   5    .text   ascii   H8KI
699  0x00015fb3 0x00440bb3 4   5    .text   ascii   D\nTP
700  0x00016037 0x00440c37 4   5    .text   ascii   h85I
701  0x0001606e 0x00440c6e 7   8    .text   ascii   Hp#\r4KI
702  0x0001607f 0x00440c7f 4   5    .text   ascii   uDj\f
703  0x000160d4 0x00440cd4 5   8    .text   utf8    u\nj 蟳 blocks=Basic Latin,CJK Unified Ideographs
704  0x000160ed 0x00440ced 4   5    .text   ascii   Y_^[
