[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1016 0x0001a4f8 0x1001a4f8 7    8    UPX1     ascii   ;u.8\a f
1017 0x0001a506 0x1001a506 6    8    UPX1     utf8    } .zB\r
1018 0x0001a516 0x1001a516 7    8    UPX1     ascii   J'lw@.&
1019 0x0001a52c 0x1001a52c 5    6    UPX1     ascii   Osrc\v
1020 0x0001a548 0x1001a548 4    5    UPX1     ascii   gmJB
1021 0x0001a619 0x1001a619 4    5    UPX1     ascii   \aGIu
1022 0x0001a6bc 0x1001a6bc 5    7    UPX1     utf8    1\n\aG\t
1023 0x0001a70d 0x1001a70d 6    7    UPX1     ascii   XPTPSW
1024 0x0001b0aa 0x1001b0aa 15   32   .rsrc    utf16le VS_VERSION_INFO
1025 0x0001b106 0x1001b106 14   30   .rsrc    utf16le StringFileInfo
1026 0x0001b12a 0x1001b12a 8    18   .rsrc    utf16le 040904b0
1027 0x0001b142 0x1001b142 11   24   .rsrc    utf16le CompanyName
1028 0x0001b15c 0x1001b15c 14   30   .rsrc    utf16le Avast Software
1029 0x0001b182 0x1001b182 15   32   .rsrc    utf16le FileDescription
1030 0x0001b1a4 0x1001b1a4 15   32   .rsrc    utf16le Avast wsc proxy
1031 0x0001b1ca 0x1001b1ca 11   24   .rsrc    utf16le FileVersion
1032 0x0001b1e4 0x1001b1e4 11   24   .rsrc    utf16le 18.8.4084.0
1033 0x0001b202 0x1001b202 12   26   .rsrc    utf16le InternalName
1034 0x0001b21c 0x1001b21c 7    16   .rsrc    utf16le wsc.dll
1035 0x0001b232 0x1001b232 14   30   .rsrc    utf16le LegalCopyright
1036 0x0001b250 0x1001b250 33   68   .rsrc    utf16le Copyright (c) 2018 Avast Software
1037 0x0001b29a 0x1001b29a 16   34   .rsrc    utf16le OriginalFilename
1038 0x0001b2bc 0x1001b2bc 7    16   .rsrc    utf16le wsc.dll
1039 0x0001b2d2 0x1001b2d2 11   24   .rsrc    utf16le ProductName
1040 0x0001b2ec 0x1001b2ec 15   32   .rsrc    utf16le Avast Antivirus
1041 0x0001b312 0x1001b312 14   30   .rsrc    utf16le ProductVersion
1042 0x0001b330 0x1001b330 11   24   .rsrc    utf16le 18.8.4084.0
1043 0x0001b350 0x1001b350 10   22   .rsrc    utf16le arFileInfo
1044 0x0001b36e 0x1001b36e 11   24   .rsrc    utf16le Translation
1045 0x0001b390 0x1001b390 381  382  .rsrc    ascii   <?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n
1046 0x0001b580 0x1001b580 12   13   .rsrc    ascii   ADVAPI32.dll
1047 0x0001b58d 0x1001b58d 12   13   .rsrc    ascii   KERNEL32.DLL
1048 0x0001b59a 0x1001b59a 11   12   .rsrc    ascii   SHLWAPI.dll
1049 0x0001b5a8 0x1001b5a8 11   12   .rsrc    ascii   RegCloseKey
1050 0x0001b5b6 0x1001b5b6 14   15   .rsrc    ascii   GetProcAddress
1051 0x0001b5c6 0x1001b5c6 12   13   .rsrc    ascii   LoadLibraryA
1052 0x0001b5d4 0x1001b5d4 14   15   .rsrc    ascii   VirtualProtect
1053 0x0001b5e4 0x1001b5e4 17   18   .rsrc    ascii   PathFindFileNameW
1054 0x0001b62a 0x1001b62a 7    8    .rsrc    ascii   wsc.dll
1055 0x0001b632 0x1001b632 6    7    .rsrc    ascii   _run@4
1056 0x0001b644 0x1001b644 6    7    .rsrc    ascii   m5h7l7
1057 0x0001b654 0x1001b654 6    7    .rsrc    ascii   m5h7l7
1058 0x0001c050 0x1001c050 12   13   .imports ascii   KERNEL32.DLL
1059 0x0001c05f 0x1001c05f 18   19   .imports ascii   GetModuleFileNameW
1060 0x0001c074 0x1001c074 14   15   .imports ascii   VirtualAllocEx
1061 0x0001c085 0x1001c085 14   15   .imports ascii   CreateProcessW
1062 0x0001c096 0x1001c096 18   19   .imports ascii   WriteProcessMemory
1063 0x0001c0ab 0x1001c0ab 12   13   .imports ascii   ResumeThread
1064 0x0001c0ba 0x1001c0ba 16   17   .imports ascii   SetThreadContext
1065 0x0001c0cd 0x1001c0cd 16   17   .imports ascii   GetThreadContext
1066 0x0001c0e0 0x1001c0e0 11   12   .imports ascii   CloseHandle
1067 0x0001c0ee 0x1001c0ee 11   12   .imports ascii   ExitProcess
1068 0x0001c0fc 0x1001c0fc 13   14   .imports ascii   WriteConsoleW
1069 0x0001c10c 0x1001c10c 16   17   .imports ascii   SetFilePointerEx
1070 0x0001c11f 0x1001c11f 15   16   .imports ascii   GetCommandLineA
1071 0x0001c131 0x1001c131 18   19   .imports ascii   GetCurrentThreadId
1072 0x0001c146 0x1001c146 17   18   .imports ascii   IsDebuggerPresent
1073 0x0001c15a 0x1001c15a 25   26   .imports ascii   IsProcessorFeaturePresent
1074 0x0001c176 0x1001c176 13   14   .imports ascii   EncodePointer
1075 0x0001c186 0x1001c186 13   14   .imports ascii   DecodePointer
1076 0x0001c196 0x1001c196 12   13   .imports ascii   GetLastError
1077 0x0001c1a5 0x1001c1a5 12   13   .imports ascii   SetLastError
1078 0x0001c1b4 0x1001c1b4 20   21   .imports ascii   InterlockedIncrement
1079 0x0001c1cb 0x1001c1cb 20   21   .imports ascii   InterlockedDecrement
1080 0x0001c1e2 0x1001c1e2 18   19   .imports ascii   GetModuleHandleExW
1081 0x0001c1f7 0x1001c1f7 14   15   .imports ascii   GetProcAddress
1082 0x0001c208 0x1001c208 19   20   .imports ascii   MultiByteToWideChar
1083 0x0001c21e 0x1001c21e 14   15   .imports ascii   GetProcessHeap
1084 0x0001c22f 0x1001c22f 12   13   .imports ascii   GetStdHandle
1085 0x0001c23e 0x1001c23e 11   12   .imports ascii   GetFileType
1086 0x0001c24c 0x1001c24c 37   38   .imports ascii   InitializeCriticalSectionAndSpinCount
1087 0x0001c274 0x1001c274 21   22   .imports ascii   DeleteCriticalSection
1088 0x0001c28c 0x1001c28c 15   16   .imports ascii   GetStartupInfoW
1089 0x0001c29e 0x1001c29e 18   19   .imports ascii   GetModuleFileNameA
1090 0x0001c2b3 0x1001c2b3 8    9    .imports ascii   HeapFree
1091 0x0001c2be 0x1001c2be 23   24   .imports ascii   QueryPerformanceCounter
1092 0x0001c2d8 0x1001c2d8 19   20   .imports ascii   GetCurrentProcessId
1093 0x0001c2ee 0x1001c2ee 23   24   .imports ascii   GetSystemTimeAsFileTime
1094 0x0001c308 0x1001c308 22   23   .imports ascii   GetEnvironmentStringsW
1095 0x0001c321 0x1001c321 23   24   .imports ascii   FreeEnvironmentStringsW
1096 0x0001c33b 0x1001c33b 19   20   .imports ascii   WideCharToMultiByte
1097 0x0001c351 0x1001c351 24   25   .imports ascii   UnhandledExceptionFilter
1098 0x0001c36c 0x1001c36c 27   28   .imports ascii   SetUnhandledExceptionFilter
1099 0x0001c38a 0x1001c38a 17   18   .imports ascii   GetCurrentProcess
1100 0x0001c39e 0x1001c39e 16   17   .imports ascii   TerminateProcess
1101 0x0001c3b1 0x1001c3b1 8    9    .imports ascii   TlsAlloc
1102 0x0001c3bc 0x1001c3bc 11   12   .imports ascii   TlsGetValue
1103 0x0001c3ca 0x1001c3ca 11   12   .imports ascii   TlsSetValue
1104 0x0001c3d8 0x1001c3d8 7    8    .imports ascii   TlsFree
1105 0x0001c3e2 0x1001c3e2 16   17   .imports ascii   GetModuleHandleW
1106 0x0001c3f5 0x1001c3f5 5    6    .imports ascii   Sleep
1107 0x0001c3fd 0x1001c3fd 20   21   .imports ascii   EnterCriticalSection
1108 0x0001c414 0x1001c414 20   21   .imports ascii   LeaveCriticalSection
1109 0x0001c42b 0x1001c42b 15   16   .imports ascii   IsValidCodePage
1110 0x0001c43d 0x1001c43d 6    7    .imports ascii   GetACP
1111 0x0001c446 0x1001c446 8    9    .imports ascii   GetOEMCP
1112 0x0001c451 0x1001c451 9    10   .imports ascii   GetCPInfo
1113 0x0001c45d 0x1001c45d 9    10   .imports ascii   WriteFile
1114 0x0001c469 0x1001c469 14   15   .imports ascii   LoadLibraryExW
1115 0x0001c47a 0x1001c47a 9    10   .imports ascii   RtlUnwind
1116 0x0001c486 0x1001c486 9    10   .imports ascii   HeapAlloc
1117 0x0001c492 0x1001c492 11   12   .imports ascii   HeapReAlloc
1118 0x0001c4a0 0x1001c4a0 14   15   .imports ascii   GetStringTypeW
1119 0x0001c4b1 0x1001c4b1 18   19   .imports ascii   OutputDebugStringW
1120 0x0001c4c6 0x1001c4c6 12   13   .imports ascii   LoadLibraryW
1121 0x0001c4d5 0x1001c4d5 8    9    .imports ascii   HeapSize
1122 0x0001c4e0 0x1001c4e0 12   13   .imports ascii   LCMapStringW
1123 0x0001c4ef 0x1001c4ef 16   17   .imports ascii   FlushFileBuffers
1124 0x0001c502 0x1001c502 12   13   .imports ascii   GetConsoleCP
1125 0x0001c511 0x1001c511 14   15   .imports ascii   GetConsoleMode
1126 0x0001c522 0x1001c522 12   13   .imports ascii   SetStdHandle
1127 0x0001c531 0x1001c531 11   12   .imports ascii   CreateFileW
1128 0x0001c53d 0x1001c53d 12   13   .imports ascii   ADVAPI32.dll
1129 0x0001c54c 0x1001c54c 11   12   .imports ascii   RegCloseKey
1130 0x0001c55a 0x1001c55a 13   14   .imports ascii   RegOpenKeyExW
1131 0x0001c56a 0x1001c56a 14   15   .imports ascii   RegSetValueExW
1132 0x0001c579 0x1001c579 11   12   .imports ascii   SHLWAPI.dll
1133 0x0001c587 0x1001c587 17   18   .imports ascii   PathFindFileNameW
1134 0x0001d008 0x1001d008 10   11   .reloc   ascii   \n0(050:0s0
1135 0x0001d019 0x1001d019 5    6    .reloc   ascii   151u1
1136 0x0001d02b 0x1001d02b 5    6    .reloc   ascii   1\a2*2
1137 0x0001d033 0x1001d033 13   14   .reloc   ascii   2\f3 3-3F3R3^3
1138 0x0001d051 0x1001d051 7    8    .reloc   ascii   4<5R5{5
1139 0x0001d05d 0x1001d05d 5    6    .reloc   ascii   6\e6~6
1140 0x0001d063 0x1001d063 11   12   .reloc   ascii   6!7(7;7s7y7
1141 0x0001d097 0x1001d097 13   14   .reloc   ascii   8.8>8G8\8>9|9
1142 0x0001d0a9 0x1001d0a9 7    8    .reloc   ascii   9&:::j:
1143 0x0001d0bb 0x1001d0bb 9    10   .reloc   ascii   <$=>=r=x=
1144 0x0001d0cf 0x1001d0cf 5    6    .reloc   ascii   >0>V>
1145 0x0001d0df 0x1001d0df 17   18   .reloc   ascii   ?,?4?=?F?f?o?u?{?
1146 0x0001d111 0x1001d111 19   20   .reloc   ascii   0!02070H0N0T0^0c0t0
1147 0x0001d137 0x1001d137 5    6    .reloc   ascii   1/1P1
1148 0x0001d147 0x1001d147 13   14   .reloc   ascii   2-2L2b2l2r2}2
1149 0x0001d163 0x1001d163 9    10   .reloc   ascii   3"3U3j3p3
1150 0x0001d173 0x1001d173 5    6    .reloc   ascii   4F4a4
1151 0x0001d181 0x1001d181 5    6    .reloc   ascii   485J5
1152 0x0001d18f 0x1001d18f 13   14   .reloc   ascii   6&6;6E6K6Q6W6
1153 0x0001d19f 0x1001d19f 5    6    .reloc   ascii   6N8]8
1154 0x0001d1b1 0x1001d1b1 9    10   .reloc   ascii   9=9C9U9l9
1155 0x0001d1c9 0x1001d1c9 7    8    .reloc   ascii   :::`:t:
1156 0x0001d1ed 0x1001d1ed 23   24   .reloc   ascii   ; ;8;I;O;U;\;e;j;p;x;};
1157 0x0001d233 0x1001d233 33   34   .reloc   ascii   <\e<#<(<.<6<;<A<I<N<T<\<a<g<o<t<y<
1158 0x0001d27d 0x1001d27d 5    6    .reloc   ascii   <\a=\f=
1159 0x0001d287 0x1001d287 29   30   .reloc   ascii   =%=-=2=8=@=E=K=S=X=^=f=k=q=y=
1160 0x0001d2b7 0x1001d2b7 9    10   .reloc   ascii   >$>d>m>{>
1161 0x0001d2e3 0x1001d2e3 5    6    .reloc   ascii   0\a1j1
1162 0x0001d2f9 0x1001d2f9 9    10   .reloc   ascii   1\e2N2]2d2
1163 0x0001d313 0x1001d313 5    6    .reloc   ascii   394l4
1164 0x0001d31b 0x1001d31b 5    6    .reloc   ascii   5a5s5
1165 0x0001d323 0x1001d323 9    10   .reloc   ascii   6'686m6t6
1166 0x0001d339 0x1001d339 11   12   .reloc   ascii   7&707=7G7W7
1167 0x0001d349 0x1001d349 5    6    .reloc   ascii   7k9}9
1168 0x0001d369 0x1001d369 19   20   .reloc   ascii   :\b;";=;F;L;U;Z;i;p;
1169 0x0001d381 0x1001d381 5    6    .reloc   ascii   ;2<E<
1170 0x0001d395 0x1001d395 7    8    .reloc   ascii   >V>n>x>
1171 0x0001d3b3 0x1001d3b3 5    6    .reloc   ascii   ?H?[?
1172 0x0001d3c4 0x1001d3c4 20   21   .reloc   ascii   &0+0=0[0o0u0"1'1,1C1
1173 0x0001d3dd 0x1001d3dd 5    6    .reloc   ascii   1\a2\f2
1174 0x0001d3e3 0x1001d3e3 13   14   .reloc   ascii   2!2&2P2V2\2m2
1175 0x0001d40b 0x1001d40b 7    8    .reloc   ascii   3(3s3x3
1176 0x0001d41f 0x1001d41f 9    10   .reloc   ascii   3B4L4i4s4
1177 0x0001d429 0x1001d429 9    10   .reloc   ascii   455A5L6s6
1178 0x0001d449 0x1001d449 5    6    .reloc   ascii   7D7u7
1179 0x0001d455 0x1001d455 5    6    .reloc   ascii   7J9i9
1180 0x0001d463 0x1001d463 5    6    .reloc   ascii   :O:g:
1181 0x0001d479 0x1001d479 11   12   .reloc   ascii   <#<5<?<a<l<
1182 0x0001d489 0x1001d489 11   12   .reloc   ascii   =+===O=a=s=
1183 0x0001d4a3 0x1001d4a3 7    8    .reloc   ascii   >">4>F>
1184 0x0001d4bb 0x1001d4bb 5    6    .reloc   ascii   3&4c4
1185 0x0001d4c3 0x1001d4c3 11   12   .reloc   ascii   486@6E6i6x6
1186 0x0001d4e9 0x1001d4e9 19   20   .reloc   ascii   7 7&7,747=7D7L7U7g7
1187 0x0001d50d 0x1001d50d 5    6    .reloc   ascii   8i8o8
1188 0x0001d517 0x1001d517 7    8    .reloc   ascii   9/9=9C9
1189 0x0001d51f 0x1001d51f 7    8    .reloc   ascii   9#:K:Y:
1190 0x0001d527 0x1001d527 15   16   .reloc   ascii   <#<<<C<K<P<T<X<
1191 0x0001d54b 0x1001d54b 11   12   .reloc   ascii   <2=8=<=@=D=
1192 0x0001d565 0x1001d565 17   18   .reloc   ascii   >/>a>h>l>p>t>x>|>
1193 0x0001d59f 0x1001d59f 7    8    .reloc   ascii   2U3o3x3
1194 0x0001d5b1 0x1001d5b1 13   14   .reloc   ascii   3\t474A4G4[4g4
1195 0x0001d5c1 0x1001d5c1 9    10   .reloc   ascii   4\a5'5<5F5
1196 0x0001d5e1 0x1001d5e1 7    8    .reloc   ascii   8"9+9~9
1197 0x0001d5e9 0x1001d5e9 5    6    .reloc   ascii   9^:j:
1198 0x0001d5ef 0x1001d5ef 11   12   .reloc   ascii   :R;[;M<V<B=
1199 0x0001d601 0x1001d601 5    6    .reloc   ascii   >$>k>
1200 0x0001d615 0x1001d615 9    10   .reloc   ascii   020>0e0u0
1201 0x0001d627 0x1001d627 5    6    .reloc   ascii   1X1d1
1202 0x0001d635 0x1001d635 9    10   .reloc   ascii   223A3`3q3
1203 0x0001d64f 0x1001d64f 7    8    .reloc   ascii   5(5.535
1204 0x0001d664 0x1001d664 14   15   .reloc   ascii   <1@1D1H1T1X1\1
1205 0x0001d675 0x1001d675 9    10   .reloc   ascii   1`8d8h8l8
1206 0x0001d688 0x1001d688 22   23   .reloc   ascii   ,141<1D1L1T1\1d1l1t1|1
1207 0x0001d6db 0x1001d6db 25   26   .reloc   ascii   <$<,<4<<<D<L<T<\<d<l<t<|<
1208 0x0001d71b 0x1001d71b 25   26   .reloc   ascii   =$=,=4=<=D=L=T=\=d=l=t=|=
1209 0x0001d75b 0x1001d75b 25   26   .reloc   ascii   >$>,>4><>D>L>T>\>d>l>t>|>
1210 0x0001d79b 0x1001d79b 25   26   .reloc   ascii   ?$?,?4?<?D?L?T?\?d?l?t?|?
1211 0x0001d7e3 0x1001d7e3 25   26   .reloc   ascii   0$0,040<0D0L0T0\0d0l0t0|0
1212 0x0001d823 0x1001d823 25   26   .reloc   ascii   1$1,141<1D1L1T1\1d1l1t1|1
1213 0x0001d863 0x1001d863 25   26   .reloc   ascii   2$2,242<2D2L2T2\2d2l2t2|2
1214 0x0001d8a3 0x1001d8a3 25   26   .reloc   ascii   3 3(30383@3H3P3X3`3h3p3x3
1215 0x0001d8e3 0x1001d8e3 25   26   .reloc   ascii   4 4(40484@4H4P4X4`4h4p4x4
1216 0x0001d923 0x1001d923 25   26   .reloc   ascii   5 5(50585@5H5P5X5`5h5p5x5
1217 0x0001d963 0x1001d963 25   26   .reloc   ascii   6 6(60686@6H6P6X6`6h6p6x6
1218 0x0001d9a3 0x1001d9a3 25   26   .reloc   ascii   7 7(70787@7H7P7X7`7h7p7x7
1219 0x0001d9e3 0x1001d9e3 25   26   .reloc   ascii   8 8(80888@8H8P8X8`8h8p8x8
1220 0x0001da23 0x1001da23 25   26   .reloc   ascii   9 9(90989@9H9P9X9`9h9p9x9
1221 0x0001da5b 0x1001da5b 7    8    .reloc   ascii   =H>d>h>
1222 0x0001da6f 0x1001da6f 7    8    .reloc   ascii   ?8?X?x?
1223 0x0001da8d 0x1001da8d 7    8    .reloc   ascii   0$0@0`0
1224 0x0001daaf 0x1001daaf 5    6    .reloc   ascii   3\b3\f3
1225 0x0001dabb 0x1001dabb 49   50   .reloc   ascii   3 3$3(3,3034383<3@3D3H3L3P3T3X3\3`3d3h3l3p3t3x3|3
1226 0x0001db2b 0x1001db2b 5    6    .reloc   ascii   4\b4\f4
1227 0x0001db37 0x1001db37 33   34   .reloc   ascii   4 4$4(4,4044484<4@4D4H4L4P4T4X4\4
1228 0x0001db6b 0x1001db6b 27   28   .reloc   ascii   4 5@:D:H:L:P:T:X:\:`:d:p:x:
1229 0x0001db8b 0x1001db8b 5    6    .reloc   ascii   =\b=\f=
1230 0x0001db97 0x1001db97 27   28   .reloc   ascii   = =$=0=4=8=<=@=D=H=L=T=X=p=

