[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000095 0x00000095 7   8            ascii   z0:8Y):
2    0x0000009d 0x0000009d 7   8            ascii   z0:8Yp:
3    0x000000cd 0x000000cd 5   6            ascii   z0:Q4
4    0x0000010d 0x0000010d 7   8            ascii   z0:Rich
5    0x00000218 0x00000218 5   6            ascii   .text
6    0x0000023f 0x0000023f 7   8            ascii   `.rdata
7    0x00000267 0x00000267 6   7            ascii   @.data
8    0x00000290 0x00000290 5   6            ascii   .rsrc
9    0x000002b7 0x000002b7 7   8            ascii   @.reloc
695  0x0001244c 0x1001344c 25  26   .rdata  ascii   SvchostPushServiceGlobals
696  0x00012468 0x10013468 13  14   .rdata  ascii   WUServiceMain
697  0x00012478 0x10013478 10  11   .rdata  ascii   ServiceDll
698  0x00012484 0x10013484 10  22   .rdata  utf16le \SysWow64\
699  0x0001249c 0x1001349c 5   12   .rdata  utf16le Msres
700  0x000124a8 0x100134a8 4   10   .rdata  utf16le .ttf
701  0x000124b4 0x100134b4 27  56   .rdata  utf16le %Systemroot%\SysWow64\Msres
702  0x000124ec 0x100134ec 22  46   .rdata  utf16le SOFTWARE\Microsoft\Rpc
703  0x0001251c 0x1001351c 8   9    .rdata  ascii   first!@\n
704  0x00012528 0x10013528 9   10   .rdata  ascii   second!@\n
705  0x00012534 0x10013534 27  28   .rdata  ascii   LoadConfigFromReg success!\n
706  0x00012550 0x10013550 27  28   .rdata  ascii   LoadConfigFromReg failded!\n
707  0x0001256c 0x1001356c 31  32   .rdata  ascii   LoadConfigFromBuildin success!\n
708  0x0001258c 0x1001358c 8   9    .rdata  ascii   -%s-%04d
709  0x00012598 0x10013598 5   6    .rdata  ascii   -%04d
710  0x000125a0 0x100135a0 30  31   .rdata  ascii   LoadConfigFromBuildin failed!\n
711  0x000125c0 0x100135c0 9   10   .rdata  ascii   bxitEvent
712  0x000125cc 0x100135cc 7   8    .rdata  ascii   http://
713  0x000125d8 0x100135d8 8   9    .rdata  ascii   Le12xv10
714  0x000125e4 0x100135e4 17  18   .rdata  ascii   ShutdownSock %d \n
715  0x000125f8 0x100135f8 16  17   .rdata  ascii   SeDebugPrivilege
716  0x0001260c 0x1001360c 14  15   .rdata  ascii   SeTcbPrivilege
717  0x00012654 0x10013654 52  53   .rdata  ascii   SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost
718  0x0001268c 0x1001368c 7   8    .rdata  ascii   netsvcs
719  0x00012698 0x10013698 34  70   .rdata  utf16le SYSTEM\CurrentControlSet\Services\
720  0x000126e0 0x100136e0 44  45   .rdata  ascii   %SystemRoot%\System32\svchost.exe -k netsvcs
721  0x00012710 0x10013710 16  17   .rdata  ascii   Help and Support
722  0x00012724 0x10013724 33  34   .rdata  ascii   System\CurrentControlSet\Services
723  0x00012748 0x10013748 10  11   .rdata  ascii   Parameters
724  0x00012754 0x10013754 10  22   .rdata  utf16le ServiceDll
725  0x0001276c 0x1001376c 13  14   .rdata  ascii   \regsvr32.exe
726  0x0001277c 0x1001377c 11  12   .rdata  ascii   \Update.exe
727  0x00012788 0x10013788 10  22   .rdata  utf16le Update.exe
728  0x000127a0 0x100137a0 12  26   .rdata  utf16le regsvr32.exe
729  0x000127bc 0x100137bc 9   20   .rdata  utf16le  /s /u  "
730  0x000127d4 0x100137d4 34  35   .rdata  ascii   System\CurrentControlSet\Services\
731  0x000127f8 0x100137f8 11  12   .rdata  ascii   \Parameters
732  0x00012804 0x10013804 34  35   .rdata  ascii   SYSTEM\CurrentControlSet\Services\
733  0x00012828 0x10013828 24  25   .rdata  ascii   IN DllRegisterServer...\n
734  0x00012844 0x10013844 8   9    .rdata  ascii   -%s-%03d
735  0x00012850 0x10013850 5   6    .rdata  ascii   -%03d
736  0x00012858 0x10013858 16  17   .rdata  ascii   TerminateProcess
737  0x0001286c 0x1001386c 8   9    .rdata  ascii   kernel32
738  0x00012878 0x10013878 4   5    .rdata  ascii   2.03
739  0x00012880 0x10013880 19  20   .rdata  ascii   DllUnregisterServer
740  0x00012894 0x10013894 4   10   .rdata  utf16le .zip
741  0x000128a0 0x100138a0 58  59   .rdata  ascii   [Content]\r\nMusicFiles=Y\r\nPictureFiles=1\r\nVideoFiles=true\r\n
742  0x000128dc 0x100138dc 33  34   .rdata  ascii   [AutoRun]\r\nopen=regsvr32.exe /s "
743  0x00012900 0x10013900 13  14   .rdata  ascii   :\autorun.inf
744  0x00012912 0x10013912 5   12   .rdata  utf16le \n.scr
745  0x00013482 0x10014482 14  15   .rdata  ascii   FindFirstFileW
746  0x00013494 0x10014494 13  14   .rdata  ascii   PeekNamedPipe
747  0x000134a4 0x100144a4 11  12   .rdata  ascii   FreeLibrary
748  0x000134b2 0x100144b2 14  15   .rdata  ascii   CreateProcessW
749  0x000134c4 0x100144c4 17  18   .rdata  ascii   GetCurrentProcess
750  0x000134d8 0x100144d8 16  17   .rdata  ascii   CreateDirectoryW
751  0x000134ec 0x100144ec 9   10   .rdata  ascii   WriteFile
752  0x000134f8 0x100144f8 25  26   .rdata  ascii   InitializeCriticalSection
753  0x00013514 0x10014514 11  12   .rdata  ascii   OpenProcess
754  0x00013522 0x10014522 19  20   .rdata  ascii   WideCharToMultiByte
755  0x00013538 0x10014538 12  13   .rdata  ascii   LoadLibraryW
756  0x00013548 0x10014548 9   10   .rdata  ascii   CopyFileW
757  0x00013554 0x10014554 20  21   .rdata  ascii   LeaveCriticalSection
758  0x0001356c 0x1001456c 18  19   .rdata  ascii   GetFileAttributesW
759  0x00013582 0x10014582 16  17   .rdata  ascii   TerminateProcess
760  0x00013596 0x10014596 20  21   .rdata  ascii   FileTimeToSystemTime
761  0x000135ae 0x100145ae 8   9    .rdata  ascii   ReadFile
762  0x000135ba 0x100145ba 19  20   .rdata  ascii   MultiByteToWideChar
763  0x000135d0 0x100145d0 12  13   .rdata  ascii   GetLastError
764  0x000135e0 0x100145e0 14  15   .rdata  ascii   GetProcAddress
765  0x000135f2 0x100145f2 9   10   .rdata  ascii   MoveFileW
766  0x000135fe 0x100145fe 20  21   .rdata  ascii   EnterCriticalSection
767  0x00013616 0x10014616 17  18   .rdata  ascii   GetProcessVersion
768  0x0001362a 0x1001462a 9   10   .rdata  ascii   FindClose
769  0x00013636 0x10014636 12  13   .rdata  ascii   LoadLibraryA
770  0x00013646 0x10014646 20  21   .rdata  ascii   ProcessIdToSessionId
771  0x0001365e 0x1001465e 10  11   .rdata  ascii   LocalAlloc
772  0x0001366c 0x1001466c 16  17   .rdata  ascii   RemoveDirectoryW
773  0x00013680 0x10014680 10  11   .rdata  ascii   CreatePipe
774  0x0001368e 0x1001468e 16  17   .rdata  ascii   GetModuleHandleA
775  0x000136a2 0x100146a2 13  14   .rdata  ascii   FindNextFileW
776  0x000136b2 0x100146b2 21  22   .rdata  ascii   DeleteCriticalSection
777  0x000136ca 0x100146ca 15  16   .rdata  ascii   DuplicateHandle
778  0x000136dc 0x100146dc 11  12   .rdata  ascii   CloseHandle
779  0x000136ea 0x100146ea 11  12   .rdata  ascii   DeleteFileW
780  0x000136f8 0x100146f8 9   10   .rdata  ascii   LocalFree
781  0x00013704 0x10014704 14  15   .rdata  ascii   SetFilePointer
782  0x00013716 0x10014716 13  14   .rdata  ascii   GetDriveTypeA
783  0x00013726 0x10014726 11  12   .rdata  ascii   CreateFileW
784  0x00013734 0x10014734 13  14   .rdata  ascii   GetFileSizeEx
785  0x00013744 0x10014744 11  12   .rdata  ascii   GetFileTime
786  0x00013752 0x10014752 19  20   .rdata  ascii   GetDiskFreeSpaceExA
787  0x00013768 0x10014768 11  12   .rdata  ascii   CreateFileA
788  0x00013776 0x10014776 12  13   .rdata  ascii   SetErrorMode
789  0x00013786 0x10014786 14  15   .rdata  ascii   FormatMessageA
790  0x00013798 0x10014798 14  15   .rdata  ascii   FormatMessageW
791  0x000137aa 0x100147aa 18  19   .rdata  ascii   GetFileAttributesA
792  0x000137c0 0x100147c0 12  13   .rdata  ascii   SetLastError
793  0x000137d0 0x100147d0 10  11   .rdata  ascii   OpenMutexA
794  0x000137de 0x100147de 12  13   .rdata  ascii   CreateMutexA
795  0x000137ee 0x100147ee 18  19   .rdata  ascii   OutputDebugStringA
796  0x00013804 0x10014804 13  14   .rdata  ascii   GetVersionExA
797  0x00013814 0x10014814 12  13   .rdata  ascii   GetTempPathW
798  0x00013824 0x10014824 19  20   .rdata  ascii   WaitForSingleObject
799  0x0001383a 0x1001483a 12  13   .rdata  ascii   GetTickCount
800  0x0001384a 0x1001484a 5   6    .rdata  ascii   Sleep
801  0x00013852 0x10014852 10  11   .rdata  ascii   ExitThread
802  0x00013860 0x10014860 12  13   .rdata  ascii   CreateThread
803  0x00013870 0x10014870 18  19   .rdata  ascii   GetCurrentThreadId
804  0x00013886 0x10014886 16  17   .rdata  ascii   GetCurrentThread
805  0x0001389a 0x1001489a 21  22   .rdata  ascii   GetPrivateProfileIntA
806  0x000138b2 0x100148b2 24  25   .rdata  ascii   GetPrivateProfileStringA
807  0x000138ce 0x100148ce 14  15   .rdata  ascii   LoadLibraryExA
808  0x000138e0 0x100148e0 10  11   .rdata  ascii   GlobalFree
809  0x000138ee 0x100148ee 13  14   .rdata  ascii   GetSystemInfo
810  0x000138fe 0x100148fe 25  26   .rdata  ascii   ExpandEnvironmentStringsW
811  0x0001391a 0x1001491a 16  17   .rdata  ascii   GetComputerNameA
812  0x0001392e 0x1001492e 20  21   .rdata  ascii   SystemTimeToFileTime
813  0x00013946 0x10014946 11  12   .rdata  ascii   SetFileTime
814  0x00013954 0x10014954 20  21   .rdata  ascii   GetWindowsDirectoryW
815  0x0001396c 0x1001496c 13  14   .rdata  ascii   GetSystemTime
816  0x0001397c 0x1001497c 8   9    .rdata  ascii   SetEvent
817  0x00013988 0x10014988 15  16   .rdata  ascii   TerminateThread
818  0x0001399a 0x1001499a 12  13   .rdata  ascii   CreateEventA
819  0x000139aa 0x100149aa 10  11   .rdata  ascii   OpenEventA
820  0x000139b8 0x100149b8 11  12   .rdata  ascii   ExitProcess
821  0x000139c6 0x100149c6 11  12   .rdata  ascii   MoveFileExA
822  0x000139d4 0x100149d4 11  12   .rdata  ascii   MoveFileExW
823  0x000139e2 0x100149e2 19  20   .rdata  ascii   GetSystemDirectoryA
824  0x000139f8 0x100149f8 9   10   .rdata  ascii   CopyFileA
825  0x00013a04 0x10014a04 18  19   .rdata  ascii   GetModuleFileNameW
826  0x00013a1a 0x10014a1a 25  26   .rdata  ascii   DisableThreadLibraryCalls
827  0x00013a36 0x10014a36 13  14   .rdata  ascii   GetDriveTypeW
828  0x00013a46 0x10014a46 18  19   .rdata  ascii   SetFileAttributesW
829  0x00013a5a 0x10014a5a 12  13   .rdata  ascii   KERNEL32.dll
830  0x00013a6a 0x10014a6a 13  14   .rdata  ascii   ExitWindowsEx
831  0x00013a7a 0x10014a7a 16  17   .rdata  ascii   SetThreadDesktop
832  0x00013a8e 0x10014a8e 16  17   .rdata  ascii   GetDesktopWindow
833  0x00013aa2 0x10014aa2 9   10   .rdata  ascii   ReleaseDC
834  0x00013aae 0x10014aae 18  19   .rdata  ascii   OpenWindowStationA
835  0x00013ac4 0x10014ac4 5   6    .rdata  ascii   GetDC
836  0x00013acc 0x10014acc 12  13   .rdata  ascii   CloseDesktop
837  0x00013adc 0x10014adc 16  17   .rdata  ascii   OpenInputDesktop
838  0x00013af0 0x10014af0 23  24   .rdata  ascii   GetProcessWindowStation
839  0x00013b0a 0x10014b0a 18  19   .rdata  ascii   CloseWindowStation
840  0x00013b20 0x10014b20 16  17   .rdata  ascii   GetThreadDesktop
841  0x00013b34 0x10014b34 11  12   .rdata  ascii   GetWindowDC
842  0x00013b42 0x10014b42 13  14   .rdata  ascii   GetWindowRect
843  0x00013b52 0x10014b52 23  24   .rdata  ascii   SetProcessWindowStation
844  0x00013b6c 0x10014b6c 16  17   .rdata  ascii   GetSystemMetrics
845  0x00013b80 0x10014b80 11  12   .rdata  ascii   GetMessageA
846  0x00013b8c 0x10014b8c 10  11   .rdata  ascii   USER32.dll
847  0x00013b9a 0x10014b9a 14  15   .rdata  ascii   GetStockObject
848  0x00013bac 0x10014bac 10  11   .rdata  ascii   GetObjectA
849  0x00013bba 0x10014bba 13  14   .rdata  ascii   SelectPalette
850  0x00013bca 0x10014bca 14  15   .rdata  ascii   RealizePalette
851  0x00013bdc 0x10014bdc 22  23   .rdata  ascii   CreateCompatibleBitmap
852  0x00013bf6 0x10014bf6 18  19   .rdata  ascii   CreateCompatibleDC
853  0x00013c0c 0x10014c0c 12  13   .rdata  ascii   SelectObject
854  0x00013c1c 0x10014c1c 12  13   .rdata  ascii   DeleteObject
855  0x00013c2c 0x10014c2c 9   10   .rdata  ascii   GetDIBits
856  0x00013c38 0x10014c38 10  11   .rdata  ascii   StretchBlt
857  0x00013c46 0x10014c46 8   9    .rdata  ascii   DeleteDC
858  0x00013c50 0x10014c50 9   10   .rdata  ascii   GDI32.dll
859  0x00013c5c 0x10014c5c 16  17   .rdata  ascii   OpenProcessToken
860  0x00013c70 0x10014c70 20  21   .rdata  ascii   CreateProcessAsUserW
861  0x00013c88 0x10014c88 16  17   .rdata  ascii   DuplicateTokenEx
862  0x00013c9c 0x10014c9c 14  15   .rdata  ascii   ClearEventLogA
863  0x00013cae 0x10014cae 13  14   .rdata  ascii   OpenEventLogA
864  0x00013cbe 0x10014cbe 13  14   .rdata  ascii   CloseEventLog
865  0x00013cce 0x10014cce 19  20   .rdata  ascii   GetTokenInformation
866  0x00013ce4 0x10014ce4 17  18   .rdata  ascii   LookupAccountSidA
867  0x00013cf8 0x10014cf8 28  29   .rdata  ascii   InitializeSecurityDescriptor
868  0x00013d18 0x10014d18 25  26   .rdata  ascii   SetSecurityDescriptorDacl
869  0x00013d34 0x10014d34 21  22   .rdata  ascii   LookupPrivilegeValueA
870  0x00013d4c 0x10014d4c 17  18   .rdata  ascii   LookupAccountSidW
871  0x00013d60 0x10014d60 12  13   .rdata  ascii   GetUserNameA
872  0x00013d70 0x10014d70 21  22   .rdata  ascii   AdjustTokenPrivileges
873  0x00013d88 0x10014d88 15  16   .rdata  ascii   RegCreateKeyExW
874  0x00013d9a 0x10014d9a 16  17   .rdata  ascii   RegQueryValueExW
875  0x00013dae 0x10014dae 13  14   .rdata  ascii   RegEnumKeyExW
876  0x00013dbe 0x10014dbe 11  12   .rdata  ascii   RegCloseKey
877  0x00013dcc 0x10014dcc 18  19   .rdata  ascii   CloseServiceHandle
878  0x00013de2 0x10014de2 13  14   .rdata  ascii   DeleteService
879  0x00013df2 0x10014df2 19  20   .rdata  ascii   EnumServicesStatusA
880  0x00013e08 0x10014e08 12  13   .rdata  ascii   OpenServiceW
881  0x00013e18 0x10014e18 13  14   .rdata  ascii   StartServiceW
882  0x00013e28 0x10014e28 16  17   .rdata  ascii   RegQueryInfoKeyA
883  0x00013e3c 0x10014e3c 15  16   .rdata  ascii   RegDeleteValueW
884  0x00013e4e 0x10014e4e 19  20   .rdata  ascii   EnumServicesStatusW
885  0x00013e64 0x10014e64 14  15   .rdata  ascii   OpenSCManagerA
886  0x00013e76 0x10014e76 13  14   .rdata  ascii   RegEnumValueW
887  0x00013e86 0x10014e86 13  14   .rdata  ascii   RegOpenKeyExW
888  0x00013e96 0x10014e96 14  15   .rdata  ascii   ControlService
889  0x00013ea8 0x10014ea8 14  15   .rdata  ascii   RegSetValueExW
890  0x00013eba 0x10014eba 17  18   .rdata  ascii   CryptGetHashParam
891  0x00013ece 0x10014ece 15  16   .rdata  ascii   OpenThreadToken
892  0x00013ee0 0x10014ee0 13  14   .rdata  ascii   LsaOpenPolicy
893  0x00013ef0 0x10014ef0 16  17   .rdata  ascii   RegQueryValueExA
894  0x00013f04 0x10014f04 19  20   .rdata  ascii   CryptReleaseContext
895  0x00013f1a 0x10014f1a 8   9    .rdata  ascii   CredFree
896  0x00013f26 0x10014f26 13  14   .rdata  ascii   RegEnumKeyExA
897  0x00013f36 0x10014f36 20  21   .rdata  ascii   CryptAcquireContextA
898  0x00013f4e 0x10014f4e 13  14   .rdata  ascii   RegOpenKeyExA
899  0x00013f5e 0x10014f5e 8   9    .rdata  ascii   LsaClose
900  0x00013f6a 0x10014f6a 14  15   .rdata  ascii   CredEnumerateW
901  0x00013f7c 0x10014f7c 15  16   .rdata  ascii   CryptCreateHash
902  0x00013f8e 0x10014f8e 13  14   .rdata  ascii   RegEnumValueA
903  0x00013f9e 0x10014f9e 16  17   .rdata  ascii   CryptDestroyHash
904  0x00013fb2 0x10014fb2 22  23   .rdata  ascii   LsaRetrievePrivateData
905  0x00013fcc 0x10014fcc 22  23   .rdata  ascii   ConvertSidToStringSidW
906  0x00013fe6 0x10014fe6 13  14   .rdata  ascii   LsaFreeMemory
907  0x00013ff6 0x10014ff6 13  14   .rdata  ascii   CryptHashData
908  0x00014006 0x10015006 14  15   .rdata  ascii   RegSetValueExA
909  0x00014018 0x10015018 11  12   .rdata  ascii   RegOpenKeyW
910  0x00014026 0x10015026 13  14   .rdata  ascii   RegCreateKeyA
911  0x00014036 0x10015036 23  24   .rdata  ascii   ImpersonateLoggedOnUser
912  0x00014050 0x10015050 12  13   .rdata  ascii   RevertToSelf
913  0x00014060 0x10015060 11  12   .rdata  ascii   RegOpenKeyA
914  0x0001406c 0x1001506c 12  13   .rdata  ascii   ADVAPI32.dll
915  0x0001407c 0x1001507c 18  19   .rdata  ascii   CommandLineToArgvW
916  0x00014092 0x10015092 16  17   .rdata  ascii   SHFileOperationW
917  0x000140a4 0x100150a4 11  12   .rdata  ascii   SHELL32.dll
918  0x000140b2 0x100150b2 14  15   .rdata  ascii   CoUninitialize
919  0x000140c4 0x100150c4 12  13   .rdata  ascii   CoInitialize
920  0x000140d4 0x100150d4 16  17   .rdata  ascii   CoCreateInstance
921  0x000140e6 0x100150e6 9   10   .rdata  ascii   ole32.dll
922  0x000140f2 0x100150f2 24  25   .rdata  ascii   ZwQuerySystemInformation
923  0x0001410c 0x1001510c 9   10   .rdata  ascii   ntdll.dll
924  0x00014116 0x10015116 10  11   .rdata  ascii   WS2_32.dll
925  0x00014124 0x10015124 17  18   .rdata  ascii   PathCanonicalizeW
926  0x00014138 0x10015138 12  13   .rdata  ascii   SHDeleteKeyW
927  0x00014148 0x10015148 12  13   .rdata  ascii   SHDeleteKeyA
928  0x00014156 0x10015156 11  12   .rdata  ascii   SHLWAPI.dll
929  0x00014164 0x10015164 15  16   .rdata  ascii   GetAdaptersInfo
930  0x00014174 0x10015174 12  13   .rdata  ascii   IPHLPAPI.DLL
931  0x00014184 0x10015184 20  21   .rdata  ascii   GetModuleFileNameExW
932  0x0001419a 0x1001519a 9   10   .rdata  ascii   PSAPI.DLL
933  0x000141a6 0x100151a6 20  21   .rdata  ascii   InternetQueryOptionA
934  0x000141bc 0x100151bc 11  12   .rdata  ascii   WININET.dll
935  0x000141ca 0x100151ca 23  24   .rdata  ascii   URLDownloadToCacheFileA
936  0x000141e2 0x100151e2 10  11   .rdata  ascii   urlmon.dll
937  0x000141f0 0x100151f0 18  19   .rdata  ascii   CryptUnprotectData
938  0x00014204 0x10015204 11  12   .rdata  ascii   CRYPT32.dll
939  0x00014212 0x10015212 24  25   .rdata  ascii   GetUserProfileDirectoryA
940  0x0001422e 0x1001522e 16  17   .rdata  ascii   LoadUserProfileA
941  0x00014242 0x10015242 17  18   .rdata  ascii   UnloadUserProfile
942  0x00014254 0x10015254 11  12   .rdata  ascii   USERENV.dll
943  0x00014262 0x10015262 15  16   .rdata  ascii   RasEnumEntriesW
944  0x00014274 0x10015274 22  23   .rdata  ascii   RasGetEntryDialParamsW
945  0x0001428c 0x1001528c 12  13   .rdata  ascii   RASAPI32.dll
946  0x0001429c 0x1001529c 6   7    .rdata  ascii   memcpy
947  0x000142a6 0x100152a6 4   5    .rdata  ascii   free
948  0x000142ae 0x100152ae 6   7    .rdata  ascii   malloc
949  0x000142b8 0x100152b8 6   7    .rdata  ascii   memset
950  0x000142c2 0x100152c2 6   7    .rdata  ascii   wcscat
951  0x000142cc 0x100152cc 7   8    .rdata  ascii   memmove
952  0x000142d6 0x100152d6 5   6    .rdata  ascii   _wtoi
953  0x000142de 0x100152de 10  11   .rdata  ascii   _snwprintf
954  0x000142ec 0x100152ec 6   7    .rdata  ascii   strlen
955  0x000142f6 0x100152f6 7   8    .rdata  ascii   wcsncpy
956  0x00014300 0x10015300 7   8    .rdata  ascii   _wfopen
957  0x0001430a 0x1001530a 7   8    .rdata  ascii   wcsncat
958  0x00014314 0x10015314 6   7    .rdata  ascii   fgetws
959  0x0001431e 0x1001531e 6   7    .rdata  ascii   wcslen
960  0x00014328 0x10015328 7   8    .rdata  ascii   wcsrchr
961  0x00014332 0x10015332 11  12   .rdata  ascii   _vsnwprintf
962  0x00014340 0x10015340 9   10   .rdata  ascii   _purecall
963  0x0001434c 0x1001534c 12  13   .rdata  ascii   ??3@YAXPAX@Z
964  0x0001435c 0x1001535c 7   8    .rdata  ascii   toupper
965  0x00014366 0x10015366 6   7    .rdata  ascii   wcscpy
966  0x00014370 0x10015370 6   7    .rdata  ascii   fclose
967  0x0001437a 0x1001537a 6   7    .rdata  ascii   strcat
968  0x00014384 0x10015384 12  13   .rdata  ascii   ??2@YAPAXI@Z
969  0x00014394 0x10015394 7   8    .rdata  ascii   sprintf
970  0x0001439e 0x1001539e 6   7    .rdata  ascii   strcpy
971  0x000143a8 0x100153a8 6   7    .rdata  ascii   wcsstr
972  0x000143b2 0x100153b2 7   8    .rdata  ascii   realloc
973  0x000143bc 0x100153bc 6   7    .rdata  ascii   wcscmp
974  0x000143c6 0x100153c6 7   8    .rdata  ascii   isspace
975  0x000143d0 0x100153d0 7   8    .rdata  ascii   strncpy
976  0x000143da 0x100153da 4   5    .rdata  ascii   rand
977  0x000143e2 0x100153e2 10  11   .rdata  ascii   _vsnprintf
978  0x000143f0 0x100153f0 8   9    .rdata  ascii   wcstombs
979  0x000143fc 0x100153fc 9   10   .rdata  ascii   _snprintf
980  0x00014408 0x10015408 7   8    .rdata  ascii   strncmp
981  0x00014412 0x10015412 6   7    .rdata  ascii   strstr
982  0x0001441c 0x1001541c 4   5    .rdata  ascii   atoi
983  0x00014424 0x10015424 6   7    .rdata  ascii   strcmp
984  0x0001442e 0x1001542e 6   7    .rdata  ascii   wcschr
985  0x00014438 0x10015438 7   8    .rdata  ascii   strncat
986  0x00014442 0x10015442 13  14   .rdata  ascii   ??_U@YAPAXI@Z
987  0x00014452 0x10015452 9   10   .rdata  ascii   _wcsnicmp
988  0x0001445e 0x1001545e 7   8    .rdata  ascii   isprint
989  0x00014468 0x10015468 7   8    .rdata  ascii   strrchr
990  0x00014472 0x10015472 5   6    .rdata  ascii   _wtof
991  0x0001447a 0x1001547a 6   7    .rdata  ascii   strchr
992  0x00014484 0x10015484 7   8    .rdata  ascii   isalnum
993  0x0001448e 0x1001548e 5   6    .rdata  ascii   fopen
994  0x00014496 0x10015496 13  14   .rdata  ascii   ??_V@YAXPAX@Z
995  0x000144a6 0x100154a6 5   6    .rdata  ascii   fread
996  0x000144ae 0x100154ae 5   6    .rdata  ascii   srand
997  0x000144b6 0x100154b6 7   8    .rdata  ascii   _time64
998  0x000144c0 0x100154c0 8   9    .rdata  ascii   _wcsicmp
999  0x000144cc 0x100154cc 7   8    .rdata  ascii   _wcsupr
1000 0x000144d6 0x100154d6 8   9    .rdata  ascii   _stricmp
1001 0x000144e2 0x100154e2 9   10   .rdata  ascii   _strnicmp
1002 0x000144ee 0x100154ee 18  19   .rdata  ascii   _CxxThrowException
1003 0x00014502 0x10015502 10  11   .rdata  ascii   msvcrt.dll
1004 0x00014510 0x10015510 20  21   .rdata  ascii   ??1type_info@@UAE@XZ
1005 0x00014528 0x10015528 17  18   .rdata  ascii   ?terminate@@YAXXZ
1006 0x0001453c 0x1001553c 16  17   .rdata  ascii   _except_handler3
1007 0x00014550 0x10015550 24  25   .rdata  ascii   UnhandledExceptionFilter
1008 0x0001456c 0x1001556c 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1009 0x0001458a 0x1001558a 17  18   .rdata  ascii   IsDebuggerPresent
1010 0x0001459e 0x1001559e 9   10   .rdata  ascii   RtlUnwind
1011 0x000145a8 0x100155a8 12  13   .rdata  ascii   OLEAUT32.dll
1012 0x000145b8 0x100155b8 5   6    .rdata  ascii   _ftol
1013 0x000145c0 0x100155c0 17  18   .rdata  ascii   __CxxFrameHandler
1014 0x00014644 0x10015644 14  15   .rdata  ascii   OfficeUt32.dll
1015 0x00014653 0x10015653 17  18   .rdata  ascii   DllRegisterServer
1016 0x00014665 0x10015665 19  20   .rdata  ascii   DllUnregisterServer
1017 0x00014679 0x10015679 11  12   .rdata  ascii   ServiceMain
1018 0x00014685 0x10015685 25  26   .rdata  ascii   SvchostPushServiceGlobals
1019 0x0001469f 0x1001569f 13  14   .rdata  ascii   WUServiceMain
1020 0x000146ad 0x100156ad 18  19   .rdata  ascii   _crt_debugger_hook
1021 0x0001480c 0x1001600c 16  17   .data   ascii   .?AV_com_error@@
1022 0x000148ef 0x100160ef 4   6    .data   utf8    UԄ&U blocks=Basic Latin,Cyrillic Supplement
1023 0x00014cad 0x100164ad 4   6    .data   utf8    v3÷k blocks=Basic Latin,Latin-1 Supplement
1024 0x00014cc5 0x100164c5 6   7    .data   ascii   vawRr3
1025 0x00014ce7 0x100164e7 4   5    .data   ascii   gzu2
1026 0x00014d1e 0x1001651e 4   6    .data   utf8    ̐G40 blocks=Combining Diacritical Marks,Basic Latin
1027 0x00014ded 0x100165ed 4   6    .data   utf8    v3÷h blocks=Basic Latin,Latin-1 Supplement
1028 0x00014e06 0x10016606 5   6    .data   ascii   FkHcs
1029 0x00014e9d 0x1001669d 4   6    .data   utf8    v3÷h blocks=Basic Latin,Latin-1 Supplement
1030 0x00014eb6 0x100166b6 5   6    .data   ascii   FkHcs
1031 0x00015001 0x10016801 5   7    .data   utf8    %bΒ'b blocks=Basic Latin,Greek and Coptic
1032 0x00015011 0x10016811 4   6    .data   utf8    v3Ωv blocks=Basic Latin,Greek and Coptic
1033 0x0001506d 0x1001686d 4   6    .data   utf8    vlXE
1034 0x000150ab 0x100168ab 4   5    .data   ascii   `<&Y
1035 0x000150b9 0x100168b9 6   7    .data   ascii   Xbw"v3
1036 0x00015157 0x10016957 4   5    .data   ascii   \*d1
1037 0x000151d3 0x100169d3 4   5    .data   ascii   s@K\e
1038 0x000151ed 0x100169ed 6   7    .data   ascii   v3w?t3
1039 0x000151fd 0x100169fd 6   7    .data   ascii   63wwe3
1040 0x00015232 0x10016a32 4   5    .data   ascii   F{(@
1041 0x0001526a 0x10016a6a 5   6    .data   ascii   ~{+l 
1042 0x0001528b 0x10016a8b 4   6    .data   utf8    `</ۧ blocks=Basic Latin,Arabic
1043 0x000152e9 0x10016ae9 6   7    .data   ascii   qcwar3
1044 0x000152fe 0x10016afe 5   6    .data   ascii   ~W(uY
1045 0x00015305 0x10016b05 5   7    .data   utf8    'cɫv3 blocks=Basic Latin,IPA Extensions
1046 0x0001530c 0x10016b0c 4   6    .data   utf8    ÞEb< blocks=Latin-1 Supplement,Basic Latin
1047 0x00015314 0x10016b14 4   5    .data   ascii   #OF{
1048 0x00015331 0x10016b31 6   7    .data   ascii   &bwEp3
1049 0x00015354 0x10016b54 4   6    .data   utf8    ñvc= blocks=Latin-1 Supplement,Basic Latin
1050 0x0001535f 0x10016b5f 4   5    .data   ascii   wZd3
1051 0x000153f8 0x10016bf8 4   5    .data   ascii   _63<
1052 0x0001545a 0x10016c5a 5   6    .data   ascii   2w!e3
