[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
359  0x00007380 0x00407f80 4   5    .text   ascii   D1\;
360  0x000073b5 0x00407fb5 4   5    .text   ascii   ~)7'
361  0x000073c6 0x00407fc6 4   5    .text   ascii   Hl0.
362  0x000073cf 0x00407fcf 4   5    .text   ascii   :eAX
363  0x00007409 0x00408009 5   6    .text   ascii   \v^!*E
364  0x00007444 0x00408044 5   7    .text   utf8    Ż^V=4 blocks=Latin Extended-A,Basic Latin
365  0x00007465 0x00408065 4   8    .text   utf8    \vQn􇜟 blocks=Basic Latin,Supplementary Private Use Area-B
366  0x0000746f 0x0040806f 4   6    .text   utf8    h9֜v blocks=Basic Latin,Hebrew
367  0x000074c4 0x004080c4 4   5    .text   ascii   E]'c
368  0x00007510 0x00408110 5   6    .text   ascii   Y(\ah;
369  0x00007530 0x00408130 5   9    .text   utf8    \rТp⃘* blocks=Basic Latin,Cyrillic,Combining Diacritical Marks for Symbols
370  0x000075d3 0x004081d3 5   6    .text   ascii   \b>DP\r
371  0x000075e9 0x004081e9 4   5    .text   ascii   \r8PI
372  0x00007629 0x00408229 6   8    .text   utf8    Dg>߯@< blocks=Basic Latin,NKo
373  0x00007653 0x00408253 4   7    .text   utf8    6\vÔG blocks=Basic Latin,Latin-1 Supplement
374  0x0000765e 0x0040825e 4   7    .text   utf8    ۅA\eȓ blocks=Arabic,Basic Latin,Latin Extended-B
375  0x00007667 0x00408267 4   5    .text   ascii   "XG\b
376  0x0000767b 0x0040827b 6   8    .text   utf8    bPV*҈a blocks=Basic Latin,Cyrillic
377  0x000076b2 0x004082b2 6   7    .text   ascii   3Cg!Pd
378  0x000076c0 0x004082c0 5   6    .text   ascii   KO{Uv
379  0x00007701 0x00408301 5   6    .text   ascii   |N=m;
380  0x00007740 0x00408340 5   6    .text   ascii   Uw0P\e
381  0x0000775d 0x0040835d 4   5    .text   ascii   =_Ak
382  0x00007762 0x00408362 4   5    .text   ascii   J+m!
383  0x000077a2 0x004083a2 4   5    .text   ascii   8Dld
384  0x000077b1 0x004083b1 4   8    .text   utf8    ˬWYü blocks=Spacing Modifier Letters,Basic Latin,Latin-1 Supplement
385  0x000077d9 0x004083d9 5   6    .text   ascii   \nxe@,
386  0x00007875 0x00408475 4   6    .text   utf8    ӠY28 blocks=Cyrillic,Basic Latin
387  0x00007883 0x00408483 7   9    .text   utf8    4^45S0ܵ blocks=Basic Latin,Syriac
388  0x0000788e 0x0040848e 10  12   .text   utf8    3QR#d\fU\˒= blocks=Basic Latin,Spacing Modifier Letters
389  0x000078b4 0x004084b4 6   8    .text   utf8    esHn#ɞ blocks=Basic Latin,IPA Extensions
390  0x000078c1 0x004084c1 4   5    .text   ascii   _LNw
391  0x000078d8 0x004084d8 5   6    .text   ascii   A4"/X
392  0x000078e7 0x004084e7 5   6    .text   ascii   "z/m`
393  0x000078ed 0x004084ed 6   7    .text   ascii   Kp|o;i
394  0x000078f7 0x004084f7 4   5    .text   ascii   |1Q)
395  0x00007906 0x00408506 5   6    .text   ascii   C!:|g
396  0x0000790f 0x0040850f 4   5    .text   ascii   eCR(
397  0x0000795d 0x0040855d 5   7    .text   utf8    ڷ_!?n blocks=Arabic,Basic Latin
398  0x00007967 0x00408567 4   5    .text   ascii   HFN8
399  0x00007994 0x00408594 5   6    .text   ascii   ;)})r
400  0x000079b8 0x004085b8 8   9    .text   ascii   $M\n[EiGO
401  0x00007a30 0x00408630 4   5    .text   ascii    n_"
402  0x00007a5b 0x0040865b 5   6    .text   ascii   $Zf&8
403  0x00007a82 0x00408682 4   6    .text   utf8    tɯ5n blocks=Basic Latin,IPA Extensions
404  0x00007aea 0x004086ea 6   8    .text   utf8    Q\nWKAa
405  0x00007b01 0x00408701 4   6    .text   utf8    ɽd;? blocks=IPA Extensions,Basic Latin
406  0x00007b6a 0x0040876a 5   7    .text   utf8    H`Vڂ! blocks=Basic Latin,Arabic
407  0x00007b8e 0x0040878e 5   6    .text   ascii   \traq!
408  0x00007b98 0x00408798 8   10   .text   utf8    "\vlDnc Ȩ blocks=Basic Latin,Latin Extended-B
409  0x00007bcb 0x004087cb 4   5    .text   ascii   5g\rg
410  0x00007be6 0x004087e6 4   6    .text   utf8    l۱\rP blocks=Basic Latin,Arabic
411  0x00007bfe 0x004087fe 5   7    .text   utf8    !|μ\vm blocks=Basic Latin,Greek and Coptic
412  0x00007c3d 0x0040883d 4   5    .text   ascii   ^TZm
413  0x00007ce8 0x004088e8 4   6    .text   utf8    y86֒ blocks=Basic Latin,Hebrew
414  0x00007d50 0x00408950 7   9    .text   utf8    '.;ĥ;na blocks=Basic Latin,Latin Extended-A
415  0x00007d78 0x00408978 5   6    .text   ascii   aTR\v}
416  0x00007d7f 0x0040897f 4   5    .text   ascii   mW'!
417  0x00007d96 0x00408996 4   5    .text   ascii   XQ|j
418  0x00007da6 0x004089a6 4   5    .text   ascii   7wQd
419  0x00007dbe 0x004089be 5   6    .text   ascii   sx\eVm
420  0x00007e1e 0x00408a1e 4   5    .text   ascii   X\aN,
421  0x00007e28 0x00408a28 5   8    .text   utf8    Ʊ\tڗ?/ blocks=Latin Extended-B,Basic Latin,Arabic
422  0x00007e7c 0x00408a7c 6   9    .text   utf8    'Պikpt blocks=Basic Latin,Armenian
423  0x00007eb7 0x00408ab7 5   6    .text   ascii   s"H\vT
424  0x00007ed8 0x00408ad8 4   5    .text   ascii   \rbs\
425  0x00007ee5 0x00408ae5 4   5    .text   ascii   9z9?
426  0x00007f14 0x00408b14 4   5    .text   ascii   !hX\e
427  0x00007fdc 0x00408bdc 7   10   .text   utf8    ߕ8N\9΅[ blocks=NKo,Basic Latin,Greek and Coptic
428  0x00008008 0x00408c08 4   5    .text   ascii   c0m;
429  0x0000803a 0x00408c3a 5   6    .text   ascii   /J(\t4
430  0x00008044 0x00408c44 5   6    .text   ascii   \n/>44
431  0x0000810a 0x00408d0a 4   6    .text   utf8    mm*̇ blocks=Basic Latin,Combining Diacritical Marks
432  0x0000812c 0x00408d2c 4   5    .text   ascii   ?\\ee
433  0x0000817a 0x00408d7a 7   8    .text   ascii   se@(-P_
434  0x000081a2 0x00408da2 6   7    .text   ascii   KJCGf 
435  0x000081b3 0x00408db3 7   8    .text   ascii   "6 Z\aVB
436  0x000081bb 0x00408dbb 4   5    .text   ascii   NF.Q
437  0x00008221 0x00408e21 5   6    .text   ascii   _U@4&
438  0x0000823a 0x00408e3a 5   6    .text   ascii   4OG}z
439  0x00008246 0x00408e46 7   8    .text   ascii   kJq\tDl 
440  0x000082c2 0x00408ec2 6   9    .text   utf8    *<g]踳A blocks=Basic Latin,CJK Unified Ideographs
441  0x000082d4 0x00408ed4 5   6    .text   ascii   [\eFr9
442  0x000082e7 0x00408ee7 4   5    .text   ascii   IEp@
443  0x000082f0 0x00408ef0 4   5    .text   ascii   T!}G
444  0x00008303 0x00408f03 10  13   .text   utf8    w:ū$|Ǩ\b\f ` blocks=Basic Latin,Latin Extended-A,Latin Extended-B
445  0x00008363 0x00408f63 4   5    .text   ascii   KO|I
446  0x00008368 0x00408f68 4   7    .text   utf8    ͎_ޘ8 blocks=Combining Diacritical Marks,Basic Latin,Thaana
447  0x000083c6 0x00408fc6 4   6    .text   utf8    |х C blocks=Basic Latin,Cyrillic
448  0x000083d1 0x00408fd1 4   6    .text   utf8    ٮ/Q< blocks=Arabic,Basic Latin
449  0x0000840d 0x0040900d 4   5    .text   ascii   E@/8
450  0x00008473 0x00409073 4   5    .text   ascii   L\vr>
451  0x0000847d 0x0040907d 5   6    .text   ascii   g 1c(
452  0x000084d2 0x004090d2 4   5    .text   ascii   )"*+
453  0x00008514 0x00409114 4   5    .text   ascii   +@z(
454  0x00008548 0x00409148 4   5    .text   ascii   Cgb=
455  0x0000854f 0x0040914f 7   8    .text   ascii   &\eo=V|X
456  0x00008591 0x00409191 4   6    .text   utf8    ӋIBz blocks=Cyrillic,Basic Latin
457  0x000085ac 0x004091ac 4   5    .text   ascii   6^`E
458  0x000085b2 0x004091b2 4   6    .text   utf8    Ӌ*/G blocks=Cyrillic,Basic Latin
459  0x0000863d 0x0040923d 4   6    .text   utf8    XAGκ blocks=Basic Latin,Greek and Coptic
460  0x0000864e 0x0040924e 4   7    .text   utf8    ֙ΪmF blocks=Hebrew,Greek and Coptic,Basic Latin
461  0x00008677 0x00409277 4   6    .text   utf8    qcQȣ blocks=Basic Latin,Latin Extended-B
462  0x000086a3 0x004092a3 4   5    .text   ascii   B7~)
463  0x000086b7 0x004092b7 4   5    .text   ascii   M8.e
464  0x000086ed 0x004092ed 6   8    .text   utf8    bLئtre blocks=Basic Latin,Arabic
465  0x00008711 0x00409311 6   7    .text   ascii   p8&alQ
466  0x0000877b 0x0040937b 4   5    .text   ascii   i!Q&
467  0x000087b1 0x004093b1 6   7    .text   ascii   I=c=kX
468  0x00008821 0x00409421 8   9    .text   ascii   L\rPTAQ\b\n
469  0x0000882f 0x0040942f 4   5    .text   ascii   $4\vK
470  0x0000884e 0x0040944e 5   6    .text   ascii   ,l0BL
471  0x0000888e 0x0040948e 4   6    .text   utf8    GlʈI blocks=Basic Latin,IPA Extensions
472  0x000088a0 0x004094a0 5   8    .text   utf8    7`SJ汤 blocks=Basic Latin,CJK Unified Ideographs
473  0x000088c2 0x004094c2 4   5    .text   ascii   :\aeI
474  0x000088dd 0x004094dd 5   7    .text   utf8    cD)Lɘ blocks=Basic Latin,IPA Extensions
475  0x000088f4 0x004094f4 4   5    .text   ascii   'l'Q
476  0x00008902 0x00409502 4   5    .text   ascii   !]'c
477  0x0000890c 0x0040950c 4   6    .text   utf8    aOkՌ blocks=Basic Latin,Armenian
478  0x00008917 0x00409517 4   6    .text   utf8    ::͔' blocks=Basic Latin,Combining Diacritical Marks
479  0x00008955 0x00409555 5   6    .text   ascii   \e#tU{
480  0x00008960 0x00409560 4   6    .text   utf8    ݝGB? blocks=Arabic Supplement,Basic Latin
481  0x00008969 0x00409569 6   7    .text   ascii   @Z\b64#
482  0x00008984 0x00409584 5   7    .text   utf8    hFD\e]
483  0x0000898c 0x0040958c 4   6    .text   utf8    D(ĳT blocks=Basic Latin,Latin Extended-A
484  0x00008993 0x00409593 5   7    .text   utf8    /_ľ]/ blocks=Basic Latin,Latin Extended-A
485  0x000089b4 0x004095b4 4   5    .text   ascii   2t<u
486  0x000089ba 0x004095ba 6   10   .text   utf8    @鴠f>!֞ blocks=Basic Latin,CJK Unified Ideographs,Hebrew
487  0x000089db 0x004095db 4   5    .text   ascii   e@[.
488  0x00008a1f 0x0040961f 4   5    .text   ascii   IDAT
489  0x00008a3f 0x0040963f 4   5    .text   ascii   zv1\b
490  0x00008a4b 0x0040964b 5   7    .text   utf8    *B'fŭ blocks=Basic Latin,Latin Extended-A
491  0x00008a52 0x00409652 4   5    .text   ascii   GTyS
492  0x00008a5a 0x0040965a 4   5    .text   ascii   ,1\e3
493  0x00008a64 0x00409664 4   5    .text   ascii   @.$E
494  0x00008a71 0x00409671 4   5    .text   ascii   uPjt
495  0x00008a7a 0x0040967a 4   5    .text   ascii   b,\b.
496  0x00008a7f 0x0040967f 4   5    .text   ascii   ]I,Z
497  0x00008a87 0x00409687 4   5    .text   ascii   F\vl?
498  0x00008ae6 0x004096e6 6   8    .text   utf8    sm\r+#ϳ blocks=Basic Latin,Greek and Coptic
499  0x00008b28 0x00409728 5   6    .text   ascii   hG\nua
500  0x00008b68 0x00409768 4   5    .text   ascii   \bhHT
501  0x00008b95 0x00409795 4   6    .text   utf8    |JUϐ blocks=Basic Latin,Greek and Coptic
502  0x00008ba2 0x004097a2 4   5    .text   ascii   CZ3q
503  0x00008bb1 0x004097b1 4   5    .text   ascii   ^".m
504  0x00008bdc 0x004097dc 5   6    .text   ascii   0&E`n
505  0x00008be7 0x004097e7 4   6    .text   utf8    +֮CG blocks=Basic Latin,Hebrew
506  0x00008c03 0x00409803 4   5    .text   ascii   1M!R
507  0x00008c2b 0x0040982b 4   5    .text   ascii   gN<r
508  0x00008c7b 0x0040987b 5   7    .text   utf8    v\eڿR5 blocks=Basic Latin,Arabic
509  0x00008c9f 0x0040989f 4   5    .text   ascii   Nl>)
510  0x00008ce5 0x004098e5 4   5    .text   ascii   6@Yd
511  0x00008cf0 0x004098f0 7   9    .text   utf8    ؼ0O*u=: blocks=Arabic,Basic Latin
512  0x00008d0d 0x0040990d 5   6    .text   ascii   pkG(O
513  0x00008d34 0x00409934 4   5    .text   ascii   oilJ
514  0x00008d3a 0x0040993a 4   5    .text   ascii   Jv3/
515  0x00008d53 0x00409953 5   7    .text   utf8    X7`Ե\b blocks=Basic Latin,Armenian
516  0x00008d5b 0x0040995b 6   7    .text   ascii   .]Hs\b|
517  0x00008db6 0x004099b6 4   5    .text   ascii   ~F;v
518  0x00008dbd 0x004099bd 4   6    .text   utf8    AQپV blocks=Basic Latin,Arabic
519  0x00008dc3 0x004099c3 7   9    .text   utf8    UpPx\bƖc blocks=Basic Latin,Latin Extended-B
520  0x00008e1d 0x00409a1d 4   5    .text   ascii   ?"~>
521  0x00008e41 0x00409a41 4   5    .text   ascii   ?|'a
522  0x00008e52 0x00409a52 4   5    .text   ascii   DTpj
523  0x00008e63 0x00409a63 4   5    .text   ascii   2)_!
524  0x00008e68 0x00409a68 4   5    .text   ascii   \rR\f\t
525  0x00008e7f 0x00409a7f 4   6    .text   utf8    2xҳY blocks=Basic Latin,Cyrillic
526  0x00008e8d 0x00409a8d 6   7    .text   ascii   _OpCp8
527  0x00008ec0 0x00409ac0 6   7    .text   ascii   hEDBh\f
528  0x00008ed9 0x00409ad9 7   8    .text   ascii   X(Kh#1:
529  0x00008f6b 0x00409b6b 4   5    .text   ascii   {^fn
530  0x00008fda 0x00409bda 5   6    .text   ascii   _[gOI
531  0x00009013 0x00409c13 4   5    .text   ascii   zV@P
532  0x00009034 0x00409c34 4   6    .text   utf8    ̠n\by blocks=Combining Diacritical Marks,Basic Latin
533  0x0000903e 0x00409c3e 7   8    .text   ascii   'Z/B\f)1
534  0x00009065 0x00409c65 4   5    .text   ascii   #1nl
535  0x000090a5 0x00409ca5 4   5    .text   ascii   tV*\t
536  0x000090af 0x00409caf 5   6    .text   ascii   Z=\tLg
537  0x000090c5 0x00409cc5 6   7    .text   ascii   @cL2TH
538  0x0000913b 0x00409d3b 4   5    .text   ascii   )KwR
539  0x0000915d 0x00409d5d 4   5    .text   ascii   0\v\a(
540  0x0000917c 0x00409d7c 7   9    .text   utf8    ?Įko&ll blocks=Basic Latin,Latin Extended-A
541  0x00009283 0x00409e83 6   7    .text   ascii   )~:F|`
542  0x000092a8 0x00409ea8 9   11   .text   utf8    !M[G|{hiێ blocks=Basic Latin,Arabic
543  0x000092b6 0x00409eb6 4   6    .text   utf8    uwm۶ blocks=Basic Latin,Arabic
544  0x00009305 0x00409f05 5   6    .text   ascii   YX&&0
545  0x00009346 0x00409f46 6   7    .text   ascii   YhaVCS
546  0x0000934f 0x00409f4f 9   10   .text   ascii   s%\niZb;cz
547  0x000093a0 0x00409fa0 4   5    .text   ascii   M]#e
548  0x000093fa 0x00409ffa 5   6    .text   ascii   H\r>F|
549  0x00009422 0x0040a022 6   8    .text   utf8    ܐ|B\vus blocks=Syriac,Basic Latin
550  0x00009449 0x0040a049 4   5    .text   ascii   DdK)
551  0x0000946a 0x0040a06a 8   10   .text   utf8    ]WiV!F܅W blocks=Basic Latin,Syriac
552  0x000094b3 0x0040a0b3 5   7    .text   utf8    OI\erٰ blocks=Basic Latin,Arabic
553  0x0000951f 0x0040a11f 4   5    .text   ascii   B7EP
554  0x000095ee 0x0040a1ee 6   8    .text   utf8    0\avǭT blocks=Basic Latin,Latin Extended-B
555  0x00009675 0x0040a275 6   7    .text   ascii   +(S\vm2
556  0x0000968c 0x0040a28c 5   6    .text   ascii   xs'Vz
557  0x0000971d 0x0040a31d 5   7    .text   utf8    ގ1\t}R blocks=Thaana,Basic Latin
558  0x0000972d 0x0040a32d 4   5    .text   ascii   <\nj4
559  0x00009795 0x0040a395 5   6    .text   ascii   Rm,J!
560  0x0000981f 0x0040a41f 7   8    .text   ascii   U[tEW)h
561  0x000098be 0x0040a4be 4   5    .text   ascii   @-qQ
562  0x000098ea 0x0040a4ea 6   7    .text   ascii   R#\bIny
563  0x00009913 0x0040a513 5   8    .text   utf8    酶.\bHA blocks=CJK Unified Ideographs,Basic Latin
564  0x0000991b 0x0040a51b 5   6    .text   ascii   \nFZO1
565  0x00009921 0x0040a521 4   5    .text   ascii   2XYe
566  0x00009960 0x0040a560 6   8    .text   utf8    Ud0 ԍu blocks=Basic Latin,Cyrillic Supplement
567  0x00009985 0x0040a585 4   5    .text   ascii   C@d2
568  0x000099c8 0x0040a5c8 6   8    .text   utf8    \tՀ?:t= blocks=Basic Latin,Armenian
569  0x00009a53 0x0040a653 5   7    .text   utf8    (Iي[5 blocks=Basic Latin,Arabic
570  0x00009a74 0x0040a674 5   6    .text   ascii   C~:;M
571  0x00009a89 0x0040a689 4   5    .text   ascii   z0TC
572  0x00009a8f 0x0040a68f 8   9    .text   ascii   4<*u*uUq
573  0x00009ad2 0x0040a6d2 5   6    .text   ascii   \nhTKk
574  0x00009adf 0x0040a6df 4   6    .text   utf8    s/:̳ blocks=Basic Latin,Combining Diacritical Marks
575  0x00009b6a 0x0040a76a 7   8    .text   ascii   EjrhQ%0
576  0x00009b76 0x0040a776 5   6    .text   ascii   c)"kk
577  0x00009b8a 0x0040a78a 6   8    .text   utf8    X݅\vD)q blocks=Basic Latin,Syriac
578  0x00009bbe 0x0040a7be 5   6    .text   ascii   sqb}9
579  0x00009bd5 0x0040a7d5 4   5    .text   ascii   \t4&{
580  0x00009bdb 0x0040a7db 6   9    .text   utf8    O⬴91R; blocks=Basic Latin,Miscellaneous Symbols and Arrows
581  0x00009d4b 0x0040a94b 6   8    .text   utf8    hys\tNǏ blocks=Basic Latin,Latin Extended-B
582  0x00009d57 0x0040a957 4   5    .text   ascii   @szC
583  0x00009da8 0x0040a9a8 4   6    .text   utf8    rј_y blocks=Basic Latin,Cyrillic
584  0x00009dd8 0x0040a9d8 8   11   .text   utf8    ;ވH\vRX4ҹ blocks=Basic Latin,Thaana,Cyrillic
585  0x00009df5 0x0040a9f5 7   8    .text   ascii   CdA&|u|
586  0x00009e09 0x0040aa09 4   8    .text   utf8    悇ٌg< blocks=CJK Unified Ideographs,Arabic,Basic Latin
587  0x00009e1e 0x0040aa1e 4   5    .text   ascii   Bf`\n
588  0x00009e42 0x0040aa42 4   5    .text   ascii   q\f8n
589  0x00009e60 0x0040aa60 4   6    .text   utf8    y=Քe blocks=Basic Latin,Armenian
590  0x00009e99 0x0040aa99 4   5    .text   ascii   ON8S
591  0x00009ee0 0x0040aae0 4   6    .text   utf8    ߧ<#- blocks=NKo,Basic Latin
592  0x00009f1e 0x0040ab1e 8   9    .text   ascii   <Fp.0p3.
593  0x00009f5b 0x0040ab5b 4   6    .text   utf8    P8/}
594  0x00009fc5 0x0040abc5 7   8    .text   ascii   RlKV?M.
595  0x00009fe8 0x0040abe8 6   8    .text   utf8    \fP6Tоk blocks=Basic Latin,Cyrillic
596  0x0000a03a 0x0040ac3a 7   9    .text   utf8    U=VɤY-? blocks=Basic Latin,IPA Extensions
597  0x0000a0d2 0x0040acd2 8   10   .text   utf8    vMѮc."3{ blocks=Basic Latin,Cyrillic
598  0x0000a102 0x0040ad02 4   5    .text   ascii   .!uM
599  0x0000a110 0x0040ad10 4   5    .text   ascii   \n}\vo
600  0x0000a127 0x0040ad27 5   6    .text   ascii   dL2mx
601  0x0000a131 0x0040ad31 6   7    .text   ascii   ~0O3Fc
602  0x0000a159 0x0040ad59 4   5    .text   ascii   [ig7
603  0x0000a17b 0x0040ad7b 5   6    .text   ascii   J#h4W
604  0x0000a254 0x0040ae54 4   5    .text   ascii   ^FBR
605  0x0000a26c 0x0040ae6c 5   6    .text   ascii   LB[lL
606  0x0000a2b4 0x0040aeb4 4   5    .text   ascii   @_at
607  0x0000a322 0x0040af22 4   6    .text   utf8    ߚ+^s blocks=NKo,Basic Latin
608  0x0000a35a 0x0040af5a 5   6    .text   ascii   -3%vt
609  0x0000a398 0x0040af98 5   6    .text   ascii   \vo\:u
610  0x0000a40e 0x0040b00e 4   7    .text   utf8    ֭?ŉG blocks=Hebrew,Basic Latin,Latin Extended-A
611  0x0000a417 0x0040b017 4   5    .text   ascii   C #t
612  0x0000a499 0x0040b099 4   5    .text   ascii    NEk
613  0x0000a4a6 0x0040b0a6 4   6    .text   utf8    wŷ{o blocks=Basic Latin,Latin Extended-A
614  0x0000a572 0x0040b172 4   5    .text   ascii   f2g6
615  0x0000a57c 0x0040b17c 5   8    .text   utf8    ϙnΙOj blocks=Greek and Coptic,Basic Latin
616  0x0000a59b 0x0040b19b 4   5    .text   ascii   aA!w
617  0x0000a5ad 0x0040b1ad 5   6    .text   ascii   H/2d!
618  0x0000a5b3 0x0040b1b3 6   7    .text   ascii   u[/Ka|
619  0x0000a5c6 0x0040b1c6 4   7    .text   utf8    \vv<奻 blocks=Basic Latin,CJK Unified Ideographs
620  0x0000a5ff 0x0040b1ff 4   5    .text   ascii   QVF-
621  0x0000a61d 0x0040b21d 4   5    .text   ascii   <\fQV
622  0x0000a62a 0x0040b22a 4   6    .text   utf8    'ɝwP blocks=Basic Latin,IPA Extensions
623  0x0000a6aa 0x0040b2aa 9   10   .text   ascii   \f=D0@t= 9
624  0x0000a6d5 0x0040b2d5 6   8    .text   utf8    KլII(f blocks=Basic Latin,Armenian
625  0x0000a707 0x0040b307 4   5    .text   ascii   y\rUU
626  0x0000a722 0x0040b322 6   8    .text   utf8    @ShPʔK blocks=Basic Latin,IPA Extensions
627  0x0000a73f 0x0040b33f 5   7    .text   utf8    \١dK\b blocks=Basic Latin,Arabic
628  0x0000a76f 0x0040b36f 4   5    .text   ascii   @\(\v
629  0x0000a79c 0x0040b39c 6   7    .text   ascii   Xh*0+Z
630  0x0000a7ef 0x0040b3ef 4   5    .text   ascii   \\(.
631  0x0000a7fa 0x0040b3fa 4   5    .text   ascii   FK\v+
632  0x0000a8fc 0x0040b4fc 4   5    .text   ascii   "L6g
633  0x0000a914 0x0040b514 4   5    .text   ascii   OBKG
634  0x0000a947 0x0040b547 4   7    .text   utf8    0㒽{9 blocks=Basic Latin,CJK Unified Ideographs Extension A
635  0x0000a9ba 0x0040b5ba 5   6    .text   ascii   V\vMD$
636  0x0000aa08 0x0040b608 4   5    .text   ascii   x2F`
637  0x0000aa2b 0x0040b62b 4   5    .text   ascii   IDAT
638  0x0000aa34 0x0040b634 6   7    .text   ascii   xLmH$[
639  0x0000aa4e 0x0040b64e 6   8    .text   utf8    knYciؚ blocks=Basic Latin,Arabic
640  0x0000aa58 0x0040b658 4   6    .text   utf8    Qz$Ɵ blocks=Basic Latin,Latin Extended-B
641  0x0000aaa6 0x0040b6a6 6   8    .text   utf8    Z$>pkב blocks=Basic Latin,Hebrew
642  0x0000aab0 0x0040b6b0 4   5    .text   ascii   LJ'_
643  0x0000aac3 0x0040b6c3 4   5    .text   ascii   \fEI&
644  0x0000aad9 0x0040b6d9 4   5    .text   ascii   -.5l
645  0x0000aaec 0x0040b6ec 7   8    .text   ascii   Lkfm`:n
646  0x0000ab09 0x0040b709 6   7    .text   ascii   FHPo1\e
647  0x0000ab1a 0x0040b71a 4   5    .text   ascii   _[Ug
648  0x0000ab47 0x0040b747 5   6    .text   ascii   \b6W-e
649  0x0000ab64 0x0040b764 4   6    .text   utf8    ̭(\bz blocks=Combining Diacritical Marks,Basic Latin
650  0x0000ab81 0x0040b781 4   5    .text   ascii   bXar
651  0x0000ab9d 0x0040b79d 4   5    .text   ascii   \b\r~s
652  0x0000abe4 0x0040b7e4 4   5    .text   ascii   -v\n\t
653  0x0000abfe 0x0040b7fe 4   5    .text   ascii   `sF=
654  0x0000ac09 0x0040b809 4   7    .text   utf8    ߔJ\f\ blocks=NKo,Basic Latin
655  0x0000ac17 0x0040b817 5   7    .text   utf8    )%ݕ*o blocks=Basic Latin,Arabic Supplement
656  0x0000ac47 0x0040b847 4   6    .text   utf8    }İ-? blocks=Basic Latin,Latin Extended-A
657  0x0000ac65 0x0040b865 5   7    .text   utf8    bےg<+ blocks=Basic Latin,Arabic
658  0x0000ac98 0x0040b898 6   7    .text   ascii   [\}rw_
659  0x0000ad2d 0x0040b92d 4   5    .text   ascii   6t`v
660  0x0000ad3a 0x0040b93a 4   5    .text   ascii   (8ul
661  0x0000ad4e 0x0040b94e 5   7    .text   utf8    6NN^С blocks=Basic Latin,Cyrillic
662  0x0000ad7d 0x0040b97d 4   5    .text   ascii   -J/-
663  0x0000adfa 0x0040b9fa 7   8    .text   ascii   [g$AI52
664  0x0000ae08 0x0040ba08 4   5    .text   ascii   W[yH
665  0x0000ae7f 0x0040ba7f 6   8    .text   utf8    3/>;]- blocks=Basic Latin,Greek and Coptic
666  0x0000aec5 0x0040bac5 4   5    .text   ascii   ?QN\a
667  0x0000aee0 0x0040bae0 6   7    .text   ascii   mh4nE&
