[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
687  0x00011b42 0x00412742 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
688  0x00011b89 0x00412789 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
689  0x00011c77 0x00412877 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
690  0x00011c88 0x00412888 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
691  0x00011cc1 0x004128c1 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
692  0x00011e11 0x00412a11 4   5    .text   ascii   etPj
693  0x00011fcc 0x00412bcc 4   5    .text   ascii   QQSV
694  0x00011fd5 0x00412bd5 4   5    .text   ascii   Vh?\e
695  0x00012007 0x00412c07 4   5    .text   ascii   w\fVS
696  0x0001202a 0x00412c2a 5   6    .text   ascii   $j\fj\b
697  0x00012061 0x00412c61 4   5    .text   ascii   $j\fj
698  0x00012076 0x00412c76 4   5    .text   ascii   YY^[
699  0x000120a1 0x00412ca1 4   5    .text   ascii   \at'\n
700  0x000120e9 0x00412ce9 4   5    .text   ascii   E\bQQ
701  0x000120fc 0x00412cfc 4   5    .text   ascii   E\bQQ
702  0x000121df 0x00412ddf 5   6    .text   ascii   9M\fu.
703  0x00012211 0x00412e11 6   7    .text   ascii   \9E\fuY
704  0x000122dc 0x00412edc 4   5    .text   ascii   j\b_Q
705  0x00012320 0x00412f20 5   6    .text   ascii   F\bPQW
706  0x00012349 0x00412f49 5   6    .text   ascii   >\bYYt
707  0x00012650 0x00413250 4   5    .text   ascii   _t\bj
708  0x00012666 0x00413266 5   6    .text   ascii    t\vj 
709  0x00012741 0x00413341 4   5    .text   ascii   \b1A\b
710  0x00012774 0x00413374 4   5    .text   ascii   3A\b#
711  0x000127b9 0x004133b9 5   6    .text   ascii   E\b\tX\f
712  0x00012850 0x00413450 5   6    .text   ascii   E\b\tX 
713  0x0001286e 0x0041346e 5   6    .text   ascii   E\b\tX`
714  0x000128a2 0x004134a2 5   6    .text   ascii   E\b\tX`
715  0x000128c7 0x004134c7 4   5    .text   ascii   E\bPj
716  0x00012993 0x00413593 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
717  0x00012aed 0x004136ed 4   5    .text   ascii   [t\t\r
718  0x00012b35 0x00413735 4   6    .text   utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
719  0x00012b73 0x00413773 4   5    .text   ascii   E\bu\a
720  0x00012b7b 0x0041377b 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
721  0x00012bde 0x004137de 4   5    .text   ascii   E\bQQ
722  0x00012cae 0x004138ae 4   5    .text   ascii   _^[]
723  0x00012cd8 0x004138d8 4   5    .text   ascii   \bSVW
724  0x00012d41 0x00413941 4   5    .text   ascii   Y_^[
725  0x00012d72 0x00413972 4   5    .text   ascii   Y_^[
726  0x00012d94 0x00413994 4   6    .text   utf8    A8PE
727  0x00012dce 0x004139ce 4   5    .text   ascii   D$\f3
728  0x00012dd6 0x004139d6 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
729  0x00012e1f 0x00413a1f 7   8    .text   ascii   ;T$\fw\br
730  0x00012e27 0x00413a27 10  11   .text   ascii   ;D$\bv\tN+D$
731  0x00012e38 0x00413a38 8   9    .text   ascii   +D$\b\eT$\f
732  0x00012e48 0x00413a48 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
733  0x00012e60 0x00413a60 4   5    .text   ascii   WVU3
734  0x00012f06 0x00413b06 6   7    .text   ascii   v\tN+D$
735  0x00012f26 0x00413b26 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
736  0x00012f82 0x00413b82 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
737  0x00012f98 0x00413b98 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
738  0x00013052 0x00413c52 4   5    .text   ascii   }\bww
739  0x0001314c 0x00413d4c 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
740  0x000131e8 0x00413de8 6   8    .text   utf8    3\nD$\bS
741  0x0001321d 0x00413e1d 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
742  0x0001325c 0x00413e5c 4   5    .text   ascii   ^_[3
743  0x00013299 0x00413e99 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
744  0x000132a0 0x00413ea0 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
745  0x000135b0 0x004141b0 8   18   .rdata  utf16le mhyprot2
746  0x000135d8 0x004141d8 25  26   .rdata  ascii   cyber-protect-service.exe
747  0x000135f2 0x004141f2 27  28   .rdata  ascii   anti_ransomware_service.exe
748  0x0001360e 0x0041420e 20  21   .rdata  ascii   EndpointBasecamp.exe
749  0x00013623 0x00414223 19  20   .rdata  ascii   ResponseService.exe
750  0x00013637 0x00414237 22  23   .rdata  ascii   EPProtectedService.exe
751  0x0001364e 0x0041424e 24  25   .rdata  ascii   EPIntegrationService.exe
752  0x00013667 0x00414267 21  22   .rdata  ascii   EPSecurityService.exe
753  0x0001367d 0x0041427d 19  20   .rdata  ascii   EPUpdateService.exe
754  0x00013691 0x00414291 13  14   .rdata  ascii   bdredline.exe
755  0x0001369f 0x0041429f 13  14   .rdata  ascii   epconsole.exe
756  0x000136ad 0x004142ad 12  13   .rdata  ascii   BDFsTray.exe
757  0x000136ba 0x004142ba 16  17   .rdata  ascii   BDFileServer.exe
758  0x000136cb 0x004142cb 11  12   .rdata  ascii   bdemsrv.exe
759  0x000136d7 0x004142d7 15  16   .rdata  ascii   BDAvScanner.exe
760  0x000136e7 0x004142e7 12  13   .rdata  ascii   Arrakis3.exe
761  0x000136f4 0x004142f4 12  13   .rdata  ascii   bdlived2.exe
762  0x00013701 0x00414301 12  13   .rdata  ascii   BDLogger.exe
763  0x0001370e 0x0041430e 11  12   .rdata  ascii   bdlserv.exe
764  0x0001371a 0x0041431a 13  14   .rdata  ascii   bdregsvr2.exe
765  0x00013728 0x00414328 15  16   .rdata  ascii   BDScheduler.exe
766  0x00013738 0x00414338 16  17   .rdata  ascii   BDStatistics.exe
767  0x00013749 0x00414349 15  16   .rdata  ascii   npemclient3.exe
768  0x00013759 0x00414359 10  11   .rdata  ascii   ephost.exe
769  0x00013764 0x00414364 11  12   .rdata  ascii   MsMpEng.exe
770  0x00013770 0x00414370 11  12   .rdata  ascii   MSASCui.exe
771  0x0001377c 0x0041437c 12  13   .rdata  ascii   MSASCuiL.exe
772  0x00013794 0x00414394 8   18   .rdata  utf16le \Device\
773  0x000137a8 0x004143a8 40  82   .rdata  utf16le NtOpenFile() failed with status 0x%.08x\n
774  0x000137fc 0x004143fc 18  38   .rdata  utf16le Error kill PID: %x
775  0x00013824 0x00414424 9   10   .rdata  ascii    success\n
776  0x00013830 0x00414430 8   9    .rdata  ascii    failed\n
777  0x0001383c 0x0041443c 11  12   .rdata  ascii    not found\n
778  0x00013848 0x00414448 15  16   .rdata  ascii   %s try kill -> 
779  0x00013be8 0x004147e8 8   9    .rdata  ascii   __based(
780  0x00013bf4 0x004147f4 7   8    .rdata  ascii   __cdecl
781  0x00013bfc 0x004147fc 8   9    .rdata  ascii   __pascal
782  0x00013c08 0x00414808 9   10   .rdata  ascii   __stdcall
783  0x00013c14 0x00414814 10  11   .rdata  ascii   __thiscall
784  0x00013c20 0x00414820 10  11   .rdata  ascii   __fastcall
785  0x00013c2c 0x0041482c 12  13   .rdata  ascii   __vectorcall
786  0x00013c3c 0x0041483c 9   10   .rdata  ascii   __clrcall
787  0x00013c48 0x00414848 6   7    .rdata  ascii   __eabi
788  0x00013c50 0x00414850 9   10   .rdata  ascii   __swift_1
789  0x00013c5c 0x0041485c 9   10   .rdata  ascii   __swift_2
790  0x00013c68 0x00414868 7   8    .rdata  ascii   __ptr64
791  0x00013c70 0x00414870 10  11   .rdata  ascii   __restrict
792  0x00013c7c 0x0041487c 11  12   .rdata  ascii   __unaligned
793  0x00013c88 0x00414888 9   10   .rdata  ascii   restrict(
794  0x00013c94 0x00414894 4   5    .rdata  ascii    new
795  0x00013c9c 0x0041489c 7   8    .rdata  ascii    delete
796  0x00013cc0 0x004148c0 8   9    .rdata  ascii   operator
797  0x00013d48 0x00414948 9   10   .rdata  ascii   `vftable'
798  0x00013d54 0x00414954 9   10   .rdata  ascii   `vbtable'
799  0x00013d60 0x00414960 7   8    .rdata  ascii   `vcall'
800  0x00013d68 0x00414968 8   9    .rdata  ascii   `typeof'
801  0x00013d74 0x00414974 20  21   .rdata  ascii   `local static guard'
802  0x00013d8c 0x0041498c 8   9    .rdata  ascii   `string'
803  0x00013d98 0x00414998 18  19   .rdata  ascii   `vbase destructor'
804  0x00013dac 0x004149ac 28  29   .rdata  ascii   `vector deleting destructor'
805  0x00013dcc 0x004149cc 29  30   .rdata  ascii   `default constructor closure'
806  0x00013dec 0x004149ec 28  29   .rdata  ascii   `scalar deleting destructor'
807  0x00013e0c 0x00414a0c 29  30   .rdata  ascii   `vector constructor iterator'
808  0x00013e2c 0x00414a2c 28  29   .rdata  ascii   `vector destructor iterator'
809  0x00013e4c 0x00414a4c 35  36   .rdata  ascii   `vector vbase constructor iterator'
810  0x00013e70 0x00414a70 26  27   .rdata  ascii   `virtual displacement map'
811  0x00013e8c 0x00414a8c 32  33   .rdata  ascii   `eh vector constructor iterator'
812  0x00013eb0 0x00414ab0 31  32   .rdata  ascii   `eh vector destructor iterator'
813  0x00013ed0 0x00414ad0 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
814  0x00013ef8 0x00414af8 26  27   .rdata  ascii   `copy constructor closure'
815  0x00013f14 0x00414b14 15  16   .rdata  ascii   `udt returning'
816  0x00013f28 0x00414b28 5   6    .rdata  ascii   `RTTI
817  0x00013f30 0x00414b30 15  16   .rdata  ascii   `local vftable'
818  0x00013f40 0x00414b40 35  36   .rdata  ascii   `local vftable constructor closure'
819  0x00013f64 0x00414b64 6   7    .rdata  ascii    new[]
820  0x00013f6c 0x00414b6c 9   10   .rdata  ascii    delete[]
821  0x00013f78 0x00414b78 14  15   .rdata  ascii   `omni callsig'
822  0x00013f88 0x00414b88 26  27   .rdata  ascii   `placement delete closure'
823  0x00013fa4 0x00414ba4 28  29   .rdata  ascii   `placement delete[] closure'
824  0x00013fc4 0x00414bc4 37  38   .rdata  ascii   `managed vector constructor iterator'
825  0x00013fec 0x00414bec 36  37   .rdata  ascii   `managed vector destructor iterator'
826  0x00014014 0x00414c14 37  38   .rdata  ascii   `eh vector copy constructor iterator'
827  0x0001403c 0x00414c3c 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
828  0x00014068 0x00414c68 26  27   .rdata  ascii   `dynamic initializer for '
829  0x00014084 0x00414c84 32  33   .rdata  ascii   `dynamic atexit destructor for '
830  0x000140a8 0x00414ca8 34  35   .rdata  ascii   `vector copy constructor iterator'
831  0x000140cc 0x00414ccc 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
832  0x000140f8 0x00414cf8 42  43   .rdata  ascii   `managed vector copy constructor iterator'
833  0x00014124 0x00414d24 27  28   .rdata  ascii   `local static thread guard'
834  0x00014140 0x00414d40 12  13   .rdata  ascii   operator "" 
835  0x00014150 0x00414d50 17  18   .rdata  ascii   operator co_await
836  0x00014164 0x00414d64 11  12   .rdata  ascii   operator<=>
837  0x00014170 0x00414d70 17  18   .rdata  ascii    Type Descriptor'
838  0x00014184 0x00414d84 27  28   .rdata  ascii    Base Class Descriptor at (
839  0x000141a0 0x00414da0 18  19   .rdata  ascii    Base Class Array'
840  0x000141b4 0x00414db4 28  29   .rdata  ascii    Class Hierarchy Descriptor'
841  0x000141d4 0x00414dd4 25  26   .rdata  ascii    Complete Object Locator'
842  0x000141f0 0x00414df0 21  22   .rdata  ascii   `anonymous namespace'
843  0x00014212 0x00414e12 30  62   .rdata  utf16le Aapi-ms-win-core-fibers-l1-1-1
844  0x00014250 0x00414e50 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
845  0x0001428c 0x00414e8c 8   18   .rdata  utf16le kernel32
846  0x000142a0 0x00414ea0 7   16   .rdata  utf16le api-ms-
847  0x000142b8 0x00414eb8 8   9    .rdata  ascii   FlsAlloc
848  0x000142cc 0x00414ecc 7   8    .rdata  ascii   FlsFree
849  0x000142dc 0x00414edc 11  12   .rdata  ascii   FlsGetValue
850  0x000142f0 0x00414ef0 11  12   .rdata  ascii   FlsSetValue
851  0x00014304 0x00414f04 27  28   .rdata  ascii   InitializeCriticalSectionEx
852  0x00014538 0x00415138 8   36   .rdata  utf32le \a\b\a\b\a\b\a\b
853  0x00014720 0x00415320 6   14   .rdata  utf16le (null)
854  0x00014730 0x00415330 6   7    .rdata  ascii   (null)
855  0x000147d8 0x004153d8 9   20   .rdata  utf16le coree.dll
856  0x000147ec 0x004153ec 14  15   .rdata  ascii   CorExitProcess
857  0x000148ac 0x004154ac 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
858  0x00014930 0x00415530 5   24   .rdata  utf32le R\rS\rW
859  0x00014948 0x00415548 7   32   .rdata  utf32le Y\vl\rm p
860  0x000149b4 0x004155b4 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
861  0x00014a36 0x00415636 32  66   .rdata  utf16le Aapi-ms-win-core-datetime-l1-1-1
862  0x00014a78 0x00415678 27  56   .rdata  utf16le api-ms-win-core-file-l1-2-2
863  0x00014ab0 0x004156b0 35  72   .rdata  utf16le api-ms-win-core-localization-l1-2-1
864  0x00014af8 0x004156f8 44  90   .rdata  utf16le api-ms-win-core-localization-obsolete-l1-2-0
865  0x00014b58 0x00415758 37  76   .rdata  utf16le api-ms-win-core-processthreads-l1-1-2
866  0x00014ba4 0x004157a4 29  60   .rdata  utf16le api-ms-win-core-string-l1-1-0
867  0x00014be0 0x004157e0 30  62   .rdata  utf16le api-ms-win-core-sysinfo-l1-2-1
868  0x00014c20 0x00415820 28  58   .rdata  utf16le api-ms-win-core-winrt-l1-1-0
869  0x00014c5c 0x0041585c 29  60   .rdata  utf16le api-ms-win-core-xstate-l2-1-0
870  0x00014c98 0x00415898 38  78   .rdata  utf16le api-ms-win-rtcore-ntuser-window-l1-1-0
871  0x00014ce8 0x004158e8 42  86   .rdata  utf16le api-ms-win-security-systemfunctions-l1-1-0
872  0x00014d40 0x00415940 34  70   .rdata  utf16le ext-ms-win-ntuser-dialogbox-l1-1-0
873  0x00014d88 0x00415988 38  78   .rdata  utf16le ext-ms-win-ntuser-windowstation-l1-1-0
874  0x00014dd8 0x004159d8 8   18   .rdata  utf16le advapi32
875  0x00014dec 0x004159ec 5   12   .rdata  utf16le ntdll
876  0x00014df8 0x004159f8 34  70   .rdata  utf16le api-ms-win-appmodel-runtime-l1-1-2
877  0x00014e40 0x00415a40 6   14   .rdata  utf16le user32
878  0x00014e50 0x00415a50 7   16   .rdata  utf16le ext-ms-
879  0x00014e64 0x00415a64 15  16   .rdata  ascii   AreFileApisANSI
880  0x00014e7c 0x00415a7c 15  16   .rdata  ascii   CompareStringEx
881  0x00014ebc 0x00415abc 13  14   .rdata  ascii   LCMapStringEx
882  0x00014ed4 0x00415ad4 16  17   .rdata  ascii   LocaleNameToLCID
883  0x00014eec 0x00415aec 36  37   .rdata  ascii   AppPolicyGetProcessTerminationMethod
884  0x00014f68 0x00415b68 9   10   .rdata  ascii   NAN(SNAN)
885  0x00014f74 0x00415b74 9   10   .rdata  ascii   nan(snan)
886  0x00014f80 0x00415b80 8   9    .rdata  ascii   NAN(IND)
887  0x00014f8c 0x00415b8c 8   9    .rdata  ascii   nan(ind)
888  0x00014f98 0x00415b98 5   6    .rdata  ascii   e+000
889  0x00015120 0x00415d20 6   7    .rdata  ascii   Sunday
890  0x00015128 0x00415d28 6   7    .rdata  ascii   Monday
891  0x00015130 0x00415d30 7   8    .rdata  ascii   Tuesday
892  0x00015138 0x00415d38 9   10   .rdata  ascii   Wednesday
893  0x00015144 0x00415d44 8   9    .rdata  ascii   Thursday
894  0x00015150 0x00415d50 6   7    .rdata  ascii   Friday
895  0x00015158 0x00415d58 8   9    .rdata  ascii   Saturday
896  0x00015194 0x00415d94 7   8    .rdata  ascii   January
897  0x0001519c 0x00415d9c 8   9    .rdata  ascii   February
898  0x000151a8 0x00415da8 5   6    .rdata  ascii   March
899  0x000151b0 0x00415db0 5   6    .rdata  ascii   April
900  0x000151b8 0x00415db8 4   5    .rdata  ascii   June
901  0x000151c0 0x00415dc0 4   5    .rdata  ascii   July
902  0x000151c8 0x00415dc8 6   7    .rdata  ascii   August
903  0x000151d0 0x00415dd0 9   10   .rdata  ascii   September
904  0x000151dc 0x00415ddc 7   8    .rdata  ascii   October
905  0x000151e4 0x00415de4 8   9    .rdata  ascii   November
906  0x000151f0 0x00415df0 8   9    .rdata  ascii   December
907  0x00015204 0x00415e04 8   9    .rdata  ascii   MM/dd/yy
908  0x00015210 0x00415e10 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
909  0x00015224 0x00415e24 8   9    .rdata  ascii   HH:mm:ss
910  0x00015268 0x00415e68 6   14   .rdata  utf16le Sunday
911  0x00015278 0x00415e78 6   14   .rdata  utf16le Monday
912  0x00015288 0x00415e88 7   16   .rdata  utf16le Tuesday
913  0x00015298 0x00415e98 9   20   .rdata  utf16le Wednesday
914  0x000152ac 0x00415eac 8   18   .rdata  utf16le Thursday
915  0x000152c0 0x00415ec0 6   14   .rdata  utf16le Friday
916  0x000152d0 0x00415ed0 8   18   .rdata  utf16le Saturday
917  0x00015344 0x00415f44 7   16   .rdata  utf16le January
918  0x00015354 0x00415f54 8   18   .rdata  utf16le February
919  0x00015368 0x00415f68 5   12   .rdata  utf16le March
920  0x00015374 0x00415f74 5   12   .rdata  utf16le April
921  0x00015380 0x00415f80 4   10   .rdata  utf16le June
922  0x0001538c 0x00415f8c 4   10   .rdata  utf16le July
923  0x00015398 0x00415f98 6   14   .rdata  utf16le August
924  0x000153a8 0x00415fa8 9   20   .rdata  utf16le September
925  0x000153bc 0x00415fbc 7   16   .rdata  utf16le October
926  0x000153cc 0x00415fcc 8   18   .rdata  utf16le November
927  0x000153e0 0x00415fe0 8   18   .rdata  utf16le December
928  0x00015404 0x00416004 8   18   .rdata  utf16le MM/dd/yy
929  0x00015418 0x00416018 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
930  0x00015440 0x00416040 8   18   .rdata  utf16le HH:mm:ss
931  0x00015454 0x00416054 5   12   .rdata  utf16le en-US
932  0x0001546e 0x0041606e 6   14   .rdata  utf16le Aja-JP
933  0x0001547c 0x0041607c 5   12   .rdata  utf16le zh-CN
934  0x00015488 0x00416088 5   12   .rdata  utf16le ko-KR
935  0x00015494 0x00416094 5   12   .rdata  utf16le zh-TW
936  0x000155a0 0x004161a0 33  68   .rdata  utf16le          (((((                  H
937  0x00015827 0x00416427 7   8    .rdata  ascii   \a\b\t\n\v\f\r
938  0x00015840 0x00416440 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
939  0x000159a7 0x004165a7 7   8    .rdata  ascii   \a\b\t\n\v\f\r
940  0x000159c0 0x004165c0 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
941  0x00015aa2 0x004166a2 33  68   .rdata  utf16le          (((((                  H
942  0x00015ba0 0x004167a0 34  70   .rdata  utf16le       (                          \b
943  0x000163e8 0x00416fe8 6   14   .rdata  utf16le zh-CHS
944  0x000165e4 0x004171e4 5   12   .rdata  utf16le ar-SA
945  0x000165f0 0x004171f0 5   12   .rdata  utf16le bg-BG
946  0x000165fc 0x004171fc 5   12   .rdata  utf16le ca-ES
947  0x00016608 0x00417208 5   12   .rdata  utf16le cs-CZ
948  0x00016614 0x00417214 5   12   .rdata  utf16le da-DK
949  0x00016620 0x00417220 5   12   .rdata  utf16le de-DE
950  0x0001662c 0x0041722c 5   12   .rdata  utf16le el-GR
951  0x00016638 0x00417238 5   12   .rdata  utf16le fi-FI
952  0x00016644 0x00417244 5   12   .rdata  utf16le fr-FR
953  0x00016650 0x00417250 5   12   .rdata  utf16le he-IL
954  0x0001665c 0x0041725c 5   12   .rdata  utf16le hu-HU
955  0x00016668 0x00417268 5   12   .rdata  utf16le is-IS
956  0x00016674 0x00417274 5   12   .rdata  utf16le it-IT
957  0x00016680 0x00417280 5   12   .rdata  utf16le nl-NL
958  0x0001668c 0x0041728c 5   12   .rdata  utf16le nb-NO
959  0x00016698 0x00417298 5   12   .rdata  utf16le pl-PL
960  0x000166a4 0x004172a4 5   12   .rdata  utf16le pt-BR
961  0x000166b0 0x004172b0 5   12   .rdata  utf16le ro-RO
962  0x000166bc 0x004172bc 5   12   .rdata  utf16le ru-RU
963  0x000166c8 0x004172c8 5   12   .rdata  utf16le hr-HR
964  0x000166d4 0x004172d4 5   12   .rdata  utf16le sk-SK
965  0x000166e0 0x004172e0 5   12   .rdata  utf16le sq-AL
966  0x000166ec 0x004172ec 5   12   .rdata  utf16le sv-SE
967  0x000166f8 0x004172f8 5   12   .rdata  utf16le th-TH
968  0x00016704 0x00417304 5   12   .rdata  utf16le tr-TR
969  0x00016710 0x00417310 5   12   .rdata  utf16le ur-PK
970  0x0001671c 0x0041731c 5   12   .rdata  utf16le id-ID
971  0x00016728 0x00417328 5   12   .rdata  utf16le uk-UA
972  0x00016734 0x00417334 5   12   .rdata  utf16le be-BY
973  0x00016740 0x00417340 5   12   .rdata  utf16le sl-SI
974  0x0001674c 0x0041734c 5   12   .rdata  utf16le et-EE
975  0x00016758 0x00417358 5   12   .rdata  utf16le lv-LV
976  0x00016764 0x00417364 5   12   .rdata  utf16le lt-LT
977  0x00016770 0x00417370 5   12   .rdata  utf16le fa-IR
978  0x0001677c 0x0041737c 5   12   .rdata  utf16le vi-VN
979  0x00016788 0x00417388 5   12   .rdata  utf16le hy-AM
980  0x00016794 0x00417394 10  22   .rdata  utf16le az-AZ-Latn
981  0x000167ac 0x004173ac 5   12   .rdata  utf16le eu-ES
982  0x000167b8 0x004173b8 5   12   .rdata  utf16le mk-MK
983  0x000167c4 0x004173c4 5   12   .rdata  utf16le tn-ZA
984  0x000167d0 0x004173d0 5   12   .rdata  utf16le xh-ZA
985  0x000167dc 0x004173dc 5   12   .rdata  utf16le zu-ZA
986  0x000167e8 0x004173e8 5   12   .rdata  utf16le af-ZA
987  0x000167f4 0x004173f4 5   12   .rdata  utf16le ka-GE
988  0x00016800 0x00417400 5   12   .rdata  utf16le fo-FO
989  0x0001680c 0x0041740c 5   12   .rdata  utf16le hi-IN
990  0x00016818 0x00417418 5   12   .rdata  utf16le mt-MT
991  0x00016824 0x00417424 5   12   .rdata  utf16le se-NO
992  0x00016830 0x00417430 5   12   .rdata  utf16le ms-MY
993  0x0001683c 0x0041743c 5   12   .rdata  utf16le kk-KZ
994  0x00016848 0x00417448 5   12   .rdata  utf16le ky-KG
995  0x00016854 0x00417454 5   12   .rdata  utf16le sw-KE
996  0x00016860 0x00417460 10  22   .rdata  utf16le uz-UZ-Latn
997  0x00016878 0x00417478 5   12   .rdata  utf16le tt-RU
998  0x00016884 0x00417484 5   12   .rdata  utf16le bn-IN
999  0x00016890 0x00417490 5   12   .rdata  utf16le pa-IN
1000 0x0001689c 0x0041749c 5   12   .rdata  utf16le gu-IN
1001 0x000168a8 0x004174a8 5   12   .rdata  utf16le ta-IN
1002 0x000168b4 0x004174b4 5   12   .rdata  utf16le te-IN
1003 0x000168c0 0x004174c0 5   12   .rdata  utf16le kn-IN
1004 0x000168cc 0x004174cc 5   12   .rdata  utf16le ml-IN
1005 0x000168d8 0x004174d8 5   12   .rdata  utf16le mr-IN
1006 0x000168e4 0x004174e4 5   12   .rdata  utf16le sa-IN
1007 0x000168f0 0x004174f0 5   12   .rdata  utf16le mn-MN
1008 0x000168fc 0x004174fc 5   12   .rdata  utf16le cy-GB
1009 0x00016908 0x00417508 5   12   .rdata  utf16le gl-ES
1010 0x00016914 0x00417514 6   14   .rdata  utf16le kok-IN
1011 0x00016924 0x00417524 6   14   .rdata  utf16le syr-SY
1012 0x00016934 0x00417534 6   14   .rdata  utf16le div-MV
1013 0x00016944 0x00417544 6   14   .rdata  utf16le quz-BO
1014 0x00016954 0x00417554 5   12   .rdata  utf16le ns-ZA
1015 0x00016960 0x00417560 5   12   .rdata  utf16le mi-NZ
1016 0x0001696c 0x0041756c 5   12   .rdata  utf16le ar-IQ
1017 0x00016978 0x00417578 5   12   .rdata  utf16le de-CH
1018 0x00016984 0x00417584 5   12   .rdata  utf16le en-GB
1019 0x00016990 0x00417590 5   12   .rdata  utf16le es-MX
1020 0x0001699c 0x0041759c 5   12   .rdata  utf16le fr-BE
1021 0x000169a8 0x004175a8 5   12   .rdata  utf16le it-CH
1022 0x000169b4 0x004175b4 5   12   .rdata  utf16le nl-BE
1023 0x000169c0 0x004175c0 5   12   .rdata  utf16le nn-NO
1024 0x000169cc 0x004175cc 5   12   .rdata  utf16le pt-PT
1025 0x000169d8 0x004175d8 10  22   .rdata  utf16le sr-SP-Latn
1026 0x000169f0 0x004175f0 5   12   .rdata  utf16le sv-FI
1027 0x000169fc 0x004175fc 10  22   .rdata  utf16le az-AZ-Cyrl
1028 0x00016a14 0x00417614 5   12   .rdata  utf16le se-SE
1029 0x00016a20 0x00417620 5   12   .rdata  utf16le ms-BN
1030 0x00016a2c 0x0041762c 10  22   .rdata  utf16le uz-UZ-Cyrl
1031 0x00016a44 0x00417644 6   14   .rdata  utf16le quz-EC
1032 0x00016a54 0x00417654 5   12   .rdata  utf16le ar-EG
1033 0x00016a60 0x00417660 5   12   .rdata  utf16le zh-HK
1034 0x00016a6c 0x0041766c 5   12   .rdata  utf16le de-AT
1035 0x00016a78 0x00417678 5   12   .rdata  utf16le en-AU
1036 0x00016a84 0x00417684 5   12   .rdata  utf16le es-ES
1037 0x00016a90 0x00417690 5   12   .rdata  utf16le fr-CA
1038 0x00016a9c 0x0041769c 10  22   .rdata  utf16le sr-SP-Cyrl
1039 0x00016ab4 0x004176b4 5   12   .rdata  utf16le se-FI
1040 0x00016ac0 0x004176c0 6   14   .rdata  utf16le quz-PE
1041 0x00016ad0 0x004176d0 5   12   .rdata  utf16le ar-LY
1042 0x00016adc 0x004176dc 5   12   .rdata  utf16le zh-SG
1043 0x00016ae8 0x004176e8 5   12   .rdata  utf16le de-LU
1044 0x00016af4 0x004176f4 5   12   .rdata  utf16le en-CA
1045 0x00016b00 0x00417700 5   12   .rdata  utf16le es-GT
1046 0x00016b0c 0x0041770c 5   12   .rdata  utf16le fr-CH
1047 0x00016b18 0x00417718 5   12   .rdata  utf16le hr-BA
1048 0x00016b24 0x00417724 6   14   .rdata  utf16le smj-NO
