[Strings]
nth  paddr      vaddr      len  size section         type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
278  0x00014613 0x00415013 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
279  0x000146fe 0x004150fe 5    7    .text           utf8    U\f)ЉE blocks=Basic Latin,Cyrillic
280  0x00014b74 0x00415574 5    6    .text           ascii   D$\b@\n
281  0x00014f12 0x00415912 4    7    .text           utf8    MEЉ\b blocks=Basic Latin,Cyrillic
282  0x000151c6 0x00415bc6 4    5    .text           ascii   E\f;E
283  0x00015520 0x00415f20 4    5    .text           ascii   <9w\a
284  0x000156d0 0x004160d0 4    5    .text           ascii   E\f+E
285  0x0001571f 0x0041611f 4    5    .text           ascii   E\f;E
286  0x00015935 0x00416335 4    7    .text           utf8    \bEӀ} blocks=Basic Latin,Cyrillic
287  0x000159b4 0x004163b4 4    5    .text           ascii   <}t\a
288  0x00015c3d 0x0041663d 4    5    .text           ascii   E\f+E
289  0x00015c8c 0x0041668c 4    5    .text           ascii   E\f;E
290  0x00015cb7 0x004166b7 5    7    .text           utf8    ŰE\f9 blocks=Basic Latin,Combining Diacritical Marks
291  0x00015fc8 0x004169c8 4    7    .text           utf8    \bEÀ} blocks=Basic Latin,Latin-1 Supplement
292  0x00016047 0x00416a47 4    5    .text           ascii   <zv~
293  0x00016071 0x00416a71 4    5    .text           ascii   <ZvT
294  0x0001609b 0x00416a9b 4    5    .text           ascii   <9v*
295  0x000160c5 0x00416ac5 4    5    .text           ascii   <_u\a
296  0x000164cf 0x00416ecf 4    6    .text           utf8    MЉ\f$ blocks=Basic Latin,Cyrillic
297  0x000164f1 0x00416ef1 4    7    .text           utf8    ȉU\bE blocks=Latin Extended-B,Basic Latin
298  0x0001656f 0x00416f6f 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
299  0x0001663d 0x0041703d 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
300  0x000166be 0x004170be 4    7    .text           utf8    MĉЈE blocks=Basic Latin,Latin Extended-A,Cyrillic
301  0x0001673d 0x0041713d 4    5    .text           ascii   +E\bq
302  0x000167f3 0x004171f3 6    9    .text           utf8    E\v]ċM\b blocks=Basic Latin,Latin Extended-A
303  0x000169a9 0x004173a9 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
304  0x00016a36 0x00417436 4    7    .text           utf8    ME\t\b
305  0x00017051 0x00417a51 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
306  0x0001722e 0x00417c2e 4    6    .text           utf8    E\tT$
307  0x00017630 0x00418030 4    7    .text           utf8    ЋMċE blocks=Cyrillic,Basic Latin,Latin Extended-A
308  0x0001767c 0x0041807c 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
309  0x000179f2 0x004183f2 4    5    .text           ascii   <\nt\a
310  0x00017ad9 0x004184d9 4    5    .text           ascii   <\nu2
311  0x00017fab 0x004189ab 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
312  0x000181b4 0x00418bb4 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
313  0x000182b5 0x00418cb5 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
314  0x0001857e 0x00418f7e 4    6    .text           utf8    EԉD$ blocks=Basic Latin,Cyrillic Supplement
315  0x00018659 0x00419059 4    6    .text           utf8    E؉D$ blocks=Basic Latin,Arabic
316  0x00018731 0x00419131 5    7    .text           utf8    MЉL$\b blocks=Basic Latin,Cyrillic
317  0x000187e5 0x004191e5 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
318  0x000188c0 0x004192c0 4    6    .text           utf8    EȉD$ blocks=Basic Latin,Latin Extended-B
319  0x00018ad8 0x004194d8 4    5    .text           ascii   \b<\t
320  0x00018ae9 0x004194e9 5    6    .text           ascii   \b</u\a
321  0x00018b2d 0x0041952d 4    7    .text           utf8    ME\t\b
322  0x00018dce 0x004197ce 4    5    .text           ascii   \b<\t
323  0x00018ddf 0x004197df 5    6    .text           ascii   \b</t\a
324  0x00018f8f 0x0041998f 4    5    .text           ascii   \b<\t
325  0x00018fa0 0x004199a0 5    6    .text           ascii   \b</u\a
326  0x000190b8 0x00419ab8 4    5    .text           ascii   \b<\t
327  0x000190c7 0x00419ac7 5    6    .text           ascii   \b</u\a
328  0x00019147 0x00419b47 4    5    .text           ascii   +E\fq
329  0x00019584 0x00419f84 4    6    .text           utf8    EЉT$ blocks=Basic Latin,Cyrillic
330  0x0001959c 0x00419f9c 4    5    .text           ascii   \b<\t
331  0x000195ab 0x00419fab 5    6    .text           ascii   \b</u\a
332  0x0001961e 0x0041a01e 4    6    .text           utf8    EԉD$ blocks=Basic Latin,Cyrillic Supplement
333  0x00019625 0x0041a025 5    7    .text           utf8    E؉D$\b blocks=Basic Latin,Arabic
334  0x000198ce 0x0041a2ce 4    5    .text           ascii   \b<\t
335  0x000198df 0x0041a2df 5    6    .text           ascii   \b</t\a
336  0x00019ca2 0x0041a6a2 4    6    .text           utf8    U܉T$ blocks=Basic Latin,Syriac
337  0x00019d8a 0x0041a78a 4    7    .text           utf8    MԉЈE blocks=Basic Latin,Cyrillic Supplement,Cyrillic
338  0x00019e66 0x0041a866 4    6    .text           utf8    EԉL$ blocks=Basic Latin,Cyrillic Supplement
339  0x00019f4b 0x0041a94b 4    7    .text           utf8    MԉЈE blocks=Basic Latin,Cyrillic Supplement,Cyrillic
340  0x0001a00e 0x0041aa0e 4    6    .text           utf8    EЉD$ blocks=Basic Latin,Cyrillic
341  0x0001a88b 0x0041b28b 4    5    .text           ascii   +E\fq
342  0x0001a9c2 0x0041b3c2 4    7    .text           utf8    MEԉ\b blocks=Basic Latin,Cyrillic Supplement
343  0x0001aa11 0x0041b411 4    6    .text           utf8    EԉT$ blocks=Basic Latin,Cyrillic Supplement
344  0x0001aa2b 0x0041b42b 4    5    .text           ascii   \b<\t
345  0x0001aa3c 0x0041b43c 5    6    .text           ascii   \b</u2
346  0x0001aa54 0x0041b454 4    7    .text           utf8    MEЉ\b blocks=Basic Latin,Cyrillic
347  0x0001aa9d 0x0041b49d 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
348  0x0001aaec 0x0041b4ec 4    6    .text           utf8    ẺT$ blocks=Basic Latin,Combining Diacritical Marks
349  0x0001ab46 0x0041b546 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
350  0x0001ab95 0x0041b595 4    6    .text           utf8    EȉT$ blocks=Basic Latin,Latin Extended-B
351  0x0001abaf 0x0041b5af 4    5    .text           ascii   \b<\t
352  0x0001abc0 0x0041b5c0 5    6    .text           ascii   \b</u\a
353  0x0001abf0 0x0041b5f0 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
354  0x0001b064 0x0041ba64 4    6    .text           utf8    Mĉ\f$ blocks=Basic Latin,Latin Extended-A
355  0x0001b088 0x0041ba88 4    6    .text           utf8    M\t\f$
356  0x0001b0e9 0x0041bae9 4    7    .text           utf8    UЋEԉ blocks=Basic Latin,Cyrillic,Cyrillic Supplement
357  0x0001b164 0x0041bb64 4    6    .text           utf8    UЉT$ blocks=Basic Latin,Cyrillic
358  0x0001b233 0x0041bc33 4    6    .text           utf8    UԉT$ blocks=Basic Latin,Cyrillic Supplement
359  0x0001b242 0x0041bc42 5    7    .text           utf8    UĉT$\b blocks=Basic Latin,Latin Extended-A
360  0x0001b3cb 0x0041bdcb 5    7    .text           utf8    U\f)ЉE blocks=Basic Latin,Cyrillic
361  0x0001ba20 0x0041c420 4    5    .text           ascii   D$\b^
362  0x0001bb27 0x0041c527 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
363  0x0001bbee 0x0041c5ee 4    5    .text           ascii   </u$
364  0x0001bc38 0x0041c638 4    7    .text           utf8    ME\t\b
365  0x0001becc 0x0041c8cc 4    7    .text           utf8    MEԉ\b blocks=Basic Latin,Cyrillic Supplement
366  0x0001bf11 0x0041c911 4    6    .text           utf8    EԉT$ blocks=Basic Latin,Cyrillic Supplement
367  0x0001bf29 0x0041c929 4    5    .text           ascii   \b<\t
368  0x0001bf38 0x0041c938 5    6    .text           ascii   \b</u\a
369  0x0001bf8f 0x0041c98f 4    7    .text           utf8    ŰEĉ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-A
370  0x0001c158 0x0041cb58 4    5    .text           ascii   </u\a
371  0x0001c249 0x0041cc49 4    7    .text           utf8    \bEӀ} blocks=Basic Latin,Cyrillic
372  0x0001c468 0x0041ce68 4    7    .text           utf8    \bE߀} blocks=Basic Latin,NKo
373  0x0001c560 0x0041cf60 4    5    .text           ascii   \b<\t
374  0x0001c56f 0x0041cf6f 5    6    .text           ascii   \b</t\a
375  0x0001c965 0x0041d365 6    7    .text           ascii   @\b</t\v
376  0x0001c970 0x0041d370 6    7    .text           ascii   @\b<\u\a
377  0x0001c9ee 0x0041d3ee 6    7    .text           ascii   @\b<`v\v
378  0x0001c9f9 0x0041d3f9 5    6    .text           ascii   @\b<zv
379  0x0001ca04 0x0041d404 5    6    .text           ascii   @\b<@v
380  0x0001ca0f 0x0041d40f 6    7    .text           ascii   @\b<Zw\a
381  0x0001ca6e 0x0041d46e 4    5    .text           ascii   @\t<:
382  0x0001cb5d 0x0041d55d 4    5    .text           ascii   @\b</
383  0x0001cbbc 0x0041d5bc 4    5    .text           ascii   @\b<\
384  0x0001cc41 0x0041d641 5    6    .text           ascii   @\t<\t
385  0x0001cc4c 0x0041d64c 5    6    .text           ascii   @\t</t
386  0x0001cc57 0x0041d657 6    7    .text           ascii   @\t<:t\a
387  0x0001cd1d 0x0041d71d 4    5    .text           ascii   @\b<\
388  0x0001cd67 0x0041d767 4    5    .text           ascii   @\t<\
389  0x0001cfc4 0x0041d9c4 4    5    .text           ascii   @\t<:
390  0x0001d01d 0x0041da1d 4    5    .text           ascii   @\t<:
391  0x0001d2ef 0x0041dcef 4    7    .text           utf8    D$\b襶 blocks=Basic Latin,CJK Unified Ideographs
392  0x0001d849 0x0041e249 4    6    .text           utf8    tTǅt blocks=Basic Latin,Latin Extended-B
393  0x0001d877 0x0041e277 4    6    .text           utf8    u)ǅt blocks=Basic Latin,Latin Extended-B
394  0x0001d9ef 0x0041e3ef 4    7    .text           utf8    D$\b襯 blocks=Basic Latin,CJK Unified Ideographs
395  0x0001dd08 0x0041e708 4    6    .text           utf8    t.ǅt blocks=Basic Latin,Latin Extended-B
396  0x0001deac 0x0041e8ac 4    6    .text           utf8    t*ǅt blocks=Basic Latin,Latin Extended-B
397  0x0001e02a 0x0041ea2a 4    6    .text           utf8    t*ǅt blocks=Basic Latin,Latin Extended-B
398  0x0001e8d5 0x0041f2d5 4    5    .text           ascii   < t?
399  0x0001e8ea 0x0041f2ea 4    5    .text           ascii   <\tt*
400  0x0001e914 0x0041f314 4    5    .text           ascii   <\ru\a
401  0x0001ecb5 0x0041f6b5 5    8    .text           utf8    E܉EԋE blocks=Basic Latin,Syriac,Cyrillic Supplement
402  0x0001ef1a 0x0041f91a 4    7    .text           utf8    \bEۀ} blocks=Basic Latin,Arabic
403  0x0001f31b 0x0041fd1b 4    5    .text           ascii   $`4F
404  0x0001f42e 0x0041fe2e 4    5    .text           ascii   $`4F
405  0x0001f6b8 0x004200b8 4    6    .text           utf8    EЉD$ blocks=Basic Latin,Cyrillic
406  0x0001f6dd 0x004200dd 4    6    .text           utf8    EȉD$ blocks=Basic Latin,Latin Extended-B
407  0x0001f6f5 0x004200f5 4    6    .text           utf8    EԉD$ blocks=Basic Latin,Cyrillic Supplement
408  0x0001f870 0x00420270 4    6    .text           utf8    E\tD$
409  0x0001f8b0 0x004202b0 4    5    .text           ascii   D$\bk
410  0x0001f8e7 0x004202e7 4    7    .text           utf8    UċE\t blocks=Basic Latin,Latin Extended-A
411  0x0001f989 0x00420389 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
412  0x0001fa3e 0x0042043e 4    5    .text           ascii   <.u'
413  0x0001fb0d 0x0042050d 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
414  0x0001fc18 0x00420618 4    5    .text           ascii   @\b<.
415  0x0001fc83 0x00420683 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
416  0x0001fd58 0x00420758 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
417  0x0001fed1 0x004208d1 4    5    .text           ascii   $\4F
418  0x0001ff49 0x00420949 4    7    .text           utf8    ME\t\b
419  0x000200b3 0x00420ab3 5    8    .text           utf8    E܋E܉E blocks=Basic Latin,Syriac
420  0x0002028e 0x00420c8e 6    7    .text           ascii   E\b;E\fu
421  0x0002046a 0x00420e6a 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
422  0x0002047f 0x00420e7f 5    7    .text           utf8    Uȡ\4F blocks=Basic Latin,Latin Extended-B
423  0x000208b8 0x004212b8 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
424  0x00020d34 0x00421734 4    5    .text           ascii   $\4F
425  0x00020e0d 0x0042180d 4    6    .text           utf8    U؉T$ blocks=Basic Latin,Arabic
426  0x000213b1 0x00421db1 4    6    .text           utf8    EԉD$ blocks=Basic Latin,Cyrillic Supplement
427  0x000214b6 0x00421eb6 4    7    .text           utf8    EċUȉ blocks=Basic Latin,Latin Extended-A,Latin Extended-B
428  0x0002168c 0x0042208c 6    9    .text           utf8    E܋E܉D$ blocks=Basic Latin,Syriac
429  0x00021754 0x00422154 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
430  0x0002199f 0x0042239f 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
431  0x00021c23 0x00422623 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
432  0x00021ec3 0x004228c3 4    7    .text           utf8    EԋUԋ blocks=Basic Latin,Cyrillic Supplement
433  0x00022173 0x00422b73 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
434  0x00022359 0x00422d59 4    6    .text           utf8    EĉD$ blocks=Basic Latin,Latin Extended-A
435  0x0002247c 0x00422e7c 4    7    .text           utf8    ME\t\b
436  0x000227f8 0x004231f8 4    7    .text           utf8    ME\t\b
437  0x00022885 0x00423285 4    6    .text           utf8    E܉D$ blocks=Basic Latin,Syriac
438  0x00022993 0x00423393 4    7    .text           utf8    E\vUĉ blocks=Basic Latin,Latin Extended-A
439  0x00022a22 0x00423422 4    7    .text           utf8    UЋEԉ blocks=Basic Latin,Cyrillic,Cyrillic Supplement
440  0x00022dee 0x004237ee 4    7    .text           utf8    E؋U؋ blocks=Basic Latin,Arabic
441  0x00022eaa 0x004238aa 5    8    .text           utf8    EȋUȋE blocks=Basic Latin,Latin Extended-B
442  0x00022ee1 0x004238e1 5    8    .text           utf8    E̋ŰE blocks=Basic Latin,Combining Diacritical Marks
443  0x000232a4 0x00423ca4 5    7    .text           utf8    U\f)ЉE blocks=Basic Latin,Cyrillic
444  0x00023549 0x00423f49 6    9    .text           utf8    MĉU\vE\f blocks=Basic Latin,Latin Extended-A
445  0x00023659 0x00424059 4    5    .text           ascii   D$\b 
446  0x00023661 0x00424061 4    6    .text           utf8    E\tD$
447  0x00023685 0x00424085 4    5    .text           ascii   $ 4F
448  0x000237ed 0x004241ed 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
449  0x00023840 0x00424240 4    6    .text           utf8    ẺT$ blocks=Basic Latin,Combining Diacritical Marks
450  0x00023896 0x00424296 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
451  0x0002398f 0x0042438f 4    5    .text           ascii   UUUU
452  0x00023997 0x00424397 5    6    .text           ascii   %UUUU
453  0x000239b5 0x004243b5 5    6    .text           ascii   %3333
454  0x000239c0 0x004243c0 5    6    .text           ascii   %3333
455  0x000239d9 0x004243d9 4    5    .text           ascii   3333
456  0x000239e2 0x004243e2 5    6    .text           ascii   %3333
457  0x00023a18 0x00424418 5    9    .text           utf8    IӋE؋U blocks=Basic Latin,Cyrillic,Arabic
458  0x00023a7d 0x0042447d 5    6    .text           ascii   l[^_]
459  0x00023b41 0x00424541 5    6    .text           ascii   ;E\f}G
460  0x00023cba 0x004246ba 4    7    .text           utf8    MEЉ\b blocks=Basic Latin,Cyrillic
461  0x00023d7e 0x0042477e 4    5    .text           ascii   < u\a
462  0x00023dbb 0x004247bb 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
463  0x00023e86 0x00424886 4    5    .text           ascii   <=u\a
464  0x0002400e 0x00424a0e 4    5    .text           ascii   <=u\a
465  0x0002404b 0x00424a4b 4    7    .text           utf8    MEĉ\b blocks=Basic Latin,Latin Extended-A
466  0x0002410f 0x00424b0f 4    5    .text           ascii   < u\a
467  0x0002413e 0x00424b3e 4    7    .text           utf8    ME\t\b
468  0x000241c4 0x00424bc4 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
469  0x0002439c 0x00424d9c 4    7    .text           utf8    MEԉ\b blocks=Basic Latin,Cyrillic Supplement
470  0x0002443c 0x00424e3c 4    5    .text           ascii   <"uN
471  0x00024461 0x00424e61 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
472  0x00024524 0x00424f24 4    7    .text           utf8    MEЉ\b blocks=Basic Latin,Cyrillic
473  0x000245d8 0x00424fd8 4    7    .text           utf8    ЋMċE blocks=Cyrillic,Basic Latin,Latin Extended-A
474  0x000246a0 0x004250a0 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
475  0x00024910 0x00425310 4    7    .text           utf8    MEЉ\b blocks=Basic Latin,Cyrillic
476  0x0002494b 0x0042534b 4    7    .text           utf8    MẺ\b blocks=Basic Latin,Combining Diacritical Marks
477  0x00024a71 0x00425471 4    5    .text           ascii   @49E
478  0x00024c94 0x00425694 4    5    .text           ascii   <\tt%
479  0x00024cb9 0x004256b9 4    5    .text           ascii   < u\a
480  0x00024f12 0x00425912 4    5    .text           ascii   @49E
481  0x000256dc 0x004260dc 4    5    .text           ascii   <\tt%
482  0x00025701 0x00426101 4    5    .text           ascii   < u\a
483  0x00025926 0x00426326 4    5    .text           ascii   <:t%
484  0x0002594b 0x0042634b 4    5    .text           ascii   <=u\a
485  0x00025b7c 0x0042657c 4    5    .text           ascii   <\tt%
486  0x00025ba1 0x004265a1 4    5    .text           ascii   < u\a
487  0x00025cdc 0x004266dc 4    5    .text           ascii   @49E
488  0x00025da3 0x004267a3 4    5    .text           ascii   @49E
489  0x000263fa 0x00426dfa 4    6    .text           utf8    Eċ@4 blocks=Basic Latin,Latin Extended-A
490  0x0002641d 0x00426e1d 4    6    .text           utf8    Eċ@0 blocks=Basic Latin,Latin Extended-A
491  0x00026427 0x00426e27 4    6    .text           utf8    Eċ@0 blocks=Basic Latin,Latin Extended-A
492  0x00026436 0x00426e36 4    6    .text           utf8    Eċ@0 blocks=Basic Latin,Latin Extended-A
493  0x000268b8 0x004272b8 4    5    .text           ascii   +E\fq
494  0x00026980 0x00427380 5    7    .text           utf8    EЉD$\b blocks=Basic Latin,Cyrillic
495  0x00026987 0x00427387 4    6    .text           utf8    E܉D$ blocks=Basic Latin,Syriac
496  0x00026b5e 0x0042755e 8    13   .text           utf8    }܉ЉE̋ẺE blocks=Basic Latin,Syriac,Cyrillic,Combining Diacritical Marks
497  0x00026df8 0x004277f8 4    6    .text           utf8    UԍJ\b blocks=Basic Latin,Cyrillic Supplement
498  0x00026f44 0x00427944 6    9    .text           utf8    UЋEԋM\b blocks=Basic Latin,Cyrillic,Cyrillic Supplement
499  0x00027046 0x00427a46 4    7    .text           utf8    UЋEԉ blocks=Basic Latin,Cyrillic,Cyrillic Supplement
500  0x0002784b 0x0042824b 4    6    .text           utf8    U\tT$
501  0x000279d0 0x004283d0 4    6    .text           utf8    U\tT$
502  0x000279ed 0x004283ed 4    6    .text           utf8    UĉT$ blocks=Basic Latin,Latin Extended-A
503  0x0002815a 0x00428b5a 4    7    .text           utf8    MEȉ\b blocks=Basic Latin,Latin Extended-B
504  0x00028231 0x00428c31 5    8    .text           utf8    E؋E؉E blocks=Basic Latin,Arabic
505  0x00028582 0x00428f82 5    8    .text           utf8    EԋEԉE blocks=Basic Latin,Cyrillic Supplement
506  0x00028818 0x00429218 4    6    .text           utf8    ẺD$ blocks=Basic Latin,Combining Diacritical Marks
507  0x0002883d 0x0042923d 4    6    .text           utf8    EȉD$ blocks=Basic Latin,Latin Extended-B
