[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 7   8            ascii   `.rdata
3    0x000001c7 0x000001c7 6   7            ascii   @.data
794  0x00014000 0x00414000 6   7    .data   ascii   123456
795  0x00014007 0x00414007 8   9    .data   ascii   password
796  0x00014010 0x00414010 5   6    .data   ascii   phpbb
797  0x00014016 0x00414016 6   7    .data   ascii   qwerty
798  0x0001401d 0x0041401d 5   6    .data   ascii   12345
799  0x00014023 0x00414023 5   6    .data   ascii   jesus
800  0x00014029 0x00414029 8   9    .data   ascii   12345678
801  0x00014032 0x00414032 4   5    .data   ascii   1234
802  0x00014037 0x00414037 6   7    .data   ascii   abc123
803  0x0001403e 0x0041403e 7   8    .data   ascii   letmein
804  0x00014046 0x00414046 4   5    .data   ascii   test
805  0x0001404b 0x0041404b 4   5    .data   ascii   love
806  0x00014054 0x00414054 9   10   .data   ascii   password1
807  0x0001405e 0x0041405e 5   6    .data   ascii   hello
808  0x00014064 0x00414064 6   7    .data   ascii   monkey
809  0x0001406b 0x0041406b 6   7    .data   ascii   dragon
810  0x00014072 0x00414072 8   9    .data   ascii   trustno1
811  0x0001407b 0x0041407b 6   7    .data   ascii   111111
812  0x00014082 0x00414082 8   9    .data   ascii   iloveyou
813  0x0001408b 0x0041408b 7   8    .data   ascii   1234567
814  0x00014093 0x00414093 6   7    .data   ascii   shadow
815  0x0001409a 0x0041409a 9   10   .data   ascii   123456789
816  0x000140a4 0x004140a4 6   7    .data   ascii   christ
817  0x000140ab 0x004140ab 8   9    .data   ascii   sunshine
818  0x000140b4 0x004140b4 6   7    .data   ascii   master
819  0x000140bb 0x004140bb 8   9    .data   ascii   computer
820  0x000140c4 0x004140c4 8   9    .data   ascii   princess
821  0x000140cd 0x004140cd 6   7    .data   ascii   tigger
822  0x000140d4 0x004140d4 8   9    .data   ascii   football
823  0x000140dd 0x004140dd 5   6    .data   ascii   angel
824  0x000140e3 0x004140e3 6   7    .data   ascii   jesus1
825  0x000140ea 0x004140ea 6   7    .data   ascii   123123
826  0x000140f1 0x004140f1 8   9    .data   ascii   whatever
827  0x000140fa 0x004140fa 7   8    .data   ascii   freedom
828  0x00014102 0x00414102 6   7    .data   ascii   killer
829  0x00014109 0x00414109 4   5    .data   ascii   asdf
830  0x0001410e 0x0041410e 6   7    .data   ascii   soccer
831  0x00014115 0x00414115 8   9    .data   ascii   superman
832  0x0001411e 0x0041411e 7   8    .data   ascii   michael
833  0x00014126 0x00414126 6   7    .data   ascii   cheese
834  0x0001412d 0x0041412d 8   9    .data   ascii   internet
835  0x00014136 0x00414136 6   7    .data   ascii   joshua
836  0x0001413d 0x0041413d 7   8    .data   ascii   fuckyou
837  0x00014145 0x00414145 7   8    .data   ascii   blessed
838  0x0001414d 0x0041414d 8   9    .data   ascii   baseball
839  0x00014156 0x00414156 8   9    .data   ascii   starwars
840  0x0001415f 0x0041415f 6   7    .data   ascii   000000
841  0x00014166 0x00414166 6   7    .data   ascii   purple
842  0x0001416d 0x0041416d 6   7    .data   ascii   jordan
843  0x00014174 0x00414174 5   6    .data   ascii   faith
844  0x0001417a 0x0041417a 6   7    .data   ascii   summer
845  0x00014181 0x00414181 6   7    .data   ascii   ashley
846  0x00014188 0x00414188 6   7    .data   ascii   buster
847  0x0001418f 0x0041418f 6   7    .data   ascii   heaven
848  0x00014196 0x00414196 6   7    .data   ascii   pepper
849  0x0001419d 0x0041419d 7   8    .data   ascii   7777777
850  0x000141a5 0x004141a5 6   7    .data   ascii   hunter
851  0x000141ac 0x004141ac 6   7    .data   ascii   lovely
852  0x000141b3 0x004141b3 6   7    .data   ascii   andrew
853  0x000141ba 0x004141ba 6   7    .data   ascii   thomas
854  0x000141c1 0x004141c1 6   7    .data   ascii   angels
855  0x000141c8 0x004141c8 7   8    .data   ascii   charlie
856  0x000141d0 0x004141d0 6   7    .data   ascii   daniel
857  0x000141d7 0x004141d7 4   5    .data   ascii   1111
858  0x000141dc 0x004141dc 8   9    .data   ascii   jennifer
859  0x000141e5 0x004141e5 6   7    .data   ascii   single
860  0x000141ec 0x004141ec 6   7    .data   ascii   hannah
861  0x000141f3 0x004141f3 6   7    .data   ascii   qazwsx
862  0x000141fa 0x004141fa 5   6    .data   ascii   happy
863  0x00014200 0x00414200 6   7    .data   ascii   matrix
864  0x00014207 0x00414207 4   5    .data   ascii   pass
865  0x0001420c 0x0041420c 6   7    .data   ascii   aaaaaa
866  0x00014213 0x00414213 6   7    .data   ascii   654321
867  0x0001421a 0x0041421a 6   7    .data   ascii   amanda
868  0x00014221 0x00414221 7   8    .data   ascii   nothing
869  0x00014229 0x00414229 6   7    .data   ascii   ginger
870  0x00014230 0x00414230 6   7    .data   ascii   mother
871  0x00014237 0x00414237 6   7    .data   ascii   snoopy
872  0x0001423e 0x0041423e 7   8    .data   ascii   jessica
873  0x00014246 0x00414246 7   8    .data   ascii   welcome
874  0x0001424e 0x0041424e 7   8    .data   ascii   pokemon
875  0x00014256 0x00414256 9   10   .data   ascii   iloveyou1
876  0x00014260 0x00414260 5   6    .data   ascii   11111
877  0x00014266 0x00414266 7   8    .data   ascii   mustang
878  0x0001426e 0x0041426e 6   7    .data   ascii   helpme
879  0x00014275 0x00414275 6   7    .data   ascii   justin
880  0x0001427c 0x0041427c 7   8    .data   ascii   jasmine
881  0x00014284 0x00414284 6   7    .data   ascii   orange
882  0x0001428b 0x0041428b 7   8    .data   ascii   testing
883  0x00014293 0x00414293 5   6    .data   ascii   apple
884  0x00014299 0x00414299 8   9    .data   ascii   michelle
885  0x000142a2 0x004142a2 5   6    .data   ascii   peace
886  0x000142a8 0x004142a8 6   7    .data   ascii   secret
887  0x000142b1 0x004142b1 5   6    .data   ascii   grace
888  0x000142b7 0x004142b7 7   8    .data   ascii   william
889  0x000142bf 0x004142bf 9   10   .data   ascii   iloveyou2
890  0x000142c9 0x004142c9 6   7    .data   ascii   nicole
891  0x000142d0 0x004142d0 6   7    .data   ascii   666666
892  0x000142d7 0x004142d7 6   7    .data   ascii   muffin
893  0x000142de 0x004142de 7   8    .data   ascii   gateway
894  0x000142e6 0x004142e6 8   9    .data   ascii   fuckyou1
895  0x000142ef 0x004142ef 7   8    .data   ascii   asshole
896  0x000142f7 0x004142f7 6   7    .data   ascii   hahaha
897  0x000142fe 0x004142fe 4   5    .data   ascii   poop
898  0x00014303 0x00414303 8   9    .data   ascii   blessing
899  0x0001430c 0x0041430c 8   9    .data   ascii   blahblah
900  0x00014315 0x00414315 8   9    .data   ascii   myspace1
901  0x0001431e 0x0041431e 7   8    .data   ascii   matthew
902  0x00014326 0x00414326 6   7    .data   ascii   canada
903  0x0001432d 0x0041432d 6   7    .data   ascii   silver
904  0x00014334 0x00414334 6   7    .data   ascii   robert
905  0x0001433b 0x0041433b 7   8    .data   ascii   forever
906  0x00014343 0x00414343 6   7    .data   ascii   asdfgh
907  0x0001434a 0x0041434a 6   7    .data   ascii   rachel
908  0x00014351 0x00414351 7   8    .data   ascii   rainbow
909  0x00014359 0x00414359 6   7    .data   ascii   guitar
910  0x00014360 0x00414360 6   7    .data   ascii   peanut
911  0x00014367 0x00414367 6   7    .data   ascii   batman
912  0x0001436e 0x0041436e 6   7    .data   ascii   cookie
913  0x00014375 0x00414375 6   7    .data   ascii   bailey
914  0x0001437c 0x0041437c 7   8    .data   ascii   soccer1
915  0x00014384 0x00414384 6   7    .data   ascii   mickey
916  0x0001438b 0x0041438b 6   7    .data   ascii   biteme
917  0x00014392 0x00414392 6   7    .data   ascii   hello1
918  0x00014399 0x00414399 6   7    .data   ascii   eminem
919  0x000143a0 0x004143a0 6   7    .data   ascii   dakota
920  0x000143a7 0x004143a7 8   9    .data   ascii   samantha
921  0x000143b0 0x004143b0 6   7    .data   ascii   compaq
922  0x000143b7 0x004143b7 7   8    .data   ascii   diamond
923  0x000143bf 0x004143bf 6   7    .data   ascii   taylor
924  0x000143c6 0x004143c6 5   6    .data   ascii   forum
925  0x000143cc 0x004143cc 7   8    .data   ascii   john316
926  0x000143d4 0x004143d4 7   8    .data   ascii   richard
927  0x000143dc 0x004143dc 8   9    .data   ascii   blink182
928  0x000143e5 0x004143e5 7   8    .data   ascii   peaches
929  0x000143ed 0x004143ed 4   5    .data   ascii   cool
930  0x000143f2 0x004143f2 6   7    .data   ascii   flower
931  0x000143f9 0x004143f9 7   8    .data   ascii   scooter
932  0x00014401 0x00414401 6   7    .data   ascii   banana
933  0x00014408 0x00414408 5   6    .data   ascii   james
934  0x0001440e 0x0041440e 8   9    .data   ascii   asdfasdf
935  0x00014417 0x00414417 7   8    .data   ascii   victory
936  0x0001441f 0x0041441f 6   7    .data   ascii   london
937  0x00014426 0x00414426 6   7    .data   ascii   123qwe
938  0x0001442d 0x0041442d 6   7    .data   ascii   123321
939  0x00014434 0x00414434 8   9    .data   ascii   startrek
940  0x0001443d 0x0041443d 6   7    .data   ascii   george
941  0x00014444 0x00414444 6   7    .data   ascii   winner
942  0x0001444b 0x0041444b 6   7    .data   ascii   maggie
943  0x00014452 0x00414452 7   8    .data   ascii   trinity
944  0x0001445a 0x0041445a 6   7    .data   ascii   online
945  0x00014461 0x00414461 6   7    .data   ascii   123abc
946  0x00014468 0x00414468 7   8    .data   ascii   chicken
947  0x00014470 0x00414470 6   7    .data   ascii   junior
948  0x00014477 0x00414477 5   6    .data   ascii   chris
949  0x0001447d 0x0041447d 8   9    .data   ascii   passw0rd
950  0x00014486 0x00414486 6   7    .data   ascii   austin
951  0x0001448d 0x0041448d 6   7    .data   ascii   sparky
952  0x00014494 0x00414494 5   6    .data   ascii   admin
953  0x0001449a 0x0041449a 6   7    .data   ascii   merlin
954  0x000144a1 0x004144a1 6   7    .data   ascii   google
955  0x000144a8 0x004144a8 7   8    .data   ascii   friends
956  0x000144b0 0x004144b0 4   5    .data   ascii   hope
957  0x000144b5 0x004144b5 6   7    .data   ascii   shalom
958  0x000144bc 0x004144bc 8   9    .data   ascii   nintendo
959  0x000144c5 0x004144c5 7   8    .data   ascii   looking
960  0x000144cd 0x004144cd 6   7    .data   ascii   harley
961  0x000144d4 0x004144d4 6   7    .data   ascii   smokey
962  0x000144db 0x004144db 4   5    .data   ascii   7777
963  0x000144e0 0x004144e0 6   7    .data   ascii   joseph
964  0x000144e7 0x004144e7 5   6    .data   ascii   lucky
965  0x000144ed 0x004144ed 7   8    .data   ascii   digital
966  0x000144f7 0x004144f7 7   8    .data   ascii   thunder
967  0x000144ff 0x004144ff 6   7    .data   ascii   spirit
968  0x00014506 0x00414506 6   7    .data   ascii   bandit
969  0x0001450d 0x0041450d 5   6    .data   ascii   enter
970  0x00014513 0x00414513 7   8    .data   ascii   anthony
971  0x0001451b 0x0041451b 8   9    .data   ascii   corvette
972  0x00014524 0x00414524 6   7    .data   ascii   hockey
973  0x0001452b 0x0041452b 5   6    .data   ascii   power
974  0x00014531 0x00414531 8   9    .data   ascii   benjamin
975  0x0001453a 0x0041453a 9   10   .data   ascii   iloveyou!
976  0x00014544 0x00414544 6   7    .data   ascii   1q2w3e
977  0x0001454b 0x0041454b 5   6    .data   ascii   viper
978  0x00014551 0x00414551 7   8    .data   ascii   genesis
979  0x00014559 0x00414559 6   7    .data   ascii   knight
980  0x00014560 0x00414560 7   8    .data   ascii   qwerty1
981  0x00014568 0x00414568 8   9    .data   ascii   creative
982  0x00014571 0x00414571 6   7    .data   ascii   foobar
983  0x00014578 0x00414578 6   7    .data   ascii   adidas
984  0x0001457f 0x0041457f 6   7    .data   ascii   rotimi
985  0x00014586 0x00414586 6   7    .data   ascii   slayer
986  0x0001458d 0x0041458d 6   7    .data   ascii   wisdom
987  0x00014594 0x00414594 6   7    .data   ascii   praise
988  0x0001459b 0x0041459b 7   8    .data   ascii   zxcvbnm
989  0x000145a3 0x004145a3 6   7    .data   ascii   samuel
990  0x000145aa 0x004145aa 4   5    .data   ascii   mike
991  0x000145af 0x004145af 6   7    .data   ascii   dallas
992  0x000145b6 0x004145b6 5   6    .data   ascii   green
993  0x000145bc 0x004145bc 8   9    .data   ascii   testtest
994  0x000145c5 0x004145c5 8   9    .data   ascii   maverick
995  0x000145ce 0x004145ce 7   8    .data   ascii   onelove
996  0x000145d6 0x004145d6 5   6    .data   ascii   david
997  0x000145dc 0x004145dc 6   7    .data   ascii   mylove
998  0x000145e3 0x004145e3 6   7    .data   ascii   church
999  0x000145ea 0x004145ea 6   7    .data   ascii   friend
1000 0x000145f5 0x004145f5 7   8    .data   ascii   destiny
1001 0x000145fd 0x004145fd 4   5    .data   ascii   none
1002 0x00014602 0x00414602 9   10   .data   ascii   microsoft
1003 0x0001460c 0x0041460c 6   7    .data   ascii   222222
1004 0x00014613 0x00414613 7   8    .data   ascii   bubbles
1005 0x0001461b 0x0041461b 8   9    .data   ascii   11111111
1006 0x00014624 0x00414624 8   9    .data   ascii   cocacola
1007 0x0001462d 0x0041462d 8   9    .data   ascii   jordan23
1008 0x00014636 0x00414636 8   9    .data   ascii   ilovegod
1009 0x0001463f 0x0041463f 9   10   .data   ascii   football1
1010 0x00014649 0x00414649 6   7    .data   ascii   loving
1011 0x00014650 0x00414650 6   7    .data   ascii   nathan
1012 0x00014657 0x00414657 8   9    .data   ascii   emmanuel
1013 0x00014660 0x00414660 6   7    .data   ascii   scooby
1014 0x00014667 0x00414667 7   8    .data   ascii   fuckoff
1015 0x0001466f 0x0041466f 5   6    .data   ascii   sammy
1016 0x00014675 0x00414675 7   8    .data   ascii   maxwell
1017 0x0001467d 0x0041467d 5   6    .data   ascii   jason
1018 0x00014683 0x00414683 4   5    .data   ascii   john
1019 0x00014688 0x00414688 8   9    .data   ascii   1q2w3e4r
1020 0x00014691 0x00414691 4   5    .data   ascii   baby
1021 0x00014696 0x00414696 6   7    .data   ascii   red123
1022 0x0001469d 0x0041469d 6   7    .data   ascii   blabla
1023 0x000146a4 0x004146a4 6   7    .data   ascii   prince
1024 0x000146ab 0x004146ab 5   6    .data   ascii   qwert
1025 0x000146b1 0x004146b1 7   8    .data   ascii   chelsea
1026 0x000146b9 0x004146b9 5   6    .data   ascii   55555
1027 0x000146bf 0x004146bf 6   7    .data   ascii   angel1
1028 0x000146c6 0x004146c6 8   9    .data   ascii   hardcore
1029 0x000146cf 0x004146cf 6   7    .data   ascii   dexter
1030 0x000146d6 0x004146d6 5   6    .data   ascii   saved
1031 0x000146dc 0x004146dc 6   7    .data   ascii   112233
1032 0x000146e3 0x004146e3 5   6    .data   ascii   hallo
1033 0x000146e9 0x004146e9 6   7    .data   ascii   jasper
1034 0x000146f0 0x004146f0 8   9    .data   ascii   danielle
1035 0x000146f9 0x004146f9 6   7    .data   ascii   kitten
1036 0x00014700 0x00414700 6   7    .data   ascii   cassie
1037 0x00014707 0x00414707 6   7    .data   ascii   stella
1038 0x0001470e 0x0041470e 6   7    .data   ascii   prayer
1039 0x00014715 0x00414715 6   7    .data   ascii   hotdog
1040 0x0001471c 0x0041471c 7   8    .data   ascii   windows
1041 0x00014724 0x00414724 7   8    .data   ascii   mustdie
1042 0x0001472c 0x0041472c 5   6    .data   ascii   gates
1043 0x00014732 0x00414732 9   10   .data   ascii   billgates
1044 0x0001473c 0x0041473c 6   7    .data   ascii   ghbdtn
1045 0x00014743 0x00414743 6   7    .data   ascii   gfhjkm
1046 0x0001474a 0x0041474a 10  11   .data   ascii   1234567890
1047 0x00014756 0x00414756 11  12   .data   ascii   Oguqcogtkec
1048 0x00014762 0x00414762 29  30   .data   ascii   http://46.105.238.41/gate.php
1049 0x00014781 0x00414781 39  40   .data   ascii   YUIPWDFILE0YUIPKDFILE0YUICRYPTED0YUI1.0
1050 0x000147af 0x004147af 4   5    .data   ascii   MODU
1051 0x000147bd 0x004147bd 51  52   .data   ascii   SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall
1052 0x000147f1 0x004147f1 15  16   .data   ascii   UninstallString
1053 0x00014801 0x00414801 11  12   .data   ascii   DisplayName
1054 0x00014817 0x00414817 4   5    .data   ascii   .exe
1055 0x0001481c 0x0041481c 15  16   .data   ascii   Software\WinRAR
1056 0x0001482c 0x0041482c 4   5    .data   ascii   open
1057 0x00014835 0x00414835 12  13   .data   ascii   kernel32.dll
1058 0x00014842 0x00414842 28  29   .data   ascii   WTSGetActiveConsoleSessionId
1059 0x0001485f 0x0041485f 20  21   .data   ascii   ProcessIdToSessionId
1060 0x00014875 0x00414875 12  13   .data   ascii   netapi32.dll
1061 0x00014882 0x00414882 16  17   .data   ascii   NetApiBufferFree
1062 0x00014893 0x00414893 11  12   .data   ascii   NetUserEnum
1063 0x000148a0 0x004148a0 9   10   .data   ascii   ole32.dll
1064 0x000148aa 0x004148aa 14  15   .data   ascii   StgOpenStorage
1065 0x000148ba 0x004148ba 12  13   .data   ascii   advapi32.dll
1066 0x000148c7 0x004148c7 24  25   .data   ascii   AllocateAndInitializeSid
1067 0x000148e0 0x004148e0 20  21   .data   ascii   CheckTokenMembership
1068 0x000148f5 0x004148f5 7   8    .data   ascii   FreeSid
1069 0x000148fd 0x004148fd 14  15   .data   ascii   CredEnumerateA
1070 0x0001490c 0x0041490c 8   9    .data   ascii   CredFree
1071 0x00014915 0x00414915 15  16   .data   ascii   CryptGetUserKey
1072 0x00014925 0x00414925 14  15   .data   ascii   CryptExportKey
1073 0x00014934 0x00414934 15  16   .data   ascii   CryptDestroyKey
1074 0x00014944 0x00414944 19  20   .data   ascii   CryptReleaseContext
1075 0x00014958 0x00414958 12  13   .data   ascii   RevertToSelf
1076 0x00014965 0x00414965 16  17   .data   ascii   OpenProcessToken
1077 0x00014976 0x00414976 23  24   .data   ascii   ImpersonateLoggedOnUser
1078 0x0001498e 0x0041498e 19  20   .data   ascii   GetTokenInformation
1079 0x000149a2 0x004149a2 22  23   .data   ascii   ConvertSidToStringSidA
1080 0x000149b9 0x004149b9 10  11   .data   ascii   LogonUserA
1081 0x000149c4 0x004149c4 21  22   .data   ascii   LookupPrivilegeValueA
1082 0x000149da 0x004149da 21  22   .data   ascii   AdjustTokenPrivileges
1083 0x000149f1 0x004149f1 11  12   .data   ascii   crypt32.dll
1084 0x000149fd 0x004149fd 18  19   .data   ascii   CryptUnprotectData
1085 0x00014a10 0x00414a10 20  21   .data   ascii   CertOpenSystemStoreA
1086 0x00014a25 0x00414a25 27  28   .data   ascii   CertEnumCertificatesInStore
1087 0x00014a41 0x00414a41 14  15   .data   ascii   CertCloseStore
1088 0x00014a50 0x00414a50 33  34   .data   ascii   CryptAcquireCertificatePrivateKey
1089 0x00014a73 0x00414a73 7   8    .data   ascii   msi.dll
1090 0x00014a7b 0x00414a7b 20  21   .data   ascii   MsiGetComponentPathA
1091 0x00014a91 0x00414a91 11  12   .data   ascii   pstorec.dll
1092 0x00014a9d 0x00414a9d 20  21   .data   ascii   PStoreCreateInstance
1093 0x00014b27 0x00414b27 11  12   .data   ascii   shell32.dll
1094 0x00014b33 0x00414b33 16  17   .data   ascii   SHGetFolderPathA
1095 0x00014b89 0x00414b89 12  13   .data   ascii   My Documents
1096 0x00014b9e 0x00414b9e 7   8    .data   ascii   AppData
1097 0x00014bae 0x00414bae 13  14   .data   ascii   Local AppData
1098 0x00014bc4 0x00414bc4 5   6    .data   ascii   Cache
1099 0x00014bd2 0x00414bd2 7   8    .data   ascii   Cookies
1100 0x00014be2 0x00414be2 7   8    .data   ascii   History
1101 0x00014bf2 0x00414bf2 12  13   .data   ascii   My Documents
1102 0x00014c07 0x00414c07 14  15   .data   ascii   Common AppData
1103 0x00014c1e 0x00414c1e 11  12   .data   ascii   My Pictures
1104 0x00014c32 0x00414c32 16  17   .data   ascii   Common Documents
1105 0x00014c4b 0x00414c4b 27  28   .data   ascii   Common Administrative Tools
1106 0x00014c6f 0x00414c6f 20  21   .data   ascii   Administrative Tools
1107 0x00014c8c 0x00414c8c 8   9    .data   ascii   Personal
1108 0x00014c95 0x00414c95 64  65   .data   ascii   Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders
1109 0x00014cd6 0x00414cd6 12  13   .data   ascii   explorer.exe
1110 0x00014ce3 0x00414ce3 8   9    .data   ascii   S-1-5-18
1111 0x00014cf0 0x00414cf0 22  23   .data   ascii   SeImpersonatePrivilege
1112 0x00014d07 0x00414d07 14  15   .data   ascii   SeTcbPrivilege
1113 0x00014d16 0x00414d16 23  24   .data   ascii   SeChangeNotifyPrivilege
1114 0x00014d2e 0x00414d2e 22  23   .data   ascii   SeCreateTokenPrivilege
1115 0x00014d45 0x00414d45 17  18   .data   ascii   SeBackupPrivilege
1116 0x00014d57 0x00414d57 18  19   .data   ascii   SeRestorePrivilege
1117 0x00014d6a 0x00414d6a 24  25   .data   ascii   SeIncreaseQuotaPrivilege
1118 0x00014d83 0x00414d83 29  30   .data   ascii   SeAssignPrimaryTokenPrivilege
1119 0x00014da2 0x00414da2 243 244  .data   ascii   POST %s HTTP/1.0\r\nHost: %s\r\nAccept: */*\r\nAccept-Encoding: identity, *;q=0\r\nContent-Length: %lu\r\nConnection: close\r\nContent-Type: application/octet-stream\r\nContent-Encoding: binary\r\nUser-Agent: Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)\r\n\r\n
1120 0x00014e96 0x00414e96 15  16   .data   ascii   Content-Length:
1121 0x00014ea6 0x00414ea6 9   10   .data   ascii   Location:
1122 0x00014eb5 0x00414eb5 4   5    .data   ascii   \*.*
1123 0x00014ebe 0x00414ebe 4   5    .data   ascii   HWID
1124 0x00014ec3 0x00414ec3 50  51   .data   ascii   {%08X-%04X-%04X-%02X%02X-%02X%02X%02X%02X%02X%02X}
1125 0x00014ef6 0x00414ef6 19  20   .data   ascii   GetNativeSystemInfo
1126 0x00014f0a 0x00414f0a 12  13   .data   ascii   kernel32.dll
1127 0x00014f17 0x00414f17 14  15   .data   ascii   IsWow64Process
1128 0x00014f26 0x00414f26 30  31   .data   ascii   Software\Far\Plugins\FTP\Hosts
1129 0x00014f45 0x00414f45 31  32   .data   ascii   Software\Far2\Plugins\FTP\Hosts
1130 0x00014f65 0x00414f65 38  39   .data   ascii   Software\Far Manager\Plugins\FTP\Hosts
1131 0x00014f8c 0x00414f8c 39  40   .data   ascii   Software\Far\SavedDialogHistory\FTPHost
1132 0x00014fb4 0x00414fb4 40  41   .data   ascii   Software\Far2\SavedDialogHistory\FTPHost
1133 0x00014fdd 0x00414fdd 47  48   .data   ascii   Software\Far Manager\SavedDialogHistory\FTPHost
1134 0x0001500d 0x0041500d 8   9    .data   ascii   Password
1135 0x00015016 0x00415016 8   9    .data   ascii   HostName
1136 0x0001501f 0x0041501f 4   5    .data   ascii   User
1137 0x00015024 0x00415024 4   5    .data   ascii   Line
1138 0x00015029 0x00415029 11  12   .data   ascii   wcx_ftp.ini
1139 0x00015035 0x00415035 8   9    .data   ascii   \GHISLER
1140 0x0001503e 0x0041503e 10  11   .data   ascii   InstallDir
1141 0x00015049 0x00415049 10  11   .data   ascii   FtpIniName
1142 0x00015054 0x00415054 34  35   .data   ascii   Software\Ghisler\Windows Commander
1143 0x00015077 0x00415077 32  33   .data   ascii   Software\Ghisler\Total Commander
1144 0x00015098 0x00415098 9   10   .data   ascii   \Ipswitch
1145 0x000150a2 0x004150a2 6   7    .data   ascii   Sites\
1146 0x000150a9 0x004150a9 16  17   .data   ascii   \Ipswitch\WS_FTP
1147 0x000150ba 0x004150ba 8   9    .data   ascii   \win.ini
1148 0x000150c3 0x004150c3 4   5    .data   ascii   .ini
1149 0x000150c8 0x004150c8 6   7    .data   ascii   WS_FTP
1150 0x000150d3 0x004150d3 6   7    .data   ascii   DEFDIR
1151 0x000150da 0x004150da 7   8    .data   ascii   CUTEFTP
1152 0x000150e2 0x004150e2 9   10   .data   ascii   QCHistory
1153 0x000150ec 0x004150ec 45  46   .data   ascii   Software\GlobalSCAPE\CuteFTP 6 Home\QCToolbar
1154 0x0001511a 0x0041511a 53  54   .data   ascii   Software\GlobalSCAPE\CuteFTP 6 Professional\QCToolbar
1155 0x00015150 0x00415150 45  46   .data   ascii   Software\GlobalSCAPE\CuteFTP 7 Home\QCToolbar
1156 0x0001517e 0x0041517e 53  54   .data   ascii   Software\GlobalSCAPE\CuteFTP 7 Professional\QCToolbar
1157 0x000151b4 0x004151b4 45  46   .data   ascii   Software\GlobalSCAPE\CuteFTP 8 Home\QCToolbar
1158 0x000151e2 0x004151e2 53  54   .data   ascii   Software\GlobalSCAPE\CuteFTP 8 Professional\QCToolbar
1159 0x00015218 0x00415218 20  21   .data   ascii   \GlobalSCAPE\CuteFTP
1160 0x0001522d 0x0041522d 24  25   .data   ascii   \GlobalSCAPE\CuteFTP Pro
1161 0x00015246 0x00415246 25  26   .data   ascii   \GlobalSCAPE\CuteFTP Lite
1162 0x00015260 0x00415260 8   9    .data   ascii   \CuteFTP
1163 0x00015269 0x00415269 7   8    .data   ascii   \sm.dat
1164 0x00015271 0x00415271 19  20   .data   ascii   Software\FlashFXP\3
1165 0x00015285 0x00415285 17  18   .data   ascii   Software\FlashFXP
1166 0x00015297 0x00415297 19  20   .data   ascii   Software\FlashFXP\4
1167 0x000152ab 0x004152ab 17  18   .data   ascii   InstallerDathPath
1168 0x000152bd 0x004152bd 4   5    .data   ascii   path
1169 0x000152c2 0x004152c2 12  13   .data   ascii   Install Path
1170 0x000152cf 0x004152cf 10  11   .data   ascii   DataFolder
1171 0x000152da 0x004152da 10  11   .data   ascii   \Sites.dat
1172 0x000152e5 0x004152e5 10  11   .data   ascii   \Quick.dat
1173 0x000152f0 0x004152f0 12  13   .data   ascii   \History.dat
1174 0x000152fd 0x004152fd 11  12   .data   ascii   \FlashFXP\3
1175 0x00015309 0x00415309 11  12   .data   ascii   \FlashFXP\4
1176 0x00015315 0x00415315 10  11   .data   ascii   \FileZilla
1177 0x00015320 0x00415320 16  17   .data   ascii   \sitemanager.xml
1178 0x00015331 0x00415331 18  19   .data   ascii   \recentservers.xml
1179 0x00015344 0x00415344 14  15   .data   ascii   \filezilla.xml
1180 0x00015353 0x00415353 18  19   .data   ascii   Software\FileZilla
1181 0x00015366 0x00415366 25  26   .data   ascii   Software\FileZilla Client
1182 0x00015380 0x00415380 11  12   .data   ascii   Install_Dir
1183 0x0001538c 0x0041538c 4   5    .data   ascii   Host
1184 0x00015391 0x00415391 4   5    .data   ascii   User
1185 0x00015396 0x00415396 4   5    .data   ascii   Pass
1186 0x0001539b 0x0041539b 4   5    .data   ascii   Port
1187 0x000153a0 0x004153a0 10  11   .data   ascii   Remote Dir
1188 0x000153ab 0x004153ab 11  12   .data   ascii   Server Type
1189 0x000153b7 0x004153b7 11  12   .data   ascii   Server.Host
1190 0x000153c3 0x004153c3 11  12   .data   ascii   Server.User
1191 0x000153cf 0x004153cf 11  12   .data   ascii   Server.Pass
1192 0x000153db 0x004153db 11  12   .data   ascii   Server.Port
1193 0x000153e7 0x004153e7 4   5    .data   ascii   Path
1194 0x000153ec 0x004153ec 10  11   .data   ascii   ServerType
1195 0x000153f7 0x004153f7 16  17   .data   ascii   Last Server Host
1196 0x00015408 0x00415408 16  17   .data   ascii   Last Server User
1197 0x00015419 0x00415419 16  17   .data   ascii   Last Server Pass
1198 0x0001542a 0x0041542a 16  17   .data   ascii   Last Server Port
1199 0x0001543b 0x0041543b 16  17   .data   ascii   Last Server Path
1200 0x0001544c 0x0041544c 16  17   .data   ascii   Last Server Type
1201 0x0001545d 0x0041545d 13  14   .data   ascii   FTP Navigator
1202 0x0001546b 0x0041546b 13  14   .data   ascii   FTP Commander
1203 0x00015479 0x00415479 11  12   .data   ascii   ftplist.txt
