[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x00000080 0x00000080 17  18           ascii   }f?\e9\aQH9\aQH9\aQH"
3    0x00000093 0x00000093 6   7            ascii   Hu\aQH"
4    0x0000009b 0x0000009b 6   7            ascii   H:\aQH"
5    0x000000a3 0x000000a3 13  14           ascii   H8\aQHRich9\aQH
6    0x000001b0 0x000001b0 5   6            ascii   .text
666  0x0000f081 0x0040f081 4   5    .text   ascii   U\fR3
667  0x0000f0e7 0x0040f0e7 11  12   .text   ascii   ><0r?<Fw;<@
668  0x0000f114 0x0040f114 4   6    .text   utf8    Ȉ\nBW blocks=Latin Extended-B,Basic Latin
669  0x0000f220 0x0040f220 5   7    .text   utf8    v'3\rO
670  0x0000f38d 0x0040f38d 5   6    .text   ascii   u\vj\bV
671  0x0000f399 0x0040f399 4   5    .text   ascii   \b_^[
672  0x0000f3b9 0x0040f3b9 4   5    .text   ascii   SVWh
673  0x0000f3fc 0x0040f3fc 8   10   .text   utf8    ]\f3\v}\bPj
674  0x0000f406 0x0040f406 4   6    .text   utf8    SWǅt blocks=Basic Latin,Latin Extended-B
675  0x0000f40e 0x0040f40e 6   8    .text   utf8    Accoǅx blocks=Basic Latin,Latin Extended-B
676  0x0000f434 0x0040f434 4   5    .text   ascii   Pass
677  0x0000f43b 0x0040f43b 4   5    .text   ascii   word
678  0x0000f45b 0x0040f45b 4   5    .text   ascii   POP3
679  0x0000f462 0x0040f462 4   5    .text   ascii   Acco
680  0x0000f46e 0x0040f46e 9   14   .text   utf8    E\tEĉEȉẺE blocks=Basic Latin,Latin Extended-A,Latin Extended-B,Combining Diacritical Marks
681  0x0000f47f 0x0040f47f 4   5    .text   ascii   POP3
682  0x0000f486 0x0040f486 4   5    .text   ascii   Pass
683  0x0000f48d 0x0040f48d 4   5    .text   ascii   word
684  0x0000f4e8 0x0040f4e8 4   5    .text   ascii   \b_^[
685  0x0000f652 0x0040f652 5   8    .text   utf8    t\nQS襪 blocks=Basic Latin,CJK Unified Ideographs
686  0x0000f69b 0x0040f69b 4   5    .text   ascii   SVW3
687  0x0000f7b5 0x0040f7b5 4   5    .text   ascii   t"f9
688  0x0000f974 0x0040f974 4   5    .text   ascii    _^[
689  0x0000fa71 0x0040fa71 4   5    .text   ascii   U\fVR
690  0x0000faa9 0x0040faa9 5   6    .text   ascii   SVWhL
691  0x0000fb20 0x0040fb20 6   8    .text   utf8    @hhBحj blocks=Basic Latin,Arabic
692  0x0000fd3a 0x0040fd3a 5   7    .text   utf8    3\vu\bj
693  0x0000fed5 0x0040fed5 4   5    .text   ascii   )t\a3
694  0x00010222 0x00410222 5   8    .text   utf8    E\tEĸC blocks=Basic Latin,Latin Extended-A
695  0x0001028a 0x0041028a 4   5    .text   ascii   \r\nUR
696  0x00010317 0x00410317 4   7    .text   utf8    N Q豝 blocks=Basic Latin,CJK Unified Ideographs
697  0x0001036c 0x0041036c 5   8    .text   utf8    N`QW蛚 blocks=Basic Latin,CJK Unified Ideographs
698  0x00010585 0x00410585 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
699  0x000105d3 0x004105d3 4   5    .text   ascii   6\nsy
700  0x000105fe 0x004105fe 5   9    .text   utf8    3ۉEӉE blocks=Basic Latin,Arabic,Cyrillic
701  0x00010607 0x00410607 5   8    .text   utf8    EۉE߉E blocks=Basic Latin,Arabic,NKo
702  0x00010663 0x00410663 8   9    .text   ascii   U\bPSWQVR
703  0x000106a0 0x004106a0 4   5    .text   ascii   M\bPQ
704  0x000106b0 0x004106b0 4   5    .text   ascii   E\bRj
705  0x000106dc 0x004106dc 7   8    .text   ascii   E\bRSSVP
706  0x000106ea 0x004106ea 4   5    .text   ascii    _^3
707  0x00010716 0x00410716 4   7    .text   utf8    u\fV貙 blocks=Basic Latin,CJK Unified Ideographs
708  0x00010737 0x00410737 4   5    .text   ascii   M\bSj
709  0x00010779 0x00410779 4   5    .text   ascii   E\bSj
710  0x00010790 0x00410790 4   5    .text   ascii   @PWV
711  0x000107b2 0x004107b2 8   9    .text   ascii   E$SQRPVW
712  0x000107c1 0x004107c1 5   6    .text   ascii   ,_^[]
713  0x000107cb 0x004107cb 6   7    .text   ascii   6^*.YU
714  0x0001088b 0x0041088b 4   5    .text   ascii   u4_3
715  0x00010a9a 0x00410a9a 4   5    .text   ascii   ^hSW
716  0x00010b3d 0x00410b3d 4   6    .text   utf8    ؋F8j blocks=Arabic,Basic Latin
717  0x00010bdd 0x00410bdd 4   5    .text   ascii   x\v+U
718  0x00010c94 0x00410c94 4   5    .text   ascii   t=_3
719  0x00010cc9 0x00410cc9 4   5    .text   ascii   t\b_3
720  0x00010ce6 0x00410ce6 4   5    .text   ascii   VHRj
721  0x00010d15 0x00410d15 4   5    .text   ascii   \b^_3
722  0x00010d32 0x00410d32 4   5    .text   ascii   \b^_3
723  0x00010d50 0x00410d50 4   5    .text   ascii   F(PS
724  0x00010f09 0x00410f09 4   7    .text   utf8    ۈE߹e blocks=Arabic,Basic Latin,NKo
725  0x00010f89 0x00410f89 4   5    .text   ascii   encr
726  0x00010f90 0x00410f90 4   5    .text   ascii   ypte
727  0x00010f97 0x00410f97 5   6    .text   ascii   d_kef
728  0x00011051 0x00411051 4   6    .text   utf8    U\r|\a
729  0x00011120 0x00411120 4   5    .text   ascii   s\b^3
730  0x00011134 0x00411134 6   7    .text   ascii   PSSSSS
731  0x000111b1 0x004111b1 4   7    .text   utf8    E݈E߈ blocks=Basic Latin,Syriac,NKo
732  0x00011295 0x00411295 4   5    .text   ascii    SVW
733  0x000112bf 0x004112bf 4   5    .text   ascii   RSSh
734  0x000112c9 0x004112c9 5   7    .text   utf8    ыu\fSV blocks=Cyrillic,Basic Latin
735  0x000113ca 0x004113ca 4   5    .text   ascii   H\bVW
736  0x0001141c 0x0041141c 7   11   .text   utf8    E։EډEމE blocks=Basic Latin,Armenian,Arabic,Thaana
737  0x00011460 0x00411460 5   8    .text   utf8    EĉEƉE blocks=Basic Latin,Latin Extended-A,Latin Extended-B
738  0x000116a9 0x004116a9 4   5    .text   ascii   SVW3
739  0x000116d1 0x004116d1 7   8    .text   ascii   tgf9>tb
740  0x0001171f 0x0041171f 4   7    .text   utf8    u"V虌 blocks=Basic Latin,CJK Unified Ideographs
741  0x00011753 0x00411753 4   5    .text   ascii   zPSQ
742  0x0001176d 0x0041176d 4   5    .text   ascii   >?{U
743  0x0001179e 0x0041179e 4   5    .text   ascii   @J7<
744  0x0001180e 0x0041180e 6   9    .text   utf8    t:j?P訍 blocks=Basic Latin,CJK Unified Ideographs
745  0x00011889 0x00411889 4   5    .text   ascii   SVj?
746  0x0001189f 0x0041189f 4   7    .text   utf8    j\tQ艔 blocks=Basic Latin,CJK Unified Ideographs
747  0x000118c6 0x004118c6 4   5    .text   ascii   WhrK
748  0x000118ff 0x004118ff 6   7    .text   ascii   h2N Hj
749  0x00011972 0x00411972 5   6    .text   ascii   E\bjMP
750  0x00011a07 0x00411a07 4   5    .text   ascii   G$t@
751  0x00011a3d 0x00411a3d 4   5    .text   ascii   t\f_^
752  0x00011ae4 0x00411ae4 4   6    .text   utf8    SRǅx blocks=Basic Latin,Latin Extended-B
753  0x00011cb1 0x00411cb1 4   5    .text   ascii   \b_^3
754  0x00011d6e 0x00411d6e 4   5    .text   ascii   \b_^3
755  0x00011d84 0x00411d84 4   5    .text   ascii   E\bh$
756  0x00011ee7 0x00411ee7 4   5    .text   ascii   Qj\bj
757  0x00011f29 0x00411f29 4   5    .text   ascii   Pj\bj
758  0x00011fef 0x00411fef 5   8    .text   utf8    EԉE։E blocks=Basic Latin,Cyrillic Supplement,Armenian
759  0x0001208b 0x0041208b 4   6    .text   utf8    Qǆ\b\n blocks=Basic Latin,Latin Extended-B
760  0x000123f9 0x004123f9 5   6    .text   ascii   SVWj?
761  0x000125da 0x004125da 4   5    .text   ascii   PQRW
762  0x00012635 0x00412635 5   6    .text   ascii   SVWj?
763  0x00012673 0x00412673 5   6    .text   ascii   tMjMS
764  0x00012696 0x00412696 4   9    .text   utf16le jjjj
765  0x000126ab 0x004126ab 5   6    .text   ascii   M\fRPQ
766  0x000126dd 0x004126dd 4   5    .text   ascii   Wj,P
767  0x00012875 0x00412875 4   6    .text   utf8    PǇ\b\n blocks=Basic Latin,Latin Extended-B
768  0x0001294f 0x0041294f 5   7    .text   utf8    EƋF\bf blocks=Basic Latin,Latin Extended-B
769  0x000129df 0x004129df 4   5    .text   ascii   Rj j
770  0x00012a5d 0x00412a5d 4   5    .text   ascii   \fB@;
771  0x00012b03 0x00412b03 5   6    .text   ascii   PWWQV
772  0x00012bc5 0x00412bc5 4   5    .text   ascii   QRRf
773  0x00012c8f 0x00412c8f 4   6    .text   utf8    Pǆ\b\n blocks=Basic Latin,Latin Extended-B
774  0x00012d4b 0x00412d4b 5   6    .text   ascii   PWQRV
775  0x00012e76 0x00412e76 4   5    .text   ascii   t>hV
776  0x0001301b 0x0041301b 4   5    .text   ascii   u"hV
777  0x00013034 0x00413034 5   6    .text   ascii   u\t_^3
778  0x00013078 0x00413078 4   5    .text   ascii   ]\fV3
779  0x0001307f 0x0041307f 4   5    .text   ascii   u\b^3
780  0x000130b2 0x004130b2 4   7    .text   utf8    ˉMԹ\b blocks=Spacing Modifier Letters,Basic Latin,Armenian
781  0x000130d4 0x004130d4 5   8    .text   utf8    }\bQW胁 blocks=Basic Latin,CJK Unified Ideographs
782  0x0001319c 0x0041319c 7   9    .text   utf8    rҋ]\fG;} blocks=Basic Latin,Cyrillic
783  0x000131dd 0x004131dd 4   6    .text   utf8    ȍU\fR blocks=Latin Extended-B,Basic Latin
784  0x000131e9 0x004131e9 5   8    .text   utf8    M\bPQ螁 blocks=Basic Latin,CJK Unified Ideographs
785  0x00013222 0x00413222 4   6    .text   utf8    MM\fQ
786  0x0001322e 0x0041322e 4   5    .text   ascii   E\bRP
787  0x0001337d 0x0041337d 4   5    .text   ascii   m TU
788  0x000133bb 0x004133bb 4   5    .text   ascii   u\fWj
789  0x000133cc 0x004133cc 5   6    .text   ascii   N\fQRS
790  0x000133dd 0x004133dd 6   8    .text   utf8    _^[]ËF blocks=Basic Latin,Latin-1 Supplement
791  0x0001347d 0x0041347d 4   5    .text   ascii   PQRW
792  0x000134cc 0x004134cc 4   5    .text   ascii   QRPW
793  0x000134e7 0x004134e7 4   5    .text   ascii   \b[_3
794  0x00013504 0x00413504 4   5    .text   ascii   \b[_^
795  0x00013521 0x00413521 5   6    .text   ascii   v3[_3
796  0x000135a0 0x004135a0 4   5    .text   ascii   \b[_3
797  0x000135fb 0x004135fb 4   5    .text   ascii   QRPS
798  0x00013635 0x00413635 4   5    .text   ascii   QRPS
799  0x000136d0 0x004136d0 4   5    .text   ascii   QRPV
800  0x000136fd 0x004136fd 4   5    .text   ascii   G}\aU
801  0x00013725 0x00413725 6   7    .text   ascii   u\bj\th\b
802  0x00013734 0x00413734 4   5    .text   ascii   QRPV
803  0x00013799 0x00413799 4   5    .text   ascii   tn\ew
804  0x000137d5 0x004137d5 4   5    .text   ascii   PSQV
805  0x000137f2 0x004137f2 4   5    .text   ascii   \b_^3
806  0x00013839 0x00413839 7   8    .text   ascii   PSRRRQV
807  0x000138a8 0x004138a8 4   5    .text   ascii   0_^[
808  0x000138db 0x004138db 7   8    .text   ascii   PSRRRQV
809  0x0001391f 0x0041391f 6   7    .text   ascii   SRRRQV
810  0x00013a31 0x00413a31 4   5    .text   ascii   \rQSj
811  0x00013a4f 0x00413a4f 4   5    .text   ascii   0_^[
812  0x00013a5d 0x00413a5d 4   5    .text   ascii   'ScU
813  0x00013b3c 0x00413b3c 4   5    .text   ascii   M\fWW
814  0x00013b4b 0x00413b4b 4   5    .text   ascii   }\bQW
815  0x00013c82 0x00413c82 4   5    .text   ascii   \b^[_
816  0x00013c9f 0x00413c9f 4   5    .text   ascii   \f^[_
817  0x00013cda 0x00413cda 5   6    .text   ascii   u}Vj(
818  0x00013e47 0x00413e47 4   5    .text   ascii   ;E\b_
819  0x00013e73 0x00413e73 4   5    .text   ascii   u\f9U
820  0x00013e7f 0x00413e7f 4   6    .text   utf8    ]ËG< blocks=Basic Latin,Latin-1 Supplement
821  0x00013e8f 0x00413e8f 4   5    .text   ascii   <8PE
822  0x00013ef7 0x00413ef7 5   6    .text   ascii   u\rC;^
823  0x00013f57 0x00413f57 5   6    .text   ascii   u\rC;^
824  0x00013fd6 0x00413fd6 4   5    .text   ascii   N\aoq
825  0x00014006 0x00414006 5   6    .text   ascii   ]\fj.S
826  0x000140e4 0x004140e4 4   5    .text   ascii   RCSP
827  0x00014108 0x00414108 4   5    .text   ascii   <0PE
828  0x0001416b 0x0041416b 5   6    .text   ascii   u\rC;_
829  0x000141da 0x004141da 4   5    .text   ascii   VQPR
830  0x00014207 0x00414207 4   5    .text   ascii   <0PE
831  0x0001427e 0x0041427e 4   5    .text   ascii   E\f;G
832  0x000142ee 0x004142ee 5   6    .text   ascii   }\bPQW
833  0x00014347 0x00414347 4   5    .text   ascii   h54\v
834  0x000143a6 0x004143a6 6   7    .text   ascii   u\bWjqV
835  0x000144f5 0x004144f5 4   6    .text   utf8    \b3\tE
836  0x000144ff 0x004144ff 5   6    .text   ascii   E\bVW<
837  0x000145a5 0x004145a5 5   6    .text   ascii   U\fPQR
838  0x000145b8 0x004145b8 4   5    .text   ascii   <\fu+
839  0x000145f6 0x004145f6 5   6    .text   ascii   M\fRPQ
840  0x0001462c 0x0041462c 5   6    .text   ascii   E\fQRP
841  0x0001464e 0x0041464e 5   6    .text   ascii   M\fRPQ
842  0x00014670 0x00414670 5   6    .text   ascii   U\fPQR
843  0x0001469e 0x0041469e 5   6    .text   ascii   E\fQRP
844  0x00014721 0x00414721 5   6    .text   ascii   S<fup
845  0x00014768 0x00414768 5   6    .text   ascii   t\n[@_
846  0x00014796 0x00414796 4   5    .text   ascii   <hu-
847  0x000147c7 0x004147c7 4   5    .text   ascii   <iuD
848  0x00014806 0x00414806 5   6    .text   ascii   \a\n[_^
849  0x0001480f 0x0041480f 4   5    .text   ascii   <ju@
850  0x00014853 0x00414853 4   5    .text   ascii   <kuH
851  0x00014896 0x00414896 5   6    .text   ascii   \a\a[_^
852  0x000148cd 0x004148cd 4   5    .text   ascii   \a[_^
853  0x0001493f 0x0041493f 4   6    .text   utf8    ]ÍP| blocks=Basic Latin,Latin-1 Supplement
854  0x00014954 0x00414954 5   6    .text   ascii   E\fQRP
855  0x00014993 0x00414993 5   6    .text   ascii   E\fQRP
856  0x000149a5 0x004149a5 4   6    .text   utf8    ]ÍH\ blocks=Basic Latin,Latin-1 Supplement
857  0x000149ba 0x004149ba 5   6    .text   ascii   U\fPQR
858  0x00014a2d 0x00414a2d 4   6    .text   utf8    ]ÍPV blocks=Basic Latin,Latin-1 Supplement
859  0x00014a42 0x00414a42 5   6    .text   ascii   E\fQRP
860  0x00014a54 0x00414a54 4   6    .text   utf8    ]ÍHP blocks=Basic Latin,Latin-1 Supplement
861  0x00014a69 0x00414a69 5   6    .text   ascii   U\fPQR
862  0x00014a7b 0x00414a7b 4   6    .text   utf8    ]ÍHH blocks=Basic Latin,Latin-1 Supplement
863  0x00014a90 0x00414a90 5   6    .text   ascii   U\fPQR
864  0x00014acd 0x00414acd 4   5    .text   ascii   \a[_^
865  0x00014afe 0x00414afe 4   5    .text   ascii   \a[_^
866  0x00014cc6 0x00414cc6 4   5    .text   ascii   ?Uuy
867  0x00014cd2 0x00414cd2 4   5    .text   ascii   ]\bV3
868  0x00014d0f 0x00414d0f 4   5    .text   ascii   %,p<
869  0x00014d26 0x00414d26 4   5    .text   ascii   RWSP
870  0x00014d5e 0x00414d5e 7   8    .text   ascii   J*6y~\eg
871  0x00014d66 0x00414d66 6   7    .text   ascii   YgDItP
872  0x00014d6e 0x00414d6e 4   6    .text   utf8    ˯EG# blocks=Spacing Modifier Letters,Basic Latin
873  0x00014d79 0x00414d79 4   5    .text   ascii   9=e5
874  0x00014d93 0x00414d93 4   7    .text   utf8    o#ﻞ` blocks=Basic Latin,Arabic Presentation Forms-B
875  0x00014db3 0x00414db3 4   6    .text   utf8    O.ޒG blocks=Basic Latin,Thaana
876  0x00014de5 0x00414de5 4   6    .text   utf8    \t;žx blocks=Basic Latin,Latin Extended-A
877  0x00014e0b 0x00414e0b 6   7    .text   ascii   )!KOjW
878  0x00014e12 0x00414e12 4   5    .text   ascii   \q#s
879  0x00014e5c 0x00414e5c 6   7    .text   ascii   59i9zk
880  0x00014ef8 0x00414ef8 5   6    .text   ascii   \aS#.n
881  0x00014f03 0x00414f03 4   5    .text   ascii   /"t&
882  0x00014f71 0x00414f71 4   6    .text   utf8    ,\nä% blocks=Basic Latin,Latin-1 Supplement
883  0x00014fa4 0x00414fa4 5   6    .text   ascii   3.$k$
884  0x00014fce 0x00414fce 4   5    .text   ascii   $"VI
885  0x0001500c 0x0041500c 4   5    .text   ascii   ;X\n`
886  0x00015028 0x00415028 6   7    .text   ascii   fEtRM8
887  0x000150b3 0x004150b3 5   6    .text   ascii   4<\b `
888  0x000150e1 0x004150e1 5   6    .text   ascii    V7aj
889  0x0001510a 0x0041510a 4   5    .text   ascii   3m,w
890  0x00015138 0x00415138 4   5    .text   ascii   ;>c8
891  0x00015156 0x00415156 4   6    .text   utf8    $`\fY
892  0x0001517d 0x0041517d 8   10   .text   utf8    YS۱T,Y&G blocks=Basic Latin,Arabic
893  0x000151ad 0x004151ad 4   5    .text   ascii   Sd~E
894  0x000151da 0x004151da 4   5    .text   ascii   )FCv
895  0x00015219 0x00415219 4   5    .text   ascii   #H^g
896  0x00015245 0x00415245 4   5    .text   ascii   *kX9
897  0x00015259 0x00415259 5   6    .text   ascii   `y4'9
898  0x0001527e 0x0041527e 4   5    .text   ascii   X97]
899  0x00015284 0x00415284 4   5    .text   ascii   q=m:
900  0x0001529a 0x0041529a 5   7    .text   utf8    \rӬA)G blocks=Basic Latin,Cyrillic
901  0x000152ab 0x004152ab 4   6    .text   utf8    \rӾK\t blocks=Basic Latin,Cyrillic
902  0x000152e4 0x004152e4 4   5    .text   ascii   h2G$
903  0x00015313 0x00415313 5   6    .text   ascii   NTUFW
904  0x0001533a 0x0041533a 4   5    .text   ascii   xA\t8
905  0x00015365 0x00415365 6   7    .text   ascii   GGsC4i
906  0x0001538b 0x0041538b 4   6    .text   utf8    `TFЎ blocks=Basic Latin,Cyrillic
907  0x000153b3 0x004153b3 4   5    .text   ascii   ]=m^
908  0x00015509 0x00415509 5   6    .text   ascii   \vJz8`
909  0x00015536 0x00415536 4   6    .text   utf8    י*\bG blocks=Hebrew,Basic Latin
910  0x000155b6 0x004155b6 4   5    .text   ascii   N.c+
911  0x0001563d 0x0041563d 5   6    .text   ascii   SfzA9
912  0x000156d5 0x004156d5 4   5    .text   ascii   t\n_^
913  0x0001576c 0x0041576c 4   6    .text   utf8    Rz͠U blocks=Basic Latin,Combining Diacritical Marks
914  0x0001579d 0x0041579d 5   6    .text   ascii   )[.aL
915  0x000157c1 0x004157c1 4   6    .text   utf8    F'<Ե blocks=Basic Latin,Armenian
916  0x000157e8 0x004157e8 4   5    .text   ascii   _~:t
917  0x00015816 0x00415816 7   8    .text   ascii   9})TK$k
918  0x0001584a 0x0041584a 4   5    .text   ascii   nKN`
919  0x0001585b 0x0041585b 4   5    .text   ascii   ^_[]
920  0x00015884 0x00415884 4   5    .text   ascii   urlm
921  0x0001588b 0x0041588b 5   6    .text   ascii   on.df
922  0x0001589c 0x0041589c 4   5    .text   ascii   \r\nUs
923  0x000158a3 0x004158a3 4   5    .text   ascii   er-A
924  0x000158aa 0x004158aa 4   5    .text   ascii   gent
925  0x000158cd 0x004158cd 6   7    .text   ascii   h\arvij
926  0x00015929 0x00415929 4   5    .text   ascii   SVWh
927  0x00015aee 0x00415aee 4   5    .text   ascii   \b_^[
928  0x00015b09 0x00415b09 4   5    .text   ascii   SVWA
929  0x00015b48 0x00415b48 4   5    .text   ascii   Xdj6
930  0x00015b4e 0x00415b4e 4   5    .text   ascii   nR\F
931  0x00015b6d 0x00415b6d 7   10   .text   utf8    ȇ\eI%R/ֶ blocks=Latin Extended-B,Basic Latin,Hebrew
932  0x00015ba1 0x00415ba1 4   5    .text   ascii   7{\aW
933  0x00015ba9 0x00415ba9 5   7    .text   utf8    tЯ(~i blocks=Basic Latin,Cyrillic
934  0x00015c13 0x00415c13 4   5    .text   ascii   VV"N
935  0x00015c1a 0x00415c1a 6   7    .text   ascii   eljju#
936  0x00015c73 0x00415c73 10  11   .text   ascii   &5m9\rG]cuL
937  0x00015ca3 0x00415ca3 5   7    .text   utf8    &~ײ3\e blocks=Basic Latin,Hebrew
938  0x00015cd0 0x00415cd0 4   5    .text   ascii   \a4\f^
939  0x00015cdb 0x00415cdb 4   6    .text   utf8    bZ#Ѣ blocks=Basic Latin,Cyrillic
940  0x00015d00 0x00415d00 4   7    .text   utf8    ƚ¿o8 blocks=Latin Extended-B,Latin-1 Supplement,Basic Latin
941  0x00015d49 0x00415d49 7   8    .text   ascii   C8G<r0\b
942  0x00015d51 0x00415d51 7   8    .text   ascii   .3x7|VL
943  0x00015d5b 0x00415d5b 5   6    .text   ascii   M\avDq
944  0x00015d7b 0x00415d7b 4   6    .text   utf8    @ݪY> blocks=Basic Latin,Arabic Supplement
945  0x00015da3 0x00415da3 4   6    .text   utf8    ơ;YQ blocks=Latin Extended-B,Basic Latin
946  0x00015dae 0x00415dae 6   8    .text   utf8    7wܥ"Mm blocks=Basic Latin,Syriac
947  0x00015dde 0x00415dde 4   5    .text   ascii   ]\fsH
948  0x00015de3 0x00415de3 4   5    .text   ascii   ^\brx
949  0x00015deb 0x00415deb 4   6    .text   utf8    +CП# blocks=Basic Latin,Cyrillic
950  0x00015e3d 0x00415e3d 4   5    .text   ascii   "kSk
951  0x00015e7b 0x00415e7b 4   6    .text   utf8    8#˓4 blocks=Basic Latin,Spacing Modifier Letters
952  0x00015edf 0x00415edf 6   7    .text   ascii   01YqIx
953  0x00015f17 0x00415f17 4   5    .text   ascii   HI*/
954  0x00015f51 0x00415f51 4   5    .text   ascii   hS|X
955  0x00015f5d 0x00415f5d 5   6    .text   ascii   gI>L[
956  0x00015f9c 0x00415f9c 4   5    .text   ascii   L{Fo
957  0x00015fd2 0x00415fd2 7   8    .text   ascii   %As;uC\f
958  0x00015ff6 0x00415ff6 5   7    .text   utf8    fƍt\ag blocks=Basic Latin,Latin Extended-B
959  0x00016033 0x00416033 4   5    .text   ascii   ;9 6
960  0x00016055 0x00416055 6   8    .text   utf8    $dHq5ʕ blocks=Basic Latin,IPA Extensions
961  0x00016079 0x00416079 10  11   .text   ascii   z\%$;g##|P
962  0x000160fb 0x004160fb 5   7    .text   utf8    9jyسl blocks=Basic Latin,Arabic
963  0x0001610f 0x0041610f 5   8    .text   utf8    ŲܽNwK blocks=Latin Extended-A,Syriac,Basic Latin
964  0x00016150 0x00416150 4   5    .text   ascii   ViEw
965  0x00016156 0x00416156 4   7    .text   utf8    欍+&7 blocks=CJK Unified Ideographs,Basic Latin
966  0x0001615e 0x0041615e 4   5    .text   ascii   \0NF
967  0x00016196 0x00416196 8   9    .text   ascii   L0Zs6NdK
968  0x000161ab 0x004161ab 4   6    .text   utf8    ء69k blocks=Arabic,Basic Latin
969  0x000161d0 0x004161d0 4   6    .text   utf8    Ϫ6Np blocks=Greek and Coptic,Basic Latin
970  0x0001620f 0x0041620f 5   6    .text   ascii   *P\fT5
971  0x00016231 0x00416231 4   5    .text   ascii   FUaS
972  0x00016245 0x00416245 8   9    .text   ascii   JmFj]X;6
973  0x0001626c 0x0041626c 4   5    .text   ascii   7G%I
974  0x00016271 0x00416271 5   6    .text   ascii   Y\vs2\r
975  0x00016289 0x00416289 4   5    .text   ascii   `!3Z
976  0x000162a6 0x004162a6 5   7    .text   utf8    e߹4Dx blocks=Basic Latin,NKo
977  0x000162f0 0x004162f0 5   6    .text   ascii   -1g&;
978  0x00016319 0x00416319 5   6    .text   ascii   SVWj?
979  0x0001637b 0x0041637b 4   5    .text   ascii   www.
980  0x000163ef 0x004163ef 4   6    .text   utf8    u\b3ۃ blocks=Basic Latin,Arabic
981  0x00016534 0x00416534 4   5    .text   ascii   D:rP
982  0x00016746 0x00416746 4   5    .text   ascii   E\b\r\n
983  0x00016750 0x00416750 5   6    .text   ascii   Portf
984  0x00016760 0x00416760 4   5    .text   ascii   User
985  0x0001676e 0x0041676e 4   5    .text   ascii   Serv
986  0x00016775 0x00416775 4   5    .text   ascii   er:\t
987  0x000167c2 0x004167c2 5   6    .text   ascii   Rj\bSP
988  0x00016b85 0x00416b85 4   5    .text   ascii   SWj?
989  0x00016bdd 0x00416bdd 4   5    .text   ascii   N\bQR
990  0x00016c3c 0x00416c3c 4   5    .text   ascii   Hh8*
991  0x00016c8c 0x00416c8c 5   6    .text   ascii   ]\bjMS
992  0x00016cf2 0x00416cf2 4   5    .text   ascii   t\t_[
993  0x00016d06 0x00416d06 4   5    .text   ascii   \b_[3
994  0x00016d39 0x00416d39 4   5    .text   ascii   SVWh
995  0x00016e51 0x00416e51 4   5    .text   ascii   0_^[
996  0x00016e63 0x00416e63 4   5    .text   ascii   VWh"
997  0x00016ec4 0x00416ec4 5   6    .text   ascii   M\fSVW
998  0x00016f32 0x00416f32 4   5    .text   ascii   _^[]
999  0x00016f8f 0x00416f8f 4   5    .text   ascii   Wind
1000 0x00016f96 0x00416f96 4   5    .text   ascii   ows 
1001 0x00016f9d 0x00416f9d 4   5    .text   ascii   Expl
1002 0x00016fa9 0x00416fa9 5   6    .text   ascii   E\bu\ej
1003 0x00016ff6 0x00416ff6 5   6    .text   ascii   jPRVW
1004 0x00017013 0x00417013 4   9    .text   utf16le jjjj
1005 0x0001703f 0x0041703f 4   5    .text   ascii   \b[_^
1006 0x00017047 0x00417047 4   9    .text   utf16le jjjj
1007 0x000170bd 0x004170bd 6   7    .text   ascii   E\fQPSW
1008 0x000170e7 0x004170e7 6   7    .text   ascii   E\fRPSW
1009 0x0001711b 0x0041711b 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
1010 0x0001714d 0x0041714d 5   8    .text   utf8    ẺEЈE blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1011 0x00017191 0x00417191 4   5    .text   ascii   POST
1012 0x00017198 0x00417198 4   5    .text   ascii   Wind
1013 0x0001719f 0x0041719f 4   5    .text   ascii   ows 
1014 0x000171a6 0x004171a6 4   5    .text   ascii   Expl
1015 0x000171ce 0x004171ce 4   9    .text   utf16le jjjj
1016 0x00017201 0x00417201 8   9    .text   ascii   8\r\n\r\nt\b@
1017 0x0001721b 0x0041721b 4   5    .text   ascii   E\bj/
1018 0x00017245 0x00417245 4   5    .text   ascii   jPPQ
1019 0x0001729a 0x0041729a 4   5    .text   ascii   \b[_^
1020 0x000172a0 0x004172a0 5   7    .text   utf8    ]ËU\bR blocks=Basic Latin,Latin-1 Supplement
1021 0x000172df 0x004172df 5   7    .text   utf8    t\nǇP  blocks=Basic Latin,Latin Extended-B
1022 0x000172ec 0x004172ec 4   5    .text   ascii   M\fQV
1023 0x00017334 0x00417334 4   5    .text   ascii   wini
1024 0x0001733b 0x0041733b 4   5    .text   ascii   net.
1025 0x00017375 0x00417375 4   5    .text   ascii   S\bPS
1026 0x0001744d 0x0041744d 5   6    .text   ascii   WhO\bu
1027 0x000175c8 0x004175c8 4   5    .text   ascii   ]\bV3
1028 0x00017702 0x00417702 4   5    .text   ascii   @j\nW
