[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 21  22           ascii   !Require Windows\r\n$PE
1     0x00000158 0x00000158 5   6            ascii   .text
2     0x0000017f 0x0000017f 7   8            ascii   `.rdata
3     0x000001a7 0x000001a7 6   7            ascii   @.data
4     0x000001d0 0x000001d0 5   6            ascii   .rsrc
22759 0x0013d3f8 0x005443f8 5   6            ascii   4bkYA
22760 0x0013d4cb 0x005444cb 4   6            utf8    oyՐ4 blocks=Basic Latin,Armenian
22761 0x0013d4d1 0x005444d1 4   5            ascii   ^yp/
22762 0x0013d53f 0x0054453f 4   5            ascii   rCiO
22763 0x0013d5ba 0x005445ba 6   8            utf8    \r5ʘkB^ blocks=Basic Latin,IPA Extensions
22764 0x0013d5ca 0x005445ca 4   5            ascii   !nr\v
22765 0x0013d606 0x00544606 5   6            ascii   ~W4nT
22766 0x0013d61e 0x0054461e 4   5            ascii   \b(yW
22767 0x0013d62e 0x0054462e 7   9            utf8    )\ek{bƏi blocks=Basic Latin,Latin Extended-B
22768 0x0013d650 0x00544650 5   6            ascii   L.gf;
22769 0x0013d660 0x00544660 4   5            ascii   Ps~q
22770 0x0013d686 0x00544686 4   6            utf8    6ٽ8w blocks=Basic Latin,Arabic
22771 0x0013d6bb 0x005446bb 4   5            ascii    lCb
22772 0x0013d6e8 0x005446e8 4   7            utf8    D<U攽 blocks=Basic Latin,CJK Unified Ideographs
22773 0x0013d73c 0x0054473c 4   5            ascii   f,Q}
22774 0x0013d742 0x00544742 5   6            ascii   7=:-H
22775 0x0013d759 0x00544759 4   5            ascii   t&i*
22776 0x0013d776 0x00544776 4   5            ascii   x6|<
22777 0x0013d781 0x00544781 4   5            ascii   k.ZI
22778 0x0013d790 0x00544790 5   6            ascii   O$*n\n
22779 0x0013d7b5 0x005447b5 4   5            ascii   3~X\e
22780 0x0013d7be 0x005447be 6   9            utf8    D֔q{xѩ blocks=Basic Latin,Hebrew,Cyrillic
22781 0x0013d801 0x00544801 11  12           ascii   .BCfk?[uA,j
22782 0x0013d815 0x00544815 5   9            utf8    ݿȏTڐ' blocks=Arabic Supplement,Latin Extended-B,Basic Latin,Arabic
22783 0x0013d82f 0x0054482f 6   8            utf8    oGΙj;\b blocks=Basic Latin,Greek and Coptic
22784 0x0013d88b 0x0054488b 4   6            utf8    x_Мh blocks=Basic Latin,Cyrillic
22785 0x0013d891 0x00544891 4   5            ascii   -5?p
22786 0x0013d8d1 0x005448d1 7   8            ascii   6=4(~+B
22787 0x0013d8d9 0x005448d9 4   5            ascii   ]f2g
22788 0x0013d8e2 0x005448e2 6   7            ascii   A<9Y_9
22789 0x0013d943 0x00544943 4   6            utf8    *\rҘ\ blocks=Basic Latin,Cyrillic
22790 0x0013da1d 0x00544a1d 7   8            ascii   T$FTSqO
22791 0x0013da51 0x00544a51 5   7            utf8    ij\aøX blocks=Basic Latin,Latin-1 Supplement
22792 0x0013daa6 0x00544aa6 4   6            utf8    5L'պ blocks=Basic Latin,Armenian
22793 0x0013dac1 0x00544ac1 6   7            ascii   `<\e7:p
22794 0x0013db2d 0x00544b2d 6   7            ascii   \b>)c$,
22795 0x0013dbb6 0x00544bb6 5   9            utf8    r㷤Kīx blocks=Basic Latin,CJK Unified Ideographs Extension A,Latin Extended-A
22796 0x0013dc1c 0x00544c1c 4   5            ascii   \vjxy
22797 0x0013dc45 0x00544c45 4   5            ascii   jX`&
22798 0x0013dc5e 0x00544c5e 4   5            ascii   1M7\v
22799 0x0013dc92 0x00544c92 4   6            utf8    JָHd blocks=Basic Latin,Hebrew
22800 0x0013dca3 0x00544ca3 5   6            ascii   gGAT;
22801 0x0013dcda 0x00544cda 6   8            utf8    =8ۖ?s` blocks=Basic Latin,Arabic
22802 0x0013dd03 0x00544d03 6   7            ascii   \ax\b+mD
22803 0x0013dd46 0x00544d46 5   6            ascii   \nxAk-
22804 0x0013dd51 0x00544d51 5   7            utf8    6g0;ٜ blocks=Basic Latin,Arabic
22805 0x0013dda6 0x00544da6 4   6            utf8    2ơX& blocks=Basic Latin,Latin Extended-B
22806 0x0013ddee 0x00544dee 4   5            ascii   AB3R
22807 0x0013de01 0x00544e01 5   6            ascii   d7#nq
22808 0x0013de13 0x00544e13 6   9            utf8    $ʰroكa blocks=Basic Latin,Spacing Modifier Letters,Arabic
22809 0x0013de71 0x00544e71 4   5            ascii   >9.z
22810 0x0013de94 0x00544e94 5   8            utf8    +(樤8\v blocks=Basic Latin,CJK Unified Ideographs
22811 0x0013de9c 0x00544e9c 4   5            ascii   @}ck
22812 0x0013dea9 0x00544ea9 4   5            ascii   ^a\b5
22813 0x0013dec1 0x00544ec1 4   5            ascii   GGp\f
22814 0x0013df49 0x00544f49 4   7            utf8    䄥neA blocks=CJK Unified Ideographs Extension A,Basic Latin
22815 0x0013df71 0x00544f71 5   6            ascii   n\y\ef
22816 0x0013df81 0x00544f81 4   6            utf8    X!fĀ blocks=Basic Latin,Latin Extended-A
22817 0x0013dfc3 0x00544fc3 6   8            utf8    ^\eۂm\nR blocks=Basic Latin,Arabic
22818 0x0013e021 0x00545021 4   5            ascii   ,{K[
22819 0x0013e02f 0x0054502f 4   5            ascii   VG~4
22820 0x0013e064 0x00545064 4   5            ascii   4J9.
22821 0x0013e070 0x00545070 4   5            ascii   gt`O
22822 0x0013e0e2 0x005450e2 4   6            utf8    u\tڮ\r blocks=Basic Latin,Arabic
22823 0x0013e0f6 0x005450f6 4   5            ascii   x[<0
22824 0x0013e124 0x00545124 4   5            ascii   jQ?)
22825 0x0013e15f 0x0054515f 6   7            ascii   'w\fM4:
22826 0x0013e16c 0x0054516c 4   5            ascii   w5}8
22827 0x0013e173 0x00545173 4   6            utf8    %Eе% blocks=Basic Latin,Cyrillic
22828 0x0013e1b3 0x005451b3 5   6            ascii   Sn#}{
22829 0x0013e1da 0x005451da 6   7            ascii   ,Hsaqf
22830 0x0013e207 0x00545207 4   5            ascii   tgdg
22831 0x0013e25d 0x0054525d 4   5            ascii   (r`c
22832 0x0013e428 0x00545428 5   6            ascii   fe\I;
22833 0x0013e44f 0x0054544f 4   7            utf8    -k[镵 blocks=Basic Latin,CJK Unified Ideographs
22834 0x0013e4e6 0x005454e6 5   6            ascii   b*nKc
22835 0x0013e52f 0x0054552f 4   5            ascii   O=R&
22836 0x0013e565 0x00545565 4   5            ascii   N:wq
22837 0x0013e56e 0x0054556e 4   5            ascii   /_Bm
22838 0x0013e59a 0x0054559a 4   6            utf8    ־&\t7 blocks=Hebrew,Basic Latin
22839 0x0013e5c8 0x005455c8 4   5            ascii   oO>R
22840 0x0013e5cd 0x005455cd 5   6            ascii   X1ROE
22841 0x0013e5f6 0x005455f6 4   6            utf8    o2\tō blocks=Basic Latin,Latin Extended-A
22842 0x0013e619 0x00545619 4   6            utf8    KÆg' blocks=Basic Latin,Latin-1 Supplement
22843 0x0013e62a 0x0054562a 4   5            ascii   T"=\t
22844 0x0013e6aa 0x005456aa 11  13           utf8    -q̾c7Z0trw\v blocks=Basic Latin,Combining Diacritical Marks
22845 0x0013e6cb 0x005456cb 4   5            ascii   apPM
22846 0x0013e70a 0x0054570a 4   5            ascii   }bs\v
22847 0x0013e728 0x00545728 4   6            utf8    /ɨy\r blocks=Basic Latin,IPA Extensions
22848 0x0013e76c 0x0054576c 4   5            ascii   d/`q
22849 0x0013e7a6 0x005457a6 5   6            ascii   |MMW6
22850 0x0013e7b1 0x005457b1 4   6            utf8    ­}r  blocks=Latin-1 Supplement,Basic Latin
22851 0x0013e7dc 0x005457dc 4   5            ascii   of\bp
22852 0x0013e801 0x00545801 7   8            ascii   j+O\eh3{
22853 0x0013e85b 0x0054585b 4   5            ascii   34<o
22854 0x0013e890 0x00545890 4   5            ascii   w/X]
22855 0x0013e8c0 0x005458c0 4   5            ascii   \bN8-
22856 0x0013e8c5 0x005458c5 7   8            ascii   rTUJ3wX
22857 0x0013e8e9 0x005458e9 4   5            ascii   6Mq@
22858 0x0013e8fb 0x005458fb 4   5            ascii   \vy7Y
22859 0x0013e90b 0x0054590b 4   5            ascii   z:\e{
22860 0x0013e91a 0x0054591a 7   9            utf8    \rdHχUwh blocks=Basic Latin,Greek and Coptic
22861 0x0013e939 0x00545939 6   7            ascii   0%-/07
22862 0x0013e9b9 0x005459b9 4   5            ascii   (kSg
22863 0x0013e9dc 0x005459dc 4   5            ascii   W>DF
22864 0x0013e9ed 0x005459ed 6   8            utf8    {ҷwpo  blocks=Basic Latin,Cyrillic
22865 0x0013ea24 0x00545a24 4   5            ascii   *5)B
22866 0x0013ea3e 0x00545a3e 4   5            ascii   6je-
22867 0x0013eaad 0x00545aad 4   5            ascii   Q[ps
22868 0x0013eae5 0x00545ae5 7   8            ascii   q:8T1s5
22869 0x0013eaf4 0x00545af4 4   5            ascii   guiN
22870 0x0013eb1f 0x00545b1f 4   5            ascii   lOOX
22871 0x0013eb34 0x00545b34 4   5            ascii   D\\rZ
22872 0x0013eb57 0x00545b57 4   5            ascii   e\v$\t
22873 0x0013eba9 0x00545ba9 6   7            ascii   ;~Q\vL\e
22874 0x0013ec6c 0x00545c6c 5   9            utf8    Fڍ̛٩] blocks=Basic Latin,Arabic,Combining Diacritical Marks
22875 0x0013ecbf 0x00545cbf 5   6            ascii   Q(zv^
22876 0x0013ecd4 0x00545cd4 4   5            ascii   }=$v
22877 0x0013ecee 0x00545cee 4   5            ascii   ^{NV
22878 0x0013ed24 0x00545d24 5   6            ascii   DWG-g
22879 0x0013ed2c 0x00545d2c 5   7            utf8    z+\a:ǟ blocks=Basic Latin,Latin Extended-B
22880 0x0013ed33 0x00545d33 4   5            ascii   4gwb
22881 0x0013ed39 0x00545d39 4   6            utf8    KғK[ blocks=Basic Latin,Cyrillic
22882 0x0013ed7e 0x00545d7e 4   5            ascii   5x'q
22883 0x0013eddd 0x00545ddd 8   11           utf8    |ݰ=\rIѴ%\f blocks=Basic Latin,Arabic Supplement,Cyrillic
22884 0x0013edf7 0x00545df7 5   6            ascii   yrWl(
22885 0x0013ee2b 0x00545e2b 4   5            ascii   dvrn
22886 0x0013ee7e 0x00545e7e 5   6            ascii   C}Ca~
22887 0x0013ee9b 0x00545e9b 7   8            ascii   5\a(nXX\n
22888 0x0013eeba 0x00545eba 4   5            ascii   Jf-C
22889 0x0013eec0 0x00545ec0 6   8            utf8    "YhaXΥ blocks=Basic Latin,Greek and Coptic
22890 0x0013ef33 0x00545f33 5   6            ascii   c=&\fY
22891 0x0013ef55 0x00545f55 4   5            ascii   lk-d
22892 0x0013ef78 0x00545f78 4   6            utf8    Ў_lF blocks=Cyrillic,Basic Latin
22893 0x0013ef7e 0x00545f7e 4   5            ascii   "~3B
22894 0x0013efbd 0x00545fbd 4   5            ascii   c fU
22895 0x0013efc7 0x00545fc7 4   5            ascii   ddyD
22896 0x0013efdc 0x00545fdc 6   7            ascii   3$CG[L
22897 0x0013efef 0x00545fef 4   6            utf8    r+q\e
22898 0x0013f019 0x00546019 4   6            utf8    uͪ}@ blocks=Basic Latin,Combining Diacritical Marks
22899 0x0013f024 0x00546024 4   5            ascii   IoEI
22900 0x0013f04b 0x0054604b 5   6            ascii   $kK=p
22901 0x0013f07d 0x0054607d 4   5            ascii   4D)g
22902 0x0013f0ba 0x005460ba 4   5            ascii   UDDk
22903 0x0013f0df 0x005460df 6   10           utf8    ƊkݶΘ)4 blocks=Latin Extended-B,Basic Latin,Arabic Supplement,Greek and Coptic
22904 0x0013f0f5 0x005460f5 5   6            ascii   *D\a\eS
22905 0x0013f0fc 0x005460fc 5   7            utf8    φ&V&y blocks=Greek and Coptic,Basic Latin
22906 0x0013f10f 0x0054610f 4   5            ascii   =Hp-
22907 0x0013f14d 0x0054614d 4   5            ascii   J}&P
22908 0x0013f1bb 0x005461bb 4   5            ascii   \W\aC
22909 0x0013f1c9 0x005461c9 5   6            ascii   {$y(\e
22910 0x0013f1df 0x005461df 5   6            ascii   Ow\\a=
22911 0x0013f1f0 0x005461f0 4   5            ascii   vo10
22912 0x0013f1f5 0x005461f5 4   5            ascii   TKz)
22913 0x0013f207 0x00546207 4   5            ascii   CS2`
22914 0x0013f217 0x00546217 6   7            ascii   sK6=`R
22915 0x0013f27c 0x0054627c 4   5            ascii   vTtB
22916 0x0013f346 0x00546346 5   7            utf8    ͢\bF2t blocks=Combining Diacritical Marks,Basic Latin
22917 0x0013f390 0x00546390 4   5            ascii   |M'=
22918 0x0013f3a1 0x005463a1 4   6            utf8    IG=Ԥ blocks=Basic Latin,Cyrillic Supplement
22919 0x0013f3c2 0x005463c2 6   7            ascii   &>Z'd]
22920 0x0013f432 0x00546432 5   7            utf8    ^s˃\fx blocks=Basic Latin,Spacing Modifier Letters
22921 0x0013f456 0x00546456 4   5            ascii   S'\r=
22922 0x0013f45b 0x0054645b 7   8            ascii   #=E|\n)m
22923 0x0013f46d 0x0054646d 6   7            ascii   +{E \tT
22924 0x0013f489 0x00546489 4   5            ascii   0XEm
22925 0x0013f4b1 0x005464b1 4   5            ascii   \r-<!
22926 0x0013f4be 0x005464be 5   7            utf8    حi|6z blocks=Arabic,Basic Latin
22927 0x0013f4c8 0x005464c8 4   6            utf8    31ɥ' blocks=Basic Latin,IPA Extensions
22928 0x0013f4d6 0x005464d6 5   6            ascii   %\aW7*
22929 0x0013f4dc 0x005464dc 4   5            ascii   \rL1D
22930 0x0013f511 0x00546511 7   10           utf8    麷\tS&@aH blocks=CJK Unified Ideographs,Basic Latin
22931 0x0013f55f 0x0054655f 4   6            utf8    Ǿy)b blocks=Latin Extended-B,Basic Latin
22932 0x0013f57d 0x0054657d 8   9            ascii   3m89;>wF
22933 0x0013f5ae 0x005465ae 5   7            utf8    &aPl՝ blocks=Basic Latin,Armenian
22934 0x0013f608 0x00546608 4   5            ascii   \aSO#
22935 0x0013f632 0x00546632 4   6            utf8    l#k˅ blocks=Basic Latin,Spacing Modifier Letters
22936 0x0013f639 0x00546639 5   8            utf8    \r땮jxu blocks=Basic Latin,Hangul Syllables
22937 0x0013f6a2 0x005466a2 4   5            ascii   SJ| 
22938 0x0013f6d6 0x005466d6 4   5            ascii   \b\a!&
22939 0x0013f707 0x00546707 6   7            ascii   A,*Y[m
22940 0x0013f72d 0x0054672d 5   6            ascii   4NP6 
22941 0x0013f735 0x00546735 4   5            ascii     As
22942 0x0013f748 0x00546748 4   6            utf8    iSM՛ blocks=Basic Latin,Armenian
22943 0x0013f7d4 0x005467d4 4   5            ascii   >O[J
22944 0x0013f7e1 0x005467e1 4   5            ascii   o<2`
22945 0x0013f80b 0x0054680b 4   6            utf8    \aǾ(e blocks=Basic Latin,Latin Extended-B
22946 0x0013f83f 0x0054683f 4   5            ascii   a!Z.
22947 0x0013f894 0x00546894 4   5            ascii   l\ru.
22948 0x0013f8a2 0x005468a2 4   7            utf8    :*:洞 blocks=Basic Latin,CJK Unified Ideographs
22949 0x0013f949 0x00546949 5   7            utf8    |5'#<
22950 0x0013f97b 0x0054697b 7   10           utf8    ݺfݰ\bZ\t. blocks=Arabic Supplement,Basic Latin
22951 0x0013f99e 0x0054699e 5   8            utf8    &h氜-` blocks=Basic Latin,CJK Unified Ideographs
22952 0x0013f9c2 0x005469c2 4   5            ascii   Af{R
22953 0x0013f9f2 0x005469f2 4   5            ascii   }mTF
22954 0x0013fa03 0x00546a03 4   5            ascii   =L|W
22955 0x0013fa29 0x00546a29 6   8            utf8    \vrlˇ;E blocks=Basic Latin,Spacing Modifier Letters
22956 0x0013fa8f 0x00546a8f 5   6            ascii   ?1Fsb
22957 0x0013fab7 0x00546ab7 6   7            ascii   tT(Rt0
22958 0x0013face 0x00546ace 6   7            ascii   B+\bZ$H
22959 0x0013fae2 0x00546ae2 6   8            utf8    '#yң[* blocks=Basic Latin,Cyrillic
22960 0x0013fb05 0x00546b05 5   6            ascii   d9-}m
22961 0x0013fb15 0x00546b15 4   5            ascii   ?JS}
22962 0x0013fb2d 0x00546b2d 5   7            utf8    `:1ظr blocks=Basic Latin,Arabic
22963 0x0013fb3f 0x00546b3f 4   5            ascii   /nd%
22964 0x0013fb44 0x00546b44 4   5            ascii   5Ea8
22965 0x0013fbbe 0x00546bbe 4   5            ascii   I7,*
22966 0x0013fbf6 0x00546bf6 4   5            ascii   Ot`j
22967 0x0013fbfc 0x00546bfc 4   5            ascii   \f\vrg
22968 0x0013fc7b 0x00546c7b 4   5            ascii   !\%:
22969 0x0013fca5 0x00546ca5 5   6            ascii   V$4&Y
22970 0x0013fcb7 0x00546cb7 4   5            ascii   ?pR(
22971 0x0013fcbc 0x00546cbc 4   7            utf8    \t(楌c blocks=Basic Latin,CJK Unified Ideographs
22972 0x0013fce3 0x00546ce3 7   8            ascii   hK l0/$
22973 0x0013fd1a 0x00546d1a 4   5            ascii   hh^"
22974 0x0013fd55 0x00546d55 4   6            utf8    8ݢ@C blocks=Basic Latin,Arabic Supplement
22975 0x0013fd74 0x00546d74 4   6            utf8    Ј[x% blocks=Cyrillic,Basic Latin
22976 0x0013fd89 0x00546d89 4   5            ascii   9&\vW
22977 0x0013fd9b 0x00546d9b 4   5            ascii   !e@x
22978 0x0013fdc3 0x00546dc3 7   9            utf8    (J^HCgȷ blocks=Basic Latin,Latin Extended-B
22979 0x0013fdf5 0x00546df5 6   7            ascii   <#1^wl
22980 0x0013fe49 0x00546e49 4   5            ascii   :#|g
22981 0x0013fe6d 0x00546e6d 5   7            utf8    \|:فx blocks=Basic Latin,Arabic
22982 0x0013fe74 0x00546e74 5   7            utf8    ϰ)g`s blocks=Greek and Coptic,Basic Latin
22983 0x0013feb8 0x00546eb8 5   7            utf8    Nk,ĺ` blocks=Basic Latin,Latin Extended-A
22984 0x0013fef8 0x00546ef8 4   5            ascii   :<^|
22985 0x0013ff7e 0x00546f7e 4   5            ascii   P'+#
22986 0x00140075 0x00547075 4   6            utf8    _2қL blocks=Basic Latin,Cyrillic
22987 0x0014009b 0x0054709b 4   7            utf8    `jB秱 blocks=Basic Latin,CJK Unified Ideographs
22988 0x001400a5 0x005470a5 7   8            ascii   k}S|DD=
22989 0x001400ae 0x005470ae 4   5            ascii   &`* 
22990 0x001400b6 0x005470b6 4   6            utf8    %ܱd/ blocks=Basic Latin,Syriac
22991 0x001400dc 0x005470dc 4   5            ascii   B4Bw
22992 0x001400e3 0x005470e3 5   6            ascii   O>a J
22993 0x00140120 0x00547120 4   5            ascii   VPv_
22994 0x0014012d 0x0054712d 4   5            ascii   aBb%
22995 0x00140171 0x00547171 4   6            utf8    \eң\rA blocks=Basic Latin,Cyrillic
22996 0x00140178 0x00547178 6   7            ascii   EY\b\ft)
22997 0x001401ea 0x005471ea 5   6            ascii   oShZW
22998 0x00140209 0x00547209 4   5            ascii   \n/-\f
22999 0x0014020e 0x0054720e 4   5            ascii   5%>n
23000 0x0014023a 0x0054723a 4   5            ascii   ] +"
23001 0x001402ab 0x005472ab 7   9            utf8    sQԙv&z\n blocks=Basic Latin,Cyrillic Supplement
23002 0x001402cf 0x005472cf 4   5            ascii   3W($
23003 0x001402e5 0x005472e5 7   8            ascii   j#c7\r^\
23004 0x00140306 0x00547306 5   6            ascii   9eT{b
23005 0x001403a8 0x005473a8 5   7            utf8    6B=܊} blocks=Basic Latin,Syriac
23006 0x00140419 0x00547419 4   6            utf8    ȽM\t  blocks=Latin Extended-B,Basic Latin
23007 0x00140428 0x00547428 4   5            ascii   \r3qW
23008 0x0014046a 0x0054746a 4   6            utf8    4ܨ`j blocks=Basic Latin,Syriac
23009 0x0014047f 0x0054747f 4   7            utf8    M̚ī blocks=Basic Latin,Combining Diacritical Marks
23010 0x001404a3 0x005474a3 4   5            ascii   T|cX
23011 0x00140501 0x00547501 4   5            ascii   G6\te
23012 0x001405e4 0x005475e4 7   8            ascii   \fxpu(\ez
23013 0x0014060b 0x0054760b 6   8            utf8    ƴ~691e blocks=Latin Extended-B,Basic Latin
23014 0x00140624 0x00547624 4   5            ascii   *a4T
23015 0x00140706 0x00547706 4   5            ascii   gM.U
23016 0x00140722 0x00547722 4   5            ascii   S7\vW
23017 0x0014074a 0x0054774a 7   8            ascii    .DB 22
23018 0x00140762 0x00547762 5   6            ascii   Nm}S;
23019 0x00140771 0x00547771 5   6            ascii   \awk\bc
23020 0x0014079b 0x0054779b 4   5            ascii   Io\b
23021 0x001407c7 0x005477c7 4   5            ascii   cGFE
23022 0x001407cc 0x005477cc 4   5            ascii   Eh\r*
23023 0x001407fd 0x005477fd 5   6            ascii   )zFNr
23024 0x0014086b 0x0054786b 4   5            ascii   mKxZ
23025 0x00140876 0x00547876 4   6            utf8    _fŀD blocks=Basic Latin,Latin Extended-A
23026 0x00140884 0x00547884 5   6            ascii   /\f=)\v
23027 0x001408c2 0x005478c2 5   7            utf8    \a0uWۭ blocks=Basic Latin,Arabic
23028 0x00140907 0x00547907 7   8            ascii   cg\aT\sF
23029 0x00140947 0x00547947 5   9            utf8    ٖҐֳK0 blocks=Arabic,Cyrillic,Hebrew,Basic Latin
23030 0x0014098a 0x0054798a 4   6            utf8    q:Ӽn blocks=Basic Latin,Cyrillic
23031 0x00140993 0x00547993 6   8            utf8    uȪBeDE blocks=Basic Latin,Latin Extended-B
23032 0x0014099e 0x0054799e 5   7            utf8    ogϐ{~ blocks=Basic Latin,Greek and Coptic
23033 0x001409ef 0x005479ef 4   6            utf8    ɋC;Z blocks=Latin Extended-B,Basic Latin
23034 0x001409f6 0x005479f6 4   5            ascii   H69}
23035 0x00140a40 0x00547a40 5   6            ascii   ,sJIm
23036 0x00140aad 0x00547aad 4   6            utf8    Ӈn}n blocks=Cyrillic,Basic Latin
23037 0x00140ac4 0x00547ac4 4   5            ascii   "F*1
23038 0x00140b00 0x00547b00 4   5            ascii   \az[\a
23039 0x00140b2d 0x00547b2d 7   8            ascii   a-G&w]$
23040 0x00140b4c 0x00547b4c 6   7            ascii   k8$]81
23041 0x00140b89 0x00547b89 5   6            ascii   \rM8\n
23042 0x00140baa 0x00547baa 4   5            ascii   R(3`
23043 0x00140bc2 0x00547bc2 5   6            ascii   JZ>;n
23044 0x00140be5 0x00547be5 4   6            utf8    úpb; blocks=Latin-1 Supplement,Basic Latin
23045 0x00140c79 0x00547c79 4   5            ascii   d^xY
23046 0x00140cd8 0x00547cd8 4   5            ascii   V+S`
23047 0x00140d0e 0x00547d0e 7   8            ascii   aQ7_{'|
23048 0x00140d60 0x00547d60 4   5            ascii   \a6$+
23049 0x00140d80 0x00547d80 5   6            ascii   P\n\fiD
23050 0x00140d8b 0x00547d8b 6   9            utf8    ;ߧw_ǝW blocks=Basic Latin,NKo,Latin Extended-B
23051 0x00140dc6 0x00547dc6 4   7            utf8    ǅ'Oɶ blocks=Latin Extended-B,Basic Latin,IPA Extensions
23052 0x00140dee 0x00547dee 4   5            ascii   X"\t(
23053 0x00140e2b 0x00547e2b 4   6            utf8    &{ci
23054 0x00140e5a 0x00547e5a 5   7            utf8    muՆi, blocks=Basic Latin,Armenian
23055 0x00140e8f 0x00547e8f 4   5            ascii   IvPT
23056 0x00140ed5 0x00547ed5 4   5            ascii   Yh\vS
23057 0x00140ef8 0x00547ef8 5   6            ascii   (d2;9
23058 0x00140f32 0x00547f32 8   10           utf8    B"UcׅV3) blocks=Basic Latin,Hebrew
23059 0x00140f5b 0x00547f5b 6   9            utf8    |&#*缍Q blocks=Basic Latin,CJK Unified Ideographs
23060 0x00140ff5 0x00547ff5 4   6            utf8    v~մU blocks=Basic Latin,Armenian
23061 0x0014101a 0x0054801a 4   6            utf8    \v5ѳW blocks=Basic Latin,Cyrillic
23062 0x00141051 0x00548051 6   8            utf8    +߱}y{: blocks=Basic Latin,NKo
23063 0x00141083 0x00548083 5   6            ascii   @}2e>
23064 0x001410be 0x005480be 4   5            ascii   z?#.
23065 0x001410c8 0x005480c8 4   5            ascii   t\rza
23066 0x001410cd 0x005480cd 6   7            ascii   @\reZj:
23067 0x001410fc 0x005480fc 4   5            ascii   3Y\m
23068 0x0014110c 0x0054810c 6   7            ascii   7Y\br0&
23069 0x00141164 0x00548164 4   5            ascii   6&]C
23070 0x0014118f 0x0054818f 5   6            ascii   '.<E?
23071 0x001411a5 0x005481a5 6   7            ascii   'P&o*C
23072 0x001411ac 0x005481ac 4   7            utf8    ;Hb僾 blocks=Basic Latin,CJK Unified Ideographs
23073 0x00141239 0x00548239 4   6            utf8    ˙X_H blocks=Spacing Modifier Letters,Basic Latin
23074 0x00141261 0x00548261 4   5            ascii   0\ru}
23075 0x0014127e 0x0054827e 11  12           ascii   \19N+U0.rY.
23076 0x0014129e 0x0054829e 4   5            ascii   wQO@
23077 0x001412c5 0x005482c5 5   7            utf8    fؾ@!< blocks=Basic Latin,Arabic
23078 0x00141303 0x00548303 5   9            utf8    *G㋁ҬI blocks=Basic Latin,Enclosed CJK Letters and Months,Cyrillic
23079 0x0014130d 0x0054830d 5   6            ascii   H3/lF
23080 0x0014131f 0x0054831f 9   11           utf8    ($Dʧ\a6Hi\v blocks=Basic Latin,IPA Extensions
23081 0x00141330 0x00548330 4   5            ascii   \TV4
23082 0x001413f3 0x005483f3 4   5            ascii   <s//
23083 0x00141441 0x00548441 8   9            ascii   3}?<@<@-
23084 0x00141457 0x00548457 5   8            utf8    /鱼51f blocks=Basic Latin,CJK Unified Ideographs
23085 0x001414a2 0x005484a2 5   6            ascii   ]7@$6
23086 0x001414a8 0x005484a8 5   6            ascii   }_7nx
23087 0x001414bf 0x005484bf 5   6            ascii   V7um8
23088 0x001414cb 0x005484cb 4   5            ascii   _.\rC
23089 0x001414f6 0x005484f6 6   7            ascii   oXu'|V
23090 0x0014153a 0x0054853a 5   6            ascii   s\ff8`
23091 0x00141588 0x00548588 4   7            utf8    㪼>H" blocks=CJK Unified Ideographs Extension A,Basic Latin
23092 0x00141609 0x00548609 4   5            ascii   55UM
23093 0x0014160e 0x0054860e 4   6            utf8    Oń,\e blocks=Basic Latin,Latin Extended-A
23094 0x00141616 0x00548616 5   7            utf8    fͲ?:. blocks=Basic Latin,Greek and Coptic
23095 0x00141628 0x00548628 4   5            ascii   i6"N
23096 0x0014162d 0x0054862d 4   5            ascii   *_3\n
23097 0x0014164a 0x0054864a 5   7            utf8    `5ܪ}P blocks=Basic Latin,Syriac
23098 0x0014165e 0x0054865e 4   7            utf8    AoẔ5 blocks=Basic Latin,Latin Extended Additional
23099 0x0014166b 0x0054866b 5   6            ascii   [i}W]
23100 0x00141671 0x00548671 6   7            ascii   :RE'/B
23101 0x00141685 0x00548685 4   5            ascii   od |
23102 0x001416ea 0x005486ea 4   6            utf8    \be,̿ blocks=Basic Latin,Combining Diacritical Marks
23103 0x00141725 0x00548725 4   6            utf8    \\aw)
23104 0x0014176e 0x0054876e 4   6            utf8    Dˇ$0 blocks=Basic Latin,Spacing Modifier Letters
23105 0x0014178c 0x0054878c 8   10           utf8    LfwLۋ<dc blocks=Basic Latin,Arabic
23106 0x001417bc 0x005487bc 6   7            ascii   E8sd?\n
23107 0x001417ed 0x005487ed 4   5            ascii   q$\b-
23108 0x0014183f 0x0054883f 6   7            ascii   Xe>>4O
23109 0x00141847 0x00548847 4   5            ascii   AU\eC
23110 0x00141894 0x00548894 4   5            ascii   eHP'
23111 0x001418b6 0x005488b6 7   10           utf8    Bڶ;Ѱr`x blocks=Basic Latin,Arabic,Cyrillic
23112 0x001418fe 0x005488fe 4   5            ascii   &e/&
23113 0x00141937 0x00548937 4   5            ascii   ?pOJ
23114 0x0014193d 0x0054893d 4   6            utf8    yVYb
23115 0x0014198f 0x0054898f 4   5            ascii   v|w6
23116 0x001419d5 0x005489d5 4   6            utf8    ^tߙ\e blocks=Basic Latin,NKo
23117 0x001419f0 0x005489f0 6   7            ascii   pX3xR^
