[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a7 0x000000a7 6   7            ascii   uRichY
3    0x000001b0 0x000001b0 5   6            ascii   .text
1033 0x00017da0 0x00417da0 6   7    .text   ascii   \r2?LW1
1034 0x00017df2 0x00417df2 5   7    .text   utf8    27D:v
1035 0x00017e4e 0x00417e4e 4   5    .text   ascii   :E'L
1036 0x00017e8d 0x00417e8d 4   5    .text   ascii   Pu_\v
1037 0x00017ec5 0x00417ec5 4   5    .text   ascii   ^h+i
1038 0x00017eda 0x00417eda 4   5    .text   ascii   |I\n#
1039 0x00017f2a 0x00417f2a 5   6    .text   ascii   nSbgH
1040 0x00017fa0 0x00417fa0 4   5    .text   ascii   Y]|}
1041 0x00017fc2 0x00417fc2 5   6    .text   ascii   J)zs?
1042 0x00017fce 0x00417fce 4   5    .text   ascii   Q?}\b
1043 0x00017fdb 0x00417fdb 4   5    .text   ascii   KU\r!
1044 0x00017ff8 0x00417ff8 5   10   .text   utf8    ๐I>r焦 blocks=Thai,Basic Latin,CJK Unified Ideographs
1045 0x00018039 0x00418039 5   6    .text   ascii   SVWj?
1046 0x0001809b 0x0041809b 4   5    .text   ascii   www.
1047 0x0001810f 0x0041810f 4   6    .text   utf8    u\b3ۃ blocks=Basic Latin,Arabic
1048 0x00018260 0x00418260 4   5    .text   ascii   D:rP
1049 0x00018476 0x00418476 4   5    .text   ascii   E\b\r\n
1050 0x00018480 0x00418480 5   6    .text   ascii   Portf
1051 0x00018490 0x00418490 4   5    .text   ascii   User
1052 0x0001849e 0x0041849e 4   5    .text   ascii   Serv
1053 0x000184a5 0x004184a5 4   5    .text   ascii   er:\t
1054 0x000184f2 0x004184f2 5   6    .text   ascii   Rj\bSP
1055 0x0001875d 0x0041875d 4   5    .text   ascii   sU\fU
1056 0x0001878f 0x0041878f 4   5    .text   ascii   y PW
1057 0x0001889a 0x0041889a 4   5    .text   ascii   F=r{
1058 0x000188b5 0x004188b5 4   5    .text   ascii   SWj?
1059 0x0001890d 0x0041890d 4   5    .text   ascii   N\bQR
1060 0x0001896c 0x0041896c 4   5    .text   ascii   Hh8*
1061 0x000189bc 0x004189bc 5   6    .text   ascii   ]\bjMS
1062 0x00018a22 0x00418a22 4   5    .text   ascii   t\t_[
1063 0x00018a36 0x00418a36 4   5    .text   ascii   \b_[3
1064 0x00018a69 0x00418a69 4   5    .text   ascii   SVWh
1065 0x00018b81 0x00418b81 4   5    .text   ascii   0_^[
1066 0x00018b93 0x00418b93 4   5    .text   ascii   VWh"
1067 0x00018bf4 0x00418bf4 5   6    .text   ascii   M\fSVW
1068 0x00018c62 0x00418c62 4   5    .text   ascii   _^[]
1069 0x00018cbf 0x00418cbf 4   5    .text   ascii   Wind
1070 0x00018cc6 0x00418cc6 4   5    .text   ascii   ows 
1071 0x00018ccd 0x00418ccd 4   5    .text   ascii   Expl
1072 0x00018cd9 0x00418cd9 5   6    .text   ascii   E\bu\ej
1073 0x00018d26 0x00418d26 5   6    .text   ascii   jPRVW
1074 0x00018d43 0x00418d43 4   9    .text   utf16le jjjj
1075 0x00018d6f 0x00418d6f 4   5    .text   ascii   \b[_^
1076 0x00018d77 0x00418d77 4   9    .text   utf16le jjjj
1077 0x00018ded 0x00418ded 6   7    .text   ascii   E\fQPSW
1078 0x00018e17 0x00418e17 6   7    .text   ascii   E\fRPSW
1079 0x00018e4b 0x00418e4b 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
1080 0x00018e7d 0x00418e7d 5   8    .text   utf8    ẺEЈE blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1081 0x00018ec1 0x00418ec1 4   5    .text   ascii   POST
1082 0x00018ec8 0x00418ec8 4   5    .text   ascii   Wind
1083 0x00018ecf 0x00418ecf 4   5    .text   ascii   ows 
1084 0x00018ed6 0x00418ed6 4   5    .text   ascii   Expl
1085 0x00018efe 0x00418efe 4   9    .text   utf16le jjjj
1086 0x00018f31 0x00418f31 8   9    .text   ascii   8\r\n\r\nt\b@
1087 0x00018f4b 0x00418f4b 4   5    .text   ascii   E\bj/
1088 0x00018f75 0x00418f75 4   5    .text   ascii   jPPQ
1089 0x00018fca 0x00418fca 4   5    .text   ascii   \b[_^
1090 0x00018fd0 0x00418fd0 5   7    .text   utf8    ]ËU\bR blocks=Basic Latin,Latin-1 Supplement
1091 0x0001900f 0x0041900f 5   7    .text   utf8    t\nǇP  blocks=Basic Latin,Latin Extended-B
1092 0x0001901c 0x0041901c 4   5    .text   ascii   M\fQV
1093 0x00019064 0x00419064 4   5    .text   ascii   wini
1094 0x0001906b 0x0041906b 4   5    .text   ascii   net.
1095 0x000190a5 0x004190a5 4   5    .text   ascii   S\bPS
1096 0x0001917d 0x0041917d 5   6    .text   ascii   WhO\bu
1097 0x000192ec 0x004192ec 5   6    .text   ascii   Lx`QU
1098 0x000192f8 0x004192f8 4   5    .text   ascii   ]\bV3
1099 0x00019432 0x00419432 4   5    .text   ascii   @j\nW
1100 0x000194e8 0x004194e8 4   5    .text   ascii   @j*W
1101 0x00019555 0x00419555 4   5    .text   ascii   @j5W
1102 0x000195c8 0x004195c8 4   5    .text   ascii   @jCW
1103 0x0001969a 0x0041969a 4   5    .text   ascii   @jwW
1104 0x000196bd 0x004196bd 4   6    .text   utf8    WPǆ\ blocks=Basic Latin,Latin Extended-B
1105 0x00019715 0x00419715 7   9    .text   utf8    \f_^[]òb blocks=Basic Latin,Latin-1 Supplement
1106 0x00019848 0x00419848 5   6    .text   ascii   ]\bVWh
1107 0x0001989d 0x0041989d 4   5    .text   ascii   M\bPQ
1108 0x000198a8 0x004198a8 4   5    .text   ascii   \b_^[
1109 0x000198ee 0x004198ee 5   6    .text   ascii   U\bj@h
1110 0x000199d4 0x004199d4 4   5    .text   ascii   hxVu
1111 0x00019a37 0x00419a37 5   6    .text   ascii   wwwwu
1112 0x00019b5d 0x00419b5d 5   6    .text   ascii   V A;M
1113 0x00019b7b 0x00419b7b 9   10   .text   ascii   E\bPj@jdWS
1114 0x00019b9c 0x00419b9c 4   5    .text   ascii   \b_^[
1115 0x00019bfb 0x00419bfb 4   5    .text   ascii   ,_^[
1116 0x00019c19 0x00419c19 4   5    .text   ascii   Vj\aj
1117 0x00019c59 0x00419c59 4   5    .text   ascii   Vj\bj
1118 0x00019c99 0x00419c99 4   5    .text   ascii   Vj\tj
1119 0x00019ccd 0x00419ccd 4   5    .text   ascii   .o\rU
1120 0x00019cd9 0x00419cd9 4   5    .text   ascii   Vj\rj
1121 0x00019e47 0x00419e47 4   6    .text   utf8    ^]Í7 blocks=Basic Latin,Latin-1 Supplement
1122 0x00019efc 0x00419efc 5   6    .text   ascii   OzQ7U
1123 0x00019f7d 0x00419f7d 4   5    .text   ascii   qDUU
1124 0x00019fc2 0x00419fc2 5   6    .text   ascii   5M\v4=
1125 0x00019fc9 0x00419fc9 4   5    .text   ascii   c<%<
1126 0x00019fd9 0x00419fd9 4   5    .text   ascii   Vj\ej
1127 0x0001a129 0x0041a129 4   5    .text   ascii   Vj j
1128 0x0001a169 0x0041a169 4   5    .text   ascii   Vj!j
1129 0x0001a1a9 0x0041a1a9 4   5    .text   ascii   Vj"j
1130 0x0001a1e9 0x0041a1e9 4   5    .text   ascii   Vj#j
1131 0x0001a229 0x0041a229 4   5    .text   ascii   Vj$j
1132 0x0001a269 0x0041a269 4   5    .text   ascii   Vj%j
1133 0x0001a2a9 0x0041a2a9 4   5    .text   ascii   Vj&j
1134 0x0001a2e9 0x0041a2e9 4   5    .text   ascii   Vj'j
1135 0x0001a329 0x0041a329 4   5    .text   ascii   Vj(j
1136 0x0001a36f 0x0041a36f 4   6    .text   utf8    ^]èL blocks=Basic Latin,Latin-1 Supplement
1137 0x0001a389 0x0041a389 4   5    .text   ascii   Vj)j
1138 0x0001a3d9 0x0041a3d9 4   5    .text   ascii   Vj*j
1139 0x0001a429 0x0041a429 4   5    .text   ascii   Vj+j
1140 0x0001a459 0x0041a459 4   5    .text   ascii   Vj,j
1141 0x0001a489 0x0041a489 4   5    .text   ascii   Vj.j
1142 0x0001a4c9 0x0041a4c9 4   5    .text   ascii   Vj/j
1143 0x0001a509 0x0041a509 4   5    .text   ascii   Vj0j
1144 0x0001a549 0x0041a549 4   5    .text   ascii   Vj1j
1145 0x0001a589 0x0041a589 4   5    .text   ascii   Vj2j
1146 0x0001a5c9 0x0041a5c9 4   5    .text   ascii   Vj3j
1147 0x0001a5f9 0x0041a5f9 4   5    .text   ascii   Vj4j
1148 0x0001a61f 0x0041a61f 4   6    .text   utf8    ^]Ë\t blocks=Basic Latin,Latin-1 Supplement
1149 0x0001a639 0x0041a639 4   5    .text   ascii   Vj5j
1150 0x0001a67c 0x0041a67c 4   5    .text   ascii   Vj6j
1151 0x0001a6ac 0x0041a6ac 4   5    .text   ascii   Vj7j
1152 0x0001a6fd 0x0041a6fd 4   5    .text   ascii   PlJU
1153 0x0001a70c 0x0041a70c 4   5    .text   ascii   Vj8j
1154 0x0001a73b 0x0041a73b 6   7    .text   ascii   a2Dl\nU
1155 0x0001a74c 0x0041a74c 4   5    .text   ascii   Vj9j
1156 0x0001a79c 0x0041a79c 4   5    .text   ascii   VjFj
1157 0x0001a7dc 0x0041a7dc 4   5    .text   ascii   VjGj
1158 0x0001a817 0x0041a817 4   5    .text   ascii   H\fVj
1159 0x0001a847 0x0041a847 4   5    .text   ascii   H\fVj
1160 0x0001a877 0x0041a877 4   5    .text   ascii   H\fVj
1161 0x0001a8a7 0x0041a8a7 4   5    .text   ascii   H\fVj
1162 0x0001a8e7 0x0041a8e7 4   5    .text   ascii   H\fVj
1163 0x0001a917 0x0041a917 6   7    .text   ascii   H\fVj\bQ
1164 0x0001a95d 0x0041a95d 4   5    .text   ascii   Inte
1165 0x0001a964 0x0041a964 4   5    .text   ascii   rnet
1166 0x0001a96b 0x0041a96b 5   6    .text   ascii   Openf
1167 0x0001a992 0x0041a992 5   6    .text   ascii   M\fRPQ
1168 0x0001a9a9 0x0041a9a9 4   5    .text   ascii   :"&T
1169 0x0001a9cd 0x0041a9cd 4   5    .text   ascii   Inte
1170 0x0001a9d4 0x0041a9d4 4   5    .text   ascii   rnet
1171 0x0001a9db 0x0041a9db 4   5    .text   ascii   Conn
1172 0x0001a9e2 0x0041a9e2 4   5    .text   ascii   ectA
1173 0x0001aa13 0x0041aa13 5   6    .text   ascii   M\fRPQ
1174 0x0001aa4d 0x0041aa4d 4   5    .text   ascii   Http
1175 0x0001aa54 0x0041aa54 4   5    .text   ascii   Open
1176 0x0001aa5b 0x0041aa5b 4   5    .text   ascii   Requ
1177 0x0001aa62 0x0041aa62 4   5    .text   ascii   estA
1178 0x0001aa93 0x0041aa93 5   6    .text   ascii   M\fRPQ
1179 0x0001aaa4 0x0041aaa4 6   8    .text   utf8    ]Î\;v0 blocks=Basic Latin,Latin-1 Supplement
1180 0x0001aacd 0x0041aacd 4   5    .text   ascii   Http
1181 0x0001aad4 0x0041aad4 4   5    .text   ascii   Send
1182 0x0001aadb 0x0041aadb 4   5    .text   ascii   Requ
1183 0x0001aae2 0x0041aae2 4   5    .text   ascii   estA
1184 0x0001ab07 0x0041ab07 5   6    .text   ascii   M\fRPQ
1185 0x0001ab3d 0x0041ab3d 4   5    .text   ascii   Inte
1186 0x0001ab44 0x0041ab44 4   5    .text   ascii   rnet
1187 0x0001ab4b 0x0041ab4b 4   5    .text   ascii   Read
1188 0x0001ab52 0x0041ab52 4   5    .text   ascii   File
1189 0x0001ab73 0x0041ab73 5   6    .text   ascii   E\fQRP
1190 0x0001ab89 0x0041ab89 4   6    .text   utf8    ~\rx`
1191 0x0001abad 0x0041abad 4   5    .text   ascii   Inte
1192 0x0001abb4 0x0041abb4 4   5    .text   ascii   rnet
1193 0x0001abbb 0x0041abbb 4   5    .text   ascii   Clos
1194 0x0001abc2 0x0041abc2 4   5    .text   ascii   eHan
1195 0x0001abed 0x0041abed 4   5    .text   ascii   \eY~U
1196 0x0001ac0f 0x0041ac0f 4   5    .text   ascii   }\bQW
1197 0x0001ac1f 0x0041ac1f 4   5    .text   ascii   O RQ
1198 0x0001ac39 0x0041ac39 4   5    .text   ascii   E\b+x
1199 0x0001ac5a 0x0041ac5a 4   5    .text   ascii   ]\f9X
1200 0x0001ac87 0x0041ac87 4   5    .text   ascii   E\f;B
1201 0x0001ad4b 0x0041ad4b 4   5    .text   ascii   \f_^[
1202 0x0001ad5d 0x0041ad5d 4   5    .text   ascii   -q9U
1203 0x0001ad69 0x0041ad69 6   7    .text   ascii   }\bj\vVW
1204 0x0001ad74 0x0041ad74 4   5    .text   ascii   j\fVW
1205 0x0001ad7d 0x0041ad7d 4   5    .text   ascii   j\rVW
1206 0x0001ae01 0x0041ae01 4   5    .text   ascii   j\eVW
1207 0x0001ae31 0x0041ae31 4   5    .text   ascii   j VW
1208 0x0001ae3a 0x0041ae3a 4   5    .text   ascii   j!VW
1209 0x0001ae43 0x0041ae43 4   5    .text   ascii   j"VW
1210 0x0001ae4e 0x0041ae4e 5   6    .text   ascii   Hj#VW
1211 0x0001ae58 0x0041ae58 4   5    .text   ascii   j$VW
1212 0x0001ae61 0x0041ae61 4   5    .text   ascii   j%VW
1213 0x0001ae6a 0x0041ae6a 4   5    .text   ascii   j&VW
1214 0x0001ae73 0x0041ae73 4   5    .text   ascii   j'VW
1215 0x0001ae7c 0x0041ae7c 4   5    .text   ascii   j(VW
1216 0x0001ae87 0x0041ae87 5   6    .text   ascii   Hj)VW
1217 0x0001ae91 0x0041ae91 4   5    .text   ascii   j*VW
1218 0x0001ae9a 0x0041ae9a 4   5    .text   ascii   j,VW
1219 0x0001aea3 0x0041aea3 4   5    .text   ascii   j-VW
1220 0x0001aeac 0x0041aeac 4   5    .text   ascii   j.VW
1221 0x0001aeb5 0x0041aeb5 4   5    .text   ascii   j/VW
1222 0x0001aec0 0x0041aec0 5   6    .text   ascii   Hj0VW
1223 0x0001aeca 0x0041aeca 4   5    .text   ascii   j1VW
1224 0x0001aed3 0x0041aed3 4   5    .text   ascii   j2VW
1225 0x0001aee5 0x0041aee5 4   6    .text   utf8    ^]Ö\r blocks=Basic Latin,Latin-1 Supplement
1226 0x0001afb9 0x0041afb9 4   5    .text   ascii   uBPV
1227 0x0001afed 0x0041afed 4   7    .text   utf8    F P諪 blocks=Basic Latin,CJK Unified Ideographs
1228 0x0001b051 0x0041b051 5   8    .text   utf8    u\bPV趩 blocks=Basic Latin,CJK Unified Ideographs
1229 0x0001b06d 0x0041b06d 4   5    .text   ascii   \a^_]
1230 0x0001b0a6 0x0041b0a6 6   8    .text   utf8    ^]Êmm_ blocks=Basic Latin,Latin-1 Supplement
1231 0x0001b0b8 0x0041b0b8 6   8    .text   utf8    u\b3\rd$
1232 0x0001b16f 0x0041b16f 4   5    .text   ascii   u\bWS
1233 0x0001b18b 0x0041b18b 5   6    .text   ascii   u\t_^3
1234 0x0001b2d7 0x0041b2d7 6   7    .text   ascii   U\bRj#V
1235 0x0001b305 0x0041b305 4   5    .text   ascii   L0U@
1236 0x0001b31b 0x0041b31b 6   7    .text   ascii   mT-d.U
1237 0x0001b327 0x0041b327 6   7    .text   ascii   u\bWjqV
1238 0x0001b358 0x0041b358 5   6    .text   ascii   u\t_^3
1239 0x0001b398 0x0041b398 5   6    .text   ascii   Qj\aRV
1240 0x0001b3b6 0x0041b3b6 4   5    .text   ascii   T0H@
1241 0x0001b3c0 0x0041b3c0 4   5    .text   ascii   N.SV
1242 0x0001b485 0x0041b485 4   5    .text   ascii   \bVWd
1243 0x0001b4c1 0x0041b4c1 4   5    .text   ascii   V0WR
1244 0x0001b4e4 0x0041b4e4 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
1245 0x0001b515 0x0041b515 4   5    .text   ascii   \bVWd
1246 0x0001b551 0x0041b551 4   5    .text   ascii   V0WR
1247 0x0001b585 0x0041b585 4   5    .text   ascii   \bVWd
1248 0x0001b5c1 0x0041b5c1 4   5    .text   ascii   V0WR
1249 0x0001b5de 0x0041b5de 6   8    .text   utf8    ]ËF0_^ blocks=Basic Latin,Latin-1 Supplement
1250 0x0001b5f7 0x0041b5f7 4   5    .text   ascii   M\bPQ
1251 0x0001b634 0x0041b634 5   6    .text   ascii   M\fj\rQ
1252 0x0001b82b 0x0041b82b 4   5    .text   ascii   @AIH
1253 0x0001b845 0x0041b845 4   5    .text   ascii   hSVW
1254 0x0001b865 0x0041b865 4   5    .text   ascii   E\ft+
1255 0x0001b871 0x0041b871 7   8    .text   ascii   <1@AIHu
1256 0x0001b89f 0x0041b89f 5   6    .text   ascii   u\a_^[
1257 0x0001b921 0x0041b921 4   5    .text   ascii   @AIH
1258 0x0001b996 0x0041b996 4   5    .text   ascii   N<Tt
1259 0x0001b9c5 0x0041b9c5 4   6    .text   utf8    t̰Z_ blocks=Basic Latin,Combining Diacritical Marks
1260 0x0001bbd7 0x0041bbd7 5   7    .text   utf8    ɍFHSP blocks=Latin Extended-B,Basic Latin
1261 0x0001bc4c 0x0041bc4c 4   6    .text   utf8    ]ùMZ blocks=Basic Latin,Latin-1 Supplement
1262 0x0001bc53 0x0041bc53 4   5    .text   ascii   f9\bu
1263 0x0001bcd2 0x0041bcd2 5   6    .text   ascii   f9\au\r
1264 0x0001bcdb 0x0041bcdb 4   6    .text   utf8    ߁;PE blocks=NKo,Basic Latin
1265 0x0001bce2 0x0041bce2 4   5    .text   ascii   t\b_3
1266 0x0001bcea 0x0041bcea 4   6    .text   utf8    ]ËSP blocks=Basic Latin,Latin-1 Supplement
1267 0x0001bcf0 0x0041bcf0 6   7    .text   ascii   E\bVBRP
1268 0x0001bd08 0x0041bd08 5   6    .text   ascii   STRWV
1269 0x0001bd27 0x0041bd27 4   6    .text   utf8    3ҋO< blocks=Basic Latin,Cyrillic
1270 0x0001bd70 0x0041bd70 4   5    .text   ascii   E\f(@
1271 0x0001bda8 0x0041bda8 4   5    .text   ascii   <\bPE
1272 0x0001bdb2 0x0041bdb2 5   7    .text   utf8    ]ËD\b, blocks=Basic Latin,Latin-1 Supplement
1273 0x0001bdba 0x0041bdba 6   8    .text   utf8    ]îqhsU blocks=Basic Latin,Latin-1 Supplement
1274 0x0001bdcf 0x0041bdcf 5   6    .text   ascii   f9\bu\f
1275 0x0001be08 0x0041be08 4   5    .text   ascii   <\bPE
1276 0x0001be12 0x0041be12 5   7    .text   utf8    ]Ã|\b| blocks=Basic Latin,Latin-1 Supplement
1277 0x0001be27 0x0041be27 4   5    .text   ascii   _\ba\b
1278 0x0001be3f 0x0041be3f 5   6    .text   ascii   f9\bu\f
1279 0x0001be93 0x0041be93 5   6    .text   ascii   U\fRQP
1280 0x0001beaa 0x0041beaa 4   5    .text   ascii   #E\f]
1281 0x0001becb 0x0041becb 5   6    .text   ascii   M\fQRP
1282 0x0001bf0c 0x0041bf0c 5   6    .text   ascii   N_LYU
1283 0x0001bf83 0x0041bf83 7   9    .text   utf8    _^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
1284 0x0001bfbd 0x0041bfbd 7   9    .text   utf8    ^[]ËE\b] blocks=Basic Latin,Latin-1 Supplement
1285 0x0001bfdf 0x0041bfdf 4   5    .text   ascii   D3TW
1286 0x0001c01a 0x0041c01a 5   6    .text   ascii   u\t_^3
1287 0x0001c031 0x0041c031 6   8    .text   utf8    M\f3ۋF< blocks=Basic Latin,Arabic
1288 0x0001c039 0x0041c039 5   7    .text   utf8    U\f+Ѝ\f blocks=Basic Latin,Cyrillic
1289 0x0001c09f 0x0041c09f 4   5    .text   ascii   m\f(@
1290 0x0001c0c7 0x0041c0c7 4   5    .text   ascii   H\bVW
1291 0x0001c0cc 0x0041c0cc 4   5    .text   ascii   }\fWj
1292 0x0001c0f3 0x0041c0f3 7   9    .text   utf8    _^]Ï#]A blocks=Basic Latin,Latin-1 Supplement
1293 0x0001c107 0x0041c107 4   5    .text   ascii   H\bVW
1294 0x0001c173 0x0041c173 4   5    .text   ascii   U\fQR
1295 0x0001c239 0x0041c239 11  12   .text   ascii   <Ar5<zw1<Zv
1296 0x0001c245 0x0041c245 4   5    .text   ascii   <ar)
1297 0x0001c29f 0x0041c29f 4   5    .text   ascii   t\S3
1298 0x0001c2c9 0x0041c2c9 5   7    .text   utf8    []Íd$ blocks=Basic Latin,Latin-1 Supplement
1299 0x0001c2d4 0x0041c2d4 4   5    .text   ascii   M\bWP
1300 0x0001c2e6 0x0041c2e6 4   5    .text   ascii   u\nF;
1301 0x0001c2ed 0x0041c2ed 7   9    .text   utf8    ^_[]ËM\b blocks=Basic Latin,Latin-1 Supplement
1302 0x0001c2f8 0x0041c2f8 4   5    .text   ascii   ^_[]
1303 0x0001c31f 0x0041c31f 4   5    .text   ascii   Wt\aF
1304 0x0001c37d 0x0041c37d 7   8    .text   ascii   f99t\bGf
1305 0x0001c396 0x0041c396 4   5    .text   ascii   t\b@f
1306 0x0001c3ca 0x0041c3ca 4   5    .text   ascii   y_^]
1307 0x0001c43a 0x0041c43a 5   6    .text   ascii   s204 
1308 0x0001c486 0x0041c486 5   6    .text   ascii   t\a@f9
1309 0x0001c4d1 0x0041c4d1 5   6    .text   ascii   4\eVPW
1310 0x0001c564 0x0041c564 4   5    .text   ascii   W?9h
1311 0x0001c5ba 0x0041c5ba 4   5    .text   ascii   u\bf9
1312 0x0001c5c6 0x0041c5c6 4   5    .text   ascii   \f0@f
1313 0x0001c63b 0x0041c63b 5   6    .text   ascii   \fG_^]
1314 0x0001c646 0x0041c646 4   5    .text   ascii   G_^]
1315 0x0001c67d 0x0041c67d 5   6    .text   ascii   8\nt\aA
1316 0x0001c6b1 0x0041c6b1 4   5    .text   ascii   U\fWR
1317 0x0001c6c3 0x0041c6c3 7   8    .text   ascii   u\vF;u\br
1318 0x0001c6cb 0x0041c6cb 4   5    .text   ascii   ^_[]
1319 0x0001c6f5 0x0041c6f5 9   11   .text   utf8    3\tM\bf9\at\t
1320 0x0001c70e 0x0041c70e 7   8    .text   ascii   f9\nt\bAf
1321 0x0001c71c 0x0041c71c 4   6    .text   utf8    ɉM\b; blocks=Latin Extended-B,Basic Latin
1322 0x0001c737 0x0041c737 5   6    .text   ascii   u\r^[3
1323 0x0001c73d 0x0041c73d 5   7    .text   utf8    _]ËU\f blocks=Basic Latin,Latin-1 Supplement
1324 0x0001c744 0x0041c744 5   6    .text   ascii   M\bQRW
1325 0x0001c75d 0x0041c75d 4   5    .text   ascii   ^[_]
1326 0x0001c787 0x0041c787 4   5    .text   ascii   tXV3
1327 0x0001c79a 0x0041c79a 4   5    .text   ascii   v\b^3
1328 0x0001c7b6 0x0041c7b6 4   5    .text   ascii   \f\aSQ
1329 0x0001c7fa 0x0041c7fa 4   5    .text   ascii   _t.f
1330 0x0001c800 0x0041c800 4   5    .text   ascii   -t(f
1331 0x0001c844 0x0041c844 9   10   .text   ascii   E\b<_t <-t
1332 0x0001c856 0x0041c856 7   8    .text   ascii   <Ar\f<Zv
1333 0x0001c875 0x0041c875 5   7    .text   utf8    0SgVV
1334 0x0001c886 0x0041c886 4   6    .text   utf8    }\f3ۅ blocks=Basic Latin,Arabic
1335 0x0001c8a6 0x0041c8a6 4   5    .text   ascii   3<_t
1336 0x0001c8d0 0x0041c8d0 7   9    .text   utf8    ^_[]ËE\b blocks=Basic Latin,Latin-1 Supplement
1337 0x0001c8da 0x0041c8da 4   5    .text   ascii   8_[]
1338 0x0001c8ee 0x0041c8ee 5   7    .text   utf8    U\bV+ы blocks=Basic Latin,Cyrillic
1339 0x0001c903 0x0041c903 4   5    .text   ascii   \nANu
1340 0x0001cac1 0x0041cac1 4   5    .text   ascii   T1HR
1341 0x0001cb88 0x0041cb88 5   6    .text   ascii   SWhs\a
1342 0x0001cbb8 0x0041cbb8 5   7    .text   utf8    .dllǅ blocks=Basic Latin,Latin Extended-B
1343 0x0001cbf4 0x0041cbf4 5   7    .text   utf8    \a\aE\bǅ blocks=Basic Latin,Latin Extended-B
1344 0x0001cc28 0x0041cc28 4   6    .text   utf8    %eǅ\f blocks=Basic Latin,Latin Extended-B
1345 0x0001cc8c 0x0041cc8c 4   6    .text   utf8    WAǅ4 blocks=Basic Latin,Latin Extended-B
1346 0x0001cca8 0x0041cca8 6   8    .text   utf8    WA\ttǅ@ blocks=Basic Latin,Latin Extended-B
1347 0x0001ccb3 0x0041ccb3 5   7    .text   utf8    `}PǅD blocks=Basic Latin,Latin Extended-B
1348 0x0001ccc6 0x0041ccc6 6   8    .text   utf8    \vYWcǅL blocks=Basic Latin,Latin Extended-B
1349 0x0001cd5e 0x0041cd5e 6   7    .text   ascii   ]\b@PVS
1350 0x0001cdbc 0x0041cdbc 5   6    .text   ascii   |vb@U
1351 0x0001ce57 0x0041ce57 4   5    .text   ascii   EHx*
1352 0x0001ce7a 0x0041ce7a 4   5    .text   ascii   E\fPQ
1353 0x0001cf3c 0x0041cf3c 6   7    .text   ascii   <A|\r<Z
1354 0x0001cf8f 0x0041cf8f 4   5    .text   ascii   \fF^[
1355 0x0001d02c 0x0041d02c 6   7    .text   ascii   <a|\r<z
1356 0x0001d07f 0x0041d07f 4   5    .text   ascii   \fF^[
1357 0x0001d09c 0x0041d09c 5   6    .text   ascii   ?+h^U
1358 0x0001d139 0x0041d139 4   5    .text   ascii   ^fv}
1359 0x0001d170 0x0041d170 5   6    .text   ascii   E\bWRP
1360 0x0001d1c5 0x0041d1c5 11  13   .text   utf8    ^[]Õw68#}UU blocks=Basic Latin,Latin-1 Supplement
1361 0x0001d1e8 0x0041d1e8 4   5    .text   ascii   u\bj\b
1362 0x0001d2a9 0x0041d2a9 4   5    .text   ascii   93vP
1363 0x0001d2fb 0x0041d2fb 5   6    .text   ascii   \f^[_^
1364 0x0001d37d 0x0041d37d 4   5    .text   ascii   ;~\fr
1365 0x0001d3e2 0x0041d3e2 6   8    .text   utf8    Ƌu\bWPV blocks=Latin Extended-B,Basic Latin
1366 0x0001d3f8 0x0041d3f8 4   5    .text   ascii   \f~_^
1367 0x0001d43f 0x0041d43f 5   6    .text   ascii   u\bWQV
1368 0x0001d453 0x0041d453 4   5    .text   ascii   ~[_^
1369 0x0001d525 0x0041d525 6   8    .text   utf8    ū'\e9\- blocks=Latin Extended-A,Basic Latin
1370 0x0001d716 0x0041d716 5   7    .text   utf8    \v%\tg܊ blocks=Basic Latin,Syriac
1371 0x0001d72e 0x0041d72e 5   6    .text   ascii   xEJ#\r
1372 0x0001d751 0x0041d751 4   6    .text   utf8    vµ\b1 blocks=Basic Latin,Latin-1 Supplement
1373 0x0001d769 0x0041d769 5   6    .text   ascii   i5j\rt
1374 0x0001d77c 0x0041d77c 4   5    .text   ascii   dx\K
1375 0x0001d7e5 0x0041d7e5 6   7    .text   ascii   V^i-j\n
1376 0x0001d82a 0x0041d82a 5   6    .text   ascii   l\a]\v-
1377 0x0001d86d 0x0041d86d 4   5    .text   ascii   R~RE
1378 0x0001d89e 0x0041d89e 5   6    .text   ascii   \t6\n\e\r
1379 0x0001d90a 0x0041d90a 4   5    .text   ascii   a[\f\v
1380 0x0001d919 0x0041d919 4   5    .text   ascii   =sc"
1381 0x0001d95f 0x0041d95f 6   8    .text   utf8    i%}5TĦ blocks=Basic Latin,Latin Extended-A
1382 0x0001d977 0x0041d977 5   6    .text   ascii   =p~s\r
1383 0x0001d999 0x0041d999 6   7    .text   ascii   \v@pU"5
1384 0x0001da4a 0x0041da4a 4   5    .text   ascii   5*\v-
